run_id,harderLASSO ANN - 0.7lambda,harderLASSO ANN - lambda,harderLASSO ANN - 1.3lambda
0,"[1, 4, 22, 75, 112, 119, 155, 237, 265]","[1, 4, 22, 75, 112, 119, 155, 237, 265]","[1, 4, 22, 75, 112, 119, 155, 237, 265]"
1,"[24, 43, 71, 142, 245, 248, 272, 281, 290]","[24, 43, 71, 142, 245, 248, 272, 281, 290]","[24, 43, 71, 142, 245, 248, 272, 281, 290]"
2,"[20, 30, 39, 76, 127, 140, 162, 264, 291]","[20, 30, 39, 76, 127, 140, 162, 264, 291]","[20, 30, 39, 76, 127, 140, 162, 264, 291]"
3,"[70, 83, 100, 101, 116, 156, 166, 220, 292]","[70, 83, 100, 101, 116, 156, 166, 220, 292]","[70, 83, 100, 101, 116, 156, 166, 220, 292]"
4,"[6, 81, 100, 149, 152, 172, 184, 216, 276]","[6, 81, 100, 149, 152, 172, 184, 216, 276]","[6, 81, 100, 149, 152, 172, 184, 216, 276]"
5,"[3, 6, 26, 35, 38, 87, 119, 255, 261]","[3, 6, 26, 35, 38, 87, 119, 255, 261]","[3, 6, 26, 35, 38, 87, 119, 255, 261]"
6,"[4, 21, 56, 71, 185, 196, 220, 250, 269]","[4, 21, 56, 71, 185, 196, 220, 250, 269]","[4, 21, 56, 71, 185, 196, 220, 250, 269]"
7,"[18, 133, 135, 154, 160, 196, 197, 213, 237, 252]","[18, 133, 154, 160, 196, 197, 213, 237, 252]","[18, 133, 154, 160, 196, 197, 213, 237, 252]"
8,"[46, 74, 96, 113, 117, 140, 245, 252, 257]","[46, 74, 96, 113, 117, 140, 245, 252, 257]","[46, 74, 96, 113, 117, 140, 245, 252, 257]"
9,"[19, 55, 100, 104, 107, 156, 165, 233, 239]","[19, 55, 100, 104, 107, 156, 165, 233, 239]","[19, 55, 100, 104, 107, 156, 165, 233, 239]"
10,"[11, 21, 61, 70, 141, 156, 179, 227, 236, 292]","[11, 61, 70, 141, 156, 179, 227, 236, 292]","[11, 61, 70, 141, 156, 179, 227, 236, 292]"
11,"[2, 77, 83, 142, 163, 169, 236, 237, 293]","[2, 77, 83, 142, 163, 169, 236, 237, 293]","[2, 77, 83, 142, 163, 169, 236, 237, 293]"
12,"[6, 99, 114, 176, 203, 212, 263, 287, 297]","[6, 99, 114, 176, 203, 212, 263, 287, 297]","[6, 99, 114, 176, 203, 212, 263, 287, 297]"
13,"[2, 35, 91, 125, 155, 173, 208, 218, 256]","[2, 35, 91, 125, 155, 173, 208, 218, 256]","[2, 35, 91, 125, 155, 173, 208, 218, 256]"
14,"[4, 79, 101, 104, 122, 172, 176, 185, 254]","[4, 79, 101, 104, 122, 172, 176, 185, 254]","[4, 79, 101, 104, 122, 172, 176, 185, 254]"
15,"[8, 18, 26, 93, 175, 198, 199, 223, 275]","[8, 18, 26, 93, 175, 198, 199, 223, 275]","[8, 18, 26, 93, 175, 198, 199, 223, 275]"
16,"[35, 40, 72, 94, 100, 183, 199, 217, 220, 240, 270]","[40, 72, 94, 100, 183, 199, 217, 220, 240]","[40, 72, 94, 100, 183, 199, 217, 220, 240]"
17,"[4, 27, 57, 113, 145, 184, 213, 224, 225]","[4, 27, 57, 113, 145, 184, 213, 224, 225]","[4, 27, 57, 113, 145, 184, 213, 224, 225]"
18,"[58, 69, 76, 106, 154, 186, 199, 228, 268]","[58, 69, 76, 106, 154, 186, 199, 228, 268]","[58, 69, 76, 106, 154, 186, 199, 228, 268]"
19,"[49, 93, 100, 123, 149, 157, 168, 199, 293]","[49, 93, 100, 123, 149, 157, 168, 199, 293]","[49, 93, 100, 123, 149, 157, 168, 199, 293]"
20,"[45, 57, 86, 102, 135, 140, 174, 234, 254]","[45, 57, 86, 102, 135, 140, 174, 234, 254]","[45, 57, 86, 102, 135, 140, 174, 234, 254]"
21,"[12, 17, 77, 81, 126, 147, 250, 271, 289]","[12, 17, 77, 81, 126, 147, 250, 271, 289]","[12, 17, 77, 81, 126, 147, 250, 271, 289]"
22,"[19, 54, 58, 68, 103, 123, 145, 189, 213, 237, 299]","[19, 58, 103, 123, 145, 189, 213, 237, 299]","[19, 58, 103, 123, 145, 189, 213, 237, 299]"
23,"[6, 21, 36, 56, 68, 86, 109, 160, 188, 285]","[6, 21, 56, 68, 86, 109, 160, 188, 285]","[6, 21, 56, 68, 86, 109, 160, 188, 285]"
24,"[23, 65, 107, 125, 140, 164, 199, 205, 245]","[23, 65, 107, 125, 140, 164, 199, 205, 245]","[23, 65, 107, 125, 140, 164, 199, 205, 245]"
25,"[72, 121, 125, 130, 191, 197, 248, 255, 281, 293]","[72, 121, 125, 130, 191, 197, 248, 255, 281]","[72, 121, 125, 130, 191, 197, 248, 255, 281]"
26,"[20, 25, 123, 126, 221, 260, 274, 276, 283]","[20, 25, 123, 126, 221, 260, 274, 276, 283]","[20, 25, 123, 126, 221, 260, 274, 276, 283]"
27,"[29, 61, 64, 137, 144, 147, 149, 156, 179, 253]","[61, 64, 137, 144, 147, 149, 156, 179, 253]","[61, 64, 137, 144, 147, 149, 156, 179, 253]"
28,"[71, 73, 75, 83, 109, 117, 154, 182, 264]","[71, 73, 75, 83, 109, 117, 154, 182, 264]","[71, 73, 75, 83, 109, 117, 154, 182, 264]"
29,"[1, 46, 84, 99, 103, 144, 172, 208, 273, 290]","[1, 46, 84, 99, 103, 144, 208, 273, 290]","[1, 46, 84, 99, 103, 144, 208, 273, 290]"
30,"[37, 91, 93, 106, 109, 186, 188, 290, 299]","[37, 91, 93, 106, 109, 186, 188, 290, 299]","[37, 91, 93, 106, 109, 186, 188, 290, 299]"
31,"[11, 56, 126, 141, 152, 153, 177, 231, 292]","[11, 56, 126, 141, 152, 153, 177, 231, 292]","[11, 56, 126, 141, 152, 153, 177, 231, 292]"
32,"[40, 61, 96, 115, 144, 184, 199, 271, 276]","[40, 61, 96, 115, 144, 184, 199, 271, 276]","[40, 61, 96, 115, 144, 184, 199, 271, 276]"
33,"[14, 34, 105, 195, 202, 267, 268, 276, 296]","[14, 34, 105, 195, 202, 267, 268, 276, 296]","[14, 34, 105, 195, 202, 267, 268, 276, 296]"
34,"[6, 56, 118, 175, 201, 233, 235, 243, 284]","[6, 56, 118, 175, 201, 233, 235, 243, 284]","[6, 56, 118, 175, 201, 233, 235, 243, 284]"
35,"[14, 24, 45, 82, 121, 146, 179, 193, 254, 296]","[14, 19, 24, 45, 82, 121, 146, 193, 254, 296]","[14, 24, 45, 82, 121, 146, 193, 254, 296]"
36,"[41, 58, 88, 97, 191, 213, 228, 256, 259]","[41, 58, 88, 97, 191, 213, 228, 256, 259]","[41, 58, 88, 97, 191, 213, 228, 256, 259]"
37,"[11, 14, 97, 108, 117, 124, 128, 136, 150, 219, 226]","[11, 14, 97, 108, 117, 128, 136, 150, 226]","[11, 14, 97, 108, 117, 128, 136, 150, 226]"
38,"[24, 128, 150, 224, 228, 255, 265, 287, 289]","[24, 128, 150, 224, 228, 255, 265, 287, 289]","[24, 128, 150, 224, 228, 255, 265, 287, 289]"
39,"[26, 54, 108, 127, 171, 245, 247, 276, 291]","[26, 54, 108, 127, 171, 245, 247, 276, 291]","[26, 54, 108, 127, 171, 245, 247, 276, 291]"
40,"[53, 73, 119, 129, 166, 190, 255, 266, 289]","[53, 73, 119, 129, 166, 190, 255, 266, 289]","[53, 73, 119, 129, 166, 190, 255, 266, 289]"
41,"[9, 52, 64, 68, 121, 244, 246, 258, 279]","[9, 52, 64, 68, 121, 244, 246, 258, 279]","[9, 52, 64, 68, 121, 244, 246, 258, 279]"
42,"[19, 125, 136, 196, 200, 208, 210, 263, 273]","[19, 125, 136, 196, 200, 208, 210, 263, 273]","[19, 125, 136, 196, 200, 208, 210, 263, 273]"
43,"[0, 38, 86, 96, 101, 137, 141, 143, 278]","[0, 38, 86, 96, 101, 137, 141, 143, 278]","[0, 38, 86, 96, 101, 137, 141, 143, 278]"
44,"[87, 97, 101, 103, 140, 141, 172, 231, 259, 294]","[87, 97, 101, 103, 141, 172, 231, 259, 294]","[87, 97, 101, 103, 141, 172, 231, 259, 294]"
45,"[9, 28, 106, 112, 130, 152, 154, 213, 278]","[9, 28, 106, 112, 130, 152, 154, 213, 278]","[9, 28, 106, 112, 130, 152, 154, 213, 278]"
