run_id,XGBoost,RF
1,"([np.int64(2), np.int64(3), np.int64(13), np.int64(15)], np.float64(13.435452150749951))","([np.int64(2), np.int64(3), np.int64(13), np.int64(15), np.int64(18)], np.float64(17.27924118851161))"
2,"([np.int64(10), np.int64(22), np.int64(30), np.int64(39)], np.float64(13.21721433023961))","([np.int64(5), np.int64(10), np.int64(22), np.int64(30), np.int64(39)], np.float64(18.31389870588398))"
3,"([np.int64(0), np.int64(4), np.int64(5), np.int64(27)], np.float64(13.352087538669796))","([np.int64(0), np.int64(4), np.int64(5), np.int64(27)], np.float64(15.020692919385771))"
4,"([np.int64(14), np.int64(34), np.int64(38), np.int64(49)], np.float64(13.137944540161389))","([np.int64(14), np.int64(34), np.int64(38), np.int64(49)], np.float64(15.835114851429367))"
5,"([np.int64(2), np.int64(11), np.int64(15), np.int64(36)], np.float64(14.206955786153355))","([np.int64(2), np.int64(11), np.int64(15), np.int64(36), np.int64(42)], np.float64(17.56697413728031))"
6,"([np.int64(5), np.int64(17), np.int64(41), np.int64(44)], np.float64(13.421542314988653))","([np.int64(5), np.int64(17), np.int64(24), np.int64(32), np.int64(41), np.int64(44)], np.float64(18.568197133844556))"
7,"([np.int64(13), np.int64(17), np.int64(29), np.int64(45)], np.float64(15.081968330461159))","([np.int64(13), np.int64(17), np.int64(29), np.int64(45)], np.float64(16.373736403923683))"
8,"([np.int64(10), np.int64(19), np.int64(37), np.int64(48)], np.float64(13.890426142098828))","([np.int64(1), np.int64(10), np.int64(19), np.int64(37), np.int64(48)], np.float64(18.59693070972217))"
9,"([np.int64(11), np.int64(36), np.int64(38), np.int64(44)], np.float64(12.788700511271276))","([np.int64(11), np.int64(36), np.int64(38), np.int64(44)], np.float64(15.166800078055))"
10,"([np.int64(27), np.int64(29), np.int64(41), np.int64(42)], np.float64(15.643922962145428))","([np.int64(27), np.int64(29), np.int64(33), np.int64(41), np.int64(42), np.int64(49)], np.float64(18.16467235498517))"
11,"([np.int64(19), np.int64(31), np.int64(46), np.int64(49)], np.float64(13.008428530618625))","([np.int64(4), np.int64(19), np.int64(31), np.int64(37), np.int64(46), np.int64(49)], np.float64(17.45704923143846))"
12,"([np.int64(7), np.int64(15), np.int64(38), np.int64(43)], np.float64(13.851242143578817))","([np.int64(3), np.int64(7), np.int64(15), np.int64(37), np.int64(38), np.int64(43)], np.float64(18.914685809240503))"
13,"([np.int64(8), np.int64(10), np.int64(31), np.int64(41)], np.float64(12.228619121490098))","([np.int64(8), np.int64(10), np.int64(31), np.int64(41)], np.float64(15.348157520639788))"
14,"([np.int64(16), np.int64(21), np.int64(40), np.int64(42)], np.float64(13.70320264499537))","([np.int64(16), np.int64(21), np.int64(40), np.int64(42)], np.float64(17.506459061461797))"
15,"([np.int64(11), np.int64(19), np.int64(21), np.int64(41)], np.float64(12.906746265104312))","([np.int64(11), np.int64(19), np.int64(21), np.int64(41)], np.float64(14.815440423355268))"
16,"([np.int64(4), np.int64(9), np.int64(19), np.int64(40)], np.float64(13.878827494298736))","([np.int64(4), np.int64(9), np.int64(19), np.int64(40), np.int64(42)], np.float64(16.60209922741775))"
