run_id,XGBoost,RF
11,"([np.int64(19), np.int64(31), np.int64(46), np.int64(49)], np.float64(22.84054552485042))","([np.int64(19), np.int64(31), np.int64(42), np.int64(46), np.int64(49)], np.float64(24.090501582552598))"
12,"([np.int64(7), np.int64(15), np.int64(38), np.int64(43)], np.float64(27.595391994163162))","([np.int64(7), np.int64(15), np.int64(29), np.int64(38), np.int64(43)], np.float64(27.075114882150185))"
13,"([np.int64(8), np.int64(10), np.int64(31), np.int64(41)], np.float64(22.345151400501862))","([np.int64(8), np.int64(10), np.int64(31), np.int64(41)], np.float64(21.58381030427258))"
14,"([np.int64(16), np.int64(21), np.int64(40), np.int64(42)], np.float64(25.53099734521619))","([np.int64(16), np.int64(21), np.int64(40), np.int64(42)], np.float64(24.06395106542311))"
15,"([np.int64(11), np.int64(19), np.int64(21), np.int64(41)], np.float64(24.180948049878115))","([np.int64(11), np.int64(19), np.int64(21), np.int64(41)], np.float64(22.011622598343237))"
16,"([np.int64(4), np.int64(9), np.int64(19), np.int64(40)], np.float64(24.457971041112614))","([np.int64(4), np.int64(9), np.int64(19), np.int64(35), np.int64(40)], np.float64(24.57746115919404))"
17,"([np.int64(8), np.int64(18), np.int64(26), np.int64(27)], np.float64(24.365026812761997))","([np.int64(8), np.int64(18), np.int64(26), np.int64(27)], np.float64(26.53415938552297))"
18,"([np.int64(6), np.int64(31), np.int64(39), np.int64(48)], np.float64(25.393952015015707))","([np.int64(6), np.int64(31), np.int64(39), np.int64(48)], np.float64(25.278733925097296))"
19,"([np.int64(19), np.int64(32)], np.float64(64.55669933107723))","([np.int64(0), np.int64(2), np.int64(19), np.int64(32), np.int64(46)], np.float64(25.747900298074462))"
20,"([np.int64(4), np.int64(7), np.int64(15), np.int64(28)], np.float64(27.633540274914925))","([np.int64(4), np.int64(7), np.int64(15), np.int64(28)], np.float64(26.061165471488014))"
21,"([np.int64(13), np.int64(15), np.int64(30), np.int64(41)], np.float64(24.620111454898712))","([np.int64(13), np.int64(15), np.int64(19), np.int64(30), np.int64(41)], np.float64(24.198532373473622))"
22,"([np.int64(4), np.int64(6), np.int64(11), np.int64(46)], np.float64(25.155459558294353))","([np.int64(4), np.int64(6), np.int64(11), np.int64(34), np.int64(46)], np.float64(24.316466662789956))"
23,"([np.int64(6), np.int64(31), np.int64(42)], np.float64(49.96157241730208))","([np.int64(0), np.int64(6), np.int64(31), np.int64(42)], np.float64(22.154599805996682))"
24,"([np.int64(1), np.int64(8), np.int64(14), np.int64(37)], np.float64(23.397679485755372))","([np.int64(1), np.int64(8), np.int64(14), np.int64(37), np.int64(38), np.int64(46)], np.float64(27.489582956529183))"
25,"([np.int64(2), np.int64(13), np.int64(20), np.int64(26)], np.float64(25.854585645076625))","([np.int64(2), np.int64(13), np.int64(20), np.int64(26)], np.float64(25.474940967681512))"
26,"([np.int64(25), np.int64(38), np.int64(47), np.int64(48)], np.float64(24.177135716001935))","([np.int64(13), np.int64(25), np.int64(38), np.int64(47), np.int64(48)], np.float64(25.093135408131413))"
27,"([np.int64(6), np.int64(9), np.int64(19), np.int64(44)], np.float64(24.726918256553446))","([np.int64(6), np.int64(9), np.int64(19), np.int64(44)], np.float64(24.02958349777478))"
28,"([np.int64(19), np.int64(35), np.int64(38), np.int64(44)], np.float64(24.825047732816856))","([np.int64(7), np.int64(19), np.int64(35), np.int64(38), np.int64(44)], np.float64(26.084983554142745))"
29,"([np.int64(8), np.int64(14), np.int64(38), np.int64(41)], np.float64(22.983983903443935))","([np.int64(8), np.int64(14), np.int64(27), np.int64(38), np.int64(41)], np.float64(25.59202518059803))"
30,"([np.int64(20), np.int64(21), np.int64(34), np.int64(35)], np.float64(23.688857071791208))","([np.int64(17), np.int64(20), np.int64(21), np.int64(34), np.int64(35), np.int64(40)], np.float64(25.795139327483334))"
31,"([np.int64(13), np.int64(26), np.int64(28), np.int64(37)], np.float64(28.184308215322382))","([np.int64(11), np.int64(13), np.int64(26), np.int64(28), np.int64(37), np.int64(46)], np.float64(29.557476727242104))"
32,"([np.int64(8), np.int64(9), np.int64(26), np.int64(37)], np.float64(26.655965768561167))","([np.int64(8), np.int64(9), np.int64(13), np.int64(26), np.int64(31), np.int64(37)], np.float64(28.933565852673137))"
33,"([np.int64(5), np.int64(23), np.int64(44), np.int64(45)], np.float64(27.676569663257922))","([np.int64(5), np.int64(21), np.int64(23), np.int64(40), np.int64(44), np.int64(45)], np.float64(28.07499316272047))"
34,"([np.int64(2), np.int64(11), np.int64(21), np.int64(24)], np.float64(24.875460839658288))","([np.int64(2), np.int64(8), np.int64(11), np.int64(21), np.int64(24), np.int64(33)], np.float64(25.7271717821232))"
35,"([np.int64(7), np.int64(30), np.int64(47), np.int64(49)], np.float64(26.45143055359627))","([np.int64(7), np.int64(30), np.int64(47), np.int64(49)], np.float64(23.964027417800292))"
36,"([np.int64(11), np.int64(17), np.int64(35), np.int64(41)], np.float64(25.901055482563308))","([np.int64(11), np.int64(17), np.int64(35), np.int64(41)], np.float64(22.595803829259037))"
37,"([np.int64(4), np.int64(15), np.int64(24), np.int64(44)], np.float64(28.384741151641443))","([np.int64(4), np.int64(15), np.int64(16), np.int64(21), np.int64(24), np.int64(44)], np.float64(26.14999522440484))"
38,"([np.int64(20), np.int64(25), np.int64(26), np.int64(28)], np.float64(25.846751714964796))","([np.int64(0), np.int64(9), np.int64(18), np.int64(20), np.int64(22), np.int64(25), np.int64(26), np.int64(27), np.int64(28)], np.float64(29.394287768136508))"
39,"([np.int64(5), np.int64(21), np.int64(25), np.int64(43)], np.float64(23.841367507098365))","([np.int64(0), np.int64(5), np.int64(12), np.int64(21), np.int64(24), np.int64(25), np.int64(43)], np.float64(26.710010438784355))"
40,"([np.int64(29), np.int64(33), np.int64(35), np.int64(44)], np.float64(23.058584006462027))","([np.int64(29), np.int64(33), np.int64(35), np.int64(44)], np.float64(23.515933121656335))"
41,"([np.int64(3), np.int64(6), np.int64(11), np.int64(14)], np.float64(23.27836222121431))","([np.int64(3), np.int64(6), np.int64(11), np.int64(14)], np.float64(21.74274079603397))"
42,"([np.int64(6), np.int64(15), np.int64(43), np.int64(49)], np.float64(24.97363403107394))","([np.int64(6), np.int64(9), np.int64(15), np.int64(43), np.int64(49)], np.float64(24.380134380980095))"
43,"([np.int64(24), np.int64(30), np.int64(35), np.int64(45)], np.float64(25.804346260875064))","([np.int64(24), np.int64(30), np.int64(35), np.int64(45)], np.float64(25.495946700267428))"
44,"([np.int64(16), np.int64(22), np.int64(38), np.int64(46)], np.float64(21.2862090472813))","([np.int64(0), np.int64(16), np.int64(22), np.int64(26), np.int64(38), np.int64(46)], np.float64(26.12159901524762))"
45,"([np.int64(8), np.int64(19), np.int64(26), np.int64(45)], np.float64(25.768925288903958))","([np.int64(8), np.int64(19), np.int64(26), np.int64(45)], np.float64(24.57273326970122))"
46,"([np.int64(10), np.int64(15), np.int64(16)], np.float64(56.83034522987738))","([np.int64(0), np.int64(10), np.int64(15), np.int64(16), np.int64(29)], np.float64(27.93832517899809))"
47,"([np.int64(1), np.int64(10), np.int64(13), np.int64(48)], np.float64(26.00097168589978))","([np.int64(1), np.int64(10), np.int64(13), np.int64(31), np.int64(48)], np.float64(26.766233504388396))"
48,"([np.int64(0), np.int64(20), np.int64(24), np.int64(42)], np.float64(25.644488718424952))","([np.int64(0), np.int64(19), np.int64(20), np.int64(24), np.int64(42)], np.float64(25.35088260080461))"
49,"([np.int64(0), np.int64(21), np.int64(26), np.int64(30)], np.float64(25.980244266566363))","([np.int64(0), np.int64(1), np.int64(2), np.int64(21), np.int64(26), np.int64(30)], np.float64(25.739748984776632))"
