run_id,XGBoost,RF
1,"([np.int64(15)], np.float64(82.31193369889971))","([np.int64(2), np.int64(3), np.int64(11), np.int64(13), np.int64(15), np.int64(30)], np.float64(40.257013606037475))"
2,"([np.int64(22), np.int64(30), np.int64(39)], np.float64(60.65777006957239))","([np.int64(10), np.int64(22), np.int64(30), np.int64(39)], np.float64(32.99693405611889))"
3,"([np.int64(5), np.int64(27)], np.float64(55.60046792913912))","([np.int64(0), np.int64(4), np.int64(5), np.int64(27), np.int64(29)], np.float64(32.958293731561206))"
4,"([np.int64(14), np.int64(34), np.int64(38), np.int64(49)], np.float64(33.58062733490226))","([np.int64(14), np.int64(27), np.int64(34), np.int64(38), np.int64(49)], np.float64(32.819527125619665))"
5,"([np.int64(11), np.int64(15), np.int64(36), np.int64(43)], np.float64(61.02080834242483))","([np.int64(2), np.int64(11), np.int64(15), np.int64(22), np.int64(36), np.int64(43)], np.float64(41.88290128505616))"
6,"([np.int64(41), np.int64(44)], np.float64(73.26470402627501))","([np.int64(5), np.int64(17), np.int64(41), np.int64(44)], np.float64(29.52636940358352))"
7,"([np.int64(29), np.int64(45)], np.float64(64.22059165668773))","([np.int64(13), np.int64(16), np.int64(17), np.int64(29), np.int64(45)], np.float64(39.46812069798348))"
8,"([np.int64(19), np.int64(37), np.int64(48)], np.float64(59.654371065228815))","([np.int64(5), np.int64(10), np.int64(19), np.int64(37), np.int64(48)], np.float64(37.68213414375049))"
9,"([np.int64(36), np.int64(38), np.int64(44)], np.float64(59.38905934298225))","([np.int64(11), np.int64(32), np.int64(36), np.int64(38), np.int64(44)], np.float64(36.601001716667575))"
10,"([np.int64(27), np.int64(29), np.int64(41), np.int64(42)], np.float64(37.570954301199144))","([np.int64(10), np.int64(26), np.int64(27), np.int64(29), np.int64(41), np.int64(42)], np.float64(39.18359416469808))"
11,"([np.int64(31), np.int64(46), np.int64(49)], np.float64(54.44303046778217))","([np.int64(19), np.int64(31), np.int64(37), np.int64(46), np.int64(49)], np.float64(34.5265311719122))"
12,"([np.int64(7), np.int64(15), np.int64(38), np.int64(43)], np.float64(39.27102435274756))","([np.int64(7), np.int64(15), np.int64(38), np.int64(43)], np.float64(33.56477264097295))"
