run_id,XGBoost,RF
1,"([np.int64(2), np.int64(3), np.int64(13), np.int64(15)], np.float64(11.764901106111694))","([np.int64(2), np.int64(3), np.int64(13), np.int64(15)], np.float64(15.52695413050262))"
2,"([np.int64(10), np.int64(22), np.int64(30), np.int64(39)], np.float64(11.431449537252208))","([np.int64(10), np.int64(22), np.int64(30), np.int64(39)], np.float64(15.765983382327374))"
3,"([np.int64(0), np.int64(4), np.int64(5), np.int64(27)], np.float64(12.50070294304274))","([np.int64(0), np.int64(3), np.int64(4), np.int64(5), np.int64(10), np.int64(27)], np.float64(17.445992869916044))"
4,"([np.int64(14), np.int64(34), np.int64(38), np.int64(49)], np.float64(13.095712608297646))","([np.int64(14), np.int64(30), np.int64(34), np.int64(38), np.int64(49)], np.float64(16.894251968740605))"
5,"([np.int64(2), np.int64(11), np.int64(15), np.int64(36)], np.float64(11.395971320653208))","([np.int64(2), np.int64(11), np.int64(15), np.int64(36)], np.float64(14.74198893312184))"
6,"([np.int64(5), np.int64(17), np.int64(41), np.int64(44)], np.float64(11.66908115969487))","([np.int64(5), np.int64(17), np.int64(24), np.int64(41), np.int64(44)], np.float64(16.407208670800074))"
7,"([np.int64(13), np.int64(17), np.int64(29), np.int64(45)], np.float64(12.986903949652056))","([np.int64(13), np.int64(17), np.int64(29), np.int64(45), np.int64(47)], np.float64(17.319763421178433))"
8,"([np.int64(10), np.int64(19), np.int64(37), np.int64(48)], np.float64(13.692502180436716))","([np.int64(10), np.int64(15), np.int64(19), np.int64(37), np.int64(48)], np.float64(17.967787586386216))"
9,"([np.int64(11), np.int64(36), np.int64(38), np.int64(44)], np.float64(11.739148422091807))","([np.int64(11), np.int64(36), np.int64(38), np.int64(44)], np.float64(14.120795014627694))"
10,"([np.int64(27), np.int64(29), np.int64(41), np.int64(42)], np.float64(13.329590038050524))","([np.int64(27), np.int64(29), np.int64(41), np.int64(42)], np.float64(14.575071727304042))"
11,"([np.int64(19), np.int64(31), np.int64(46), np.int64(49)], np.float64(12.30195015680538))","([np.int64(4), np.int64(9), np.int64(19), np.int64(29), np.int64(31), np.int64(46), np.int64(49)], np.float64(16.99619581851467))"
12,"([np.int64(7), np.int64(15), np.int64(38), np.int64(43)], np.float64(12.562543271477399))","([np.int64(3), np.int64(7), np.int64(12), np.int64(15), np.int64(38), np.int64(43)], np.float64(18.967425041255176))"
13,"([np.int64(8), np.int64(10), np.int64(31), np.int64(41)], np.float64(12.249690249009506))","([np.int64(8), np.int64(10), np.int64(31), np.int64(41)], np.float64(14.081421581942708))"
14,"([np.int64(16), np.int64(21), np.int64(40), np.int64(42)], np.float64(12.61910653530204))","([np.int64(16), np.int64(21), np.int64(40), np.int64(42)], np.float64(16.394021398788777))"
15,"([np.int64(11), np.int64(19), np.int64(21), np.int64(41)], np.float64(11.731197306521466))","([np.int64(10), np.int64(11), np.int64(19), np.int64(21), np.int64(41)], np.float64(15.48833555377207))"
16,"([np.int64(4), np.int64(9), np.int64(19), np.int64(40)], np.float64(12.886615383817917))","([np.int64(4), np.int64(9), np.int64(19), np.int64(40)], np.float64(14.163742182976526))"
17,"([np.int64(8), np.int64(18), np.int64(26), np.int64(27)], np.float64(12.577291938668344))","([np.int64(8), np.int64(18), np.int64(24), np.int64(26), np.int64(27)], np.float64(18.191041011510176))"
18,"([np.int64(6), np.int64(31), np.int64(39), np.int64(48)], np.float64(11.472525595705774))","([np.int64(6), np.int64(13), np.int64(31), np.int64(39), np.int64(48)], np.float64(17.98841650080345))"
19,"([np.int64(0), np.int64(2), np.int64(19), np.int64(32)], np.float64(12.75179703713847))","([np.int64(0), np.int64(2), np.int64(19), np.int64(32)], np.float64(14.327366544987854))"
20,"([np.int64(4), np.int64(7), np.int64(15), np.int64(28)], np.float64(13.923629613719868))","([np.int64(4), np.int64(7), np.int64(15), np.int64(28)], np.float64(16.09062178166586))"
21,"([np.int64(13), np.int64(15), np.int64(30), np.int64(41)], np.float64(12.603099949859567))","([np.int64(13), np.int64(15), np.int64(30), np.int64(41)], np.float64(13.740394764132997))"
22,"([np.int64(4), np.int64(6), np.int64(11), np.int64(46)], np.float64(12.953652719843532))","([np.int64(4), np.int64(6), np.int64(11), np.int64(46)], np.float64(15.6427357039626))"
23,"([np.int64(0), np.int64(6), np.int64(31), np.int64(42)], np.float64(13.283723638546853))","([np.int64(0), np.int64(6), np.int64(25), np.int64(31), np.int64(42), np.int64(45)], np.float64(17.84680517449176))"
24,"([np.int64(1), np.int64(8), np.int64(14), np.int64(37)], np.float64(13.030878408228046))","([np.int64(1), np.int64(8), np.int64(14), np.int64(19), np.int64(35), np.int64(37)], np.float64(18.37579934988718))"
25,"([np.int64(2), np.int64(13), np.int64(20), np.int64(26)], np.float64(12.987846960805944))","([np.int64(2), np.int64(13), np.int64(20), np.int64(26), np.int64(27), np.int64(42)], np.float64(18.27551107987737))"
26,"([np.int64(25), np.int64(38), np.int64(47), np.int64(48)], np.float64(12.916834965685343))","([np.int64(4), np.int64(25), np.int64(38), np.int64(47), np.int64(48)], np.float64(16.633578614146852))"
27,"([np.int64(6), np.int64(9), np.int64(19), np.int64(44)], np.float64(12.329059845292438))","([np.int64(6), np.int64(9), np.int64(19), np.int64(44), np.int64(49)], np.float64(17.738025123241407))"
28,"([np.int64(19), np.int64(35), np.int64(38), np.int64(44)], np.float64(12.915431757395787))","([np.int64(19), np.int64(35), np.int64(38), np.int64(44)], np.float64(14.282633011665))"
29,"([np.int64(8), np.int64(14), np.int64(38), np.int64(41)], np.float64(12.307089405857814))","([np.int64(8), np.int64(14), np.int64(38), np.int64(41)], np.float64(16.77896530924043))"
30,"([np.int64(20), np.int64(21), np.int64(34), np.int64(35)], np.float64(11.961255398584603))","([np.int64(20), np.int64(21), np.int64(34), np.int64(35)], np.float64(14.46960448722262))"
31,"([np.int64(13), np.int64(26), np.int64(28), np.int64(37)], np.float64(13.211486086785971))","([np.int64(13), np.int64(26), np.int64(28), np.int64(37)], np.float64(17.41317619680529))"
32,"([np.int64(8), np.int64(9), np.int64(26), np.int64(37)], np.float64(13.068856615013155))","([np.int64(8), np.int64(9), np.int64(26), np.int64(29), np.int64(37)], np.float64(17.494570866446228))"
33,"([np.int64(5), np.int64(23), np.int64(44), np.int64(45)], np.float64(13.458378571307))","([np.int64(5), np.int64(18), np.int64(23), np.int64(44), np.int64(45)], np.float64(17.744911159924236))"
34,"([np.int64(2), np.int64(11), np.int64(21), np.int64(24)], np.float64(13.493746948555238))","([np.int64(1), np.int64(2), np.int64(11), np.int64(21), np.int64(24)], np.float64(15.846294201089465))"
35,"([np.int64(7), np.int64(30), np.int64(47), np.int64(49)], np.float64(12.863794085614426))","([np.int64(7), np.int64(14), np.int64(30), np.int64(47), np.int64(49)], np.float64(17.170506889859293))"
36,"([np.int64(11), np.int64(17), np.int64(35), np.int64(41)], np.float64(12.831311671670392))","([np.int64(11), np.int64(12), np.int64(17), np.int64(35), np.int64(41)], np.float64(15.294679019887411))"
37,"([np.int64(4), np.int64(15), np.int64(24), np.int64(44)], np.float64(13.11106686239522))","([np.int64(4), np.int64(5), np.int64(15), np.int64(24), np.int64(30), np.int64(44)], np.float64(17.74464340610371))"
38,"([np.int64(20), np.int64(25), np.int64(26), np.int64(28)], np.float64(12.634227800024552))","([np.int64(20), np.int64(24), np.int64(25), np.int64(26), np.int64(28), np.int64(42)], np.float64(17.905440623891266))"
39,"([np.int64(5), np.int64(21), np.int64(25), np.int64(43)], np.float64(13.055662298204581))","([np.int64(5), np.int64(6), np.int64(21), np.int64(25), np.int64(43)], np.float64(15.831705410984576))"
40,"([np.int64(29), np.int64(33), np.int64(35), np.int64(44)], np.float64(12.365816781286696))","([np.int64(29), np.int64(33), np.int64(35), np.int64(44)], np.float64(14.710619556831125))"
41,"([np.int64(3), np.int64(6), np.int64(11), np.int64(14)], np.float64(12.612407026608478))","([np.int64(3), np.int64(6), np.int64(11), np.int64(14)], np.float64(13.877957163917742))"
42,"([np.int64(6), np.int64(15), np.int64(43), np.int64(49)], np.float64(13.226392671732755))","([np.int64(6), np.int64(15), np.int64(40), np.int64(43), np.int64(49)], np.float64(17.14850702468779))"
43,"([np.int64(24), np.int64(30), np.int64(35), np.int64(45)], np.float64(12.188120451889139))","([np.int64(4), np.int64(24), np.int64(30), np.int64(35), np.int64(45)], np.float64(18.021211163156135))"
44,"([np.int64(16), np.int64(22), np.int64(38), np.int64(46)], np.float64(12.363377161729673))","([np.int64(16), np.int64(22), np.int64(38), np.int64(45), np.int64(46)], np.float64(16.42315365036659))"
45,"([np.int64(8), np.int64(19), np.int64(26), np.int64(45)], np.float64(12.792500706694167))","([np.int64(2), np.int64(8), np.int64(19), np.int64(22), np.int64(26), np.int64(45)], np.float64(17.840058284941843))"
46,"([np.int64(0), np.int64(10), np.int64(15), np.int64(16)], np.float64(13.324096997300886))","([np.int64(0), np.int64(10), np.int64(15), np.int64(16), np.int64(29)], np.float64(17.108201433980234))"
47,"([np.int64(1), np.int64(10), np.int64(13), np.int64(48)], np.float64(13.581251890925353))","([np.int64(1), np.int64(10), np.int64(13), np.int64(23), np.int64(48)], np.float64(16.544915128530768))"
48,"([np.int64(0), np.int64(20), np.int64(24), np.int64(42)], np.float64(12.753144566075498))","([np.int64(0), np.int64(20), np.int64(24), np.int64(28), np.int64(42), np.int64(47)], np.float64(18.293209264809075))"
49,"([np.int64(0), np.int64(21), np.int64(26), np.int64(30)], np.float64(13.38237307168003))","([np.int64(0), np.int64(21), np.int64(26), np.int64(30), np.int64(36)], np.float64(16.958477424683462))"
