run_id,XGBoost,RF
1,"([np.int64(2), np.int64(3), np.int64(13), np.int64(15)], np.float64(11.753749820037624))","([np.int64(2), np.int64(3), np.int64(13), np.int64(15)], np.float64(14.620590444626405))"
2,"([np.int64(10), np.int64(22), np.int64(30), np.int64(39)], np.float64(11.506491067739464))","([np.int64(10), np.int64(22), np.int64(30), np.int64(39)], np.float64(14.546992865489981))"
3,"([np.int64(0), np.int64(4), np.int64(5), np.int64(27)], np.float64(12.314747905919194))","([np.int64(0), np.int64(3), np.int64(4), np.int64(5), np.int64(10), np.int64(20), np.int64(27), np.int64(49)], np.float64(18.651515729159772))"
4,"([np.int64(14), np.int64(34), np.int64(38), np.int64(49)], np.float64(11.576004886141043))","([np.int64(14), np.int64(30), np.int64(34), np.int64(38), np.int64(49)], np.float64(16.239228752743433))"
5,"([np.int64(2), np.int64(11), np.int64(15), np.int64(36)], np.float64(12.307432269109864))","([np.int64(2), np.int64(11), np.int64(15), np.int64(35), np.int64(36)], np.float64(15.744225705168933))"
6,"([np.int64(5), np.int64(17), np.int64(41), np.int64(44)], np.float64(11.596325027554093))","([np.int64(5), np.int64(17), np.int64(24), np.int64(32), np.int64(41), np.int64(44)], np.float64(17.686790414209057))"
7,"([np.int64(13), np.int64(17), np.int64(29), np.int64(45)], np.float64(12.863560670005425))","([np.int64(7), np.int64(13), np.int64(17), np.int64(29), np.int64(45)], np.float64(16.678752901949345))"
8,"([np.int64(10), np.int64(19), np.int64(37), np.int64(48)], np.float64(12.272723144363926))","([np.int64(10), np.int64(19), np.int64(37), np.int64(48)], np.float64(16.243655796117096))"
9,"([np.int64(11), np.int64(36), np.int64(38), np.int64(44)], np.float64(11.571614626887408))","([np.int64(11), np.int64(36), np.int64(38), np.int64(44)], np.float64(13.900757945266426))"
10,"([np.int64(27), np.int64(29), np.int64(41), np.int64(42)], np.float64(14.348147926842723))","([np.int64(27), np.int64(29), np.int64(41), np.int64(42), np.int64(46)], np.float64(16.346900334018684))"
11,"([np.int64(19), np.int64(31), np.int64(46), np.int64(49)], np.float64(12.501045407164217))","([np.int64(9), np.int64(19), np.int64(29), np.int64(31), np.int64(35), np.int64(46), np.int64(49)], np.float64(16.851775663726436))"
12,"([np.int64(7), np.int64(15), np.int64(38), np.int64(43)], np.float64(12.342376121335267))","([np.int64(7), np.int64(12), np.int64(15), np.int64(38), np.int64(43)], np.float64(17.413556960212897))"
13,"([np.int64(8), np.int64(10), np.int64(31), np.int64(41)], np.float64(10.859901671447616))","([np.int64(8), np.int64(10), np.int64(31), np.int64(41)], np.float64(14.242013305524631))"
14,"([np.int64(16), np.int64(21), np.int64(40), np.int64(42)], np.float64(11.709154443783953))","([np.int64(16), np.int64(21), np.int64(40), np.int64(41), np.int64(42)], np.float64(17.312028030090207))"
15,"([np.int64(11), np.int64(19), np.int64(21), np.int64(41)], np.float64(11.194826904478854))","([np.int64(11), np.int64(19), np.int64(21), np.int64(41)], np.float64(13.740489922583118))"
16,"([np.int64(4), np.int64(9), np.int64(19), np.int64(40)], np.float64(11.969347227543217))","([np.int64(4), np.int64(9), np.int64(19), np.int64(40)], np.float64(13.455143507719546))"
17,"([np.int64(8), np.int64(18), np.int64(26), np.int64(27)], np.float64(12.876673675167698))","([np.int64(8), np.int64(18), np.int64(26), np.int64(27)], np.float64(15.850346470161426))"
18,"([np.int64(6), np.int64(31), np.int64(39), np.int64(48)], np.float64(11.68374094498964))","([np.int64(6), np.int64(31), np.int64(39), np.int64(48)], np.float64(15.251986606728094))"
19,"([np.int64(0), np.int64(2), np.int64(19), np.int64(32)], np.float64(11.467969357981147))","([np.int64(0), np.int64(2), np.int64(19), np.int64(32), np.int64(47)], np.float64(15.05894531832611))"
20,"([np.int64(4), np.int64(7), np.int64(15), np.int64(28)], np.float64(13.161513848266765))","([np.int64(4), np.int64(7), np.int64(15), np.int64(28), np.int64(44)], np.float64(17.24341362309467))"
21,"([np.int64(13), np.int64(15), np.int64(30), np.int64(41)], np.float64(11.8532188351022))","([np.int64(1), np.int64(13), np.int64(15), np.int64(30), np.int64(41)], np.float64(15.02478947088174))"
22,"([np.int64(4), np.int64(6), np.int64(11), np.int64(46)], np.float64(13.698164945164928))","([np.int64(4), np.int64(6), np.int64(11), np.int64(46)], np.float64(15.073200051544106))"
23,"([np.int64(0), np.int64(6), np.int64(31), np.int64(42)], np.float64(12.208502095428802))","([np.int64(0), np.int64(6), np.int64(31), np.int64(42)], np.float64(14.539090749590429))"
24,"([np.int64(1), np.int64(8), np.int64(14), np.int64(37)], np.float64(11.961670108361671))","([np.int64(1), np.int64(8), np.int64(14), np.int64(35), np.int64(37)], np.float64(17.46641593516748))"
25,"([np.int64(2), np.int64(13), np.int64(20), np.int64(26)], np.float64(13.115442576830214))","([np.int64(2), np.int64(13), np.int64(20), np.int64(26), np.int64(27), np.int64(39)], np.float64(17.86991826455773))"
26,"([np.int64(25), np.int64(38), np.int64(47), np.int64(48)], np.float64(12.777530841582946))","([np.int64(25), np.int64(38), np.int64(47), np.int64(48)], np.float64(14.296748713895626))"
27,"([np.int64(6), np.int64(9), np.int64(19), np.int64(44), np.int64(49)], np.float64(13.133740190143701))","([np.int64(6), np.int64(9), np.int64(19), np.int64(44)], np.float64(15.521811727077226))"
28,"([np.int64(19), np.int64(35), np.int64(38), np.int64(44)], np.float64(12.159224344259915))","([np.int64(14), np.int64(19), np.int64(35), np.int64(38), np.int64(44)], np.float64(15.657115265419478))"
29,"([np.int64(8), np.int64(14), np.int64(38), np.int64(41)], np.float64(12.514794180699806))","([np.int64(8), np.int64(14), np.int64(38), np.int64(41)], np.float64(16.139726347200614))"
30,"([np.int64(20), np.int64(21), np.int64(34), np.int64(35)], np.float64(11.649901702228503))","([np.int64(20), np.int64(21), np.int64(34), np.int64(35)], np.float64(13.791730586459098))"
31,"([np.int64(13), np.int64(26), np.int64(28), np.int64(37)], np.float64(13.133453979718015))","([np.int64(13), np.int64(26), np.int64(28), np.int64(37)], np.float64(16.978353216035966))"
32,"([np.int64(8), np.int64(9), np.int64(26), np.int64(37)], np.float64(12.23729737191541))","([np.int64(8), np.int64(9), np.int64(26), np.int64(37)], np.float64(15.849660080287366))"
33,"([np.int64(5), np.int64(23), np.int64(44), np.int64(45)], np.float64(12.63651067239052))","([np.int64(5), np.int64(18), np.int64(23), np.int64(44), np.int64(45)], np.float64(16.722535629900477))"
34,"([np.int64(2), np.int64(11), np.int64(21), np.int64(24)], np.float64(12.571713073388688))","([np.int64(2), np.int64(11), np.int64(21), np.int64(24)], np.float64(14.100079381872678))"
35,"([np.int64(7), np.int64(30), np.int64(47), np.int64(49)], np.float64(12.68889159297289))","([np.int64(7), np.int64(14), np.int64(30), np.int64(47), np.int64(49)], np.float64(16.572955628865138))"
36,"([np.int64(11), np.int64(17), np.int64(35), np.int64(41)], np.float64(13.386904117117293))","([np.int64(1), np.int64(11), np.int64(17), np.int64(25), np.int64(35), np.int64(41)], np.float64(16.187076412537227))"
37,"([np.int64(4), np.int64(15), np.int64(24), np.int64(44)], np.float64(11.852117244609639))","([np.int64(4), np.int64(5), np.int64(15), np.int64(24), np.int64(30), np.int64(44)], np.float64(17.341509796682477))"
38,"([np.int64(20), np.int64(25), np.int64(26), np.int64(28)], np.float64(13.200749515395733))","([np.int64(9), np.int64(20), np.int64(25), np.int64(26), np.int64(28), np.int64(42)], np.float64(17.65115533103925))"
39,"([np.int64(5), np.int64(21), np.int64(25), np.int64(43)], np.float64(12.230478768285037))","([np.int64(5), np.int64(6), np.int64(21), np.int64(25), np.int64(43), np.int64(45)], np.float64(16.734817749084982))"
40,"([np.int64(29), np.int64(33), np.int64(35), np.int64(44)], np.float64(11.876933160843473))","([np.int64(29), np.int64(33), np.int64(35), np.int64(44)], np.float64(13.984413267573528))"
41,"([np.int64(3), np.int64(6), np.int64(11), np.int64(14)], np.float64(11.53213245676685))","([np.int64(3), np.int64(6), np.int64(11), np.int64(14)], np.float64(14.026108859331314))"
42,"([np.int64(6), np.int64(15), np.int64(43), np.int64(49)], np.float64(13.138366930129168))","([np.int64(6), np.int64(15), np.int64(40), np.int64(43), np.int64(49)], np.float64(16.41253538056731))"
43,"([np.int64(24), np.int64(30), np.int64(35), np.int64(45)], np.float64(12.17859769834359))","([np.int64(24), np.int64(30), np.int64(35), np.int64(45)], np.float64(15.954425644480507))"
44,"([np.int64(16), np.int64(22), np.int64(38), np.int64(46)], np.float64(12.265589404163567))","([np.int64(16), np.int64(22), np.int64(33), np.int64(38), np.int64(45), np.int64(46)], np.float64(16.978493219029957))"
45,"([np.int64(8), np.int64(19), np.int64(26), np.int64(45)], np.float64(12.19299647017116))","([np.int64(8), np.int64(19), np.int64(26), np.int64(45)], np.float64(15.205179476327302))"
46,"([np.int64(0), np.int64(10), np.int64(15), np.int64(16)], np.float64(12.040755317125788))","([np.int64(0), np.int64(10), np.int64(15), np.int64(16), np.int64(29)], np.float64(16.190365647362096))"
47,"([np.int64(1), np.int64(10), np.int64(13), np.int64(48)], np.float64(13.253891679333348))","([np.int64(1), np.int64(10), np.int64(13), np.int64(48)], np.float64(15.38690434587199))"
48,"([np.int64(0), np.int64(20), np.int64(24), np.int64(42), np.int64(45)], np.float64(12.660132585448654))","([np.int64(0), np.int64(20), np.int64(24), np.int64(42), np.int64(47)], np.float64(16.33327240013357))"
49,"([np.int64(0), np.int64(21), np.int64(26), np.int64(30)], np.float64(12.313108219049493))","([np.int64(0), np.int64(21), np.int64(24), np.int64(26), np.int64(30), np.int64(36)], np.float64(17.772283268047328))"
