run_id,XGBoost,RF
1,"([np.int64(2), np.int64(3), np.int64(13), np.int64(15)], np.float64(15.59572724269396))","([np.int64(2), np.int64(3), np.int64(13), np.int64(15), np.int64(27), np.int64(41)], np.float64(19.77324340765323))"
2,"([np.int64(10), np.int64(22), np.int64(30), np.int64(39)], np.float64(15.251681593849874))","([np.int64(10), np.int64(22), np.int64(30), np.int64(39)], np.float64(18.275374412665062))"
3,"([np.int64(0), np.int64(4), np.int64(5), np.int64(27)], np.float64(15.369117094877648))","([np.int64(0), np.int64(4), np.int64(5), np.int64(27), np.int64(39)], np.float64(19.132747902846205))"
4,"([np.int64(14), np.int64(34), np.int64(38), np.int64(49)], np.float64(14.472945868792955))","([np.int64(14), np.int64(34), np.int64(38), np.int64(49)], np.float64(16.685505437877925))"
5,"([np.int64(2), np.int64(11), np.int64(15), np.int64(36), np.int64(42)], np.float64(19.301623526658))","([np.int64(2), np.int64(5), np.int64(8), np.int64(11), np.int64(15), np.int64(36)], np.float64(21.70472254925109))"
6,"([np.int64(5), np.int64(17), np.int64(41), np.int64(44)], np.float64(15.635027002990068))","([np.int64(5), np.int64(17), np.int64(41), np.int64(44)], np.float64(17.452680938412477))"
7,"([np.int64(13), np.int64(17), np.int64(29), np.int64(45)], np.float64(17.438864367658493))","([np.int64(13), np.int64(17), np.int64(29), np.int64(45)], np.float64(18.396220882965434))"
8,"([np.int64(10), np.int64(19), np.int64(37), np.int64(48)], np.float64(17.572292335282057))","([np.int64(10), np.int64(19), np.int64(37), np.int64(48)], np.float64(18.762557427054148))"
9,"([np.int64(11), np.int64(36), np.int64(38), np.int64(44)], np.float64(17.315345718780307))","([np.int64(11), np.int64(36), np.int64(38), np.int64(44)], np.float64(17.127631111351395))"
10,"([np.int64(27), np.int64(29), np.int64(41), np.int64(42)], np.float64(16.093125089704145))","([np.int64(27), np.int64(29), np.int64(41), np.int64(42), np.int64(49)], np.float64(19.72319771727569))"
11,"([np.int64(19), np.int64(31), np.int64(46), np.int64(49)], np.float64(16.55884993480501))","([np.int64(19), np.int64(31), np.int64(46), np.int64(49)], np.float64(17.00692366050813))"
12,"([np.int64(7), np.int64(15), np.int64(38), np.int64(43)], np.float64(15.509124592184286))","([np.int64(7), np.int64(15), np.int64(22), np.int64(38), np.int64(43)], np.float64(19.498485747918735))"
13,"([np.int64(8), np.int64(10), np.int64(31), np.int64(41)], np.float64(14.468078257090808))","([np.int64(8), np.int64(9), np.int64(10), np.int64(31), np.int64(41)], np.float64(18.512001883550955))"
14,"([np.int64(16), np.int64(21), np.int64(40), np.int64(42)], np.float64(15.48736499752456))","([np.int64(16), np.int64(21), np.int64(38), np.int64(40), np.int64(42)], np.float64(19.566423684801332))"
15,"([np.int64(11), np.int64(19), np.int64(21), np.int64(41)], np.float64(15.007361093653303))","([np.int64(11), np.int64(19), np.int64(21), np.int64(41)], np.float64(16.166093931307074))"
16,"([np.int64(4), np.int64(9), np.int64(19), np.int64(40)], np.float64(16.63832749800342))","([np.int64(4), np.int64(5), np.int64(9), np.int64(19), np.int64(40)], np.float64(18.99217425126847))"
17,"([np.int64(8), np.int64(18), np.int64(26), np.int64(27)], np.float64(15.534370322247286))","([np.int64(7), np.int64(8), np.int64(18), np.int64(26), np.int64(27)], np.float64(21.000945416491348))"
18,"([np.int64(6), np.int64(31), np.int64(39), np.int64(48)], np.float64(16.0459891368481))","([np.int64(6), np.int64(31), np.int64(39), np.int64(44), np.int64(48)], np.float64(19.895787213061418))"
19,"([np.int64(0), np.int64(2), np.int64(19), np.int64(32)], np.float64(14.658349532881413))","([np.int64(0), np.int64(2), np.int64(19), np.int64(32)], np.float64(16.497840723908784))"
20,"([np.int64(4), np.int64(7), np.int64(15), np.int64(28)], np.float64(17.990814316296003))","([np.int64(4), np.int64(7), np.int64(15), np.int64(28)], np.float64(19.604841418322003))"
21,"([np.int64(13), np.int64(15), np.int64(30), np.int64(41)], np.float64(16.460537763418237))","([np.int64(13), np.int64(15), np.int64(30), np.int64(32), np.int64(41)], np.float64(17.403444587116013))"
22,"([np.int64(4), np.int64(6), np.int64(11), np.int64(46)], np.float64(17.10044345283189))","([np.int64(4), np.int64(6), np.int64(11), np.int64(46)], np.float64(17.892760096144965))"
23,"([np.int64(0), np.int64(6), np.int64(31), np.int64(42)], np.float64(16.777425018208362))","([np.int64(0), np.int64(6), np.int64(25), np.int64(31), np.int64(42), np.int64(45)], np.float64(19.839500794024776))"
24,"([np.int64(1), np.int64(8), np.int64(14), np.int64(37)], np.float64(15.629890759326672))","([np.int64(1), np.int64(8), np.int64(14), np.int64(37), np.int64(47)], np.float64(19.731610148060486))"
25,"([np.int64(2), np.int64(13), np.int64(20), np.int64(26)], np.float64(17.686583879567966))","([np.int64(2), np.int64(13), np.int64(20), np.int64(26), np.int64(27)], np.float64(20.302815235975896))"
26,"([np.int64(25), np.int64(38), np.int64(47), np.int64(48)], np.float64(15.194897846087464))","([np.int64(0), np.int64(25), np.int64(38), np.int64(47), np.int64(48)], np.float64(18.826608734504333))"
27,"([np.int64(6), np.int64(9), np.int64(19), np.int64(44)], np.float64(15.575265663138627))","([np.int64(6), np.int64(9), np.int64(19), np.int64(44), np.int64(49)], np.float64(19.776259508927033))"
28,"([np.int64(19), np.int64(35), np.int64(38), np.int64(44)], np.float64(16.368518588547307))","([np.int64(14), np.int64(19), np.int64(35), np.int64(38), np.int64(44)], np.float64(19.073431331183997))"
29,"([np.int64(8), np.int64(14), np.int64(38), np.int64(41)], np.float64(16.9826126849816))","([np.int64(8), np.int64(14), np.int64(26), np.int64(38), np.int64(41)], np.float64(20.548681782390712))"
30,"([np.int64(20), np.int64(21), np.int64(34), np.int64(35)], np.float64(16.64410372243311))","([np.int64(20), np.int64(21), np.int64(27), np.int64(34), np.int64(35)], np.float64(19.186943798298344))"
