run_id,XGBoost,RF
1,"([np.int64(2), np.int64(3), np.int64(13), np.int64(15)], np.float64(14.409709551785404))","([np.int64(2), np.int64(3), np.int64(13), np.int64(15), np.int64(17)], np.float64(18.019349930094386))"
2,"([np.int64(10), np.int64(22), np.int64(30), np.int64(39)], np.float64(13.772662841960313))","([np.int64(5), np.int64(10), np.int64(22), np.int64(30), np.int64(39)], np.float64(19.187545708896106))"
3,"([np.int64(0), np.int64(4), np.int64(5), np.int64(27)], np.float64(13.481936423854554))","([np.int64(0), np.int64(4), np.int64(5), np.int64(17), np.int64(27), np.int64(30)], np.float64(18.51943831380031))"
4,"([np.int64(14), np.int64(34), np.int64(38), np.int64(49)], np.float64(13.74510176962606))","([np.int64(14), np.int64(20), np.int64(34), np.int64(38), np.int64(49)], np.float64(17.2037136790066))"
5,"([np.int64(2), np.int64(11), np.int64(15), np.int64(36)], np.float64(14.442831703874884))","([np.int64(2), np.int64(5), np.int64(8), np.int64(11), np.int64(15), np.int64(36), np.int64(42)], np.float64(21.04574720650256))"
6,"([np.int64(5), np.int64(17), np.int64(41), np.int64(44)], np.float64(13.226885939917462))","([np.int64(5), np.int64(17), np.int64(41), np.int64(44)], np.float64(15.99964757310052))"
7,"([np.int64(13), np.int64(17), np.int64(29), np.int64(45)], np.float64(14.923473516851972))","([np.int64(7), np.int64(13), np.int64(17), np.int64(29), np.int64(45)], np.float64(19.126332007406308))"
8,"([np.int64(10), np.int64(19), np.int64(37), np.int64(48)], np.float64(14.639095880786448))","([np.int64(1), np.int64(10), np.int64(15), np.int64(19), np.int64(37), np.int64(48)], np.float64(20.937629594003937))"
9,"([np.int64(11), np.int64(36), np.int64(38), np.int64(44)], np.float64(14.805892506020985))","([np.int64(11), np.int64(36), np.int64(38), np.int64(44)], np.float64(16.309489163623823))"
10,"([np.int64(27), np.int64(29), np.int64(41), np.int64(42)], np.float64(15.479884292154734))","([np.int64(27), np.int64(29), np.int64(33), np.int64(41), np.int64(42), np.int64(49)], np.float64(18.79513761476178))"
11,"([np.int64(19), np.int64(31), np.int64(46), np.int64(49)], np.float64(14.629377910303065))","([np.int64(19), np.int64(31), np.int64(46), np.int64(49)], np.float64(16.060535518271468))"
12,"([np.int64(7), np.int64(15), np.int64(38), np.int64(43)], np.float64(15.813363908444476))","([np.int64(7), np.int64(15), np.int64(38), np.int64(43)], np.float64(17.151706447828467))"
13,"([np.int64(8), np.int64(10), np.int64(31), np.int64(41)], np.float64(14.449752878579929))","([np.int64(8), np.int64(10), np.int64(31), np.int64(41)], np.float64(16.036670312316875))"
14,"([np.int64(16), np.int64(21), np.int64(40), np.int64(42)], np.float64(14.353210366425273))","([np.int64(16), np.int64(21), np.int64(38), np.int64(40), np.int64(42)], np.float64(19.201919929644887))"
15,"([np.int64(11), np.int64(19), np.int64(21), np.int64(41)], np.float64(13.187705317955297))","([np.int64(11), np.int64(19), np.int64(21), np.int64(41)], np.float64(14.783717033799796))"
16,"([np.int64(4), np.int64(9), np.int64(19), np.int64(40)], np.float64(13.57125822577389))","([np.int64(4), np.int64(9), np.int64(19), np.int64(40)], np.float64(15.69842994995873))"
17,"([np.int64(8), np.int64(18), np.int64(26), np.int64(27)], np.float64(14.828785040241714))","([np.int64(8), np.int64(18), np.int64(26), np.int64(27)], np.float64(17.693460686333413))"
18,"([np.int64(6), np.int64(31), np.int64(39), np.int64(48)], np.float64(14.005846926267916))","([np.int64(3), np.int64(6), np.int64(15), np.int64(31), np.int64(39), np.int64(48)], np.float64(19.633001948391477))"
19,"([np.int64(0), np.int64(2), np.int64(19), np.int64(32)], np.float64(14.048108825089255))","([np.int64(0), np.int64(2), np.int64(19), np.int64(32)], np.float64(15.631076940999018))"
20,"([np.int64(4), np.int64(7), np.int64(15), np.int64(28)], np.float64(15.184694619337339))","([np.int64(4), np.int64(7), np.int64(15), np.int64(28), np.int64(30)], np.float64(19.719139904960066))"
21,"([np.int64(13), np.int64(15), np.int64(30), np.int64(41)], np.float64(14.512707282973443))","([np.int64(13), np.int64(15), np.int64(30), np.int64(32), np.int64(41)], np.float64(16.48212177195736))"
22,"([np.int64(4), np.int64(6), np.int64(11), np.int64(46)], np.float64(15.777789961323313))","([np.int64(4), np.int64(6), np.int64(11), np.int64(14), np.int64(46)], np.float64(18.30162134679834))"
23,"([np.int64(0), np.int64(6), np.int64(31), np.int64(42)], np.float64(13.974540393149592))","([np.int64(0), np.int64(6), np.int64(25), np.int64(27), np.int64(31), np.int64(36), np.int64(42), np.int64(45)], np.float64(20.2324903500344))"
24,"([np.int64(1), np.int64(8), np.int64(14), np.int64(37)], np.float64(13.894217347805574))","([np.int64(1), np.int64(8), np.int64(14), np.int64(19), np.int64(37)], np.float64(18.35918378396399))"
25,"([np.int64(2), np.int64(13), np.int64(20), np.int64(26)], np.float64(14.803618214130736))","([np.int64(2), np.int64(13), np.int64(20), np.int64(26), np.int64(27), np.int64(39)], np.float64(19.94230789931249))"
26,"([np.int64(25), np.int64(38), np.int64(47), np.int64(48)], np.float64(14.589673241619687))","([np.int64(25), np.int64(38), np.int64(47), np.int64(48)], np.float64(15.755800338390902))"
27,"([np.int64(6), np.int64(9), np.int64(19), np.int64(44)], np.float64(13.673714470951039))","([np.int64(6), np.int64(9), np.int64(19), np.int64(44), np.int64(48), np.int64(49)], np.float64(20.54611423525534))"
28,"([np.int64(19), np.int64(35), np.int64(38), np.int64(44)], np.float64(14.093434543320974))","([np.int64(19), np.int64(35), np.int64(38), np.int64(44), np.int64(48)], np.float64(17.72149289140274))"
29,"([np.int64(8), np.int64(14), np.int64(38), np.int64(41)], np.float64(13.474674005304891))","([np.int64(8), np.int64(14), np.int64(26), np.int64(32), np.int64(38), np.int64(41)], np.float64(20.122157692971573))"
30,"([np.int64(20), np.int64(21), np.int64(34), np.int64(35)], np.float64(14.412695396378687))","([np.int64(9), np.int64(17), np.int64(20), np.int64(21), np.int64(34), np.int64(35)], np.float64(18.697047379157798))"
31,"([np.int64(13), np.int64(26), np.int64(28), np.int64(37)], np.float64(15.3394586720053))","([np.int64(13), np.int64(18), np.int64(26), np.int64(28), np.int64(37)], np.float64(20.418361515630032))"
32,"([np.int64(8), np.int64(9), np.int64(26), np.int64(37)], np.float64(14.102189224754087))","([np.int64(8), np.int64(9), np.int64(26), np.int64(29), np.int64(37)], np.float64(19.896898624619194))"
33,"([np.int64(5), np.int64(23), np.int64(44), np.int64(45)], np.float64(14.614530705752673))","([np.int64(5), np.int64(11), np.int64(23), np.int64(44), np.int64(45)], np.float64(20.114079592685794))"
34,"([np.int64(2), np.int64(11), np.int64(21), np.int64(24)], np.float64(15.06370535040772))","([np.int64(1), np.int64(2), np.int64(11), np.int64(21), np.int64(24)], np.float64(17.921007701661132))"
35,"([np.int64(7), np.int64(30), np.int64(47), np.int64(49)], np.float64(16.631779787123705))","([np.int64(7), np.int64(21), np.int64(30), np.int64(42), np.int64(47), np.int64(49)], np.float64(21.073748807705556))"
36,"([np.int64(11), np.int64(17), np.int64(35), np.int64(41)], np.float64(15.017909393735133))","([np.int64(11), np.int64(17), np.int64(35), np.int64(41)], np.float64(16.146655673258053))"
37,"([np.int64(4), np.int64(15), np.int64(24), np.int64(44)], np.float64(15.014297712732073))","([np.int64(4), np.int64(5), np.int64(15), np.int64(24), np.int64(44)], np.float64(18.330255199235406))"
38,"([np.int64(20), np.int64(25), np.int64(26), np.int64(28)], np.float64(15.361913483299166))","([np.int64(14), np.int64(20), np.int64(22), np.int64(25), np.int64(26), np.int64(28), np.int64(42), np.int64(43)], np.float64(20.486482709382116))"
39,"([np.int64(5), np.int64(21), np.int64(25), np.int64(43)], np.float64(15.463004906370031))","([np.int64(1), np.int64(5), np.int64(21), np.int64(25), np.int64(43)], np.float64(16.85008571090496))"
40,"([np.int64(29), np.int64(33), np.int64(35), np.int64(44)], np.float64(14.903331458313561))","([np.int64(29), np.int64(33), np.int64(35), np.int64(39), np.int64(44)], np.float64(17.864040547156502))"
41,"([np.int64(3), np.int64(6), np.int64(11), np.int64(14)], np.float64(13.990315997959547))","([np.int64(3), np.int64(6), np.int64(11), np.int64(14), np.int64(17)], np.float64(16.46359444592666))"
42,"([np.int64(6), np.int64(15), np.int64(43), np.int64(49)], np.float64(15.740510379692301))","([np.int64(6), np.int64(15), np.int64(25), np.int64(43), np.int64(49)], np.float64(18.950462567596603))"
43,"([np.int64(24), np.int64(30), np.int64(35), np.int64(45)], np.float64(14.028851303256989))","([np.int64(24), np.int64(30), np.int64(35), np.int64(45)], np.float64(18.761584892623336))"
44,"([np.int64(16), np.int64(22), np.int64(38), np.int64(46)], np.float64(14.354909521735342))","([np.int64(3), np.int64(16), np.int64(22), np.int64(38), np.int64(46), np.int64(49)], np.float64(18.93543537835306))"
45,"([np.int64(8), np.int64(19), np.int64(26), np.int64(45)], np.float64(14.52723069561287))","([np.int64(1), np.int64(8), np.int64(19), np.int64(26), np.int64(32), np.int64(45)], np.float64(19.992228324643474))"
46,"([np.int64(0), np.int64(10), np.int64(15), np.int64(16)], np.float64(15.879424099096227))","([np.int64(0), np.int64(10), np.int64(15), np.int64(16)], np.float64(18.111986963475893))"
47,"([np.int64(1), np.int64(10), np.int64(13), np.int64(48)], np.float64(15.284408880012842))","([np.int64(1), np.int64(10), np.int64(13), np.int64(43), np.int64(48)], np.float64(18.317547339104593))"
48,"([np.int64(0), np.int64(20), np.int64(24), np.int64(42)], np.float64(15.192340597660642))","([np.int64(0), np.int64(2), np.int64(20), np.int64(24), np.int64(25), np.int64(28), np.int64(42), np.int64(47)], np.float64(21.686043334342248))"
49,"([np.int64(0), np.int64(21), np.int64(26), np.int64(30)], np.float64(14.773331856407241))","([np.int64(0), np.int64(21), np.int64(26), np.int64(30), np.int64(36)], np.float64(18.451897556427955))"
