run_id,XGBoost,RF
1,"([], np.float64(60.19814015395333))","([np.int64(2), np.int64(3), np.int64(9), np.int64(13), np.int64(15), np.int64(30)], np.float64(40.24890708367732))"
2,"([np.int64(22)], np.float64(99.50025760354826))","([np.int64(10), np.int64(16), np.int64(22), np.int64(25), np.int64(30), np.int64(39)], np.float64(42.58903734244909))"
3,"([np.int64(27)], np.float64(83.07072304889485))","([np.int64(0), np.int64(4), np.int64(5), np.int64(27), np.int64(29)], np.float64(37.25373644682574))"
4,"([np.int64(14), np.int64(34), np.int64(36), np.int64(38), np.int64(49)], np.float64(43.05149423142428))","([np.int64(14), np.int64(34), np.int64(38), np.int64(49)], np.float64(32.39390279178002))"
5,"([np.int64(15), np.int64(36)], np.float64(81.5486548851109))","([np.int64(2), np.int64(11), np.int64(15), np.int64(17), np.int64(36), np.int64(43)], np.float64(42.74996181487189))"
6,"([np.int64(41)], np.float64(84.86839110241452))","([np.int64(5), np.int64(16), np.int64(17), np.int64(22), np.int64(32), np.int64(41), np.int64(44)], np.float64(45.96871751692248))"
7,"([np.int64(29)], np.float64(101.3725925827634))","([np.int64(13), np.int64(16), np.int64(17), np.int64(29), np.int64(45)], np.float64(41.217501165561174))"
8,"([np.int64(19), np.int64(37), np.int64(48)], np.float64(59.3960198895042))","([np.int64(10), np.int64(19), np.int64(37), np.int64(48)], np.float64(35.45068244349458))"
9,"([np.int64(36), np.int64(44)], np.float64(78.78117956462039))","([np.int64(11), np.int64(18), np.int64(36), np.int64(38), np.int64(44)], np.float64(40.727462286203036))"
10,"([np.int64(29), np.int64(42)], np.float64(70.31466641753835))","([np.int64(10), np.int64(26), np.int64(27), np.int64(29), np.int64(41), np.int64(42)], np.float64(41.692592903554626))"
11,"([np.int64(49)], np.float64(88.56758721657278))","([np.int64(19), np.int64(29), np.int64(37), np.int64(46), np.int64(49)], np.float64(49.32284459500191))"
12,"([], np.float64(60.035239015356495))","([np.int64(3), np.int64(7), np.int64(15), np.int64(38), np.int64(43)], np.float64(41.42574389005445))"
13,"([np.int64(10), np.int64(31), np.int64(41)], np.float64(55.424830956559084))","([np.int64(8), np.int64(10), np.int64(31), np.int64(41)], np.float64(31.352217497429596))"
14,"([np.int64(21), np.int64(40), np.int64(42)], np.float64(53.82770518869634))","([np.int64(16), np.int64(21), np.int64(36), np.int64(40), np.int64(42)], np.float64(38.38222113487576))"
15,"([np.int64(21)], np.float64(83.05582438112587))","([np.int64(5), np.int64(11), np.int64(21), np.int64(41)], np.float64(48.233833312229194))"
16,"([np.int64(35), np.int64(40)], np.float64(80.20559503605072))","([np.int64(18), np.int64(35), np.int64(40)], np.float64(63.4469850452771))"
17,"([np.int64(18), np.int64(26), np.int64(27)], np.float64(59.74874253034851))","([np.int64(8), np.int64(18), np.int64(19), np.int64(26), np.int64(27)], np.float64(46.168351445101976))"
18,"([np.int64(6), np.int64(31), np.int64(48)], np.float64(60.22624175407986))","([np.int64(6), np.int64(31), np.int64(48)], np.float64(50.76285299689701))"
19,"([], np.float64(55.33436846166655))","([np.int64(0), np.int64(2), np.int64(19), np.int64(28), np.int64(32)], np.float64(38.416374782925736))"
20,"([np.int64(7), np.int64(15), np.int64(28), np.int64(36), np.int64(44)], np.float64(63.34327206084969))","([np.int64(2), np.int64(4), np.int64(7), np.int64(15), np.int64(28), np.int64(32), np.int64(36), np.int64(44)], np.float64(51.524044874560495))"
21,"([np.int64(13), np.int64(30)], np.float64(78.61643967103032))","([np.int64(13), np.int64(15), np.int64(19), np.int64(30), np.int64(41)], np.float64(37.45174039633973))"
22,"([], np.float64(54.7300849660447))","([np.int64(4), np.int64(6), np.int64(11), np.int64(17), np.int64(46)], np.float64(32.632604653907634))"
23,"([np.int64(42)], np.float64(103.94984699654573))","([np.int64(0), np.int64(2), np.int64(6), np.int64(31), np.int64(42)], np.float64(38.42513950825644))"
24,"([np.int64(1), np.int64(8), np.int64(14), np.int64(37)], np.float64(40.83465600001432))","([np.int64(1), np.int64(8), np.int64(14), np.int64(19), np.int64(37)], np.float64(41.771928809297926))"
25,"([], np.float64(62.94542006234144))","([np.int64(2), np.int64(3), np.int64(13), np.int64(20)], np.float64(51.70796981969375))"
26,"([], np.float64(60.66941676680499))","([np.int64(0), np.int64(16), np.int64(25), np.int64(38), np.int64(47), np.int64(48), np.int64(49)], np.float64(47.68944833883224))"
27,"([np.int64(19), np.int64(44)], np.float64(72.17313715547506))","([np.int64(6), np.int64(9), np.int64(19), np.int64(44)], np.float64(33.460749424743305))"
28,"([np.int64(38)], np.float64(81.58919894279336))","([np.int64(19), np.int64(24), np.int64(28), np.int64(35), np.int64(38), np.int64(44)], np.float64(41.59480109298806))"
29,"([np.int64(14), np.int64(38), np.int64(41)], np.float64(52.86336510121166))","([np.int64(5), np.int64(8), np.int64(14), np.int64(38), np.int64(41), np.int64(48)], np.float64(43.295405910705554))"
30,"([], np.float64(54.6294437567855))","([np.int64(20), np.int64(35)], np.float64(60.458985622915975))"
31,"([np.int64(26), np.int64(28), np.int64(37)], np.float64(65.31755847026531))","([np.int64(11), np.int64(13), np.int64(18), np.int64(26), np.int64(28), np.int64(37)], np.float64(47.83218328300311))"
32,"([np.int64(9), np.int64(26), np.int64(37)], np.float64(58.85083771782676))","([np.int64(8), np.int64(9), np.int64(26), np.int64(37)], np.float64(33.82615161259165))"
33,"([np.int64(5), np.int64(23), np.int64(44), np.int64(45)], np.float64(40.99384108238382))","([np.int64(5), np.int64(23), np.int64(44), np.int64(45)], np.float64(33.78440026242462))"
34,"([], np.float64(52.35233259896395))","([np.int64(2), np.int64(11), np.int64(21), np.int64(24)], np.float64(32.79881486603673))"
35,"([np.int64(30), np.int64(47), np.int64(49)], np.float64(60.25110561779403))","([np.int64(7), np.int64(26), np.int64(30), np.int64(47), np.int64(49)], np.float64(43.40850400343878))"
36,"([np.int64(17)], np.float64(81.4993365727052))","([np.int64(7), np.int64(11), np.int64(17), np.int64(35), np.int64(45)], np.float64(47.972179645829705))"
37,"([np.int64(24), np.int64(44)], np.float64(75.00864324817007))","([np.int64(4), np.int64(12), np.int64(15), np.int64(24), np.int64(37), np.int64(44)], np.float64(39.61940773252691))"
38,"([np.int64(20), np.int64(26), np.int64(28)], np.float64(55.28575922842671))","([np.int64(17), np.int64(18), np.int64(20), np.int64(25), np.int64(26), np.int64(28)], np.float64(44.53660756703332))"
39,"([np.int64(21)], np.float64(83.60469215724292))","([np.int64(5), np.int64(21), np.int64(25), np.int64(43)], np.float64(33.49595963573342))"
40,"([np.int64(35)], np.float64(90.05691663830257))","([np.int64(29), np.int64(33), np.int64(35), np.int64(44)], np.float64(34.377315276220614))"
41,"([], np.float64(59.075229582402415))","([np.int64(3), np.int64(6), np.int64(11), np.int64(14), np.int64(17)], np.float64(37.63141878548462))"
42,"([np.int64(43), np.int64(49)], np.float64(75.45151651092202))","([np.int64(6), np.int64(15), np.int64(43), np.int64(49)], np.float64(38.122021277264764))"
43,"([np.int64(30), np.int64(35)], np.float64(77.62470266059309))","([np.int64(24), np.int64(30), np.int64(35), np.int64(45)], np.float64(39.75019664787156))"
44,"([np.int64(16), np.int64(22), np.int64(38), np.int64(46)], np.float64(38.20051981868462))","([np.int64(16), np.int64(38), np.int64(46)], np.float64(50.42663753501061))"
45,"([np.int64(8), np.int64(19), np.int64(26), np.int64(45)], np.float64(41.99014372602165))","([np.int64(8), np.int64(19), np.int64(26), np.int64(44), np.int64(45), np.int64(48)], np.float64(45.220603297953055))"
46,"([], np.float64(59.74441279440325))","([np.int64(0), np.int64(10), np.int64(12), np.int64(15), np.int64(16), np.int64(22), np.int64(29)], np.float64(41.689468602703315))"
47,"([], np.float64(61.212281164946866))","([np.int64(1), np.int64(10), np.int64(13), np.int64(35), np.int64(48)], np.float64(40.75122072947118))"
48,"([], np.float64(62.320271830163136))","([np.int64(0), np.int64(13), np.int64(20), np.int64(24), np.int64(30), np.int64(42), np.int64(47)], np.float64(50.180477791148675))"
49,"([np.int64(26), np.int64(30)], np.float64(74.32096486488135))","([np.int64(0), np.int64(21), np.int64(26), np.int64(30)], np.float64(33.289707997998555))"
