run_id,XGBoost,RF
1,"([np.int64(2), np.int64(3), np.int64(13), np.int64(15)], np.float64(11.428917738643765))","([np.int64(2), np.int64(3), np.int64(13), np.int64(15), np.int64(16), np.int64(49)], np.float64(16.045560157584173))"
2,"([np.int64(10), np.int64(22), np.int64(30), np.int64(39)], np.float64(10.961797331060232))","([np.int64(10), np.int64(22), np.int64(30), np.int64(39)], np.float64(14.19589362814973))"
3,"([np.int64(0), np.int64(4), np.int64(5), np.int64(27)], np.float64(11.11551941898502))","([np.int64(0), np.int64(3), np.int64(4), np.int64(5), np.int64(10), np.int64(27), np.int64(49)], np.float64(17.70905151146937))"
4,"([np.int64(14), np.int64(34), np.int64(38), np.int64(49)], np.float64(11.272985125502244))","([np.int64(14), np.int64(20), np.int64(30), np.int64(34), np.int64(38), np.int64(49)], np.float64(16.594363214871905))"
5,"([np.int64(2), np.int64(11), np.int64(15), np.int64(36)], np.float64(11.981828811619165))","([np.int64(2), np.int64(11), np.int64(15), np.int64(36)], np.float64(13.435256954397477))"
6,"([np.int64(5), np.int64(17), np.int64(41), np.int64(44)], np.float64(10.591546650519142))","([np.int64(5), np.int64(17), np.int64(41), np.int64(44)], np.float64(14.099584938001358))"
7,"([np.int64(13), np.int64(17), np.int64(29), np.int64(45)], np.float64(11.921866224669916))","([np.int64(13), np.int64(17), np.int64(29), np.int64(45)], np.float64(14.636649407890005))"
8,"([np.int64(10), np.int64(19), np.int64(37), np.int64(48)], np.float64(13.011979386518826))","([np.int64(10), np.int64(19), np.int64(37), np.int64(48)], np.float64(15.265961564600255))"
9,"([np.int64(11), np.int64(36), np.int64(38), np.int64(44)], np.float64(11.876173248149037))","([np.int64(11), np.int64(36), np.int64(38), np.int64(44)], np.float64(13.773881957797188))"
10,"([np.int64(27), np.int64(29), np.int64(41), np.int64(42)], np.float64(11.806025718981381))","([np.int64(27), np.int64(29), np.int64(41), np.int64(42)], np.float64(13.766634348646367))"
11,"([np.int64(19), np.int64(31), np.int64(46), np.int64(49)], np.float64(11.50371563861411))","([np.int64(9), np.int64(19), np.int64(29), np.int64(31), np.int64(46), np.int64(49)], np.float64(15.514801474917938))"
12,"([np.int64(7), np.int64(15), np.int64(38), np.int64(43)], np.float64(11.640366567123959))","([np.int64(7), np.int64(12), np.int64(15), np.int64(37), np.int64(38), np.int64(43)], np.float64(18.421550366348235))"
13,"([np.int64(8), np.int64(10), np.int64(31), np.int64(41)], np.float64(11.2503120241464))","([np.int64(8), np.int64(10), np.int64(21), np.int64(31), np.int64(41)], np.float64(15.042171040683028))"
14,"([np.int64(16), np.int64(21), np.int64(40), np.int64(42)], np.float64(10.954151191110723))","([np.int64(6), np.int64(16), np.int64(21), np.int64(40), np.int64(42)], np.float64(16.738839069520008))"
15,"([np.int64(11), np.int64(19), np.int64(21), np.int64(41)], np.float64(10.397157339202504))","([np.int64(11), np.int64(19), np.int64(21), np.int64(41)], np.float64(13.143063266530856))"
16,"([np.int64(4), np.int64(9), np.int64(19), np.int64(40)], np.float64(11.912006411154513))","([np.int64(4), np.int64(5), np.int64(9), np.int64(19), np.int64(26), np.int64(40)], np.float64(15.694888203087526))"
17,"([np.int64(8), np.int64(18), np.int64(26), np.int64(27)], np.float64(11.921100836725175))","([np.int64(8), np.int64(18), np.int64(26), np.int64(27)], np.float64(15.430105183706015))"
18,"([np.int64(6), np.int64(31), np.int64(39), np.int64(48)], np.float64(11.747799820549226))","([np.int64(6), np.int64(13), np.int64(28), np.int64(31), np.int64(32), np.int64(37), np.int64(39), np.int64(48)], np.float64(18.893457491787988))"
19,"([np.int64(0), np.int64(2), np.int64(19), np.int64(32)], np.float64(11.831131122841311))","([np.int64(0), np.int64(2), np.int64(19), np.int64(24), np.int64(32), np.int64(47)], np.float64(16.11967205728389))"
20,"([np.int64(4), np.int64(7), np.int64(15), np.int64(28)], np.float64(13.274687307581946))","([np.int64(4), np.int64(7), np.int64(15), np.int64(28), np.int64(44)], np.float64(16.12330554494865))"
21,"([np.int64(13), np.int64(15), np.int64(30), np.int64(41)], np.float64(11.961920106016729))","([np.int64(13), np.int64(15), np.int64(18), np.int64(30), np.int64(38), np.int64(41)], np.float64(15.364016367701227))"
22,"([np.int64(4), np.int64(6), np.int64(11), np.int64(46), np.int64(49)], np.float64(13.342296498517142))","([np.int64(4), np.int64(6), np.int64(11), np.int64(12), np.int64(46)], np.float64(16.234122284443362))"
23,"([np.int64(0), np.int64(6), np.int64(31), np.int64(42)], np.float64(12.604823009107623))","([np.int64(0), np.int64(6), np.int64(25), np.int64(31), np.int64(42)], np.float64(15.562065965563932))"
24,"([np.int64(1), np.int64(8), np.int64(14), np.int64(37)], np.float64(11.450607667972562))","([np.int64(1), np.int64(8), np.int64(14), np.int64(35), np.int64(37)], np.float64(17.394456896065602))"
25,"([np.int64(2), np.int64(13), np.int64(20), np.int64(26)], np.float64(11.764007199919503))","([np.int64(2), np.int64(13), np.int64(20), np.int64(26), np.int64(27), np.int64(39)], np.float64(17.732074168575476))"
26,"([np.int64(25), np.int64(38), np.int64(47), np.int64(48)], np.float64(11.482130942603863))","([np.int64(25), np.int64(38), np.int64(47), np.int64(48)], np.float64(14.08545085840781))"
27,"([np.int64(6), np.int64(9), np.int64(19), np.int64(44)], np.float64(11.469811155504955))","([np.int64(6), np.int64(9), np.int64(19), np.int64(44)], np.float64(14.940916865974698))"
28,"([np.int64(19), np.int64(35), np.int64(38), np.int64(44)], np.float64(12.580800635857667))","([np.int64(14), np.int64(19), np.int64(35), np.int64(38), np.int64(44)], np.float64(15.454650345300877))"
29,"([np.int64(8), np.int64(14), np.int64(38), np.int64(41)], np.float64(10.839678751160191))","([np.int64(8), np.int64(14), np.int64(38), np.int64(41)], np.float64(15.332578005717696))"
30,"([np.int64(20), np.int64(21), np.int64(34), np.int64(35)], np.float64(11.468835995414118))","([np.int64(20), np.int64(21), np.int64(34), np.int64(35)], np.float64(13.065930505489675))"
31,"([np.int64(13), np.int64(26), np.int64(28), np.int64(37)], np.float64(11.786619628462804))","([np.int64(13), np.int64(26), np.int64(28), np.int64(37), np.int64(46)], np.float64(18.10480047402868))"
32,"([np.int64(8), np.int64(9), np.int64(26), np.int64(37)], np.float64(12.650823608413754))","([np.int64(8), np.int64(9), np.int64(26), np.int64(37)], np.float64(15.361918393370633))"
33,"([np.int64(5), np.int64(23), np.int64(44), np.int64(45)], np.float64(12.67684110526726))","([np.int64(5), np.int64(23), np.int64(44), np.int64(45)], np.float64(14.118584477798969))"
