run_id,XGBoost,RF
1,"([np.int64(2), np.int64(3), np.int64(13), np.int64(15)], np.float64(15.145249589039565))","([np.int64(2), np.int64(3), np.int64(13), np.int64(15)], np.float64(17.049474391238313))"
2,"([np.int64(10), np.int64(22), np.int64(30), np.int64(39)], np.float64(15.17287280451672))","([np.int64(10), np.int64(22), np.int64(30), np.int64(39)], np.float64(17.93356479412279))"
3,"([np.int64(0), np.int64(4), np.int64(5), np.int64(27)], np.float64(13.701620214420032))","([np.int64(0), np.int64(2), np.int64(4), np.int64(5), np.int64(27)], np.float64(17.64420040539087))"
4,"([np.int64(14), np.int64(34), np.int64(38), np.int64(49)], np.float64(14.786630870043691))","([np.int64(14), np.int64(25), np.int64(34), np.int64(38), np.int64(49)], np.float64(17.896198965104208))"
5,"([np.int64(2), np.int64(11), np.int64(15), np.int64(36)], np.float64(16.112514702059435))","([np.int64(2), np.int64(11), np.int64(15), np.int64(36), np.int64(46)], np.float64(19.167978654285037))"
6,"([np.int64(5), np.int64(17), np.int64(41), np.int64(44)], np.float64(13.079406107060054))","([np.int64(5), np.int64(17), np.int64(32), np.int64(41), np.int64(44)], np.float64(18.5213743974213))"
7,"([np.int64(13), np.int64(17), np.int64(29), np.int64(45)], np.float64(15.583308970264758))","([np.int64(7), np.int64(13), np.int64(17), np.int64(29), np.int64(42), np.int64(45)], np.float64(20.983845947382914))"
8,"([np.int64(10), np.int64(19), np.int64(37), np.int64(48)], np.float64(16.174223836725396))","([np.int64(1), np.int64(10), np.int64(15), np.int64(19), np.int64(37), np.int64(48)], np.float64(20.318773634977738))"
9,"([np.int64(11), np.int64(36), np.int64(38), np.int64(44)], np.float64(15.842401579603901))","([np.int64(11), np.int64(36), np.int64(38), np.int64(44)], np.float64(17.095416347639205))"
10,"([np.int64(27), np.int64(29), np.int64(41), np.int64(42)], np.float64(14.836571727920042))","([np.int64(22), np.int64(27), np.int64(29), np.int64(41), np.int64(42)], np.float64(18.86649202492739))"
11,"([np.int64(19), np.int64(31), np.int64(46), np.int64(49)], np.float64(15.173947824913942))","([np.int64(19), np.int64(31), np.int64(46), np.int64(49)], np.float64(16.528118336499684))"
12,"([np.int64(7), np.int64(15), np.int64(38), np.int64(43)], np.float64(15.3504826550563))","([np.int64(7), np.int64(15), np.int64(22), np.int64(38), np.int64(43)], np.float64(18.887297405584746))"
13,"([np.int64(8), np.int64(10), np.int64(31), np.int64(41)], np.float64(14.216178140768973))","([np.int64(8), np.int64(10), np.int64(31), np.int64(41)], np.float64(16.151084502611404))"
14,"([np.int64(16), np.int64(21), np.int64(40), np.int64(42)], np.float64(14.400555297584928))","([np.int64(8), np.int64(16), np.int64(21), np.int64(38), np.int64(40), np.int64(42)], np.float64(20.62445051255644))"
15,"([np.int64(11), np.int64(19), np.int64(21), np.int64(41)], np.float64(13.911725260299576))","([np.int64(11), np.int64(19), np.int64(21), np.int64(41), np.int64(47)], np.float64(16.895026197874646))"
16,"([np.int64(4), np.int64(9), np.int64(19), np.int64(40)], np.float64(15.286175981256045))","([np.int64(4), np.int64(9), np.int64(19), np.int64(40), np.int64(41)], np.float64(17.17128035115703))"
17,"([np.int64(8), np.int64(18), np.int64(26), np.int64(27)], np.float64(15.518366423490601))","([np.int64(8), np.int64(18), np.int64(26), np.int64(27)], np.float64(18.15172825892391))"
18,"([np.int64(6), np.int64(31), np.int64(39), np.int64(48)], np.float64(15.10989566463045))","([np.int64(3), np.int64(6), np.int64(7), np.int64(15), np.int64(31), np.int64(39), np.int64(48)], np.float64(21.1276429959287))"
19,"([np.int64(0), np.int64(2), np.int64(19), np.int64(32)], np.float64(14.461001042138978))","([np.int64(0), np.int64(2), np.int64(19), np.int64(32), np.int64(36)], np.float64(17.630067202648988))"
20,"([np.int64(4), np.int64(7), np.int64(15), np.int64(28)], np.float64(17.722697047400175))","([np.int64(4), np.int64(7), np.int64(15), np.int64(28)], np.float64(18.943435328239268))"
21,"([np.int64(13), np.int64(15), np.int64(30), np.int64(41)], np.float64(14.155685169208176))","([np.int64(13), np.int64(15), np.int64(30), np.int64(41)], np.float64(15.106246986479267))"
22,"([np.int64(4), np.int64(6), np.int64(11), np.int64(46)], np.float64(15.692078795984466))","([np.int64(4), np.int64(6), np.int64(11), np.int64(14), np.int64(46)], np.float64(18.70851956781364))"
23,"([np.int64(0), np.int64(6), np.int64(31), np.int64(42)], np.float64(15.344074314203532))","([np.int64(0), np.int64(6), np.int64(21), np.int64(25), np.int64(31), np.int64(42), np.int64(45)], np.float64(19.428066568808376))"
24,"([np.int64(1), np.int64(8), np.int64(14), np.int64(37)], np.float64(13.659962811880066))","([np.int64(1), np.int64(8), np.int64(14), np.int64(37)], np.float64(18.028199273567814))"
