run_id,XGBoost,RF
1,"([np.int64(2), np.int64(3), np.int64(13), np.int64(15)], np.float64(17.19895677711455))","([np.int64(2), np.int64(3), np.int64(13), np.int64(15), np.int64(27)], np.float64(18.927497794133515))"
2,"([np.int64(10), np.int64(22), np.int64(30), np.int64(39)], np.float64(15.73138012938502))","([np.int64(10), np.int64(22), np.int64(30), np.int64(39)], np.float64(18.506318746879913))"
3,"([np.int64(0), np.int64(4), np.int64(5), np.int64(27)], np.float64(15.739965211327265))","([np.int64(0), np.int64(4), np.int64(5), np.int64(27)], np.float64(17.04466497529023))"
4,"([np.int64(14), np.int64(34), np.int64(38), np.int64(49)], np.float64(14.939366084547583))","([np.int64(14), np.int64(34), np.int64(38), np.int64(49)], np.float64(16.373730583855238))"
5,"([np.int64(2), np.int64(11), np.int64(15), np.int64(36)], np.float64(16.42211352807598))","([np.int64(2), np.int64(5), np.int64(8), np.int64(11), np.int64(15), np.int64(36)], np.float64(21.630113634122974))"
6,"([np.int64(5), np.int64(17), np.int64(41), np.int64(44)], np.float64(14.589869811719185))","([np.int64(5), np.int64(17), np.int64(41), np.int64(44)], np.float64(17.11913239324506))"
7,"([np.int64(13), np.int64(17), np.int64(29), np.int64(44), np.int64(45)], np.float64(19.493460080413882))","([np.int64(13), np.int64(17), np.int64(29), np.int64(42), np.int64(45)], np.float64(20.086226299044498))"
8,"([np.int64(10), np.int64(19), np.int64(37), np.int64(48)], np.float64(17.372472129886905))","([np.int64(10), np.int64(15), np.int64(19), np.int64(37), np.int64(48)], np.float64(20.40769085911353))"
9,"([np.int64(11), np.int64(36), np.int64(38), np.int64(44)], np.float64(15.151429884795428))","([np.int64(11), np.int64(36), np.int64(38), np.int64(44)], np.float64(17.35769977537872))"
10,"([np.int64(27), np.int64(29), np.int64(41), np.int64(42)], np.float64(16.314666123026687))","([np.int64(3), np.int64(27), np.int64(29), np.int64(33), np.int64(41), np.int64(42), np.int64(49)], np.float64(20.965956584244243))"
11,"([np.int64(19), np.int64(31), np.int64(46), np.int64(49)], np.float64(16.115621119450203))","([np.int64(19), np.int64(31), np.int64(46), np.int64(49)], np.float64(17.08022388274593))"
