run_id,XGBoost,RF
1,"([np.int64(2), np.int64(3), np.int64(13), np.int64(15)], np.float64(13.27683104057889))","([np.int64(2), np.int64(3), np.int64(6), np.int64(13), np.int64(15)], np.float64(16.131598285567982))"
2,"([np.int64(10), np.int64(22), np.int64(30), np.int64(39)], np.float64(11.56215884899532))","([np.int64(10), np.int64(22), np.int64(30), np.int64(39)], np.float64(14.579671806949706))"
3,"([np.int64(0), np.int64(4), np.int64(5), np.int64(27)], np.float64(12.523856140183058))","([np.int64(0), np.int64(3), np.int64(4), np.int64(5), np.int64(27), np.int64(49)], np.float64(17.28033233875393))"
4,"([np.int64(14), np.int64(34), np.int64(38), np.int64(49)], np.float64(11.657021791011386))","([np.int64(14), np.int64(30), np.int64(34), np.int64(38), np.int64(49)], np.float64(16.405026395429687))"
5,"([np.int64(2), np.int64(11), np.int64(15), np.int64(36)], np.float64(11.892976751535796))","([np.int64(2), np.int64(11), np.int64(15), np.int64(36)], np.float64(14.543148774351392))"
6,"([np.int64(5), np.int64(17), np.int64(41), np.int64(44)], np.float64(11.387316971061258))","([np.int64(5), np.int64(17), np.int64(24), np.int64(41), np.int64(44)], np.float64(16.518300712235))"
7,"([np.int64(13), np.int64(17), np.int64(29), np.int64(45)], np.float64(13.655978915866296))","([np.int64(7), np.int64(13), np.int64(17), np.int64(29), np.int64(45)], np.float64(17.13865280641564))"
8,"([np.int64(10), np.int64(19), np.int64(37), np.int64(48)], np.float64(13.687217381590425))","([np.int64(10), np.int64(19), np.int64(37), np.int64(48)], np.float64(16.303752667784106))"
9,"([np.int64(11), np.int64(36), np.int64(38), np.int64(44)], np.float64(12.115609991737706))","([np.int64(11), np.int64(36), np.int64(38), np.int64(44)], np.float64(14.091996646927333))"
10,"([np.int64(27), np.int64(29), np.int64(41), np.int64(42)], np.float64(13.48990895751161))","([np.int64(27), np.int64(29), np.int64(41), np.int64(42), np.int64(46)], np.float64(16.210114636493913))"
11,"([np.int64(19), np.int64(31), np.int64(46), np.int64(49)], np.float64(12.222129528047994))","([np.int64(9), np.int64(17), np.int64(19), np.int64(29), np.int64(31), np.int64(46), np.int64(49)], np.float64(16.82278618729219))"
