run_id,XGBoost,RF
1,"([np.int64(2), np.int64(3), np.int64(13), np.int64(15)], np.float64(10.780162950059731))","([np.int64(2), np.int64(3), np.int64(13), np.int64(15), np.int64(16)], np.float64(15.66922581613688))"
2,"([np.int64(10), np.int64(22), np.int64(30), np.int64(39)], np.float64(10.978096634290738))","([np.int64(10), np.int64(22), np.int64(30), np.int64(39)], np.float64(14.179256789242237))"
3,"([np.int64(0), np.int64(4), np.int64(5), np.int64(27), np.int64(49)], np.float64(14.020173446532576))","([np.int64(0), np.int64(3), np.int64(4), np.int64(5), np.int64(27), np.int64(49)], np.float64(16.935914013153646))"
4,"([np.int64(14), np.int64(34), np.int64(38), np.int64(49)], np.float64(10.673648676173142))","([np.int64(14), np.int64(20), np.int64(25), np.int64(30), np.int64(34), np.int64(38), np.int64(49)], np.float64(17.267151705955452))"
5,"([np.int64(2), np.int64(11), np.int64(15), np.int64(36), np.int64(46)], np.float64(12.626533652911771))","([np.int64(2), np.int64(11), np.int64(15), np.int64(36)], np.float64(13.3296781163333))"
6,"([np.int64(5), np.int64(17), np.int64(41), np.int64(44)], np.float64(10.215867847050404))","([np.int64(5), np.int64(17), np.int64(41), np.int64(44)], np.float64(14.618822184341727))"
7,"([np.int64(13), np.int64(17), np.int64(29), np.int64(45)], np.float64(12.691771574425875))","([np.int64(13), np.int64(15), np.int64(17), np.int64(29), np.int64(45)], np.float64(15.760817968377774))"
8,"([np.int64(10), np.int64(19), np.int64(37), np.int64(48)], np.float64(11.785204049266067))","([np.int64(10), np.int64(19), np.int64(37), np.int64(48)], np.float64(15.27831166923268))"
9,"([np.int64(11), np.int64(36), np.int64(38), np.int64(44)], np.float64(11.600317032000895))","([np.int64(11), np.int64(36), np.int64(38), np.int64(44)], np.float64(13.800841809052898))"
10,"([np.int64(27), np.int64(29), np.int64(41), np.int64(42)], np.float64(13.13473007491507))","([np.int64(27), np.int64(29), np.int64(41), np.int64(42), np.int64(46)], np.float64(15.817609533264164))"
11,"([np.int64(19), np.int64(31), np.int64(46), np.int64(49)], np.float64(11.613564620375477))","([np.int64(4), np.int64(9), np.int64(19), np.int64(29), np.int64(31), np.int64(35), np.int64(46), np.int64(49)], np.float64(17.20737426550415))"
12,"([np.int64(7), np.int64(15), np.int64(38), np.int64(43)], np.float64(11.65688568192362))","([np.int64(7), np.int64(12), np.int64(15), np.int64(37), np.int64(38), np.int64(43)], np.float64(18.332916745464498))"
13,"([np.int64(8), np.int64(10), np.int64(31), np.int64(41)], np.float64(11.028200053594773))","([np.int64(8), np.int64(10), np.int64(21), np.int64(31), np.int64(41)], np.float64(15.168394987947657))"
14,"([np.int64(16), np.int64(21), np.int64(40), np.int64(42)], np.float64(10.991789679024588))","([np.int64(6), np.int64(16), np.int64(21), np.int64(40), np.int64(41), np.int64(42)], np.float64(17.645924830958133))"
15,"([np.int64(11), np.int64(19), np.int64(21), np.int64(41)], np.float64(9.862248908634808))","([np.int64(11), np.int64(19), np.int64(21), np.int64(41)], np.float64(13.280139974075349))"
16,"([np.int64(4), np.int64(9), np.int64(19), np.int64(40)], np.float64(11.050252433972267))","([np.int64(4), np.int64(5), np.int64(9), np.int64(19), np.int64(40)], np.float64(14.437371550952932))"
17,"([np.int64(8), np.int64(18), np.int64(26), np.int64(27), np.int64(36)], np.float64(13.17865229644153))","([np.int64(8), np.int64(18), np.int64(26), np.int64(27)], np.float64(15.193860277592693))"
18,"([np.int64(6), np.int64(31), np.int64(39), np.int64(48)], np.float64(11.87632945845869))","([np.int64(6), np.int64(13), np.int64(28), np.int64(31), np.int64(32), np.int64(39), np.int64(48)], np.float64(18.961987845020317))"
19,"([np.int64(0), np.int64(2), np.int64(19), np.int64(32)], np.float64(11.852215089965966))","([np.int64(0), np.int64(2), np.int64(19), np.int64(24), np.int64(32), np.int64(47)], np.float64(15.836408135288803))"
