run_id,XGBoost,RF
1,"([np.int64(2), np.int64(3), np.int64(13), np.int64(15)], np.float64(13.60855570309612))","([np.int64(2), np.int64(3), np.int64(13), np.int64(15)], np.float64(16.55220769990435))"
2,"([np.int64(10), np.int64(22), np.int64(30), np.int64(39)], np.float64(13.196560425227908))","([np.int64(10), np.int64(22), np.int64(30), np.int64(39)], np.float64(17.19390377924894))"
3,"([np.int64(0), np.int64(4), np.int64(5), np.int64(27)], np.float64(12.588459518631698))","([np.int64(0), np.int64(4), np.int64(5), np.int64(17), np.int64(27)], np.float64(17.25397773330793))"
4,"([np.int64(14), np.int64(34), np.int64(38), np.int64(49)], np.float64(13.754728533606961))","([np.int64(14), np.int64(34), np.int64(38), np.int64(49)], np.float64(15.940330680368403))"
5,"([np.int64(2), np.int64(11), np.int64(15), np.int64(36)], np.float64(13.886261557882507))","([np.int64(2), np.int64(5), np.int64(8), np.int64(11), np.int64(15), np.int64(36), np.int64(42)], np.float64(20.83865800295665))"
6,"([np.int64(5), np.int64(17), np.int64(41), np.int64(44)], np.float64(13.018964204857078))","([np.int64(5), np.int64(17), np.int64(41), np.int64(44)], np.float64(16.260073539546333))"
7,"([np.int64(13), np.int64(17), np.int64(29), np.int64(45)], np.float64(14.844609841588047))","([np.int64(13), np.int64(17), np.int64(29), np.int64(45)], np.float64(16.50211875275366))"
8,"([np.int64(10), np.int64(19), np.int64(37), np.int64(48)], np.float64(15.007587015071314))","([np.int64(1), np.int64(10), np.int64(19), np.int64(37), np.int64(48)], np.float64(18.957658239381264))"
9,"([np.int64(11), np.int64(36), np.int64(38), np.int64(44)], np.float64(13.700251450965485))","([np.int64(11), np.int64(36), np.int64(38), np.int64(44)], np.float64(15.779430668893754))"
10,"([np.int64(27), np.int64(29), np.int64(41), np.int64(42)], np.float64(14.303108538410845))","([np.int64(27), np.int64(29), np.int64(41), np.int64(42), np.int64(49)], np.float64(17.59319949357537))"
11,"([np.int64(19), np.int64(31), np.int64(46), np.int64(49)], np.float64(14.950905004634889))","([np.int64(4), np.int64(19), np.int64(31), np.int64(46), np.int64(49)], np.float64(16.95232485826374))"
12,"([np.int64(7), np.int64(15), np.int64(38), np.int64(43)], np.float64(15.42610015542262))","([np.int64(7), np.int64(15), np.int64(22), np.int64(38), np.int64(43)], np.float64(18.33166203651867))"
13,"([np.int64(8), np.int64(10), np.int64(31), np.int64(41)], np.float64(13.536454392324956))","([np.int64(8), np.int64(10), np.int64(31), np.int64(41)], np.float64(15.96586184206892))"
14,"([np.int64(16), np.int64(21), np.int64(40), np.int64(42)], np.float64(14.533238746110955))","([np.int64(16), np.int64(21), np.int64(40), np.int64(42)], np.float64(17.469833990943183))"
15,"([np.int64(11), np.int64(19), np.int64(21), np.int64(41)], np.float64(14.346945981393018))","([np.int64(11), np.int64(19), np.int64(21), np.int64(41)], np.float64(14.429083404723437))"
16,"([np.int64(4), np.int64(9), np.int64(19), np.int64(40)], np.float64(14.649265030148833))","([np.int64(4), np.int64(9), np.int64(19), np.int64(40)], np.float64(15.70475252059024))"
17,"([np.int64(8), np.int64(18), np.int64(26), np.int64(27)], np.float64(14.185777065152394))","([np.int64(8), np.int64(18), np.int64(26), np.int64(27)], np.float64(18.120043499615637))"
18,"([np.int64(6), np.int64(31), np.int64(39), np.int64(48)], np.float64(13.67428692195514))","([np.int64(3), np.int64(6), np.int64(31), np.int64(39), np.int64(48)], np.float64(18.52784386425003))"
19,"([np.int64(0), np.int64(2), np.int64(19), np.int64(32)], np.float64(14.469984509373665))","([np.int64(0), np.int64(2), np.int64(19), np.int64(32)], np.float64(14.953829857029307))"
20,"([np.int64(4), np.int64(7), np.int64(15), np.int64(28)], np.float64(15.312223082194523))","([np.int64(4), np.int64(7), np.int64(15), np.int64(28)], np.float64(17.70017045208238))"
21,"([np.int64(13), np.int64(15), np.int64(30), np.int64(41)], np.float64(13.536099505238312))","([np.int64(13), np.int64(15), np.int64(30), np.int64(41)], np.float64(15.539659373688467))"
22,"([np.int64(4), np.int64(6), np.int64(11), np.int64(46)], np.float64(15.00798538111622))","([np.int64(4), np.int64(6), np.int64(11), np.int64(14), np.int64(46)], np.float64(18.132986313596174))"
23,"([np.int64(0), np.int64(6), np.int64(31), np.int64(42)], np.float64(14.866527506179981))","([np.int64(0), np.int64(6), np.int64(14), np.int64(21), np.int64(25), np.int64(27), np.int64(31), np.int64(36), np.int64(42), np.int64(45)], np.float64(21.045183125263776))"
24,"([np.int64(1), np.int64(8), np.int64(14), np.int64(37)], np.float64(13.682181284521674))","([np.int64(1), np.int64(8), np.int64(14), np.int64(19), np.int64(37)], np.float64(18.097633329793585))"
