run_id,XGBoost,RF
1,"([np.int64(2), np.int64(3), np.int64(13), np.int64(15)], np.float64(14.463219401469988))","([np.int64(2), np.int64(3), np.int64(13), np.int64(15), np.int64(17)], np.float64(18.405758655759893))"
2,"([np.int64(10), np.int64(22), np.int64(30), np.int64(39)], np.float64(13.6521651460616))","([np.int64(10), np.int64(22), np.int64(30), np.int64(39)], np.float64(17.456746541011114))"
3,"([np.int64(0), np.int64(4), np.int64(5), np.int64(27)], np.float64(13.820299189606246))","([np.int64(0), np.int64(4), np.int64(5), np.int64(27)], np.float64(15.580051222076042))"
4,"([np.int64(14), np.int64(34), np.int64(38), np.int64(49)], np.float64(13.56405001015537))","([np.int64(14), np.int64(20), np.int64(34), np.int64(38), np.int64(49)], np.float64(17.61419536468394))"
5,"([np.int64(2), np.int64(11), np.int64(15), np.int64(36)], np.float64(15.875219947881902))","([np.int64(2), np.int64(11), np.int64(15), np.int64(36)], np.float64(17.104598362311304))"
6,"([np.int64(5), np.int64(17), np.int64(41), np.int64(44)], np.float64(13.52710136411904))","([np.int64(5), np.int64(17), np.int64(32), np.int64(41), np.int64(44)], np.float64(17.65280031140973))"
7,"([np.int64(13), np.int64(17), np.int64(29), np.int64(45)], np.float64(14.65142283691985))","([np.int64(13), np.int64(17), np.int64(29), np.int64(42), np.int64(45), np.int64(47)], np.float64(20.44272971995362))"
8,"([np.int64(10), np.int64(19), np.int64(37), np.int64(48)], np.float64(15.465422169072852))","([np.int64(1), np.int64(10), np.int64(15), np.int64(19), np.int64(37), np.int64(48)], np.float64(20.803840145275572))"
9,"([np.int64(11), np.int64(36), np.int64(38), np.int64(44)], np.float64(14.075535787728239))","([np.int64(11), np.int64(36), np.int64(38), np.int64(44)], np.float64(16.501807306296097))"
10,"([np.int64(27), np.int64(29), np.int64(41), np.int64(42)], np.float64(15.324123849767602))","([np.int64(27), np.int64(29), np.int64(33), np.int64(41), np.int64(42)], np.float64(18.15654834294731))"
11,"([np.int64(19), np.int64(31), np.int64(46), np.int64(49)], np.float64(14.679682295509515))","([np.int64(19), np.int64(31), np.int64(46), np.int64(49)], np.float64(16.227534763595703))"
12,"([np.int64(7), np.int64(15), np.int64(38), np.int64(43)], np.float64(15.763244421166059))","([np.int64(7), np.int64(15), np.int64(22), np.int64(38), np.int64(43)], np.float64(18.867355345657128))"
13,"([np.int64(8), np.int64(10), np.int64(31), np.int64(41)], np.float64(13.698294897595128))","([np.int64(8), np.int64(10), np.int64(31), np.int64(41)], np.float64(16.283818418052796))"
14,"([np.int64(16), np.int64(21), np.int64(40), np.int64(42)], np.float64(14.371144577373919))","([np.int64(16), np.int64(21), np.int64(38), np.int64(40), np.int64(42)], np.float64(19.52419596310014))"
15,"([np.int64(11), np.int64(19), np.int64(21), np.int64(41)], np.float64(12.960180943371864))","([np.int64(11), np.int64(19), np.int64(21), np.int64(41), np.int64(47)], np.float64(16.435060058666984))"
16,"([np.int64(4), np.int64(9), np.int64(19), np.int64(40)], np.float64(15.29438420271098))","([np.int64(4), np.int64(9), np.int64(19), np.int64(40)], np.float64(16.194290332641653))"
17,"([np.int64(8), np.int64(18), np.int64(26), np.int64(27)], np.float64(14.62419152036089))","([np.int64(8), np.int64(18), np.int64(26), np.int64(27)], np.float64(17.891847781702513))"
18,"([np.int64(6), np.int64(31), np.int64(39), np.int64(48)], np.float64(13.130218408267432))","([np.int64(3), np.int64(6), np.int64(31), np.int64(39), np.int64(48)], np.float64(19.3318123081429))"
19,"([np.int64(0), np.int64(2), np.int64(19), np.int64(32)], np.float64(14.323248436046395))","([np.int64(0), np.int64(2), np.int64(19), np.int64(32)], np.float64(15.801100290324154))"
20,"([np.int64(4), np.int64(7), np.int64(15), np.int64(28)], np.float64(16.8945775323142))","([np.int64(4), np.int64(7), np.int64(15), np.int64(28)], np.float64(18.4021993844294))"
21,"([np.int64(13), np.int64(15), np.int64(30), np.int64(41)], np.float64(13.769075700580778))","([np.int64(13), np.int64(15), np.int64(30), np.int64(32), np.int64(41)], np.float64(16.61161965619415))"
22,"([np.int64(4), np.int64(6), np.int64(11), np.int64(46)], np.float64(15.532231634890424))","([np.int64(4), np.int64(6), np.int64(11), np.int64(46)], np.float64(17.50261052803063))"
23,"([np.int64(0), np.int64(6), np.int64(31), np.int64(42)], np.float64(15.070310801915051))","([np.int64(0), np.int64(6), np.int64(21), np.int64(25), np.int64(27), np.int64(31), np.int64(42), np.int64(45)], np.float64(19.7255764566262))"
24,"([np.int64(1), np.int64(8), np.int64(14), np.int64(37)], np.float64(13.375237343884008))","([np.int64(1), np.int64(8), np.int64(14), np.int64(37)], np.float64(17.39718220115149))"
25,"([np.int64(2), np.int64(13), np.int64(20), np.int64(26)], np.float64(14.938304444838653))","([np.int64(2), np.int64(13), np.int64(20), np.int64(26), np.int64(27), np.int64(42)], np.float64(19.57164989167625))"
26,"([np.int64(25), np.int64(38), np.int64(47), np.int64(48)], np.float64(14.752105919756886))","([np.int64(25), np.int64(38), np.int64(47), np.int64(48)], np.float64(15.846344988622175))"
27,"([np.int64(6), np.int64(9), np.int64(19), np.int64(44)], np.float64(13.916985677242337))","([np.int64(6), np.int64(9), np.int64(19), np.int64(44), np.int64(49)], np.float64(19.814808842248485))"
28,"([np.int64(19), np.int64(35), np.int64(38), np.int64(44)], np.float64(15.326661145655954))","([np.int64(16), np.int64(19), np.int64(35), np.int64(38), np.int64(44)], np.float64(17.334811984128528))"
