run_id,XGBoost,RF
1,"([np.int64(2), np.int64(3), np.int64(13), np.int64(15)], np.float64(11.136164006161277))","([np.int64(2), np.int64(3), np.int64(6), np.int64(13), np.int64(15), np.int64(16)], np.float64(15.907801351438557))"
2,"([np.int64(10), np.int64(22), np.int64(30), np.int64(39)], np.float64(10.55150841560837))","([np.int64(10), np.int64(22), np.int64(30), np.int64(39)], np.float64(13.978254968255849))"
3,"([np.int64(0), np.int64(4), np.int64(5), np.int64(27)], np.float64(10.49677568540443))","([np.int64(0), np.int64(3), np.int64(4), np.int64(5), np.int64(10), np.int64(27)], np.float64(16.64907662974736))"
4,"([np.int64(14), np.int64(34), np.int64(38), np.int64(49)], np.float64(10.510536528514958))","([np.int64(8), np.int64(14), np.int64(20), np.int64(30), np.int64(34), np.int64(38), np.int64(49)], np.float64(16.717941130128395))"
5,"([np.int64(2), np.int64(11), np.int64(15), np.int64(36)], np.float64(11.03841902888726))","([np.int64(2), np.int64(11), np.int64(15), np.int64(36)], np.float64(13.206196869690157))"
6,"([np.int64(5), np.int64(17), np.int64(41), np.int64(44)], np.float64(10.890823088910794))","([np.int64(5), np.int64(17), np.int64(41), np.int64(44)], np.float64(14.588457572171745))"
7,"([np.int64(13), np.int64(17), np.int64(29), np.int64(45)], np.float64(11.644301875276767))","([np.int64(7), np.int64(13), np.int64(17), np.int64(29), np.int64(45)], np.float64(15.713735930592469))"
8,"([np.int64(10), np.int64(19), np.int64(37), np.int64(48)], np.float64(11.954321162801996))","([np.int64(10), np.int64(19), np.int64(37), np.int64(48)], np.float64(14.863975174226278))"
9,"([np.int64(11), np.int64(36), np.int64(38), np.int64(44)], np.float64(10.963085458422478))","([np.int64(11), np.int64(36), np.int64(38), np.int64(44)], np.float64(13.071599938560011))"
10,"([np.int64(27), np.int64(29), np.int64(41), np.int64(42)], np.float64(12.204185037268163))","([np.int64(27), np.int64(29), np.int64(33), np.int64(41), np.int64(42), np.int64(46)], np.float64(16.053781126205703))"
11,"([np.int64(19), np.int64(31), np.int64(46), np.int64(49)], np.float64(10.874242737599356))","([np.int64(9), np.int64(19), np.int64(31), np.int64(46), np.int64(49)], np.float64(14.221870526411804))"
12,"([np.int64(7), np.int64(15), np.int64(38), np.int64(43)], np.float64(11.034971242896333))","([np.int64(7), np.int64(12), np.int64(15), np.int64(37), np.int64(38), np.int64(43)], np.float64(18.094155488564553))"
13,"([np.int64(8), np.int64(10), np.int64(31), np.int64(41)], np.float64(11.492350033592126))","([np.int64(8), np.int64(10), np.int64(21), np.int64(31), np.int64(41)], np.float64(14.384781992158711))"
14,"([np.int64(16), np.int64(21), np.int64(40), np.int64(42)], np.float64(11.154290872014656))","([np.int64(6), np.int64(16), np.int64(21), np.int64(40), np.int64(42)], np.float64(15.985601294950184))"
15,"([np.int64(11), np.int64(19), np.int64(21), np.int64(41)], np.float64(10.771436764060603))","([np.int64(11), np.int64(19), np.int64(21), np.int64(32), np.int64(41)], np.float64(14.122594411237227))"
