run_id,XGBoost,RF
1,"([np.int64(2), np.int64(3), np.int64(13), np.int64(15)], np.float64(14.862449703851569))","([np.int64(2), np.int64(3), np.int64(13), np.int64(15)], np.float64(16.619591714734234))"
2,"([np.int64(10), np.int64(22), np.int64(30), np.int64(39)], np.float64(14.894512440812841))","([np.int64(5), np.int64(10), np.int64(22), np.int64(30), np.int64(39)], np.float64(19.38203910962676))"
3,"([np.int64(0), np.int64(4), np.int64(5), np.int64(27)], np.float64(15.0875636588845))","([np.int64(0), np.int64(4), np.int64(5), np.int64(27)], np.float64(15.881421570446252))"
4,"([np.int64(14), np.int64(34), np.int64(38), np.int64(49)], np.float64(14.295086419588367))","([np.int64(14), np.int64(25), np.int64(34), np.int64(38), np.int64(49)], np.float64(17.547575105218062))"
5,"([np.int64(2), np.int64(11), np.int64(15), np.int64(36)], np.float64(16.48301103766798))","([np.int64(2), np.int64(5), np.int64(11), np.int64(15), np.int64(36), np.int64(46)], np.float64(20.684719946304153))"
6,"([np.int64(5), np.int64(17), np.int64(41), np.int64(44)], np.float64(13.348163271451929))","([np.int64(5), np.int64(17), np.int64(32), np.int64(41), np.int64(44)], np.float64(18.19180081836542))"
7,"([np.int64(13), np.int64(17), np.int64(29), np.int64(45)], np.float64(16.667525833382403))","([np.int64(13), np.int64(17), np.int64(29), np.int64(42), np.int64(45)], np.float64(19.032895433971962))"
8,"([np.int64(10), np.int64(19), np.int64(37), np.int64(48)], np.float64(15.593778911334564))","([np.int64(1), np.int64(10), np.int64(15), np.int64(19), np.int64(37), np.int64(48)], np.float64(20.88757874859282))"
9,"([np.int64(11), np.int64(36), np.int64(38), np.int64(44)], np.float64(15.357404101730095))","([np.int64(11), np.int64(36), np.int64(38), np.int64(44)], np.float64(16.67756457134093))"
10,"([np.int64(27), np.int64(29), np.int64(41), np.int64(42)], np.float64(15.779731669303477))","([np.int64(22), np.int64(27), np.int64(29), np.int64(41), np.int64(42), np.int64(49)], np.float64(19.582769347713473))"
11,"([np.int64(19), np.int64(31), np.int64(46), np.int64(49)], np.float64(14.34101690043335))","([np.int64(19), np.int64(31), np.int64(43), np.int64(46), np.int64(49)], np.float64(18.224221122808885))"
12,"([np.int64(7), np.int64(15), np.int64(38), np.int64(43)], np.float64(15.332674232072044))","([np.int64(7), np.int64(15), np.int64(38), np.int64(43)], np.float64(17.32014683268852))"
13,"([np.int64(8), np.int64(10), np.int64(31), np.int64(41)], np.float64(12.849279344684794))","([np.int64(8), np.int64(10), np.int64(31), np.int64(41)], np.float64(15.741507886073054))"
14,"([np.int64(16), np.int64(21), np.int64(40), np.int64(42)], np.float64(16.00507343300908))","([np.int64(16), np.int64(21), np.int64(38), np.int64(40), np.int64(42)], np.float64(19.55950426949172))"
15,"([np.int64(11), np.int64(19), np.int64(21), np.int64(41)], np.float64(13.684526282434602))","([np.int64(11), np.int64(19), np.int64(21), np.int64(38), np.int64(41), np.int64(47)], np.float64(18.12807660772278))"
16,"([np.int64(4), np.int64(9), np.int64(19), np.int64(40)], np.float64(14.79698274218065))","([np.int64(4), np.int64(9), np.int64(19), np.int64(40), np.int64(41)], np.float64(17.62563381703281))"
17,"([np.int64(8), np.int64(18), np.int64(26), np.int64(27)], np.float64(15.143833289998598))","([np.int64(8), np.int64(18), np.int64(26), np.int64(27)], np.float64(18.23509359849483))"
18,"([np.int64(6), np.int64(31), np.int64(39), np.int64(48)], np.float64(13.72498754033485))","([np.int64(3), np.int64(6), np.int64(15), np.int64(31), np.int64(39), np.int64(48)], np.float64(20.03978266092167))"
19,"([np.int64(0), np.int64(2), np.int64(19), np.int64(32)], np.float64(13.278486332811681))","([np.int64(0), np.int64(2), np.int64(19), np.int64(32), np.int64(36)], np.float64(17.311546360637017))"
20,"([np.int64(4), np.int64(7), np.int64(15), np.int64(28)], np.float64(16.132459936568665))","([np.int64(4), np.int64(7), np.int64(15), np.int64(28)], np.float64(18.62501347823433))"
21,"([np.int64(13), np.int64(15), np.int64(30), np.int64(41)], np.float64(13.504167201607912))","([np.int64(13), np.int64(15), np.int64(30), np.int64(41)], np.float64(15.382065304024636))"
22,"([np.int64(4), np.int64(6), np.int64(11), np.int64(46)], np.float64(15.57558003791536))","([np.int64(4), np.int64(6), np.int64(11), np.int64(14), np.int64(46)], np.float64(18.681313097814204))"
23,"([np.int64(0), np.int64(6), np.int64(31), np.int64(42)], np.float64(16.19938801269457))","([np.int64(0), np.int64(6), np.int64(21), np.int64(25), np.int64(27), np.int64(31), np.int64(42), np.int64(45)], np.float64(20.03791188910631))"
24,"([np.int64(1), np.int64(8), np.int64(14), np.int64(37)], np.float64(15.380332335681107))","([np.int64(1), np.int64(8), np.int64(14), np.int64(17), np.int64(37)], np.float64(18.809584607574696))"
25,"([np.int64(2), np.int64(13), np.int64(20), np.int64(26)], np.float64(16.04259748338341))","([np.int64(2), np.int64(13), np.int64(20), np.int64(26), np.int64(27), np.int64(42)], np.float64(19.814155490276953))"
26,"([np.int64(25), np.int64(38), np.int64(47), np.int64(48)], np.float64(15.13130950873842))","([np.int64(4), np.int64(25), np.int64(38), np.int64(47), np.int64(48)], np.float64(17.257709692839242))"
27,"([np.int64(6), np.int64(9), np.int64(19), np.int64(44)], np.float64(13.982534671933653))","([np.int64(6), np.int64(9), np.int64(19), np.int64(44), np.int64(49)], np.float64(18.919145805797708))"
28,"([np.int64(19), np.int64(35), np.int64(38), np.int64(44)], np.float64(14.775847239631148))","([np.int64(14), np.int64(19), np.int64(35), np.int64(38), np.int64(44)], np.float64(18.264138059901917))"
29,"([np.int64(8), np.int64(14), np.int64(38), np.int64(41)], np.float64(15.433706580453507))","([np.int64(8), np.int64(14), np.int64(26), np.int64(38), np.int64(41)], np.float64(19.55819515607997))"
30,"([np.int64(20), np.int64(21), np.int64(34), np.int64(35)], np.float64(15.442906384423395))","([np.int64(4), np.int64(9), np.int64(17), np.int64(20), np.int64(21), np.int64(34), np.int64(35)], np.float64(20.269711303579104))"
31,"([np.int64(13), np.int64(26), np.int64(28), np.int64(37)], np.float64(15.298208829469774))","([np.int64(13), np.int64(26), np.int64(28), np.int64(37)], np.float64(19.241959884280092))"
32,"([np.int64(8), np.int64(9), np.int64(26), np.int64(37)], np.float64(16.501294701852274))","([np.int64(8), np.int64(9), np.int64(26), np.int64(37)], np.float64(18.023093904482053))"
33,"([np.int64(5), np.int64(23), np.int64(44), np.int64(45)], np.float64(15.163145387432905))","([np.int64(5), np.int64(23), np.int64(44), np.int64(45)], np.float64(17.956971176248064))"
34,"([np.int64(2), np.int64(11), np.int64(21), np.int64(24)], np.float64(16.29575952566219))","([np.int64(2), np.int64(11), np.int64(21), np.int64(24)], np.float64(16.813457465773578))"
35,"([np.int64(7), np.int64(30), np.int64(47), np.int64(49)], np.float64(16.28355119628843))","([np.int64(7), np.int64(30), np.int64(47), np.int64(49)], np.float64(18.460384358457894))"
36,"([np.int64(11), np.int64(17), np.int64(35), np.int64(41)], np.float64(15.514547246201593))","([np.int64(11), np.int64(17), np.int64(35), np.int64(41)], np.float64(16.669006472603975))"
37,"([np.int64(4), np.int64(15), np.int64(24), np.int64(44)], np.float64(15.04450124022218))","([np.int64(4), np.int64(15), np.int64(24), np.int64(44)], np.float64(16.899823110819632))"
38,"([np.int64(20), np.int64(25), np.int64(26), np.int64(28)], np.float64(14.563503966667902))","([np.int64(20), np.int64(25), np.int64(26), np.int64(28), np.int64(43)], np.float64(18.201185075651633))"
39,"([np.int64(5), np.int64(21), np.int64(25), np.int64(43)], np.float64(15.448469632818622))","([np.int64(1), np.int64(5), np.int64(21), np.int64(25), np.int64(43)], np.float64(17.375319721972406))"
40,"([np.int64(29), np.int64(33), np.int64(35), np.int64(44)], np.float64(14.13768723342962))","([np.int64(29), np.int64(33), np.int64(35), np.int64(39), np.int64(44)], np.float64(18.333802010037004))"
41,"([np.int64(3), np.int64(6), np.int64(11), np.int64(14)], np.float64(12.76409053586457))","([np.int64(3), np.int64(6), np.int64(11), np.int64(14)], np.float64(15.114155968444893))"
42,"([np.int64(6), np.int64(15), np.int64(43), np.int64(49)], np.float64(15.410462272971898))","([np.int64(6), np.int64(15), np.int64(16), np.int64(18), np.int64(43), np.int64(49)], np.float64(20.404199920372406))"
43,"([np.int64(24), np.int64(30), np.int64(35), np.int64(45)], np.float64(14.410167991765718))","([np.int64(24), np.int64(30), np.int64(35), np.int64(45)], np.float64(19.00865962186693))"
44,"([np.int64(16), np.int64(22), np.int64(38), np.int64(46)], np.float64(14.572135702213192))","([np.int64(3), np.int64(15), np.int64(16), np.int64(22), np.int64(38), np.int64(46), np.int64(49)], np.float64(20.030340381547155))"
45,"([np.int64(8), np.int64(19), np.int64(26), np.int64(45)], np.float64(15.296830651170527))","([np.int64(1), np.int64(8), np.int64(19), np.int64(26), np.int64(32), np.int64(45)], np.float64(19.979423653273095))"
46,"([np.int64(0), np.int64(10), np.int64(15), np.int64(16)], np.float64(15.67759059800922))","([np.int64(0), np.int64(10), np.int64(13), np.int64(15), np.int64(16)], np.float64(20.569455531204397))"
47,"([np.int64(1), np.int64(10), np.int64(13), np.int64(48)], np.float64(14.34487700869703))","([np.int64(1), np.int64(10), np.int64(13), np.int64(48)], np.float64(17.62560917475117))"
48,"([np.int64(0), np.int64(20), np.int64(24), np.int64(42)], np.float64(15.028398249718219))","([np.int64(0), np.int64(2), np.int64(20), np.int64(24), np.int64(28), np.int64(42)], np.float64(20.57999949927281))"
49,"([np.int64(0), np.int64(21), np.int64(26), np.int64(30)], np.float64(14.997237274599016))","([np.int64(0), np.int64(21), np.int64(26), np.int64(30)], np.float64(17.35973749060718))"
