run_id,XGBoost,RF
1,"([np.int64(2), np.int64(3), np.int64(13), np.int64(15)], np.float64(21.377409181196317))","([np.int64(2), np.int64(3), np.int64(13), np.int64(15), np.int64(41)], np.float64(22.989747018391604))"
2,"([np.int64(10), np.int64(22), np.int64(30), np.int64(39)], np.float64(23.68996124874694))","([np.int64(10), np.int64(22), np.int64(30), np.int64(39)], np.float64(23.989855796498404))"
3,"([np.int64(4), np.int64(5), np.int64(27)], np.float64(44.41486602895026))","([np.int64(0), np.int64(4), np.int64(5), np.int64(27)], np.float64(20.909716634567772))"
4,"([np.int64(14), np.int64(34), np.int64(38), np.int64(49)], np.float64(21.115896688951977))","([np.int64(14), np.int64(34), np.int64(38), np.int64(49)], np.float64(21.267519409138227))"
5,"([np.int64(2), np.int64(11), np.int64(15), np.int64(36)], np.float64(25.053142852551566))","([np.int64(2), np.int64(11), np.int64(15), np.int64(36)], np.float64(22.798534213905448))"
6,"([np.int64(5), np.int64(17), np.int64(41), np.int64(44)], np.float64(24.6240675764178))","([np.int64(5), np.int64(17), np.int64(41), np.int64(44)], np.float64(21.74048869186573))"
7,"([np.int64(13), np.int64(17), np.int64(29), np.int64(45)], np.float64(23.37447827039191))","([np.int64(13), np.int64(17), np.int64(25), np.int64(29), np.int64(39), np.int64(45)], np.float64(31.002431416093152))"
8,"([np.int64(10), np.int64(19), np.int64(37), np.int64(48)], np.float64(23.71712419382466))","([np.int64(2), np.int64(10), np.int64(19), np.int64(23), np.int64(37), np.int64(48)], np.float64(25.050384459211855))"
9,"([np.int64(11), np.int64(36), np.int64(38), np.int64(44)], np.float64(21.890302804592036))","([np.int64(11), np.int64(36), np.int64(38), np.int64(44)], np.float64(21.25079456593583))"
10,"([np.int64(27), np.int64(29), np.int64(41), np.int64(42)], np.float64(25.477978370158585))","([np.int64(3), np.int64(25), np.int64(26), np.int64(27), np.int64(29), np.int64(41), np.int64(42)], np.float64(26.31412513155394))"
11,"([np.int64(19), np.int64(31), np.int64(46), np.int64(49)], np.float64(22.470164978680934))","([np.int64(19), np.int64(31), np.int64(46), np.int64(49)], np.float64(21.36569767317376))"
12,"([np.int64(7), np.int64(15), np.int64(38), np.int64(43)], np.float64(25.064028930493222))","([np.int64(7), np.int64(15), np.int64(38), np.int64(43)], np.float64(22.982630467989452))"
13,"([np.int64(8), np.int64(10), np.int64(31), np.int64(41)], np.float64(20.087485941452258))","([np.int64(8), np.int64(10), np.int64(31), np.int64(41)], np.float64(21.559106306608157))"
14,"([np.int64(16), np.int64(21), np.int64(40), np.int64(42)], np.float64(23.686912832821655))","([np.int64(1), np.int64(16), np.int64(21), np.int64(40), np.int64(42)], np.float64(23.992302503268697))"
15,"([np.int64(11), np.int64(19), np.int64(21), np.int64(41)], np.float64(22.279400019649408))","([np.int64(11), np.int64(19), np.int64(21), np.int64(31), np.int64(41)], np.float64(22.49044736680898))"
16,"([np.int64(4), np.int64(9), np.int64(19), np.int64(40)], np.float64(23.051397595969487))","([np.int64(4), np.int64(9), np.int64(14), np.int64(19), np.int64(35), np.int64(40)], np.float64(25.365501899222416))"
17,"([np.int64(8), np.int64(18), np.int64(26), np.int64(27)], np.float64(24.882926063694526))","([np.int64(6), np.int64(8), np.int64(18), np.int64(25), np.int64(26), np.int64(27)], np.float64(27.007735102787183))"
18,"([np.int64(6), np.int64(31), np.int64(39), np.int64(48)], np.float64(23.997877687843946))","([np.int64(6), np.int64(31), np.int64(39), np.int64(48)], np.float64(25.337170896955435))"
19,"([np.int64(0), np.int64(2), np.int64(19), np.int64(32)], np.float64(22.41604709322684))","([np.int64(0), np.int64(2), np.int64(5), np.int64(19), np.int64(32), np.int64(46)], np.float64(25.127285926199242))"
20,"([np.int64(4), np.int64(7), np.int64(15), np.int64(28)], np.float64(25.011463403066713))","([np.int64(4), np.int64(7), np.int64(15), np.int64(28)], np.float64(24.705290098739113))"
21,"([np.int64(13), np.int64(15), np.int64(30), np.int64(41)], np.float64(22.513501675974812))","([np.int64(13), np.int64(15), np.int64(19), np.int64(30), np.int64(41)], np.float64(22.379311467847245))"
22,"([np.int64(4), np.int64(6), np.int64(11), np.int64(34), np.int64(46)], np.float64(26.0018775604136))","([np.int64(4), np.int64(6), np.int64(11), np.int64(34), np.int64(46)], np.float64(23.192490007798654))"
23,"([np.int64(0), np.int64(6), np.int64(31), np.int64(42)], np.float64(22.397573078711176))","([np.int64(0), np.int64(6), np.int64(25), np.int64(31), np.int64(42)], np.float64(22.620914330068313))"
24,"([np.int64(1), np.int64(8), np.int64(14), np.int64(37)], np.float64(21.78488554529952))","([np.int64(1), np.int64(8), np.int64(14), np.int64(26), np.int64(37), np.int64(38), np.int64(46)], np.float64(26.921941191559256))"
25,"([np.int64(2), np.int64(13), np.int64(14), np.int64(20), np.int64(26)], np.float64(29.734758249031046))","([np.int64(2), np.int64(13), np.int64(20), np.int64(26)], np.float64(24.537994724970208))"
26,"([np.int64(25), np.int64(38), np.int64(47), np.int64(48)], np.float64(22.322063915166073))","([np.int64(13), np.int64(25), np.int64(38), np.int64(47), np.int64(48)], np.float64(23.09827602627764))"
27,"([np.int64(6), np.int64(9), np.int64(19), np.int64(44)], np.float64(25.285600018427424))","([np.int64(6), np.int64(9), np.int64(19), np.int64(29), np.int64(44)], np.float64(25.620673869194945))"
28,"([np.int64(19), np.int64(35), np.int64(38), np.int64(44)], np.float64(20.572317167053946))","([np.int64(7), np.int64(10), np.int64(19), np.int64(35), np.int64(38), np.int64(44)], np.float64(25.851356943241793))"
29,"([np.int64(8), np.int64(14), np.int64(38), np.int64(41)], np.float64(23.56755275937522))","([np.int64(8), np.int64(14), np.int64(17), np.int64(27), np.int64(38), np.int64(41)], np.float64(25.009944870572305))"
30,"([np.int64(20), np.int64(21), np.int64(34), np.int64(35), np.int64(40)], np.float64(27.197232749546316))","([np.int64(17), np.int64(20), np.int64(21), np.int64(34), np.int64(35), np.int64(40)], np.float64(25.105116412173874))"
31,"([np.int64(13), np.int64(26), np.int64(28), np.int64(37)], np.float64(25.35837328584472))","([np.int64(11), np.int64(13), np.int64(22), np.int64(26), np.int64(28), np.int64(37), np.int64(44)], np.float64(29.907888425358696))"
32,"([np.int64(8), np.int64(9), np.int64(26), np.int64(37), np.int64(38)], np.float64(25.759089419559086))","([np.int64(8), np.int64(9), np.int64(26), np.int64(37)], np.float64(24.08059639417838))"
33,"([np.int64(5), np.int64(23), np.int64(44), np.int64(45)], np.float64(24.476443356277876))","([np.int64(5), np.int64(23), np.int64(40), np.int64(44), np.int64(45)], np.float64(26.102656888607658))"
34,"([np.int64(2), np.int64(11), np.int64(21), np.int64(24)], np.float64(22.676565936153704))","([np.int64(2), np.int64(11), np.int64(21), np.int64(24), np.int64(33), np.int64(45)], np.float64(26.059010363185877))"
35,"([np.int64(7), np.int64(30), np.int64(47), np.int64(49)], np.float64(25.874990973512347))","([np.int64(7), np.int64(20), np.int64(30), np.int64(47), np.int64(49)], np.float64(25.301757302603928))"
36,"([np.int64(11), np.int64(17), np.int64(35), np.int64(41)], np.float64(21.7847341005875))","([np.int64(11), np.int64(17), np.int64(35), np.int64(41)], np.float64(21.625631796581175))"
37,"([np.int64(4), np.int64(15), np.int64(24), np.int64(44)], np.float64(26.08858527932388))","([np.int64(4), np.int64(15), np.int64(21), np.int64(24), np.int64(44)], np.float64(25.72436601985294))"
38,"([np.int64(20), np.int64(25), np.int64(26), np.int64(28)], np.float64(22.561592963989117))","([np.int64(7), np.int64(18), np.int64(20), np.int64(22), np.int64(25), np.int64(26), np.int64(28)], np.float64(26.786544381705614))"
39,"([np.int64(5), np.int64(21), np.int64(25), np.int64(43)], np.float64(21.84048507518382))","([np.int64(5), np.int64(21), np.int64(25), np.int64(43)], np.float64(20.982072535183615))"
40,"([np.int64(29), np.int64(33), np.int64(35), np.int64(44)], np.float64(21.380902210914385))","([np.int64(29), np.int64(33), np.int64(35), np.int64(44)], np.float64(22.175954764498172))"
41,"([np.int64(3), np.int64(6), np.int64(11), np.int64(14)], np.float64(20.719275252986307))","([np.int64(3), np.int64(6), np.int64(9), np.int64(11), np.int64(14)], np.float64(22.70246217797795))"
42,"([np.int64(6), np.int64(15), np.int64(43), np.int64(49)], np.float64(24.430095524999327))","([np.int64(6), np.int64(15), np.int64(43), np.int64(49)], np.float64(21.189949959377856))"
43,"([np.int64(24), np.int64(30), np.int64(35), np.int64(45)], np.float64(23.719853922717018))","([np.int64(24), np.int64(30), np.int64(35), np.int64(45)], np.float64(24.564979265454333))"
44,"([np.int64(16), np.int64(22), np.int64(38), np.int64(46)], np.float64(20.459574411123256))","([np.int64(16), np.int64(22), np.int64(26), np.int64(33), np.int64(38), np.int64(46)], np.float64(25.93327828399834))"
45,"([np.int64(8), np.int64(19), np.int64(26), np.int64(45)], np.float64(23.99534461727579))","([np.int64(8), np.int64(19), np.int64(26), np.int64(32), np.int64(45)], np.float64(25.202346897343112))"
46,"([np.int64(0), np.int64(10), np.int64(15), np.int64(16)], np.float64(26.06653666003498))","([np.int64(0), np.int64(10), np.int64(15), np.int64(16), np.int64(44)], np.float64(27.29086952849461))"
47,"([np.int64(1), np.int64(10), np.int64(13), np.int64(48)], np.float64(23.282697117144618))","([np.int64(1), np.int64(10), np.int64(13), np.int64(31), np.int64(48)], np.float64(25.455335783912016))"
48,"([np.int64(0), np.int64(20), np.int64(24), np.int64(42)], np.float64(22.334557364028512))","([np.int64(0), np.int64(19), np.int64(20), np.int64(24), np.int64(39), np.int64(42)], np.float64(26.03447690209989))"
49,"([np.int64(0), np.int64(21), np.int64(26), np.int64(30)], np.float64(22.758498128966064))","([np.int64(0), np.int64(2), np.int64(21), np.int64(26), np.int64(30)], np.float64(23.40282209801272))"
