run_id,XGBoost,RF
1,"([np.int64(2), np.int64(3), np.int64(13), np.int64(15)], np.float64(11.89366242436774))","([np.int64(2), np.int64(3), np.int64(13), np.int64(15)], np.float64(14.337557750399633))"
2,"([np.int64(10), np.int64(22), np.int64(30), np.int64(39)], np.float64(10.76850978492807))","([np.int64(10), np.int64(22), np.int64(30), np.int64(39)], np.float64(14.300843927422191))"
3,"([np.int64(0), np.int64(4), np.int64(5), np.int64(27)], np.float64(12.070396594890918))","([np.int64(0), np.int64(3), np.int64(4), np.int64(5), np.int64(27)], np.float64(15.693116536302554))"
4,"([np.int64(14), np.int64(34), np.int64(38), np.int64(49)], np.float64(11.334436769676588))","([np.int64(14), np.int64(20), np.int64(25), np.int64(30), np.int64(34), np.int64(38), np.int64(49)], np.float64(17.54456178587685))"
5,"([np.int64(2), np.int64(11), np.int64(15), np.int64(36)], np.float64(12.002672711528662))","([np.int64(2), np.int64(11), np.int64(15), np.int64(36)], np.float64(13.862770741116758))"
6,"([np.int64(5), np.int64(17), np.int64(41), np.int64(44)], np.float64(10.71916647740051))","([np.int64(5), np.int64(17), np.int64(24), np.int64(32), np.int64(41), np.int64(44)], np.float64(17.366422320208898))"
7,"([np.int64(13), np.int64(17), np.int64(29), np.int64(45)], np.float64(13.030836547640364))","([np.int64(13), np.int64(17), np.int64(29), np.int64(45)], np.float64(14.755847737903535))"
8,"([np.int64(10), np.int64(19), np.int64(37), np.int64(48)], np.float64(13.43427964844649))","([np.int64(10), np.int64(19), np.int64(37), np.int64(48)], np.float64(15.686245583326466))"
9,"([np.int64(11), np.int64(36), np.int64(38), np.int64(44)], np.float64(11.06397982827638))","([np.int64(11), np.int64(36), np.int64(38), np.int64(44)], np.float64(13.836613167263833))"
10,"([np.int64(27), np.int64(29), np.int64(41), np.int64(42)], np.float64(13.32803002002635))","([np.int64(27), np.int64(29), np.int64(41), np.int64(42), np.int64(46)], np.float64(15.922223373544773))"
11,"([np.int64(19), np.int64(31), np.int64(46), np.int64(49)], np.float64(12.042314102406072))","([np.int64(9), np.int64(19), np.int64(29), np.int64(31), np.int64(35), np.int64(46), np.int64(49)], np.float64(16.565273275893198))"
12,"([np.int64(7), np.int64(15), np.int64(38), np.int64(43)], np.float64(12.257820584132464))","([np.int64(7), np.int64(12), np.int64(15), np.int64(37), np.int64(38), np.int64(43), np.int64(45)], np.float64(19.9353707049109))"
13,"([np.int64(8), np.int64(10), np.int64(31), np.int64(41)], np.float64(10.362567826211139))","([np.int64(8), np.int64(10), np.int64(31), np.int64(41)], np.float64(13.924469710586429))"
14,"([np.int64(16), np.int64(21), np.int64(40), np.int64(42)], np.float64(11.230443499734578))","([np.int64(6), np.int64(16), np.int64(21), np.int64(40), np.int64(41), np.int64(42)], np.float64(18.03380900291128))"
15,"([np.int64(11), np.int64(19), np.int64(21), np.int64(41)], np.float64(11.089571692326796))","([np.int64(11), np.int64(19), np.int64(21), np.int64(41)], np.float64(13.278509222212143))"
16,"([np.int64(4), np.int64(9), np.int64(19), np.int64(40)], np.float64(11.17979267448607))","([np.int64(4), np.int64(5), np.int64(9), np.int64(19), np.int64(40)], np.float64(14.73403138520697))"
17,"([np.int64(8), np.int64(18), np.int64(26), np.int64(27)], np.float64(12.221972251042914))","([np.int64(8), np.int64(18), np.int64(26), np.int64(27)], np.float64(15.698707255643683))"
18,"([np.int64(6), np.int64(31), np.int64(39), np.int64(48)], np.float64(11.347113253456472))","([np.int64(6), np.int64(28), np.int64(29), np.int64(31), np.int64(37), np.int64(39), np.int64(48)], np.float64(18.081505538560567))"
19,"([np.int64(0), np.int64(2), np.int64(19), np.int64(32)], np.float64(11.45372888094599))","([np.int64(0), np.int64(2), np.int64(19), np.int64(24), np.int64(32)], np.float64(15.14735922958995))"
20,"([np.int64(4), np.int64(7), np.int64(15), np.int64(28), np.int64(44)], np.float64(15.685417728575226))","([np.int64(4), np.int64(7), np.int64(15), np.int64(28)], np.float64(15.552558172894145))"
21,"([np.int64(13), np.int64(15), np.int64(30), np.int64(41)], np.float64(11.525454102031661))","([np.int64(13), np.int64(15), np.int64(18), np.int64(30), np.int64(41)], np.float64(14.70551159977901))"
22,"([np.int64(4), np.int64(6), np.int64(11), np.int64(46)], np.float64(12.78312109828678))","([np.int64(4), np.int64(6), np.int64(11), np.int64(12), np.int64(46)], np.float64(16.217276604582402))"
23,"([np.int64(0), np.int64(6), np.int64(31), np.int64(42)], np.float64(12.013340339063983))","([np.int64(0), np.int64(6), np.int64(25), np.int64(31), np.int64(42)], np.float64(16.248690740831))"
24,"([np.int64(1), np.int64(8), np.int64(14), np.int64(37)], np.float64(12.012156806820993))","([np.int64(1), np.int64(8), np.int64(14), np.int64(19), np.int64(35), np.int64(37)], np.float64(18.769647622454183))"
25,"([np.int64(2), np.int64(13), np.int64(20), np.int64(26)], np.float64(12.118338976135295))","([np.int64(2), np.int64(13), np.int64(20), np.int64(26), np.int64(27), np.int64(39)], np.float64(17.37453592518632))"
26,"([np.int64(25), np.int64(38), np.int64(47), np.int64(48)], np.float64(11.859232649444213))","([np.int64(2), np.int64(6), np.int64(25), np.int64(38), np.int64(47), np.int64(48)], np.float64(17.160501239464015))"
27,"([np.int64(6), np.int64(9), np.int64(19), np.int64(44), np.int64(49)], np.float64(13.489112422805874))","([np.int64(6), np.int64(9), np.int64(19), np.int64(44)], np.float64(15.315388622345786))"
28,"([np.int64(19), np.int64(35), np.int64(38), np.int64(44)], np.float64(11.543390529856111))","([np.int64(19), np.int64(35), np.int64(38), np.int64(44)], np.float64(14.225742717009325))"
29,"([np.int64(8), np.int64(14), np.int64(38), np.int64(41)], np.float64(11.641806850365523))","([np.int64(8), np.int64(14), np.int64(38), np.int64(41)], np.float64(15.194794200144608))"
30,"([np.int64(20), np.int64(21), np.int64(34), np.int64(35)], np.float64(11.727519948434535))","([np.int64(2), np.int64(20), np.int64(21), np.int64(34), np.int64(35)], np.float64(14.735616356583243))"
31,"([np.int64(13), np.int64(26), np.int64(28), np.int64(37)], np.float64(12.203615476620707))","([np.int64(13), np.int64(26), np.int64(28), np.int64(37), np.int64(46)], np.float64(18.642730352199987))"
32,"([np.int64(8), np.int64(9), np.int64(26), np.int64(37)], np.float64(11.0564067622545))","([np.int64(8), np.int64(9), np.int64(17), np.int64(26), np.int64(37)], np.float64(17.174986957429166))"
33,"([np.int64(5), np.int64(23), np.int64(44), np.int64(45)], np.float64(12.468165312699849))","([np.int64(5), np.int64(23), np.int64(44), np.int64(45)], np.float64(14.669631575140569))"
34,"([np.int64(2), np.int64(11), np.int64(21), np.int64(24)], np.float64(11.854047267142002))","([np.int64(2), np.int64(11), np.int64(21), np.int64(24)], np.float64(13.620808419427139))"
35,"([np.int64(7), np.int64(30), np.int64(47), np.int64(49)], np.float64(11.967628500589434))","([np.int64(4), np.int64(7), np.int64(14), np.int64(23), np.int64(30), np.int64(47), np.int64(49)], np.float64(18.782715691229626))"
36,"([np.int64(11), np.int64(17), np.int64(35), np.int64(41)], np.float64(12.964981672903127))","([np.int64(1), np.int64(11), np.int64(17), np.int64(25), np.int64(35), np.int64(41)], np.float64(15.939962411623465))"
37,"([np.int64(4), np.int64(15), np.int64(24), np.int64(44)], np.float64(12.12146508919975))","([np.int64(4), np.int64(5), np.int64(15), np.int64(24), np.int64(30), np.int64(44)], np.float64(17.080894160619568))"
38,"([np.int64(20), np.int64(25), np.int64(26), np.int64(28)], np.float64(12.794393981268568))","([np.int64(20), np.int64(25), np.int64(26), np.int64(28), np.int64(42)], np.float64(15.826297421649778))"
39,"([np.int64(5), np.int64(21), np.int64(25), np.int64(43)], np.float64(11.560834700048702))","([np.int64(5), np.int64(6), np.int64(21), np.int64(25), np.int64(43), np.int64(45)], np.float64(16.591608301690638))"
40,"([np.int64(29), np.int64(33), np.int64(35), np.int64(44)], np.float64(11.530544061948877))","([np.int64(29), np.int64(33), np.int64(35), np.int64(44)], np.float64(13.812619560126786))"
41,"([np.int64(3), np.int64(6), np.int64(11), np.int64(14)], np.float64(12.142741297821924))","([np.int64(3), np.int64(6), np.int64(11), np.int64(14), np.int64(25)], np.float64(15.515427501065762))"
42,"([np.int64(6), np.int64(15), np.int64(43), np.int64(49)], np.float64(13.125377008090254))","([np.int64(6), np.int64(15), np.int64(40), np.int64(43), np.int64(49)], np.float64(16.382867927851166))"
43,"([np.int64(24), np.int64(30), np.int64(35), np.int64(45)], np.float64(12.680187268474116))","([np.int64(5), np.int64(8), np.int64(24), np.int64(30), np.int64(35), np.int64(45)], np.float64(18.236189060552835))"
44,"([np.int64(16), np.int64(22), np.int64(38), np.int64(46)], np.float64(12.08925569424392))","([np.int64(16), np.int64(22), np.int64(38), np.int64(45), np.int64(46)], np.float64(15.629136396825125))"
45,"([np.int64(8), np.int64(19), np.int64(26), np.int64(45)], np.float64(11.00585635229434))","([np.int64(2), np.int64(8), np.int64(19), np.int64(22), np.int64(26), np.int64(45)], np.float64(17.38150063397327))"
46,"([np.int64(0), np.int64(10), np.int64(15), np.int64(16)], np.float64(12.437491710572942))","([np.int64(0), np.int64(10), np.int64(15), np.int64(16), np.int64(29)], np.float64(16.08597265924511))"
47,"([np.int64(1), np.int64(10), np.int64(13), np.int64(48)], np.float64(13.10196185287586))","([np.int64(1), np.int64(10), np.int64(13), np.int64(23), np.int64(48)], np.float64(16.696670654076676))"
48,"([np.int64(0), np.int64(20), np.int64(24), np.int64(42)], np.float64(11.713181808122023))","([np.int64(0), np.int64(20), np.int64(24), np.int64(39), np.int64(42)], np.float64(15.927675093462286))"
49,"([np.int64(0), np.int64(21), np.int64(26), np.int64(30)], np.float64(12.360679851816338))","([np.int64(0), np.int64(21), np.int64(24), np.int64(26), np.int64(30), np.int64(36)], np.float64(17.37733950189507))"
