run_id,XGBoost,RF
1,"([np.int64(2), np.int64(3), np.int64(13), np.int64(15)], np.float64(25.437162466047855))","([np.int64(2), np.int64(3), np.int64(13), np.int64(15)], np.float64(22.38458897442223))"
2,"([np.int64(10), np.int64(22), np.int64(30), np.int64(39)], np.float64(25.354513693606798))","([np.int64(10), np.int64(22), np.int64(30), np.int64(39)], np.float64(25.43768917395603))"
3,"([np.int64(4), np.int64(5), np.int64(27)], np.float64(45.40302052022048))","([np.int64(0), np.int64(4), np.int64(5), np.int64(27)], np.float64(23.177768777325777))"
4,"([np.int64(14), np.int64(34), np.int64(38), np.int64(49)], np.float64(24.904182099961197))","([np.int64(14), np.int64(34), np.int64(38), np.int64(49)], np.float64(22.546451950150914))"
5,"([np.int64(2), np.int64(11), np.int64(15), np.int64(36)], np.float64(27.17195387683063))","([np.int64(2), np.int64(11), np.int64(14), np.int64(15), np.int64(19), np.int64(36)], np.float64(28.938066770258306))"
6,"([np.int64(5), np.int64(17), np.int64(41), np.int64(44)], np.float64(24.85546820699287))","([np.int64(5), np.int64(17), np.int64(41), np.int64(44)], np.float64(22.956440583930497))"
7,"([np.int64(13), np.int64(17), np.int64(29), np.int64(45)], np.float64(28.04187869620021))","([np.int64(13), np.int64(17), np.int64(25), np.int64(29), np.int64(39), np.int64(45)], np.float64(33.014880914243086))"
8,"([np.int64(10), np.int64(19), np.int64(37), np.int64(48)], np.float64(24.989125212692823))","([np.int64(10), np.int64(19), np.int64(35), np.int64(37), np.int64(48)], np.float64(26.089970767739434))"
9,"([np.int64(11), np.int64(36), np.int64(38), np.int64(44)], np.float64(26.23007186738283))","([np.int64(11), np.int64(36), np.int64(38), np.int64(44)], np.float64(23.597310221349197))"
10,"([np.int64(27), np.int64(29), np.int64(41), np.int64(42)], np.float64(25.348793524720616))","([np.int64(25), np.int64(27), np.int64(29), np.int64(41), np.int64(42)], np.float64(25.90928858269932))"
11,"([np.int64(19), np.int64(31), np.int64(46), np.int64(49)], np.float64(24.16621663084742))","([np.int64(11), np.int64(19), np.int64(31), np.int64(36), np.int64(43), np.int64(46), np.int64(49)], np.float64(28.722686436289006))"
12,"([np.int64(7), np.int64(15), np.int64(38), np.int64(43)], np.float64(26.6134024480165))","([np.int64(7), np.int64(15), np.int64(38), np.int64(43)], np.float64(25.31640754491789))"
13,"([np.int64(8), np.int64(10), np.int64(31), np.int64(41)], np.float64(22.869353131556814))","([np.int64(8), np.int64(10), np.int64(31), np.int64(41)], np.float64(21.8916885624047))"
14,"([np.int64(16), np.int64(21), np.int64(40), np.int64(42)], np.float64(26.013769483322744))","([np.int64(16), np.int64(21), np.int64(40), np.int64(42)], np.float64(24.832799160810595))"
15,"([np.int64(11), np.int64(19), np.int64(21), np.int64(41)], np.float64(25.47242355802324))","([np.int64(11), np.int64(19), np.int64(21), np.int64(41)], np.float64(22.846416890763226))"
16,"([np.int64(4), np.int64(9), np.int64(19), np.int64(40)], np.float64(24.972391062794888))","([np.int64(4), np.int64(9), np.int64(17), np.int64(19), np.int64(35), np.int64(40)], np.float64(28.07838118767468))"
17,"([np.int64(8), np.int64(18), np.int64(26), np.int64(27)], np.float64(27.953701878776016))","([np.int64(8), np.int64(18), np.int64(26), np.int64(27)], np.float64(26.194238415548913))"
18,"([np.int64(6), np.int64(31), np.int64(39), np.int64(48)], np.float64(26.968706956086557))","([np.int64(6), np.int64(31), np.int64(39), np.int64(48)], np.float64(25.985781011251188))"
19,"([np.int64(0), np.int64(2), np.int64(19), np.int64(32)], np.float64(26.384778850532935))","([np.int64(0), np.int64(2), np.int64(19), np.int64(32), np.int64(46)], np.float64(25.891181565684775))"
20,"([np.int64(4), np.int64(7), np.int64(15), np.int64(28)], np.float64(28.68781225257234))","([np.int64(4), np.int64(7), np.int64(15), np.int64(28)], np.float64(27.17581652172705))"
21,"([np.int64(13), np.int64(15), np.int64(30), np.int64(41)], np.float64(23.7841458138045))","([np.int64(13), np.int64(15), np.int64(19), np.int64(30), np.int64(41)], np.float64(25.258711451145594))"
22,"([np.int64(4), np.int64(6), np.int64(11), np.int64(46)], np.float64(25.19872980603216))","([np.int64(4), np.int64(6), np.int64(11), np.int64(46)], np.float64(23.23960458768935))"
23,"([np.int64(6), np.int64(31), np.int64(42)], np.float64(47.06372379484684))","([np.int64(0), np.int64(6), np.int64(31), np.int64(42)], np.float64(23.380073649188112))"
24,"([np.int64(1), np.int64(8), np.int64(14), np.int64(37), np.int64(38)], np.float64(32.31787780691259))","([np.int64(1), np.int64(4), np.int64(8), np.int64(14), np.int64(37), np.int64(38)], np.float64(28.033712113373664))"
25,"([np.int64(2), np.int64(13), np.int64(20), np.int64(26), np.int64(36)], np.float64(30.816440597184993))","([np.int64(2), np.int64(13), np.int64(20), np.int64(26)], np.float64(25.47644050886661))"
26,"([np.int64(25), np.int64(38), np.int64(47), np.int64(48)], np.float64(25.09467279747087))","([np.int64(25), np.int64(38), np.int64(47), np.int64(48)], np.float64(23.46200674592938))"
