run_id,XGBoost,RF
1,"([np.int64(2), np.int64(3), np.int64(13), np.int64(15)], np.float64(18.919597737046047))","([np.int64(2), np.int64(3), np.int64(9), np.int64(13), np.int64(15), np.int64(41)], np.float64(22.393353594675084))"
2,"([np.int64(10), np.int64(22), np.int64(30), np.int64(39)], np.float64(19.236476162931897))","([np.int64(10), np.int64(22), np.int64(30), np.int64(39), np.int64(41)], np.float64(21.276988271447568))"
3,"([np.int64(0), np.int64(4), np.int64(5), np.int64(27)], np.float64(17.61117879048372))","([np.int64(0), np.int64(4), np.int64(5), np.int64(26), np.int64(27), np.int64(30)], np.float64(22.36828576303794))"
4,"([np.int64(14), np.int64(34), np.int64(38), np.int64(49)], np.float64(17.99548951381294))","([np.int64(14), np.int64(34), np.int64(38), np.int64(49)], np.float64(18.8709956908101))"
5,"([np.int64(2), np.int64(11), np.int64(15), np.int64(36)], np.float64(21.21488168144684))","([np.int64(2), np.int64(11), np.int64(14), np.int64(15), np.int64(36)], np.float64(22.58688573393814))"
6,"([np.int64(5), np.int64(17), np.int64(41), np.int64(44)], np.float64(19.8074879196869))","([np.int64(5), np.int64(17), np.int64(28), np.int64(41), np.int64(44)], np.float64(21.409809155106718))"
7,"([np.int64(13), np.int64(17), np.int64(29), np.int64(45)], np.float64(21.358310028924702))","([np.int64(13), np.int64(17), np.int64(25), np.int64(29), np.int64(39), np.int64(45)], np.float64(25.85732249988409))"
8,"([np.int64(10), np.int64(19), np.int64(37), np.int64(48)], np.float64(19.252487283354466))","([np.int64(5), np.int64(10), np.int64(19), np.int64(37), np.int64(48)], np.float64(21.913160409315473))"
9,"([np.int64(11), np.int64(36), np.int64(38), np.int64(44)], np.float64(18.5356215430132))","([np.int64(11), np.int64(14), np.int64(36), np.int64(38), np.int64(44)], np.float64(21.104641161650544))"
10,"([np.int64(27), np.int64(29), np.int64(41), np.int64(42)], np.float64(20.433201367385866))","([np.int64(7), np.int64(25), np.int64(26), np.int64(27), np.int64(29), np.int64(41), np.int64(42)], np.float64(23.29127542272238))"
11,"([np.int64(19), np.int64(31), np.int64(46), np.int64(49)], np.float64(19.968192987908782))","([np.int64(3), np.int64(19), np.int64(31), np.int64(46), np.int64(49)], np.float64(21.018244884673106))"
12,"([np.int64(7), np.int64(15), np.int64(38), np.int64(43)], np.float64(18.920661244279067))","([np.int64(7), np.int64(15), np.int64(38), np.int64(43)], np.float64(20.691703675062715))"
