run_id,XGBoost,RF
1,"([np.int64(2), np.int64(3), np.int64(13), np.int64(15)], np.float64(17.361724999031008))","([np.int64(2), np.int64(3), np.int64(13), np.int64(15), np.int64(44)], np.float64(20.839446824802877))"
2,"([np.int64(10), np.int64(22), np.int64(30), np.int64(39)], np.float64(19.648492829647374))","([np.int64(10), np.int64(22), np.int64(25), np.int64(30), np.int64(39)], np.float64(21.50056979229852))"
3,"([np.int64(0), np.int64(4), np.int64(5), np.int64(27)], np.float64(16.68225876226243))","([np.int64(0), np.int64(4), np.int64(5), np.int64(27), np.int64(30)], np.float64(20.47714081537706))"
4,"([np.int64(14), np.int64(34), np.int64(38), np.int64(49)], np.float64(16.654405361773602))","([np.int64(14), np.int64(34), np.int64(38), np.int64(49)], np.float64(18.253662630520125))"
5,"([np.int64(2), np.int64(11), np.int64(15), np.int64(36)], np.float64(18.89407246024563))","([np.int64(2), np.int64(8), np.int64(11), np.int64(15), np.int64(36)], np.float64(21.53125753358779))"
6,"([np.int64(5), np.int64(17), np.int64(41), np.int64(44)], np.float64(18.493381020309826))","([np.int64(5), np.int64(12), np.int64(17), np.int64(41), np.int64(44)], np.float64(20.781060606601933))"
7,"([np.int64(13), np.int64(17), np.int64(29), np.int64(45)], np.float64(20.13633764258798))","([np.int64(13), np.int64(17), np.int64(29), np.int64(45)], np.float64(20.874580528087396))"
8,"([np.int64(10), np.int64(19), np.int64(37), np.int64(48)], np.float64(18.86699545969443))","([np.int64(10), np.int64(19), np.int64(37), np.int64(48)], np.float64(20.752272848868532))"
9,"([np.int64(11), np.int64(36), np.int64(38), np.int64(44)], np.float64(17.958920275373675))","([np.int64(11), np.int64(25), np.int64(36), np.int64(38), np.int64(44)], np.float64(21.098750890225897))"
10,"([np.int64(27), np.int64(29), np.int64(41), np.int64(42)], np.float64(18.759214883396744))","([np.int64(3), np.int64(7), np.int64(25), np.int64(27), np.int64(29), np.int64(33), np.int64(41), np.int64(42)], np.float64(23.682153324034118))"
11,"([np.int64(19), np.int64(31), np.int64(46), np.int64(49)], np.float64(17.90108482880197))","([np.int64(19), np.int64(31), np.int64(46), np.int64(49)], np.float64(18.728050934611847))"
12,"([np.int64(7), np.int64(15), np.int64(38), np.int64(43)], np.float64(18.574179115268983))","([np.int64(7), np.int64(15), np.int64(38), np.int64(43)], np.float64(20.18441521958708))"
13,"([np.int64(8), np.int64(10), np.int64(31), np.int64(41)], np.float64(16.672507341783923))","([np.int64(8), np.int64(10), np.int64(31), np.int64(41)], np.float64(18.990052253370045))"
14,"([np.int64(16), np.int64(21), np.int64(40), np.int64(42)], np.float64(18.979842559151706))","([np.int64(1), np.int64(16), np.int64(21), np.int64(40), np.int64(42)], np.float64(20.90968775743658))"
15,"([np.int64(11), np.int64(19), np.int64(21), np.int64(41)], np.float64(18.682409928911287))","([np.int64(11), np.int64(19), np.int64(21), np.int64(41), np.int64(45)], np.float64(19.972149696960223))"
16,"([np.int64(4), np.int64(9), np.int64(19), np.int64(40)], np.float64(18.620715021635906))","([np.int64(4), np.int64(9), np.int64(19), np.int64(27), np.int64(40)], np.float64(20.932281033265987))"
17,"([np.int64(8), np.int64(18), np.int64(26), np.int64(27)], np.float64(19.58288461105859))","([np.int64(8), np.int64(18), np.int64(25), np.int64(26), np.int64(27)], np.float64(23.112230790631898))"
18,"([np.int64(6), np.int64(31), np.int64(39), np.int64(48)], np.float64(19.07062938133713))","([np.int64(6), np.int64(15), np.int64(31), np.int64(39), np.int64(48)], np.float64(22.336440692926377))"
19,"([np.int64(0), np.int64(2), np.int64(19), np.int64(32)], np.float64(17.256248524852015))","([np.int64(0), np.int64(2), np.int64(19), np.int64(32)], np.float64(18.257197489422776))"
20,"([np.int64(4), np.int64(7), np.int64(15), np.int64(28), np.int64(49)], np.float64(24.153145317996525))","([np.int64(4), np.int64(7), np.int64(15), np.int64(28), np.int64(32)], np.float64(24.027854030135913))"
21,"([np.int64(13), np.int64(15), np.int64(30), np.int64(41)], np.float64(16.13562167721056))","([np.int64(13), np.int64(15), np.int64(30), np.int64(41)], np.float64(17.016028096049627))"
22,"([np.int64(4), np.int64(6), np.int64(11), np.int64(46)], np.float64(19.829927184460974))","([np.int64(4), np.int64(6), np.int64(11), np.int64(46)], np.float64(19.727661755282547))"
23,"([np.int64(0), np.int64(6), np.int64(31), np.int64(42)], np.float64(18.177663643866392))","([np.int64(0), np.int64(1), np.int64(6), np.int64(31), np.int64(33), np.int64(42)], np.float64(21.101603447931055))"
24,"([np.int64(1), np.int64(8), np.int64(14), np.int64(37)], np.float64(19.389909962627623))","([np.int64(1), np.int64(8), np.int64(14), np.int64(37)], np.float64(19.385110161690434))"
25,"([np.int64(2), np.int64(13), np.int64(20), np.int64(26)], np.float64(21.019052731499137))","([np.int64(2), np.int64(13), np.int64(20), np.int64(22), np.int64(26), np.int64(45)], np.float64(24.57836698911662))"
26,"([np.int64(25), np.int64(38), np.int64(47), np.int64(48)], np.float64(19.681798892225604))","([np.int64(25), np.int64(38), np.int64(47), np.int64(48)], np.float64(19.384632704333722))"
27,"([np.int64(6), np.int64(9), np.int64(19), np.int64(38), np.int64(44)], np.float64(20.50341239091553))","([np.int64(6), np.int64(9), np.int64(19), np.int64(38), np.int64(44), np.int64(49)], np.float64(22.66599347255086))"
28,"([np.int64(19), np.int64(35), np.int64(38), np.int64(44)], np.float64(16.328908131333243))","([np.int64(7), np.int64(19), np.int64(35), np.int64(38), np.int64(44)], np.float64(21.121550161648834))"
29,"([np.int64(8), np.int64(14), np.int64(38), np.int64(41)], np.float64(19.857688719013087))","([np.int64(8), np.int64(13), np.int64(14), np.int64(38), np.int64(41)], np.float64(22.06563615509525))"
30,"([np.int64(20), np.int64(21), np.int64(34), np.int64(35)], np.float64(18.931164068187382))","([np.int64(17), np.int64(20), np.int64(21), np.int64(27), np.int64(34), np.int64(35)], np.float64(22.179305422961708))"
