run_id,XGBoost,RF
1,"([np.int64(2), np.int64(3), np.int64(13), np.int64(15)], np.float64(11.039068302685038))","([np.int64(2), np.int64(3), np.int64(6), np.int64(13), np.int64(15), np.int64(16), np.int64(49)], np.float64(16.94801370442846))"
2,"([np.int64(10), np.int64(22), np.int64(30), np.int64(39)], np.float64(10.647590860388863))","([np.int64(10), np.int64(22), np.int64(30), np.int64(32), np.int64(39)], np.float64(15.949868465780845))"
3,"([np.int64(0), np.int64(4), np.int64(5), np.int64(27)], np.float64(11.7954576027775))","([np.int64(0), np.int64(3), np.int64(4), np.int64(5), np.int64(10), np.int64(27), np.int64(49)], np.float64(17.551589895683655))"
4,"([np.int64(14), np.int64(34), np.int64(38), np.int64(49)], np.float64(11.358268393910842))","([np.int64(14), np.int64(20), np.int64(30), np.int64(34), np.int64(38), np.int64(49)], np.float64(16.926647611416904))"
5,"([np.int64(2), np.int64(11), np.int64(15), np.int64(36)], np.float64(11.759113571156739))","([np.int64(2), np.int64(11), np.int64(15), np.int64(36)], np.float64(13.70385908308116))"
6,"([np.int64(5), np.int64(17), np.int64(41), np.int64(44)], np.float64(10.462668379282563))","([np.int64(5), np.int64(17), np.int64(41), np.int64(44)], np.float64(13.993104830779403))"
7,"([np.int64(13), np.int64(17), np.int64(29), np.int64(45)], np.float64(12.815785619801654))","([np.int64(13), np.int64(17), np.int64(29), np.int64(45)], np.float64(14.615440626310543))"
8,"([np.int64(10), np.int64(19), np.int64(37), np.int64(48)], np.float64(12.601078457005821))","([np.int64(10), np.int64(19), np.int64(37), np.int64(48)], np.float64(15.256434970478214))"
9,"([np.int64(11), np.int64(36), np.int64(38), np.int64(44)], np.float64(10.996161734100113))","([np.int64(11), np.int64(36), np.int64(38), np.int64(44)], np.float64(13.253102725738627))"
10,"([np.int64(27), np.int64(29), np.int64(41), np.int64(42)], np.float64(12.508466032281369))","([np.int64(27), np.int64(29), np.int64(41), np.int64(42)], np.float64(13.857556545066403))"
11,"([np.int64(19), np.int64(31), np.int64(46), np.int64(49)], np.float64(11.600851572484524))","([np.int64(9), np.int64(19), np.int64(29), np.int64(31), np.int64(35), np.int64(46), np.int64(49)], np.float64(16.737218000425894))"
12,"([np.int64(7), np.int64(15), np.int64(38), np.int64(43)], np.float64(12.035533620408053))","([np.int64(7), np.int64(12), np.int64(15), np.int64(37), np.int64(38), np.int64(43)], np.float64(18.47344110138802))"
13,"([np.int64(8), np.int64(10), np.int64(31), np.int64(41)], np.float64(10.401218312555692))","([np.int64(8), np.int64(10), np.int64(21), np.int64(31), np.int64(41)], np.float64(14.680388717860763))"
14,"([np.int64(16), np.int64(21), np.int64(40), np.int64(42)], np.float64(11.438970926578916))","([np.int64(6), np.int64(16), np.int64(21), np.int64(40), np.int64(42)], np.float64(16.43684472544899))"
15,"([np.int64(11), np.int64(19), np.int64(21), np.int64(41)], np.float64(10.675141800926442))","([np.int64(11), np.int64(19), np.int64(21), np.int64(41)], np.float64(13.042796980099098))"
16,"([np.int64(4), np.int64(9), np.int64(19), np.int64(40)], np.float64(11.941885079700889))","([np.int64(4), np.int64(9), np.int64(19), np.int64(26), np.int64(40)], np.float64(14.325351697598137))"
17,"([np.int64(8), np.int64(18), np.int64(26), np.int64(27)], np.float64(11.288948343257987))","([np.int64(8), np.int64(18), np.int64(26), np.int64(27)], np.float64(15.409881749669923))"
18,"([np.int64(6), np.int64(31), np.int64(39), np.int64(48)], np.float64(10.92427568254325))","([np.int64(6), np.int64(28), np.int64(31), np.int64(32), np.int64(37), np.int64(39), np.int64(48)], np.float64(17.81350765884518))"
19,"([np.int64(0), np.int64(2), np.int64(19), np.int64(32)], np.float64(12.037701671804088))","([np.int64(0), np.int64(2), np.int64(19), np.int64(24), np.int64(32), np.int64(47)], np.float64(16.21210617572309))"
20,"([np.int64(4), np.int64(7), np.int64(15), np.int64(28)], np.float64(13.451979251405799))","([np.int64(4), np.int64(7), np.int64(15), np.int64(28)], np.float64(14.70621171965774))"
21,"([np.int64(13), np.int64(15), np.int64(30), np.int64(41)], np.float64(12.182219932840695))","([np.int64(13), np.int64(15), np.int64(18), np.int64(30), np.int64(38), np.int64(41)], np.float64(15.179847986460684))"
22,"([np.int64(4), np.int64(6), np.int64(11), np.int64(46)], np.float64(12.567723546473223))","([np.int64(4), np.int64(6), np.int64(11), np.int64(12), np.int64(46)], np.float64(16.335627129945017))"
23,"([np.int64(0), np.int64(6), np.int64(31), np.int64(42)], np.float64(12.032656470156825))","([np.int64(0), np.int64(6), np.int64(25), np.int64(31), np.int64(42)], np.float64(15.63673846112211))"
24,"([np.int64(1), np.int64(8), np.int64(14), np.int64(37)], np.float64(11.934771035718866))","([np.int64(1), np.int64(8), np.int64(14), np.int64(19), np.int64(37)], np.float64(17.18351819141364))"
25,"([np.int64(2), np.int64(13), np.int64(20), np.int64(26)], np.float64(11.782304291773471))","([np.int64(2), np.int64(13), np.int64(20), np.int64(26), np.int64(27)], np.float64(16.307010137241477))"
26,"([np.int64(25), np.int64(38), np.int64(47), np.int64(48)], np.float64(11.978547826563046))","([np.int64(25), np.int64(38), np.int64(47), np.int64(48)], np.float64(13.965168719575034))"
27,"([np.int64(6), np.int64(9), np.int64(19), np.int64(44)], np.float64(11.977903419236204))","([np.int64(6), np.int64(9), np.int64(19), np.int64(44)], np.float64(14.920149085384343))"
28,"([np.int64(19), np.int64(35), np.int64(38), np.int64(44)], np.float64(11.221808369669136))","([np.int64(19), np.int64(35), np.int64(38), np.int64(44)], np.float64(13.548238426923794))"
29,"([np.int64(8), np.int64(14), np.int64(38), np.int64(41)], np.float64(10.509113564704542))","([np.int64(8), np.int64(14), np.int64(38), np.int64(41)], np.float64(14.711353446380693))"
30,"([np.int64(20), np.int64(21), np.int64(34), np.int64(35)], np.float64(10.821576016675241))","([np.int64(20), np.int64(21), np.int64(22), np.int64(34), np.int64(35)], np.float64(14.929980219949474))"
31,"([np.int64(13), np.int64(26), np.int64(28), np.int64(37)], np.float64(12.264668945545708))","([np.int64(13), np.int64(26), np.int64(28), np.int64(37), np.int64(46)], np.float64(17.766630676460014))"
32,"([np.int64(8), np.int64(9), np.int64(26), np.int64(37)], np.float64(11.970768328008049))","([np.int64(8), np.int64(9), np.int64(26), np.int64(37)], np.float64(15.144816834037584))"
33,"([np.int64(5), np.int64(23), np.int64(44), np.int64(45)], np.float64(12.663141513314608))","([np.int64(5), np.int64(23), np.int64(44), np.int64(45)], np.float64(13.958276630702828))"
34,"([np.int64(2), np.int64(11), np.int64(21), np.int64(24)], np.float64(12.153561203365648))","([np.int64(2), np.int64(11), np.int64(21), np.int64(24)], np.float64(13.348713848245813))"
35,"([np.int64(7), np.int64(30), np.int64(47), np.int64(49)], np.float64(11.477873785220126))","([np.int64(7), np.int64(30), np.int64(47), np.int64(49)], np.float64(13.970632682706812))"
36,"([np.int64(11), np.int64(17), np.int64(35), np.int64(41)], np.float64(12.470526168568142))","([np.int64(11), np.int64(17), np.int64(35), np.int64(41)], np.float64(13.578467945377868))"
37,"([np.int64(4), np.int64(15), np.int64(24), np.int64(44)], np.float64(11.425937375207784))","([np.int64(4), np.int64(15), np.int64(24), np.int64(30), np.int64(44)], np.float64(15.255516691025507))"
38,"([np.int64(20), np.int64(25), np.int64(26), np.int64(28)], np.float64(11.836323006972352))","([np.int64(20), np.int64(25), np.int64(26), np.int64(28), np.int64(42)], np.float64(15.255234535667975))"
39,"([np.int64(5), np.int64(21), np.int64(25), np.int64(43)], np.float64(12.40936694202711))","([np.int64(5), np.int64(6), np.int64(21), np.int64(25), np.int64(43), np.int64(45)], np.float64(16.205166349418832))"
40,"([np.int64(29), np.int64(33), np.int64(35), np.int64(44)], np.float64(11.326159883792213))","([np.int64(27), np.int64(29), np.int64(33), np.int64(35), np.int64(44)], np.float64(14.80139932335391))"
41,"([np.int64(3), np.int64(6), np.int64(11), np.int64(14)], np.float64(11.546002286518167))","([np.int64(3), np.int64(6), np.int64(11), np.int64(14), np.int64(22)], np.float64(15.0892618338424))"
42,"([np.int64(6), np.int64(15), np.int64(43), np.int64(49)], np.float64(11.976053768787242))","([np.int64(6), np.int64(15), np.int64(23), np.int64(40), np.int64(43), np.int64(46), np.int64(49)], np.float64(17.727827792757438))"
43,"([np.int64(24), np.int64(30), np.int64(35), np.int64(45)], np.float64(11.398442508198983))","([np.int64(4), np.int64(24), np.int64(30), np.int64(35), np.int64(45)], np.float64(17.3605004701626))"
44,"([np.int64(16), np.int64(22), np.int64(38), np.int64(46)], np.float64(11.44413543680895))","([np.int64(16), np.int64(22), np.int64(38), np.int64(46)], np.float64(13.823561747345575))"
45,"([np.int64(8), np.int64(19), np.int64(26), np.int64(45)], np.float64(10.942023367108796))","([np.int64(2), np.int64(8), np.int64(19), np.int64(22), np.int64(26), np.int64(45)], np.float64(17.337966770443266))"
46,"([np.int64(0), np.int64(10), np.int64(15), np.int64(16)], np.float64(11.312763301761214))","([np.int64(0), np.int64(10), np.int64(15), np.int64(16)], np.float64(14.805397735400906))"
47,"([np.int64(1), np.int64(10), np.int64(13), np.int64(48)], np.float64(12.084279079292083))","([np.int64(1), np.int64(10), np.int64(13), np.int64(48)], np.float64(14.663444242237224))"
48,"([np.int64(0), np.int64(20), np.int64(24), np.int64(42)], np.float64(11.568784015904162))","([np.int64(0), np.int64(20), np.int64(24), np.int64(39), np.int64(42)], np.float64(15.379363231147996))"
49,"([np.int64(0), np.int64(21), np.int64(26), np.int64(30)], np.float64(12.464641704959757))","([np.int64(0), np.int64(21), np.int64(26), np.int64(30), np.int64(36)], np.float64(15.883244721389111))"
