run_id,harderLASSO ANN - 0.7lambda,harderLASSO ANN - lambda,harderLASSO ANN - 1.3lambda
0,"[28, 44, 47, 75, 76, 119, 135, 169, 212, 222]","[28, 44, 47, 75, 76, 119, 135, 169, 212, 222]","[28, 44, 47, 75, 76, 119, 135, 169, 212, 222]"
1,"[17, 18, 20, 63, 89, 112, 138, 174, 210, 262]","[17, 18, 20, 63, 89, 112, 138, 174, 210, 262]","[17, 18, 20, 63, 89, 112, 138, 174, 210]"
2,"[76, 140, 157, 159, 191, 197, 219, 223, 263, 281]","[76, 140, 157, 159, 191, 197, 219, 223, 263, 281]","[76, 140, 157, 159, 191, 197, 219, 223, 263, 281]"
3,"[15, 22, 25, 71, 97, 106, 159, 226, 228, 246, 247, 283]","[22, 25, 71, 97, 106, 226, 228, 246, 247, 283]","[22, 25, 71, 97, 106, 226, 228, 246, 247, 283]"
4,"[42, 64, 70, 84, 114, 123, 180, 193, 263, 280, 290]","[42, 64, 70, 84, 114, 123, 180, 193, 263, 286, 290]","[42, 64, 70, 84, 114, 123, 180, 193, 263, 290]"
5,"[2, 62, 88, 112, 148, 153, 164, 171, 213, 278, 297]","[62, 88, 112, 148, 153, 164, 171, 213, 278, 297]","[62, 88, 112, 148, 153, 164, 171, 213, 278, 297]"
6,"[5, 55, 60, 83, 105, 113, 116, 118, 165, 191, 257, 259, 287, 296]","[5, 55, 113, 145, 153, 178, 191, 257, 259, 296]","[5, 113, 165, 191, 259, 296]"
7,"[20, 44, 68, 139, 146, 159, 175, 187, 213, 251]","[20, 44, 68, 139, 146, 159, 175, 187, 213, 251]","[20, 44, 68, 139, 146, 159, 175, 187, 213, 251]"
8,"[24, 25, 50, 101, 113, 161, 173, 178, 191, 197, 281, 286, 293]","[24, 25, 89, 161, 173, 178, 191, 197, 281, 286]","[24, 25, 50, 161, 173, 281, 286]"
9,"[38, 43, 50, 60, 98, 112, 125, 142, 160, 162, 190, 229, 237, 241, 257, 273, 276, 286]","[38, 64, 160, 190, 237, 241, 246, 273, 276, 297]","[38, 64, 160, 190, 237, 241, 246, 273, 276, 297]"
10,"[6, 16, 38, 51, 74, 112, 120, 152, 228, 249, 256, 293]","[16, 51, 112, 120, 205, 228, 249, 256, 261, 293]","[228, 249]"
11,"[22, 32, 70, 100, 110, 161, 196, 217, 223, 264, 282]","[22, 32, 70, 100, 110, 161, 196, 217, 223, 282]","[22, 32, 70, 100, 110, 161, 196, 217, 223, 282]"
12,"[23, 31, 58, 93, 112, 113, 180, 183, 203, 235, 261, 295]","[58, 93, 107, 112, 154, 180, 235, 261, 295]","[31, 58, 107, 112, 169, 180, 183, 235, 261, 295]"
13,"[30, 32, 38, 71, 113, 172, 199, 207, 217, 287]","[28, 32, 38, 45, 65, 69, 113, 172, 207, 258, 260, 273]","[30, 32, 38, 71, 113, 172, 199, 207, 217, 287]"
14,"[6, 45, 47, 129, 144, 168, 206, 209, 228, 249, 273, 279, 299]","[6, 45, 47, 129, 144, 209, 228, 273, 279, 299]","[6, 45, 47, 129, 144, 209, 228, 273, 279, 299]"
15,"[6, 28, 58, 74, 98, 99, 130, 152, 185, 186, 202, 224, 265, 285, 296]","[19, 28, 74, 79, 99, 107, 175, 185, 265, 296]","[19, 28, 74, 79, 99, 107, 175, 185, 265, 296]"
16,"[1, 55, 106, 155, 160, 180, 184, 254, 261, 271]","[1, 55, 106, 155, 160, 180, 184, 254, 261, 271]","[1, 55, 106, 155, 160, 180, 184, 254, 261, 271]"
17,"[39, 80, 81, 91, 95, 101, 103, 116, 125, 131, 176, 211, 216, 276]","[21, 37, 39, 80, 81, 101, 103, 125, 216, 276]","[21, 37, 39, 80, 81, 101, 103, 125, 216, 276]"
18,"[18, 27, 47, 82, 112, 153, 156, 158, 217, 246, 266]","[18, 27, 82, 112, 153, 156, 158, 217, 246, 266]","[18, 27, 82, 112, 153, 156, 158, 217, 246, 266]"
19,"[2, 43, 45, 59, 77, 91, 129, 132, 162, 164, 179, 225, 226, 272, 294]","[2, 43, 45, 91, 113, 159, 162, 164, 272, 294]","[68, 91, 164, 272, 294]"
20,"[1, 7, 25, 55, 91, 102, 133, 144, 172, 199, 223, 245, 254, 257]","[1, 7, 25, 91, 102, 144, 172, 199, 223, 245]","[1, 25, 91, 244]"
21,"[4, 25, 28, 29, 37, 108, 115, 162, 176, 182, 185, 186, 193, 209, 228, 234, 239, 258, 265, 296]","[4, 25, 28, 29, 95, 99, 108, 143, 168, 174, 186, 228]","[4, 25, 37, 108, 174, 185, 186, 228]"
22,"[3, 32, 49, 136, 156, 166, 167, 260, 265, 271]","[3, 32, 49, 136, 156, 166, 167, 260, 265, 271]","[3, 32, 49, 136, 156, 166, 167, 260, 265, 271]"
23,"[24, 31, 47, 91, 134, 165, 258, 261, 270, 296]","[24, 31, 47, 91, 134, 165, 258, 261, 270, 296]","[24, 31, 91, 134, 258, 261, 270, 296]"
24,"[34, 42, 79, 96, 99, 141, 210, 212, 229, 237, 241, 250, 285]","[34, 42, 96, 141, 210, 229, 237, 254, 266, 285]","[34, 42, 96, 141, 210, 229, 237, 254, 266, 285]"
25,"[32, 74, 75, 132, 150, 193, 216, 241, 261, 299]","[32, 74, 75, 132, 150, 193, 216, 241, 261, 299]","[32, 74, 75, 132, 193, 204, 241, 261, 299]"
26,"[0, 13, 51, 55, 71, 79, 121, 154, 210, 214, 256, 274]","[0, 13, 51, 55, 71, 79, 121, 154, 256, 274]","[0, 13, 51, 55, 71, 79, 121, 154, 256, 274]"
27,"[22, 58, 89, 112, 117, 123, 144, 145, 168, 212, 234, 260, 280]","[22, 104, 112, 117, 168, 189, 234, 260, 274, 292]","[22, 104, 112, 117, 168, 189, 234, 260, 274, 292]"
28,"[26, 41, 58, 64, 125, 153, 200, 240, 243, 269]","[26, 41, 58, 64, 125, 153, 200, 240, 243, 269]","[26, 41, 58, 64, 125, 153, 200, 240, 243, 269]"
29,"[1, 37, 38, 50, 58, 112, 126, 131, 173, 202, 203, 228, 238, 269, 274, 279, 283, 293]","[37, 112, 128, 131, 173, 202, 224, 274, 279, 296]","[37, 38, 112, 173, 202, 224, 279]"
30,"[29, 30, 57, 61, 106, 144, 173, 235, 270, 295]","[29, 30, 57, 61, 106, 144, 173, 235, 270, 295]","[29, 30, 57, 61, 106, 144, 173, 235, 270, 295]"
31,"[21, 53, 86, 89, 130, 170, 206, 227, 258, 288, 290]","[20, 21, 30, 53, 170, 206, 227, 258, 265, 290]","[20, 21, 30, 53, 170, 206, 227, 258, 265, 290]"
32,"[72, 86, 88, 104, 117, 144, 215, 232, 251, 260, 278, 289, 295]","[72, 86, 88, 100, 144, 232, 260, 278, 289, 295]","[86, 88, 104, 117, 144, 226, 232, 260, 278, 295]"
33,"[36, 54, 141, 166, 167, 196, 197, 282, 283, 288]","[31, 36, 54, 100, 141, 166, 196, 282, 283, 288]","[31, 36, 54, 141, 166, 196, 282, 283, 288]"
