run_id,harderLASSO ANN - 0.7lambda,harderLASSO ANN - lambda,harderLASSO ANN - 1.3lambda
0,"[51, 68, 97, 170, 204, 211]","[51, 68, 97, 211]","[51, 68, 97, 211]"
1,"[15, 138, 144, 255]","[15, 138, 144, 255]","[15, 138, 144, 255]"
2,"[140, 204, 219, 286, 296]","[140, 204, 219, 296]","[140, 204, 219, 296]"
3,"[22, 106, 214, 265]","[22, 106, 214, 265]","[22, 106, 214, 265]"
4,"[70, 103, 184, 208]","[70, 103, 184, 208]","[70, 103, 184, 208]"
5,"[101, 121, 124, 284]","[101, 121, 124, 284]","[101, 121, 124, 284]"
6,"[31, 76, 114, 261]","[31, 76, 114, 261]","[31, 76, 114, 261]"
7,"[175, 192, 193, 202]","[175, 192, 193, 202]","[175, 192, 193, 202]"
8,"[8, 74, 79, 243]","[8, 74, 79, 243]","[8, 74, 79, 243]"
9,"[15, 29, 50, 253]","[15, 29, 50, 253]","[15, 29, 50, 253]"
10,"[21, 84, 156, 185, 239]","[21, 84, 185, 239]","[21, 84, 185, 239]"
11,"[37, 52, 166, 182]","[37, 52, 166, 182]","[37, 52, 166, 182]"
12,"[121, 204, 208, 257]","[121, 204, 208, 257]","[121, 204, 208, 257]"
13,"[175, 238, 242, 291]","[175, 238, 242, 291]","[175, 238, 242, 291]"
14,"[5, 54, 183, 202, 240]","[5, 54, 183, 202]","[5, 54, 183, 202]"
15,"[86, 139, 161, 186]","[86, 139, 161, 186]","[86, 139, 161, 186]"
16,"[75, 132, 208, 271]","[75, 132, 208, 271]","[75, 132, 208, 271]"
17,"[46, 134, 247, 264]","[46, 134, 247, 264]","[46, 134, 247, 264]"
18,"[6, 99, 163, 231]","[6, 99, 163, 231]","[6, 99, 163, 231]"
19,"[11, 45, 50, 164]","[11, 45, 50, 164]","[11, 45, 50, 164]"
20,"[14, 62, 164, 190, 202]","[14, 62, 190, 202]","[14, 62, 190, 202]"
21,"[29, 35, 197, 296]","[29, 35, 197, 296]","[29, 35, 197, 296]"
22,"[150, 152, 164, 265]","[150, 152, 164, 265]","[150, 152, 164, 265]"
23,"[68, 82, 86, 245]","[68, 82, 86, 245]","[68, 82, 86, 245]"
24,"[40, 60, 81, 250]","[40, 60, 81, 250]","[40, 60, 81, 250]"
25,"[24, 48, 71, 137]","[24, 48, 71, 137]","[24, 48, 71, 137]"
26,"[24, 129, 156, 237, 273]","[24, 129, 156, 273]","[24, 129, 156, 273]"
27,"[172, 204, 256, 292]","[172, 204, 256, 292]","[172, 204, 256, 292]"
28,"[59, 81, 187, 259]","[59, 81, 187, 259]","[59, 81, 187, 259]"
29,"[1, 6, 78, 84]","[1, 6, 78, 84]","[1, 6, 78, 84]"
30,"[93, 153, 195, 292]","[93, 153, 195, 292]","[93, 153, 195, 292]"
31,"[21, 78, 265, 280]","[21, 78, 265, 280]","[21, 78, 265, 280]"
32,"[76, 151, 167, 240]","[76, 151, 167, 240]","[76, 151, 167, 240]"
33,"[6, 7, 276, 284]","[6, 7, 276, 284]","[6, 7, 276, 284]"
34,"[14, 80, 114, 267]","[14, 80, 114, 267]","[14, 80, 114, 267]"
35,"[2, 142, 243, 290]","[2, 142, 243, 290]","[2, 142, 243, 290]"
36,"[4, 63, 237, 261]","[4, 63, 237, 261]","[4, 63, 237, 261]"
37,"[35, 159, 169, 284]","[35, 159, 169, 284]","[35, 159, 169, 284]"
38,"[58, 59, 156, 283]","[58, 59, 156, 283]","[58, 59, 156, 283]"
39,"[34, 127, 142, 258]","[34, 127, 142, 258]","[34, 127, 142, 258]"
40,"[25, 32, 107, 141]","[25, 32, 107, 141]","[25, 32, 107, 141]"
41,"[26, 131, 173, 236]","[26, 131, 173, 236]","[26, 131, 173, 236]"
42,"[47, 48, 120, 200]","[47, 48, 120, 200]","[47, 48, 120, 200]"
43,"[22, 144, 188, 205]","[22, 144, 188, 205]","[22, 144, 188, 205]"
44,"[113, 118, 150, 211]","[113, 118, 150, 211]","[113, 118, 150, 211]"
45,"[53, 55, 69, 275]","[53, 55, 69, 275]","[53, 55, 69, 275]"
46,"[8, 55, 66, 89]","[8, 55, 66, 89]","[8, 55, 66, 89]"
47,"[108, 208, 212, 256, 282]","[108, 208, 256, 282]","[108, 208, 256, 282]"
48,"[59, 106, 127, 139]","[59, 106, 127, 139]","[59, 106, 127, 139]"
49,"[44, 121, 132, 273]","[44, 121, 132, 273]","[44, 121, 132, 273]"
50,"[17, 32, 151, 207]","[17, 32, 151, 207]","[17, 32, 151, 207]"
51,"[81, 222, 254, 283]","[81, 222, 254, 283]","[81, 222, 254, 283]"
52,"[45, 53, 87, 240]","[45, 53, 87, 240]","[45, 53, 87, 240]"
53,"[63, 77, 91, 247]","[63, 77, 91, 247]","[63, 77, 91, 247]"
54,"[161, 188, 189, 200]","[161, 188, 189, 200]","[161, 188, 189, 200]"
55,"[61, 81, 103, 227]","[61, 81, 103, 227]","[61, 81, 103, 227]"
56,"[28, 72, 116, 236]","[28, 72, 116, 236]","[28, 72, 116, 236]"
57,"[76, 201, 234, 295]","[76, 201, 234, 295]","[76, 201, 234, 295]"
58,"[36, 124, 183, 290]","[36, 124, 183, 290]","[36, 124, 183, 290]"
59,"[46, 122, 244, 256]","[46, 122, 244, 256]","[46, 122, 244, 256]"
60,"[52, 169, 181, 277]","[52, 169, 181, 277]","[52, 169, 181, 277]"
61,"[88, 146, 236, 278]","[88, 146, 236, 278]","[88, 146, 236, 278]"
62,"[72, 100, 201, 248]","[72, 100, 201, 248]","[72, 100, 201, 248]"
63,"[81, 165, 260, 292]","[81, 165, 260, 292]","[81, 165, 260, 292]"
64,"[66, 83, 136, 139]","[66, 83, 136, 139]","[66, 83, 136, 139]"
65,"[16, 193, 248, 251]","[16, 193, 248, 251]","[16, 193, 248, 251]"
66,"[19, 206, 285, 292]","[19, 206, 285, 292]","[19, 206, 285, 292]"
67,"[138, 163, 284, 289]","[138, 163, 284, 289]","[138, 163, 284, 289]"
