run_id,harderLASSO ANN - 0.7lambda,harderLASSO ANN - lambda,harderLASSO ANN - 1.3lambda
0,"[32, 129, 206, 218, 249, 270]","[32, 129, 206, 218, 249, 270]","[32, 129, 206, 218, 249, 270]"
1,"[45, 71, 126, 169, 183, 221, 268]","[45, 71, 126, 169, 183, 268]","[45, 71, 126, 169, 183, 268]"
2,"[1, 22, 137, 167, 188, 256, 286]","[1, 22, 137, 167, 188, 256]","[1, 22, 137, 167, 188, 256]"
3,"[51, 78, 178, 183, 245, 282]","[51, 78, 178, 183, 245, 282]","[51, 78, 178, 183, 245, 282]"
4,"[10, 42, 104, 127, 158, 275]","[10, 42, 104, 127, 139, 158, 175, 275]","[10, 42, 104, 127, 158, 275]"
5,"[7, 137, 185, 212, 233, 253]","[7, 137, 185, 212, 233, 253]","[7, 137, 185, 212, 233, 253]"
6,"[13, 21, 27, 64, 164, 269]","[13, 21, 27, 64, 164, 269]","[13, 21, 27, 64, 164, 269]"
7,"[69, 93, 166, 232, 288, 295]","[69, 93, 166, 232, 288, 295]","[69, 93, 166, 232, 288, 295]"
8,"[60, 72, 238, 277, 296, 299]","[60, 72, 238, 277, 296, 299]","[60, 72, 238, 277, 296, 299]"
9,"[12, 17, 124, 188, 219, 223, 280]","[12, 17, 124, 219, 223, 280]","[12, 17, 124, 219, 223, 280]"
10,"[65, 81, 98, 173, 265, 269]","[65, 81, 98, 173, 265, 269]","[65, 81, 98, 173, 265, 269]"
11,"[35, 80, 92, 173, 273, 283]","[35, 80, 92, 173, 273, 283]","[35, 80, 92, 173, 273, 283]"
12,"[49, 52, 65, 73, 165, 283]","[49, 52, 65, 73, 165, 283]","[49, 52, 65, 73, 165, 283]"
13,"[45, 162, 190, 199, 250, 262]","[45, 162, 190, 199, 250, 262]","[45, 162, 190, 199, 250, 262]"
14,"[8, 19, 55, 209, 229, 288]","[8, 19, 55, 209, 229, 288]","[8, 19, 55, 209, 229, 288]"
15,"[63, 82, 123, 168, 228, 290]","[63, 82, 123, 168, 228, 290]","[63, 82, 123, 168, 228, 290]"
16,"[35, 178, 184, 236, 241, 269]","[35, 178, 184, 236, 241, 269]","[35, 178, 184, 236, 241, 269]"
17,"[97, 100, 161, 195, 216, 219]","[97, 100, 161, 195, 216, 219]","[97, 100, 161, 195, 216, 219]"
18,"[92, 100, 152, 171, 182, 285]","[92, 100, 152, 171, 182, 285]","[92, 100, 152, 171, 182, 285]"
19,"[104, 121, 199, 205, 232, 284]","[104, 121, 199, 205, 232, 284]","[104, 121, 199, 205, 232, 284]"
20,"[72, 103, 133, 216, 260, 265, 285]","[72, 103, 216, 260, 265, 285]","[72, 103, 216, 260, 265, 285]"
21,"[15, 61, 78, 117, 182, 230, 292]","[15, 61, 78, 182, 230, 292]","[15, 61, 78, 182, 230, 292]"
22,"[30, 62, 70, 151, 205, 280]","[30, 62, 70, 151, 205, 280]","[30, 62, 70, 151, 205, 280]"
23,"[20, 36, 39, 53, 68, 80, 242]","[20, 39, 53, 68, 80, 242]","[20, 39, 53, 68, 80, 242]"
24,"[48, 66, 150, 174, 294, 295]","[48, 66, 150, 174, 294, 295]","[48, 66, 150, 174, 294, 295]"
25,"[62, 68, 158, 171, 250, 285, 293]","[62, 68, 158, 171, 250, 285]","[62, 68, 158, 171, 250, 285]"
26,"[5, 21, 24, 134, 187, 239, 244]","[21, 24, 134, 187, 239, 244]","[21, 24, 134, 187, 239, 244]"
27,"[40, 143, 239, 271, 289, 292]","[40, 143, 239, 271, 289, 292]","[40, 143, 239, 271, 289, 292]"
28,"[95, 115, 147, 173, 260, 299]","[95, 115, 147, 173, 260, 299]","[95, 115, 147, 173, 260, 299]"
29,"[76, 91, 103, 110, 131, 216]","[76, 91, 103, 110, 131, 216]","[76, 91, 103, 110, 131, 216]"
30,"[14, 18, 154, 163, 185, 207]","[14, 18, 154, 163, 185, 207]","[14, 18, 154, 163, 185, 207]"
31,"[72, 173, 207, 255, 270, 292]","[72, 173, 207, 255, 270, 292]","[72, 173, 207, 255, 270, 292]"
32,"[2, 81, 104, 142, 251, 268]","[2, 81, 104, 142, 251, 268]","[2, 81, 104, 142, 251, 268]"
33,"[16, 23, 99, 219, 251, 252]","[16, 23, 99, 219, 251, 252]","[16, 23, 99, 219, 251, 252]"
34,"[0, 15, 168, 193, 218, 276]","[0, 15, 168, 193, 218, 276]","[0, 15, 168, 193, 218, 276]"
35,"[28, 31, 36, 93, 174, 189]","[28, 31, 36, 93, 174, 189]","[28, 31, 36, 93, 174, 189]"
36,"[12, 25, 33, 145, 163, 181, 271]","[12, 25, 33, 145, 163, 181]","[12, 25, 33, 145, 163, 181]"
37,"[24, 72, 162, 173, 240, 294]","[24, 72, 162, 173, 240, 294]","[24, 72, 162, 173, 240, 294]"
38,"[7, 8, 59, 133, 211, 220, 274]","[7, 8, 59, 133, 211, 220]","[7, 8, 59, 133, 211, 220]"
39,"[127, 169, 201, 204, 236, 266]","[127, 169, 201, 204, 236, 266]","[127, 169, 201, 204, 236, 266]"
40,"[5, 47, 74, 89, 171, 187]","[5, 47, 74, 89, 171, 187]","[5, 47, 74, 89, 171, 187]"
41,"[16, 111, 120, 206, 219, 294]","[16, 111, 120, 206, 219, 294]","[16, 111, 120, 206, 219, 294]"
42,"[14, 22, 64, 108, 131, 277]","[14, 22, 64, 108, 131, 277]","[14, 22, 64, 108, 131, 277]"
43,"[55, 92, 145, 172, 225, 275]","[55, 92, 145, 172, 225, 275]","[55, 92, 145, 172, 225, 275]"
44,"[76, 95, 160, 172, 253, 265]","[76, 95, 160, 172, 253, 265]","[76, 95, 160, 172, 253, 265]"
45,"[70, 107, 136, 144, 238, 265]","[31, 70, 107, 136, 238, 265]","[70, 107, 136, 144, 238, 265]"
46,"[42, 114, 122, 150, 157, 190, 241, 271, 280, 282]","[42, 114, 122, 157, 280, 282]","[42, 114, 122, 157, 280, 282]"
47,"[7, 95, 108, 146, 178, 281]","[7, 95, 108, 146, 178, 281]","[7, 95, 108, 146, 178, 281]"
48,"[92, 138, 236, 238, 248, 276]","[92, 138, 236, 238, 248, 276]","[92, 138, 236, 238, 248, 276]"
49,"[153, 161, 182, 217, 223, 245]","[153, 161, 182, 217, 223, 245]","[153, 161, 182, 217, 223, 245]"
50,"[5, 26, 104, 152, 241, 275]","[5, 26, 104, 152, 241, 275]","[5, 26, 104, 152, 241, 275]"
51,"[17, 43, 47, 65, 143, 185]","[17, 43, 47, 65, 143, 185]","[17, 43, 47, 65, 143, 185]"
52,"[7, 10, 14, 137, 167, 235, 273]","[7, 14, 137, 167, 235, 273]","[7, 14, 137, 167, 235, 273]"
53,"[21, 98, 109, 137, 232, 256, 290]","[21, 98, 109, 137, 232, 290]","[21, 98, 109, 137, 232, 290]"
54,"[81, 161, 169, 173, 205, 231]","[81, 161, 169, 173, 205, 231]","[81, 161, 169, 173, 205, 231]"
55,"[3, 19, 130, 141, 188, 227]","[3, 19, 130, 141, 188, 227]","[3, 19, 130, 141, 188, 227]"
56,"[112, 128, 194, 198, 219, 257]","[112, 128, 194, 198, 219, 257]","[112, 128, 194, 198, 219, 257]"
57,"[72, 134, 212, 226, 247, 275]","[72, 134, 212, 226, 247, 275]","[72, 134, 212, 226, 247, 275]"
58,"[19, 97, 185, 189, 197, 229]","[19, 97, 185, 189, 197, 229]","[19, 97, 185, 189, 197, 229]"
59,"[40, 139, 147, 151, 253, 291]","[40, 139, 147, 151, 253, 291]","[40, 139, 147, 151, 253, 291]"
60,"[103, 134, 187, 222, 235, 259]","[103, 134, 187, 222, 235, 259]","[103, 134, 187, 222, 235, 259]"
61,"[4, 22, 34, 42, 48, 61, 98, 150]","[4, 42, 48, 61, 87, 98, 150]","[4, 42, 48, 61, 98, 150]"
62,"[44, 71, 95, 116, 179, 296]","[44, 71, 95, 116, 179, 296]","[44, 71, 95, 116, 179, 296]"
63,"[44, 61, 85, 201, 205, 291]","[44, 61, 85, 201, 205, 291]","[44, 61, 85, 201, 205, 291]"
64,"[36, 46, 79, 123, 125, 170, 263]","[36, 46, 79, 123, 125, 170]","[36, 46, 79, 123, 125, 170]"
65,"[14, 182, 201, 234, 292, 296]","[14, 182, 201, 234, 292, 296]","[14, 182, 201, 234, 292, 296]"
66,"[5, 103, 148, 253, 256, 278]","[5, 103, 148, 253, 256, 278]","[5, 103, 148, 253, 256, 278]"
67,"[56, 143, 149, 151, 152, 237]","[56, 143, 149, 151, 152, 237]","[56, 143, 149, 151, 152, 237]"
68,"[19, 121, 169, 186, 216, 235]","[19, 121, 169, 186, 216, 235]","[19, 121, 169, 186, 216, 235]"
