run_id,harderLASSO ANN - 0.7lambda,harderLASSO ANN - lambda,harderLASSO ANN - 1.3lambda
0,"[12, 14, 27, 48, 61, 62, 81, 89, 108, 127, 131, 139, 163, 213, 216, 232, 238, 259, 282]","[12, 48, 61, 81, 89, 98, 127, 139, 149, 216, 224, 232, 238, 247, 253, 259, 282]","[8, 12, 48, 56, 61, 62, 81, 89, 127, 131, 139, 163, 216, 232, 238, 259, 282]"
1,"[3, 38, 49, 53, 56, 58, 67, 88, 93, 141, 146, 153, 163, 167, 175, 191, 200, 225, 239, 241, 254, 264, 273]","[3, 17, 49, 55, 56, 88, 93, 107, 141, 153, 167, 175, 191, 225, 239, 264, 273, 275]","[3, 49, 56, 88, 93, 102, 141, 191, 198, 225, 239, 273, 275]"
2,"[2, 7, 10, 72, 80, 84, 91, 94, 106, 125, 137, 143, 178, 180, 189, 197, 210, 218, 237, 259, 292]","[7, 39, 72, 80, 84, 91, 94, 119, 125, 137, 180, 189, 210, 218, 237, 259, 279]","[2, 4, 7, 72, 80, 84, 137, 178, 180, 189, 210, 218]"
3,"[8, 34, 59, 62, 66, 67, 73, 95, 117, 121, 160, 179, 189, 217, 223, 226, 253, 258, 283, 286, 297]","[11, 37, 42, 46, 51, 66, 157, 179, 223, 226, 253, 270, 280, 283, 285, 291]","[25, 223, 226, 283]"
4,"[2, 6, 65, 79, 82, 98, 100, 106, 118, 141, 147, 162, 168, 206, 208, 210, 211, 216, 237, 252, 276, 281]","[6, 79, 100, 106, 147, 153, 181, 186, 206, 210, 242]","[6, 79, 106, 147, 153, 164, 186, 206, 210, 242]"
5,"[26, 44, 54, 56, 69, 81, 87, 93, 99, 110, 162, 168, 173, 181, 210, 215, 216, 230, 232, 233]","[32, 44, 56, 84, 87, 89, 99, 149, 162, 167, 181, 218, 230, 232, 249]","[44, 56, 114, 167, 200, 216, 232]"
6,"[12, 27, 31, 42, 46, 110, 115, 120, 125, 153, 199, 222, 225, 228, 243, 269, 284, 298, 299]","[27, 83, 106, 108, 117, 199, 222, 228, 243, 269]","[27, 31, 46, 86, 120, 153, 228, 243]"
7,"[5, 14, 26, 37, 40, 55, 72, 87, 91, 97, 114, 115, 117, 125, 132, 144, 145, 164, 209, 245, 256, 265, 271, 277, 280, 285, 287]","[14, 26, 40, 72, 87, 145, 164, 209, 214, 241, 277, 280, 285, 287]","[26, 72, 75, 87, 123, 181, 241, 271, 287]"
8,"[9, 33, 82, 89, 96, 103, 126, 136, 210, 213, 231, 234, 241, 271, 283]","[61, 77, 89, 96, 97, 103, 136, 231, 234, 271, 283]","[9, 10, 77, 96, 106, 136, 141, 212, 223, 231, 234, 271]"
9,"[13, 48, 84, 87, 105, 125, 130, 152, 173, 187, 218, 226, 234, 247, 281, 292]","[13, 21, 48, 87, 99, 105, 130, 145, 148, 218, 226, 234, 283, 292]","[21, 48, 80, 84, 130, 145, 148, 218, 226, 234]"
10,"[13, 27, 55, 60, 81, 104, 125, 154, 162, 167, 236, 250, 255, 264, 281]","[27, 49, 81, 112, 125, 154, 167, 183, 236, 250, 268, 272]","[95, 104, 125, 154, 162, 183, 236, 250, 268, 272]"
11,"[0, 20, 26, 27, 52, 73, 100, 116, 117, 121, 122, 130, 147, 152, 164, 186, 205, 208, 214, 217, 219, 263, 270, 292]","[20, 52, 73, 100, 122, 124, 130, 164, 205, 208, 219, 263]","[27, 52, 100, 122, 130, 164, 205, 208, 219, 263]"
12,"[0, 13, 25, 58, 75, 82, 100, 163, 168, 171, 177, 184, 192, 197, 204, 222, 223, 235, 247, 261, 280]","[0, 5, 6, 10, 13, 25, 44, 46, 64, 103, 163, 174, 184, 247, 261, 280]","[0, 13, 25, 46, 83, 163, 184, 261, 280]"
13,"[15, 23, 53, 88, 89, 100, 106, 109, 116, 117, 120, 122, 153, 159, 207, 217, 223, 234, 252, 270, 271, 289]","[13, 15, 23, 55, 89, 100, 106, 109, 117, 120, 144, 153, 159, 207, 215, 217, 222]","[13, 15, 53, 89, 100, 109, 120, 153, 159, 207, 215, 217, 222, 234, 298]"
14,"[43, 44, 45, 75, 79, 89, 95, 172, 188, 194, 204, 225, 227, 244, 259, 264, 269, 280, 281, 288, 289, 291, 294]","[0, 44, 45, 81, 89, 95, 104, 172, 186, 194, 225, 263, 280, 281, 288, 289, 291]","[81, 89, 95, 104, 172, 194, 225, 263, 281, 288, 291]"
15,"[13, 32, 41, 50, 88, 102, 125, 166, 185, 196, 203, 206, 225, 239, 240, 277, 294]","[13, 23, 41, 50, 122, 125, 130, 147, 153, 166, 192, 203, 206, 211, 215, 240, 277]","[13, 32, 41, 50, 88, 102, 125, 166, 185, 196, 203, 206, 225, 239, 240, 277, 294]"
16,"[15, 18, 55, 58, 59, 64, 65, 69, 76, 98, 103, 124, 142, 146, 148, 150, 164, 183, 199, 207, 210, 215, 227, 265, 273, 275, 281]","[43, 58, 59, 69, 98, 148, 150, 207, 211, 215, 227, 241, 265, 281]","[58, 59, 64, 69, 148, 150, 183, 241, 265, 276, 281]"
17,"[29, 36, 46, 50, 80, 81, 108, 123, 139, 148, 150, 155, 162, 187, 207, 215, 239, 265, 283]","[29, 46, 80, 81, 102, 123, 139, 150, 192, 215, 228]","[29, 79, 80, 81, 123, 139, 150, 190]"
18,"[48, 55, 72, 73, 75, 79, 156, 166, 167, 182, 189, 203, 277, 291, 299]","[55, 60, 75, 126, 145, 166, 182, 195, 203, 233, 234, 249, 293]","[55, 75, 104, 166, 182, 203]"
19,"[4, 17, 22, 49, 56, 57, 96, 99, 107, 122, 152, 175, 186, 198, 202, 240, 265, 277, 283]","[18, 49, 56, 57, 72, 96, 99, 122, 152, 198, 234, 240, 257, 261, 265, 283]","[56, 57, 72, 96, 99, 122, 152, 198, 234, 240, 261, 265, 283]"
20,"[0, 8, 95, 135, 142, 146, 150, 155, 177, 190, 201, 209, 226, 230, 235, 262, 274, 288, 296]","[0, 55, 111, 135, 152, 201, 226, 235, 260, 296]","[0, 135, 156, 201, 226, 256, 296]"
21,"[32, 60, 62, 64, 85, 95, 103, 104, 112, 119, 124, 164, 194, 217, 246, 275, 284, 291, 298]","[31, 32, 39, 60, 62, 64, 85, 103, 112, 124, 194, 217, 275, 291]","[28, 85, 119, 124, 259, 275]"
22,"[3, 20, 25, 26, 58, 71, 74, 94, 107, 164, 266, 278, 294]","[3, 26, 58, 74, 94, 107, 153, 162, 179, 278, 283, 290, 294]","[26, 103, 107, 164, 219]"
23,"[9, 12, 35, 37, 43, 54, 93, 95, 97, 100, 124, 136, 149, 195, 205, 207, 213, 239, 241, 296]","[9, 12, 20, 35, 37, 54, 65, 70, 95, 98, 136, 149, 195, 205, 213, 235, 284]","[3, 43, 65, 97, 124, 136, 162, 195, 205, 213, 250]"
24,"[25, 44, 52, 80, 82, 91, 99, 102, 109, 116, 125, 148, 161, 167, 171, 214, 223, 231, 270, 275, 286]","[25, 136, 161, 178, 214, 220, 223, 258, 270, 275, 286]","[25, 161, 167, 214, 286]"
25,"[23, 29, 39, 45, 63, 75, 90, 140, 144, 146, 148, 154, 157, 160, 168, 172, 222, 223, 233, 235, 247, 252, 274, 296]","[0, 26, 29, 39, 63, 75, 90, 125, 134, 148, 172, 197, 214, 228, 252, 274, 296]","[0, 23, 39, 146, 148, 168, 172, 233, 252, 274]"
26,"[0, 10, 36, 42, 63, 96, 101, 132, 135, 166, 169, 179, 181, 214, 228]","[0, 10, 23, 61, 63, 86, 96, 156, 187, 192, 214]","[63, 156, 169, 177, 214, 232, 237, 256]"
27,"[10, 16, 55, 61, 73, 93, 96, 106, 136, 145, 160, 169, 183, 186, 189, 235, 239, 256]","[9, 10, 16, 28, 48, 53, 55, 61, 73, 78, 96, 139, 158, 169, 182, 189, 239, 256]","[10, 16, 48, 55, 61, 73, 78, 158, 169, 189, 239, 256]"
28,"[9, 29, 62, 77, 80, 86, 97, 100, 109, 125, 151, 168, 175, 189, 207, 233, 248, 254, 283, 294]","[29, 62, 80, 96, 98, 143, 162, 170, 175, 248, 263, 283]","[62, 80, 109, 189, 248, 263, 283, 294]"
29,"[44, 45, 58, 60, 158, 182, 195, 219, 223, 225, 256, 257, 260, 272, 281, 287]","[31, 58, 80, 141, 151, 206, 256, 281, 286, 287]","[80, 141, 281, 286, 287]"
30,"[25, 30, 50, 53, 57, 74, 78, 125, 144, 157, 164, 182, 217, 229, 260, 266, 292, 293]","[53, 57, 71, 72, 74, 103, 128, 135, 137, 163, 164, 216, 293, 298]","[10, 50, 53, 57, 72, 74, 78, 103, 164, 261, 270, 292, 293]"
31,"[55, 75, 76, 77, 79, 85, 93, 121, 123, 147, 152, 186, 201, 208, 221, 238, 254, 297, 298]","[74, 75, 76, 77, 85, 93, 123, 138, 147, 186, 201, 208, 234, 238, 254, 283, 297, 298]","[30, 76, 77, 93, 147, 201, 208, 238, 283]"
32,"[85, 97, 104, 152, 155, 163, 176, 185, 187, 189, 194, 220, 250, 293]","[3, 81, 85, 97, 104, 107, 131, 133, 163, 187, 220, 250]","[85, 97, 104, 163, 185, 187, 220, 250]"
33,"[12, 40, 49, 58, 63, 113, 123, 126, 135, 143, 159, 160, 176, 180, 194, 205, 209, 263, 283, 295]","[12, 25, 49, 58, 63, 113, 123, 176, 194, 205, 218, 263, 279, 293, 295]","[12, 25, 49, 58, 63, 67, 113, 123, 176, 194, 214, 218, 263, 279, 293, 295]"
34,"[8, 17, 49, 56, 59, 74, 83, 122, 146, 153, 176, 209, 230, 240, 257, 265, 291]","[49, 74, 89, 113, 123, 153, 159, 176, 228, 257, 265, 272]","[28, 49, 74, 113, 123, 233, 240, 257, 263]"
35,"[15, 23, 38, 42, 52, 54, 65, 90, 134, 140, 164, 168, 214, 237, 252, 289, 297]","[38, 50, 52, 78, 83, 140, 148, 164, 168, 236, 237, 245]","[38, 52, 78, 83, 140, 164]"
36,"[15, 36, 41, 42, 49, 91, 103, 123, 124, 148, 149, 184, 224, 228, 229, 241, 243, 261, 290]","[42, 61, 63, 93, 123, 148, 184, 224, 229, 243, 261]","[36, 53, 119, 123, 157]"
37,"[19, 40, 48, 52, 60, 80, 85, 106, 120, 132, 134, 152, 157, 165, 182, 185, 214, 218, 267, 271, 282, 285, 288, 290, 299]","[40, 48, 52, 60, 62, 74, 80, 95, 134, 165, 185, 218, 267, 282, 285, 288, 290, 297]","[6, 19, 48, 52, 60, 74, 91, 95, 113, 134, 149, 218, 247]"
