run_id,harderLASSO ANN - 0.7lambda,harderLASSO ANN - lambda,harderLASSO ANN - 1.3lambda
0,"[24, 97, 116, 134, 175, 176, 195, 208, 218, 258, 297]","[24, 97, 116, 134, 175, 176, 195, 208, 218, 258, 297]","[24, 97, 116, 134, 174, 175, 176, 195, 208, 218, 297]"
1,"[6, 24, 34, 140, 178, 200, 208, 217, 243, 264, 284, 287]","[6, 24, 34, 140, 178, 200, 217, 243, 264, 284, 287]","[6, 24, 34, 140, 178, 200, 217, 243, 264, 284, 287]"
2,"[31, 42, 49, 54, 59, 103, 137, 165, 249, 251, 299]","[7, 31, 59, 103, 119, 251, 299]","[7, 59, 299]"
3,"[13, 42, 79, 115, 121, 141, 142, 171, 183, 197, 225, 228, 252, 256]","[69, 115, 121, 141, 142, 159, 177, 185, 197, 227, 252]","[69, 115, 121, 141, 142, 159, 177, 185, 197, 227, 252, 283]"
4,"[20, 28, 40, 60, 92, 156, 173, 184, 199, 226, 251, 270, 276, 281]","[20, 28, 40, 92, 156, 238, 251, 274, 276, 281]","[20, 28, 40, 74, 92, 156, 238, 251, 274, 276, 281]"
5,"[0, 35, 50, 53, 61, 105, 141, 187, 210, 258, 275, 279, 280, 288]","[39, 81, 104, 105, 108, 174, 187, 208, 279, 280, 288]","[39, 81, 104, 105, 108, 174, 187, 208, 279, 280, 288]"
6,"[13, 18, 31, 34, 58, 94, 121, 125, 126, 147, 154, 155, 169, 177, 182, 209, 267, 272, 287]","[13, 147, 155, 177, 182, 224, 225, 267, 272, 283, 287]","[13, 147, 155, 177, 182, 224, 225, 267, 272, 283, 287]"
7,"[42, 50, 63, 95, 99, 164, 165, 167, 187, 200, 206, 219, 250, 291]","[63, 95, 99, 102, 133, 164, 165, 200, 206, 219, 250]","[63, 95, 99, 102, 133, 164, 165, 200, 206, 219, 250]"
8,"[25, 71, 77, 97, 103, 133, 152, 157, 159, 185, 200, 240, 251, 284]","[17, 97, 128, 133, 135, 152, 159, 241, 251, 271, 284]","[17, 97, 128, 133, 135, 152, 159, 241, 251, 271, 284]"
9,"[5, 23, 32, 35, 45, 111, 118, 188, 192, 205, 231, 234, 235, 259, 291]","[30, 35, 45, 109, 126, 142, 188, 192, 205, 231, 234, 235, 287, 291]","[32, 35, 118, 205, 231, 234, 291]"
10,"[24, 36, 46, 48, 66, 77, 103, 124, 132, 185, 270, 276, 287, 295, 297]","[36, 47, 93, 97, 185, 215, 268, 277, 287, 295]","[24, 36, 66, 103, 124, 185, 270, 297]"
11,"[6, 13, 21, 37, 59, 94, 108, 120, 121, 122, 169, 174, 208, 274, 299]","[6, 59, 64, 95, 121, 122, 174, 187, 253, 274, 299]","[6, 59, 64, 95, 121, 122, 174, 187, 253, 274, 299]"
12,"[11, 13, 52, 109, 132, 137, 156, 176, 181, 204, 213, 220, 277]","[11, 13, 15, 109, 132, 137, 148, 156, 181, 204, 213, 220, 277]","[11, 13, 15, 109, 132, 156, 181, 204, 213, 220, 277]"
