run_id,LassoNet,XGBoost,RF,baseline error
10,"([np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(8), np.int64(9), np.int64(10), np.int64(11), np.int64(12), np.int64(13), np.int64(14), np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(19), np.int64(20), np.int64(21), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(27), np.int64(28), np.int64(29), np.int64(30), np.int64(31), np.int64(32), np.int64(33), np.int64(34), np.int64(35), np.int64(36), np.int64(37), np.int64(38), np.int64(39), np.int64(40), np.int64(41), np.int64(42), np.int64(43), np.int64(44), np.int64(45), np.int64(46), np.int64(47), np.int64(48), np.int64(49), np.int64(50), np.int64(51), np.int64(52), np.int64(53), np.int64(54), np.int64(55), np.int64(56)], 0.9293478260869565)","([np.int64(4), np.int64(6), np.int64(7), np.int64(10), np.int64(15), np.int64(16), np.int64(20), np.int64(21), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(27), np.int64(35), np.int64(36), np.int64(41), np.int64(44), np.int64(45), np.int64(51), np.int64(52), np.int64(54), np.int64(55), np.int64(56)], 0.9586956521739131)","([np.int64(4), np.int64(6), np.int64(7), np.int64(15), np.int64(16), np.int64(18), np.int64(20), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(36), np.int64(45), np.int64(51), np.int64(52), np.int64(54), np.int64(55), np.int64(56)], 0.9532608695652174)",0.6097826086956522
11,"([np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(8), np.int64(9), np.int64(10), np.int64(11), np.int64(12), np.int64(13), np.int64(14), np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(19), np.int64(20), np.int64(21), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(27), np.int64(28), np.int64(29), np.int64(30), np.int64(31), np.int64(32), np.int64(33), np.int64(34), np.int64(35), np.int64(36), np.int64(37), np.int64(38), np.int64(39), np.int64(40), np.int64(41), np.int64(42), np.int64(43), np.int64(44), np.int64(45), np.int64(46), np.int64(47), np.int64(48), np.int64(49), np.int64(50), np.int64(51), np.int64(52), np.int64(53), np.int64(54), np.int64(55), np.int64(56)], 0.925)","([np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(15), np.int64(16), np.int64(20), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(27), np.int64(36), np.int64(41), np.int64(44), np.int64(45), np.int64(47), np.int64(51), np.int64(52), np.int64(54), np.int64(55), np.int64(56)], 0.9521739130434783)","([np.int64(4), np.int64(6), np.int64(7), np.int64(10), np.int64(15), np.int64(16), np.int64(18), np.int64(20), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(36), np.int64(45), np.int64(49), np.int64(51), np.int64(52), np.int64(54), np.int64(55), np.int64(56)], 0.9445652173913044)",0.5880434782608696
12,"([np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(8), np.int64(9), np.int64(10), np.int64(11), np.int64(12), np.int64(13), np.int64(14), np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(19), np.int64(20), np.int64(21), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(27), np.int64(28), np.int64(29), np.int64(30), np.int64(31), np.int64(32), np.int64(33), np.int64(34), np.int64(35), np.int64(36), np.int64(37), np.int64(38), np.int64(39), np.int64(40), np.int64(41), np.int64(42), np.int64(43), np.int64(44), np.int64(45), np.int64(46), np.int64(47), np.int64(48), np.int64(49), np.int64(50), np.int64(51), np.int64(52), np.int64(53), np.int64(54), np.int64(55), np.int64(56)], 0.9478260869565217)","([np.int64(4), np.int64(6), np.int64(7), np.int64(15), np.int64(16), np.int64(20), np.int64(21), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(27), np.int64(28), np.int64(36), np.int64(38), np.int64(41), np.int64(44), np.int64(45), np.int64(48), np.int64(51), np.int64(52), np.int64(54), np.int64(55)], 0.9532608695652174)","([np.int64(4), np.int64(6), np.int64(7), np.int64(15), np.int64(16), np.int64(18), np.int64(20), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(36), np.int64(45), np.int64(51), np.int64(52), np.int64(54), np.int64(55), np.int64(56)], 0.9543478260869566)",0.6228260869565218
13,"([np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(8), np.int64(9), np.int64(10), np.int64(11), np.int64(12), np.int64(13), np.int64(14), np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(19), np.int64(20), np.int64(21), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(27), np.int64(28), np.int64(29), np.int64(30), np.int64(31), np.int64(32), np.int64(33), np.int64(34), np.int64(35), np.int64(36), np.int64(37), np.int64(38), np.int64(39), np.int64(40), np.int64(41), np.int64(42), np.int64(43), np.int64(44), np.int64(45), np.int64(46), np.int64(47), np.int64(48), np.int64(49), np.int64(50), np.int64(51), np.int64(52), np.int64(53), np.int64(54), np.int64(55), np.int64(56)], 0.9357997823721437)","([np.int64(4), np.int64(6), np.int64(7), np.int64(15), np.int64(16), np.int64(22), np.int64(23), np.int64(24), np.int64(26), np.int64(27), np.int64(36), np.int64(38), np.int64(41), np.int64(44), np.int64(45), np.int64(51), np.int64(52), np.int64(54), np.int64(55)], 0.955386289445049)","([np.int64(2), np.int64(4), np.int64(6), np.int64(7), np.int64(15), np.int64(16), np.int64(18), np.int64(20), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(36), np.int64(45), np.int64(51), np.int64(52), np.int64(54), np.int64(55), np.int64(56)], 0.9445048966267682)",0.5908596300326442
14,"([np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(8), np.int64(9), np.int64(10), np.int64(11), np.int64(12), np.int64(13), np.int64(14), np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(19), np.int64(20), np.int64(21), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(27), np.int64(28), np.int64(29), np.int64(30), np.int64(31), np.int64(32), np.int64(33), np.int64(34), np.int64(35), np.int64(36), np.int64(37), np.int64(38), np.int64(39), np.int64(40), np.int64(41), np.int64(42), np.int64(43), np.int64(44), np.int64(45), np.int64(46), np.int64(47), np.int64(48), np.int64(49), np.int64(50), np.int64(51), np.int64(52), np.int64(53), np.int64(54), np.int64(55), np.int64(56)], 0.9445652173913044)","([np.int64(4), np.int64(6), np.int64(7), np.int64(10), np.int64(15), np.int64(16), np.int64(20), np.int64(21), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(27), np.int64(36), np.int64(38), np.int64(41), np.int64(44), np.int64(45), np.int64(51), np.int64(52), np.int64(54), np.int64(55), np.int64(56)], 0.9489130434782609)","([np.int64(4), np.int64(6), np.int64(7), np.int64(10), np.int64(15), np.int64(16), np.int64(18), np.int64(20), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(36), np.int64(45), np.int64(51), np.int64(52), np.int64(54), np.int64(55), np.int64(56)], 0.9489130434782609)",0.6076086956521739
15,"([np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(8), np.int64(9), np.int64(10), np.int64(11), np.int64(12), np.int64(13), np.int64(14), np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(19), np.int64(20), np.int64(21), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(27), np.int64(28), np.int64(29), np.int64(30), np.int64(31), np.int64(32), np.int64(33), np.int64(34), np.int64(35), np.int64(36), np.int64(37), np.int64(38), np.int64(39), np.int64(40), np.int64(41), np.int64(42), np.int64(43), np.int64(44), np.int64(45), np.int64(46), np.int64(47), np.int64(48), np.int64(49), np.int64(50), np.int64(51), np.int64(52), np.int64(53), np.int64(54), np.int64(55), np.int64(56)], 0.9271739130434783)","([np.int64(4), np.int64(6), np.int64(7), np.int64(15), np.int64(16), np.int64(20), np.int64(21), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(27), np.int64(28), np.int64(29), np.int64(36), np.int64(41), np.int64(44), np.int64(45), np.int64(48), np.int64(51), np.int64(52), np.int64(54), np.int64(55)], 0.9445652173913044)","([np.int64(2), np.int64(4), np.int64(6), np.int64(7), np.int64(15), np.int64(16), np.int64(18), np.int64(20), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(36), np.int64(45), np.int64(51), np.int64(52), np.int64(54), np.int64(55), np.int64(56)], 0.9380434782608695)",0.5989130434782609
16,"([np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(8), np.int64(9), np.int64(10), np.int64(11), np.int64(12), np.int64(13), np.int64(14), np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(19), np.int64(20), np.int64(21), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(27), np.int64(28), np.int64(29), np.int64(30), np.int64(31), np.int64(32), np.int64(33), np.int64(34), np.int64(35), np.int64(36), np.int64(37), np.int64(38), np.int64(39), np.int64(40), np.int64(41), np.int64(42), np.int64(43), np.int64(44), np.int64(45), np.int64(46), np.int64(47), np.int64(48), np.int64(49), np.int64(50), np.int64(51), np.int64(52), np.int64(53), np.int64(54), np.int64(55), np.int64(56)], 0.9347826086956522)","([np.int64(4), np.int64(6), np.int64(7), np.int64(15), np.int64(16), np.int64(20), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(27), np.int64(36), np.int64(41), np.int64(44), np.int64(45), np.int64(47), np.int64(51), np.int64(52), np.int64(54), np.int64(55), np.int64(56)], 0.9510869565217391)","([np.int64(2), np.int64(4), np.int64(6), np.int64(7), np.int64(15), np.int64(16), np.int64(18), np.int64(20), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(36), np.int64(45), np.int64(51), np.int64(52), np.int64(54), np.int64(55), np.int64(56)], 0.9489130434782609)",0.591304347826087
17,"([np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(9), np.int64(10), np.int64(11), np.int64(12), np.int64(13), np.int64(14), np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(19), np.int64(20), np.int64(21), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(27), np.int64(28), np.int64(29), np.int64(30), np.int64(31), np.int64(32), np.int64(33), np.int64(34), np.int64(35), np.int64(36), np.int64(37), np.int64(38), np.int64(39), np.int64(40), np.int64(41), np.int64(42), np.int64(43), np.int64(44), np.int64(45), np.int64(46), np.int64(47), np.int64(48), np.int64(49), np.int64(50), np.int64(51), np.int64(52), np.int64(53), np.int64(54), np.int64(55), np.int64(56)], 0.9260869565217391)","([np.int64(4), np.int64(6), np.int64(7), np.int64(8), np.int64(15), np.int64(16), np.int64(20), np.int64(21), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(27), np.int64(28), np.int64(36), np.int64(38), np.int64(40), np.int64(41), np.int64(44), np.int64(45), np.int64(51), np.int64(52), np.int64(54), np.int64(55)], 0.9423913043478261)","([np.int64(2), np.int64(4), np.int64(6), np.int64(7), np.int64(10), np.int64(15), np.int64(16), np.int64(18), np.int64(20), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(36), np.int64(45), np.int64(49), np.int64(51), np.int64(52), np.int64(54), np.int64(55), np.int64(56)], 0.941304347826087)",0.6086956521739131
18,"([np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(8), np.int64(9), np.int64(10), np.int64(11), np.int64(12), np.int64(13), np.int64(14), np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(19), np.int64(20), np.int64(21), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(27), np.int64(28), np.int64(29), np.int64(30), np.int64(31), np.int64(32), np.int64(33), np.int64(34), np.int64(35), np.int64(36), np.int64(37), np.int64(38), np.int64(39), np.int64(40), np.int64(41), np.int64(42), np.int64(43), np.int64(44), np.int64(45), np.int64(46), np.int64(47), np.int64(48), np.int64(49), np.int64(50), np.int64(51), np.int64(52), np.int64(53), np.int64(54), np.int64(55), np.int64(56)], 0.9239130434782609)","([np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(15), np.int64(16), np.int64(20), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(27), np.int64(28), np.int64(36), np.int64(38), np.int64(41), np.int64(44), np.int64(45), np.int64(51), np.int64(52), np.int64(54), np.int64(55), np.int64(56)], 0.941304347826087)","([np.int64(4), np.int64(6), np.int64(7), np.int64(10), np.int64(15), np.int64(16), np.int64(18), np.int64(20), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(36), np.int64(45), np.int64(51), np.int64(52), np.int64(54), np.int64(55), np.int64(56)], 0.9282608695652174)",0.6173913043478261
19,"([np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(8), np.int64(9), np.int64(10), np.int64(11), np.int64(12), np.int64(13), np.int64(14), np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(19), np.int64(20), np.int64(21), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(27), np.int64(28), np.int64(29), np.int64(30), np.int64(31), np.int64(32), np.int64(33), np.int64(34), np.int64(35), np.int64(36), np.int64(37), np.int64(38), np.int64(39), np.int64(40), np.int64(41), np.int64(42), np.int64(43), np.int64(44), np.int64(45), np.int64(46), np.int64(47), np.int64(48), np.int64(49), np.int64(50), np.int64(51), np.int64(52), np.int64(53), np.int64(54), np.int64(55), np.int64(56)], 0.9390642002176278)","([np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(15), np.int64(16), np.int64(20), np.int64(21), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(27), np.int64(36), np.int64(38), np.int64(41), np.int64(44), np.int64(45), np.int64(51), np.int64(52), np.int64(54), np.int64(55), np.int64(56)], 0.955386289445049)","([np.int64(4), np.int64(6), np.int64(7), np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(20), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(36), np.int64(45), np.int64(51), np.int64(52), np.int64(54), np.int64(55), np.int64(56)], 0.9455930359085963)",0.6180631120783461
20,"([np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(8), np.int64(9), np.int64(10), np.int64(11), np.int64(12), np.int64(13), np.int64(14), np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(19), np.int64(20), np.int64(21), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(27), np.int64(28), np.int64(29), np.int64(30), np.int64(31), np.int64(32), np.int64(33), np.int64(34), np.int64(35), np.int64(36), np.int64(37), np.int64(38), np.int64(39), np.int64(40), np.int64(41), np.int64(42), np.int64(43), np.int64(44), np.int64(45), np.int64(46), np.int64(47), np.int64(48), np.int64(49), np.int64(50), np.int64(51), np.int64(52), np.int64(53), np.int64(54), np.int64(55), np.int64(56)], 0.9456521739130435)","([np.int64(4), np.int64(6), np.int64(7), np.int64(15), np.int64(16), np.int64(20), np.int64(21), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(27), np.int64(36), np.int64(41), np.int64(44), np.int64(45), np.int64(47), np.int64(51), np.int64(52), np.int64(54), np.int64(55)], 0.9554347826086956)","([np.int64(4), np.int64(6), np.int64(7), np.int64(15), np.int64(16), np.int64(18), np.int64(20), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(36), np.int64(45), np.int64(51), np.int64(52), np.int64(54), np.int64(55), np.int64(56)], 0.9576086956521739)",0.6043478260869565
21,"([np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(8), np.int64(9), np.int64(10), np.int64(11), np.int64(12), np.int64(13), np.int64(14), np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(19), np.int64(20), np.int64(21), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(27), np.int64(28), np.int64(29), np.int64(30), np.int64(31), np.int64(32), np.int64(33), np.int64(34), np.int64(35), np.int64(36), np.int64(37), np.int64(38), np.int64(39), np.int64(40), np.int64(41), np.int64(42), np.int64(43), np.int64(44), np.int64(45), np.int64(46), np.int64(47), np.int64(48), np.int64(49), np.int64(50), np.int64(51), np.int64(52), np.int64(53), np.int64(54), np.int64(55), np.int64(56)], 0.9379760609357998)","([np.int64(4), np.int64(6), np.int64(7), np.int64(15), np.int64(16), np.int64(20), np.int64(21), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(27), np.int64(28), np.int64(36), np.int64(41), np.int64(44), np.int64(45), np.int64(47), np.int64(51), np.int64(52), np.int64(54), np.int64(55), np.int64(56)], 0.9488574537540805)","([np.int64(2), np.int64(4), np.int64(6), np.int64(7), np.int64(10), np.int64(15), np.int64(16), np.int64(18), np.int64(20), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(36), np.int64(45), np.int64(51), np.int64(52), np.int64(54), np.int64(55), np.int64(56)], 0.9488574537540805)",0.5908596300326442
22,"([np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(8), np.int64(9), np.int64(10), np.int64(11), np.int64(12), np.int64(13), np.int64(14), np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(19), np.int64(20), np.int64(21), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(27), np.int64(28), np.int64(29), np.int64(30), np.int64(31), np.int64(32), np.int64(33), np.int64(34), np.int64(35), np.int64(36), np.int64(37), np.int64(38), np.int64(39), np.int64(40), np.int64(41), np.int64(42), np.int64(43), np.int64(44), np.int64(45), np.int64(46), np.int64(47), np.int64(48), np.int64(49), np.int64(50), np.int64(51), np.int64(52), np.int64(53), np.int64(54), np.int64(55), np.int64(56)], 0.9390642002176278)","([np.int64(4), np.int64(6), np.int64(7), np.int64(15), np.int64(16), np.int64(20), np.int64(21), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(27), np.int64(36), np.int64(41), np.int64(44), np.int64(45), np.int64(51), np.int64(52), np.int64(54), np.int64(55), np.int64(56)], 0.9510337323177367)","([np.int64(2), np.int64(4), np.int64(6), np.int64(7), np.int64(15), np.int64(16), np.int64(18), np.int64(20), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(36), np.int64(45), np.int64(51), np.int64(52), np.int64(54), np.int64(55), np.int64(56)], 0.9510337323177367)",0.6050054406964092
23,"([np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(8), np.int64(9), np.int64(10), np.int64(11), np.int64(12), np.int64(13), np.int64(14), np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(19), np.int64(20), np.int64(21), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(27), np.int64(28), np.int64(29), np.int64(30), np.int64(31), np.int64(32), np.int64(33), np.int64(34), np.int64(35), np.int64(36), np.int64(37), np.int64(38), np.int64(39), np.int64(40), np.int64(41), np.int64(42), np.int64(43), np.int64(44), np.int64(45), np.int64(46), np.int64(47), np.int64(48), np.int64(49), np.int64(50), np.int64(51), np.int64(52), np.int64(53), np.int64(54), np.int64(55), np.int64(56)], 0.9380434782608695)","([np.int64(4), np.int64(6), np.int64(7), np.int64(15), np.int64(16), np.int64(19), np.int64(20), np.int64(21), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(27), np.int64(36), np.int64(41), np.int64(44), np.int64(45), np.int64(48), np.int64(51), np.int64(52), np.int64(54), np.int64(55), np.int64(56)], 0.9521739130434783)","([np.int64(2), np.int64(4), np.int64(6), np.int64(7), np.int64(15), np.int64(18), np.int64(20), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(36), np.int64(45), np.int64(51), np.int64(52), np.int64(54), np.int64(55), np.int64(56)], 0.9586956521739131)",0.6086956521739131
24,"([np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(8), np.int64(9), np.int64(10), np.int64(11), np.int64(12), np.int64(13), np.int64(14), np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(19), np.int64(20), np.int64(21), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(27), np.int64(28), np.int64(29), np.int64(30), np.int64(31), np.int64(32), np.int64(33), np.int64(34), np.int64(35), np.int64(36), np.int64(37), np.int64(38), np.int64(39), np.int64(40), np.int64(41), np.int64(42), np.int64(43), np.int64(44), np.int64(45), np.int64(46), np.int64(47), np.int64(48), np.int64(49), np.int64(50), np.int64(51), np.int64(52), np.int64(53), np.int64(54), np.int64(55), np.int64(56)], 0.9391304347826087)","([np.int64(4), np.int64(6), np.int64(7), np.int64(15), np.int64(16), np.int64(20), np.int64(21), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(27), np.int64(36), np.int64(38), np.int64(41), np.int64(44), np.int64(45), np.int64(48), np.int64(51), np.int64(52), np.int64(54), np.int64(55), np.int64(56)], 0.9402173913043478)","([np.int64(2), np.int64(4), np.int64(6), np.int64(7), np.int64(10), np.int64(15), np.int64(16), np.int64(18), np.int64(20), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(36), np.int64(45), np.int64(51), np.int64(52), np.int64(54), np.int64(55), np.int64(56)], 0.9467391304347826)",0.6097826086956522
25,"([np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(8), np.int64(9), np.int64(10), np.int64(11), np.int64(12), np.int64(13), np.int64(14), np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(19), np.int64(20), np.int64(21), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(27), np.int64(28), np.int64(29), np.int64(30), np.int64(31), np.int64(32), np.int64(33), np.int64(34), np.int64(35), np.int64(36), np.int64(37), np.int64(38), np.int64(39), np.int64(40), np.int64(41), np.int64(42), np.int64(43), np.int64(44), np.int64(45), np.int64(46), np.int64(47), np.int64(48), np.int64(49), np.int64(50), np.int64(51), np.int64(52), np.int64(53), np.int64(54), np.int64(55), np.int64(56)], 0.9315217391304348)","([np.int64(4), np.int64(6), np.int64(7), np.int64(15), np.int64(16), np.int64(20), np.int64(21), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(27), np.int64(28), np.int64(36), np.int64(41), np.int64(44), np.int64(45), np.int64(47), np.int64(48), np.int64(51), np.int64(52), np.int64(54), np.int64(55), np.int64(56)], 0.9478260869565217)","([np.int64(2), np.int64(4), np.int64(6), np.int64(7), np.int64(10), np.int64(15), np.int64(16), np.int64(18), np.int64(20), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(36), np.int64(45), np.int64(51), np.int64(52), np.int64(54), np.int64(55), np.int64(56)], 0.9543478260869566)",0.5793478260869566
26,"([np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(8), np.int64(9), np.int64(10), np.int64(11), np.int64(12), np.int64(13), np.int64(14), np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(19), np.int64(20), np.int64(21), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(27), np.int64(28), np.int64(29), np.int64(30), np.int64(31), np.int64(32), np.int64(33), np.int64(34), np.int64(35), np.int64(36), np.int64(37), np.int64(38), np.int64(39), np.int64(40), np.int64(41), np.int64(42), np.int64(43), np.int64(44), np.int64(45), np.int64(46), np.int64(47), np.int64(48), np.int64(49), np.int64(50), np.int64(51), np.int64(52), np.int64(53), np.int64(54), np.int64(55), np.int64(56)], 0.9391304347826087)","([np.int64(4), np.int64(6), np.int64(7), np.int64(15), np.int64(16), np.int64(20), np.int64(21), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(27), np.int64(36), np.int64(40), np.int64(41), np.int64(44), np.int64(45), np.int64(51), np.int64(52), np.int64(54), np.int64(55), np.int64(56)], 0.9510869565217391)","([np.int64(4), np.int64(6), np.int64(7), np.int64(15), np.int64(16), np.int64(18), np.int64(20), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(36), np.int64(45), np.int64(51), np.int64(52), np.int64(54), np.int64(55), np.int64(56)], 0.9478260869565217)",0.5880434782608696
27,"([np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(8), np.int64(9), np.int64(10), np.int64(11), np.int64(12), np.int64(13), np.int64(14), np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(19), np.int64(20), np.int64(21), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(27), np.int64(28), np.int64(29), np.int64(30), np.int64(31), np.int64(32), np.int64(33), np.int64(34), np.int64(35), np.int64(36), np.int64(37), np.int64(38), np.int64(39), np.int64(40), np.int64(41), np.int64(42), np.int64(43), np.int64(44), np.int64(45), np.int64(46), np.int64(47), np.int64(48), np.int64(49), np.int64(50), np.int64(51), np.int64(52), np.int64(53), np.int64(54), np.int64(55), np.int64(56)], 0.9326086956521739)","([np.int64(4), np.int64(6), np.int64(7), np.int64(12), np.int64(15), np.int64(16), np.int64(20), np.int64(21), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(27), np.int64(36), np.int64(41), np.int64(44), np.int64(45), np.int64(48), np.int64(51), np.int64(52), np.int64(54), np.int64(55)], 0.95)","([np.int64(4), np.int64(6), np.int64(7), np.int64(10), np.int64(15), np.int64(16), np.int64(18), np.int64(20), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(36), np.int64(45), np.int64(51), np.int64(52), np.int64(54), np.int64(55), np.int64(56)], 0.9391304347826087)",0.5902173913043478
