run_id,LassoNet,XGBoost,RF
0,"([np.int64(16), np.int64(30)], np.float64(0.22220729202772943))","([np.int64(16), np.int64(30)], np.float64(3.094598907992134))","([np.int64(14), np.int64(16), np.int64(19), np.int64(30), np.int64(42)], np.float64(4.811930129586057))"
1,"([np.int64(18), np.int64(39)], np.float64(0.2251003404649155))","([np.int64(18), np.int64(39)], np.float64(2.80831680604801))","([np.int64(1), np.int64(18), np.int64(22), np.int64(39), np.int64(42)], np.float64(4.853691670146487))"
2,"([np.int64(14), np.int64(20), np.int64(43)], np.float64(0.09962556569959082))","([np.int64(20), np.int64(23), np.int64(43)], np.float64(4.885863891695852))","([np.int64(20), np.int64(43)], np.float64(3.071955199675657))"
3,"([np.int64(12), np.int64(36)], np.float64(0.12802439226853246))","([np.int64(12), np.int64(36)], np.float64(3.217826901305918))","([np.int64(12), np.int64(20), np.int64(21), np.int64(36)], np.float64(3.7300154577272107))"
4,"([np.int64(11), np.int64(21)], np.float64(0.18446096813536783))","([np.int64(11), np.int64(21)], np.float64(2.93003209147705))","([np.int64(11), np.int64(17), np.int64(21), np.int64(31)], np.float64(4.795448914645509))"
5,"([np.int64(0), np.int64(46)], np.float64(0.18107711068516677))","([np.int64(0), np.int64(46), np.int64(48)], np.float64(3.7535241889641764))","([np.int64(0), np.int64(46)], np.float64(2.9251711426821965))"
6,"([np.int64(35), np.int64(49)], np.float64(0.19277255227508597))","([np.int64(35), np.int64(49)], np.float64(3.121293907398526))","([np.int64(2), np.int64(6), np.int64(35), np.int64(49)], np.float64(3.9065644321030786))"
7,"([np.int64(42), np.int64(48)], np.float64(0.10505617708524125))","([np.int64(42), np.int64(48)], np.float64(3.02487316991911))","([np.int64(42), np.int64(43), np.int64(48)], np.float64(4.967135126848281))"
8,"([np.int64(16), np.int64(23), np.int64(32)], np.float64(0.18087945225701382))","([np.int64(13), np.int64(16), np.int64(32), np.int64(44)], np.float64(4.254722190715087))","([np.int64(16), np.int64(32), np.int64(44), np.int64(46)], np.float64(3.092272848488732))"
9,"([np.int64(12), np.int64(29)], np.float64(0.17571375363117994))","([np.int64(12), np.int64(15), np.int64(29), np.int64(49)], np.float64(6.623435377830919))","([np.int64(12), np.int64(20), np.int64(29), np.int64(31), np.int64(49)], np.float64(7.185778989369142))"
10,"([np.int64(6), np.int64(10), np.int64(32)], np.float64(0.18469670202713262))","([np.int64(6), np.int64(10)], np.float64(3.514346085120511))","([np.int64(6), np.int64(10), np.int64(48)], np.float64(4.04585869958934))"
11,"([np.int64(37), np.int64(44)], np.float64(0.2725975238060398))","([np.int64(14), np.int64(37), np.int64(44)], np.float64(3.8659000602965796))","([np.int64(12), np.int64(14), np.int64(32), np.int64(37), np.int64(40), np.int64(44)], np.float64(4.629604686768738))"
12,"([np.int64(12), np.int64(33)], np.float64(0.13929781090636947))","([np.int64(12), np.int64(33)], np.float64(3.795885287001676))","([np.int64(5), np.int64(12), np.int64(21), np.int64(33), np.int64(45)], np.float64(5.786566873979968))"
13,"([np.int64(7), np.int64(27)], np.float64(0.16994307757829352))","([np.int64(7), np.int64(27), np.int64(42)], np.float64(3.072202920980401))","([np.int64(7), np.int64(27), np.int64(42)], np.float64(2.650184262738416))"
14,"([np.int64(26), np.int64(41)], np.float64(0.10647213473785178))","([np.int64(26), np.int64(41)], np.float64(3.184184764300434))","([np.int64(26), np.int64(41)], np.float64(2.484441312638731))"
15,"([np.int64(46), np.int64(47)], np.float64(0.09939684448309201))","([np.int64(46), np.int64(47)], np.float64(3.4710093854594075))","([np.int64(15), np.int64(46), np.int64(47)], np.float64(4.4013465902127065))"
16,"([np.int64(20), np.int64(26)], np.float64(0.2209209936612545))","([np.int64(20), np.int64(26)], np.float64(3.2736339885774295))","([np.int64(20), np.int64(25), np.int64(26)], np.float64(4.819754402420056))"
17,"([np.int64(42), np.int64(43), np.int64(46)], np.float64(0.17193095027983044))","([np.int64(42), np.int64(43)], np.float64(3.019728055280201))","([np.int64(24), np.int64(40), np.int64(42), np.int64(43), np.int64(48)], np.float64(5.9862986927357245))"
18,"([np.int64(32), np.int64(36)], np.float64(0.14902224716031953))","([np.int64(8), np.int64(32), np.int64(36)], np.float64(3.598424216544744))","([np.int64(8), np.int64(32), np.int64(36)], np.float64(3.160018706263404))"
19,"([np.int64(11), np.int64(41)], np.float64(0.26141041969951473))","([np.int64(11), np.int64(41), np.int64(48)], np.float64(3.5818586250774223))","([np.int64(11), np.int64(18), np.int64(37), np.int64(41)], np.float64(3.9858077697789374))"
20,"([np.int64(9), np.int64(34)], np.float64(0.24692873590642433))","([np.int64(9), np.int64(34), np.int64(38)], np.float64(4.026835044532743))","([np.int64(9), np.int64(34)], np.float64(2.388548792980079))"
21,"([np.int64(4), np.int64(24), np.int64(48)], np.float64(0.17738613371449188))","([np.int64(4), np.int64(48)], np.float64(3.974985084027345))","([np.int64(4), np.int64(48)], np.float64(2.7256539109529156))"
22,"([np.int64(14), np.int64(49)], np.float64(0.18305663131778085))","([np.int64(14), np.int64(49)], np.float64(3.963524006726632))","([np.int64(14), np.int64(23), np.int64(49)], np.float64(3.581534457238745))"
23,"([np.int64(20), np.int64(24)], np.float64(0.36139316924791404))","([np.int64(4), np.int64(19), np.int64(20), np.int64(24), np.int64(46)], np.float64(6.538001049243039))","([np.int64(4), np.int64(20), np.int64(24)], np.float64(4.23780261965008))"
24,"([np.int64(16), np.int64(34)], np.float64(0.14322207024524272))","([np.int64(16), np.int64(34)], np.float64(2.5907478258464116))","([np.int64(4), np.int64(16), np.int64(34)], np.float64(3.3078989741247233))"
25,"([np.int64(17), np.int64(21)], np.float64(0.1641916575456025))","([np.int64(17), np.int64(21), np.int64(37)], np.float64(3.61593304560054))","([np.int64(17), np.int64(21)], np.float64(2.497967361887095))"
26,"([np.int64(3), np.int64(38)], np.float64(0.1789915351104979))","([np.int64(3), np.int64(38)], np.float64(3.8055119105622524))","([np.int64(3), np.int64(16), np.int64(33), np.int64(38), np.int64(43)], np.float64(7.014234153614825))"
27,"([np.int64(0), np.int64(12)], np.float64(0.20174898411587747))","([np.int64(0), np.int64(12), np.int64(32)], np.float64(4.53282606810281))","([np.int64(0), np.int64(12), np.int64(30)], np.float64(4.285457105172652))"
28,"([np.int64(7), np.int64(13)], np.float64(0.19738620680091498))","([np.int64(7), np.int64(13), np.int64(48)], np.float64(4.480223261303671))","([np.int64(6), np.int64(7), np.int64(13)], np.float64(4.702452255043445))"
29,"([np.int64(11), np.int64(34)], np.float64(0.07606804362067772))","([np.int64(11), np.int64(34), np.int64(48)], np.float64(3.704156128027163))","([np.int64(11), np.int64(34), np.int64(47), np.int64(48)], np.float64(4.51085783590261))"
30,"([np.int64(14), np.int64(49)], np.float64(0.20380215920605854))","([np.int64(14), np.int64(49)], np.float64(3.7523060453787944))","([np.int64(3), np.int64(14), np.int64(23), np.int64(39), np.int64(49)], np.float64(5.529148527837207))"
31,"([np.int64(26), np.int64(28)], np.float64(0.14358356279282264))","([np.int64(26), np.int64(28)], np.float64(4.317447925886102))","([np.int64(7), np.int64(26), np.int64(28)], np.float64(3.966243010587309))"
32,"([np.int64(9), np.int64(45)], np.float64(0.3661153322782312))","([np.int64(9), np.int64(45), np.int64(48)], np.float64(4.721747325328752))","([np.int64(9), np.int64(45)], np.float64(2.684940015859409))"
33,"([np.int64(11), np.int64(22)], np.float64(0.09378985395263095))","([np.int64(11), np.int64(22), np.int64(44), np.int64(47)], np.float64(4.440059913545616))","([np.int64(11), np.int64(13), np.int64(22)], np.float64(4.061890724325327))"
34,"([np.int64(18), np.int64(26)], np.float64(0.188606783402134))","([np.int64(18), np.int64(26), np.int64(41), np.int64(42)], np.float64(4.829896634267727))","([np.int64(18), np.int64(22), np.int64(26)], np.float64(3.6299807055441615))"
35,"([np.int64(4), np.int64(29)], np.float64(0.1859275923634011))","([np.int64(4), np.int64(29)], np.float64(4.220593181252627))","([np.int64(4), np.int64(6), np.int64(29)], np.float64(4.458250496102022))"
36,"([np.int64(15), np.int64(40), np.int64(44)], np.float64(0.0689762576064278))","([np.int64(15), np.int64(40)], np.float64(3.1761804225985104))","([np.int64(1), np.int64(15), np.int64(32), np.int64(40), np.int64(46)], np.float64(6.003574571659302))"
37,"([np.int64(9), np.int64(43)], np.float64(0.37499274053370646))","([np.int64(9), np.int64(43)], np.float64(3.0205799939044544))","([np.int64(9), np.int64(43)], np.float64(1.9368272081819056))"
38,"([np.int64(36), np.int64(42), np.int64(49)], np.float64(0.18943009505802297))","([np.int64(42), np.int64(49)], np.float64(2.8703717110401743))","([np.int64(20), np.int64(42), np.int64(49)], np.float64(3.1988747997772204))"
39,"([np.int64(12), np.int64(37)], np.float64(0.35253009659820533))","([np.int64(12), np.int64(37)], np.float64(2.8357551924937026))","([np.int64(12), np.int64(37), np.int64(42)], np.float64(3.9114326316122514))"
40,"([np.int64(6), np.int64(9)], np.float64(0.17974924891360985))","([np.int64(6), np.int64(9), np.int64(16), np.int64(36)], np.float64(4.2973743294242235))","([np.int64(0), np.int64(6), np.int64(9), np.int64(16), np.int64(17), np.int64(41)], np.float64(5.257362681118024))"
41,"([np.int64(5), np.int64(40)], np.float64(0.10576732548368756))","([np.int64(5), np.int64(40)], np.float64(2.9967656339989817))","([np.int64(5), np.int64(12), np.int64(40)], np.float64(3.766408026247062))"
42,"([np.int64(7), np.int64(38)], np.float64(0.24476335962868043))","([np.int64(7), np.int64(38)], np.float64(2.7410163308919535))","([np.int64(7), np.int64(15), np.int64(28), np.int64(38)], np.float64(4.337106222334327))"
