run_id,LassoNet,XGBoost,RF
0,"([np.int64(0), np.int64(2), np.int64(4), np.int64(7), np.int64(9), np.int64(11), np.int64(12), np.int64(15), np.int64(16), np.int64(18), np.int64(19), np.int64(21), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(27), np.int64(28), np.int64(31), np.int64(35), np.int64(36), np.int64(37), np.int64(38), np.int64(42), np.int64(43), np.int64(45), np.int64(46), np.int64(47)], np.float64(93.47336969225623))","([np.int64(15), np.int64(18), np.int64(19), np.int64(24), np.int64(26), np.int64(35), np.int64(46)], np.float64(218.15594266060413))","([np.int64(0), np.int64(4), np.int64(9), np.int64(11), np.int64(15), np.int64(18), np.int64(19), np.int64(23), np.int64(24), np.int64(26), np.int64(35), np.int64(46)], np.float64(213.60033268802212))"
1,"([np.int64(0), np.int64(1), np.int64(2), np.int64(6), np.int64(7), np.int64(8), np.int64(10), np.int64(13), np.int64(15), np.int64(16), np.int64(20), np.int64(21), np.int64(22), np.int64(23), np.int64(24), np.int64(28), np.int64(30), np.int64(33), np.int64(34), np.int64(37), np.int64(38), np.int64(40), np.int64(41), np.int64(43)], np.float64(144.84735077297782))","([np.int64(16), np.int64(34), np.int64(37), np.int64(38), np.int64(41)], np.float64(354.66165289021274))","([np.int64(0), np.int64(1), np.int64(8), np.int64(10), np.int64(15), np.int64(16), np.int64(33), np.int64(34), np.int64(37), np.int64(40), np.int64(41)], np.float64(226.3669169167061))"
2,"([np.int64(0), np.int64(3), np.int64(4), np.int64(6), np.int64(8), np.int64(10), np.int64(11), np.int64(13), np.int64(14), np.int64(15), np.int64(18), np.int64(19), np.int64(21), np.int64(22), np.int64(24), np.int64(25), np.int64(27), np.int64(28), np.int64(29), np.int64(30), np.int64(32), np.int64(35), np.int64(36), np.int64(37), np.int64(38), np.int64(43), np.int64(44), np.int64(47), np.int64(49)], np.float64(104.74407714635223))","([np.int64(19), np.int64(21), np.int64(28), np.int64(36), np.int64(37), np.int64(44), np.int64(49)], np.float64(313.6641788177858))","([np.int64(8), np.int64(13), np.int64(14), np.int64(19), np.int64(21), np.int64(28), np.int64(36), np.int64(37), np.int64(44), np.int64(47), np.int64(49)], np.float64(226.71516934641897))"
3,"([np.int64(0), np.int64(1), np.int64(2), np.int64(8), np.int64(9), np.int64(11), np.int64(13), np.int64(15), np.int64(17), np.int64(18), np.int64(19), np.int64(24), np.int64(30), np.int64(31), np.int64(32), np.int64(33), np.int64(35), np.int64(39), np.int64(40), np.int64(42), np.int64(45), np.int64(47), np.int64(49)], np.float64(211.4825412338672))","([np.int64(11), np.int64(17), np.int64(24), np.int64(37), np.int64(39), np.int64(46), np.int64(49)], np.float64(253.64075305177334))","([np.int64(2), np.int64(11), np.int64(13), np.int64(17), np.int64(24), np.int64(35), np.int64(37), np.int64(39), np.int64(46), np.int64(49)], np.float64(203.29059402796213))"
4,"([np.int64(0), np.int64(2), np.int64(5), np.int64(8), np.int64(10), np.int64(11), np.int64(19), np.int64(25), np.int64(26), np.int64(29), np.int64(33), np.int64(34), np.int64(35), np.int64(40), np.int64(44), np.int64(45), np.int64(48), np.int64(49)], np.float64(234.88718946175203))","([np.int64(29), np.int64(36), np.int64(39), np.int64(40), np.int64(49)], np.float64(286.59727246888474))","([np.int64(2), np.int64(10), np.int64(18), np.int64(26), np.int64(29), np.int64(34), np.int64(36), np.int64(38), np.int64(39), np.int64(40), np.int64(49)], np.float64(203.8112315556613))"
5,"([np.int64(0), np.int64(1), np.int64(3), np.int64(5), np.int64(8), np.int64(11), np.int64(13), np.int64(15), np.int64(16), np.int64(20), np.int64(22), np.int64(23), np.int64(25), np.int64(26), np.int64(27), np.int64(32), np.int64(33), np.int64(34), np.int64(35), np.int64(36), np.int64(37), np.int64(38), np.int64(43), np.int64(46), np.int64(49)], np.float64(126.8875588254493))","([np.int64(12), np.int64(15), np.int64(22), np.int64(25), np.int64(26), np.int64(49)], np.float64(277.94318261611755))","([np.int64(0), np.int64(1), np.int64(5), np.int64(11), np.int64(12), np.int64(15), np.int64(22), np.int64(25), np.int64(26), np.int64(49)], np.float64(204.84746815721476))"
6,"([np.int64(0), np.int64(7), np.int64(8), np.int64(10), np.int64(11), np.int64(14), np.int64(16), np.int64(20), np.int64(22), np.int64(28), np.int64(29), np.int64(34), np.int64(36), np.int64(38), np.int64(39), np.int64(40), np.int64(42), np.int64(43), np.int64(49)], np.float64(179.9272706576038))","([np.int64(11), np.int64(16), np.int64(28), np.int64(34), np.int64(36), np.int64(38), np.int64(40), np.int64(49)], np.float64(182.04473708138403))","([np.int64(7), np.int64(8), np.int64(11), np.int64(16), np.int64(28), np.int64(34), np.int64(36), np.int64(38), np.int64(40), np.int64(49)], np.float64(198.30252420277563))"
7,"([np.int64(1), np.int64(2), np.int64(4), np.int64(5), np.int64(6), np.int64(8), np.int64(11), np.int64(12), np.int64(19), np.int64(21), np.int64(22), np.int64(23), np.int64(24), np.int64(27), np.int64(30), np.int64(31), np.int64(32), np.int64(34), np.int64(35), np.int64(36), np.int64(37), np.int64(40), np.int64(41), np.int64(43), np.int64(44), np.int64(45), np.int64(47), np.int64(49)], np.float64(90.10755447987478))","([np.int64(19), np.int64(24), np.int64(30), np.int64(31), np.int64(34), np.int64(40), np.int64(41)], np.float64(260.4885604742269))","([np.int64(12), np.int64(19), np.int64(23), np.int64(24), np.int64(27), np.int64(30), np.int64(31), np.int64(34), np.int64(40), np.int64(41), np.int64(47), np.int64(48)], np.float64(208.31600268414184))"
8,"([np.int64(2), np.int64(5), np.int64(7), np.int64(8), np.int64(10), np.int64(11), np.int64(12), np.int64(13), np.int64(14), np.int64(15), np.int64(17), np.int64(18), np.int64(19), np.int64(22), np.int64(24), np.int64(29), np.int64(30), np.int64(31), np.int64(33), np.int64(34), np.int64(35), np.int64(37), np.int64(40), np.int64(42), np.int64(43), np.int64(44), np.int64(45), np.int64(47), np.int64(48)], np.float64(95.79808047850764))","([np.int64(10), np.int64(22), np.int64(29), np.int64(31), np.int64(33), np.int64(35), np.int64(44), np.int64(45)], np.float64(219.48357220394453))","([np.int64(5), np.int64(10), np.int64(22), np.int64(29), np.int64(31), np.int64(33), np.int64(35), np.int64(40), np.int64(44), np.int64(45)], np.float64(200.6602808206341))"
9,"([np.int64(3), np.int64(5), np.int64(6), np.int64(13), np.int64(15), np.int64(17), np.int64(22), np.int64(25), np.int64(27), np.int64(30), np.int64(33), np.int64(38), np.int64(40), np.int64(41), np.int64(44), np.int64(45), np.int64(46), np.int64(47), np.int64(49)], np.float64(127.26907366715972))","([np.int64(3), np.int64(6), np.int64(15), np.int64(17), np.int64(27), np.int64(40), np.int64(47), np.int64(49)], np.float64(208.35490883268642))","([np.int64(3), np.int64(6), np.int64(15), np.int64(17), np.int64(22), np.int64(23), np.int64(27), np.int64(40), np.int64(47), np.int64(49)], np.float64(236.9450083478038))"
