run_id,LassoNet,XGBoost,RF
0,"([np.int64(1), np.int64(3), np.int64(4), np.int64(6), np.int64(11), np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(19), np.int64(23), np.int64(24), np.int64(29), np.int64(30), np.int64(31), np.int64(32), np.int64(35), np.int64(36), np.int64(38), np.int64(41), np.int64(42), np.int64(43), np.int64(45), np.int64(49)], np.float64(184.26255586018542))","([np.int64(29), np.int64(30), np.int64(36), np.int64(42)], np.float64(472.42710891468147))","([np.int64(3), np.int64(4), np.int64(11), np.int64(16), np.int64(17), np.int64(19), np.int64(23), np.int64(29), np.int64(30), np.int64(31), np.int64(36), np.int64(42)], np.float64(293.2238994980543))"
1,"([np.int64(1), np.int64(2), np.int64(4), np.int64(5), np.int64(7), np.int64(8), np.int64(9), np.int64(13), np.int64(14), np.int64(15), np.int64(17), np.int64(18), np.int64(19), np.int64(20), np.int64(21), np.int64(23), np.int64(26), np.int64(29), np.int64(30), np.int64(31), np.int64(33), np.int64(36), np.int64(37), np.int64(39), np.int64(40), np.int64(42), np.int64(43), np.int64(45), np.int64(47), np.int64(48)], np.float64(227.98898568056197))","([np.int64(20), np.int64(30), np.int64(31), np.int64(37), np.int64(42), np.int64(43), np.int64(47), np.int64(48)], np.float64(317.42054583282965))","([np.int64(2), np.int64(5), np.int64(8), np.int64(13), np.int64(14), np.int64(15), np.int64(20), np.int64(30), np.int64(31), np.int64(37), np.int64(42), np.int64(43), np.int64(47), np.int64(48)], np.float64(280.06784118536683))"
2,"([np.int64(0), np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(6), np.int64(11), np.int64(12), np.int64(13), np.int64(16), np.int64(17), np.int64(18), np.int64(20), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(29), np.int64(31), np.int64(32), np.int64(33), np.int64(34), np.int64(36), np.int64(37), np.int64(40), np.int64(41), np.int64(42), np.int64(43), np.int64(47)], np.float64(259.5727193293531))","([np.int64(31), np.int64(41), np.int64(42), np.int64(43)], np.float64(484.7157462392801))","([np.int64(2), np.int64(3), np.int64(4), np.int64(5), np.int64(11), np.int64(17), np.int64(26), np.int64(31), np.int64(40), np.int64(41), np.int64(42), np.int64(43)], np.float64(284.54473676851336))"
3,"([np.int64(2), np.int64(3), np.int64(5), np.int64(7), np.int64(8), np.int64(10), np.int64(11), np.int64(13), np.int64(16), np.int64(17), np.int64(18), np.int64(21), np.int64(24), np.int64(25), np.int64(28), np.int64(29), np.int64(30), np.int64(33), np.int64(34), np.int64(35), np.int64(37), np.int64(38), np.int64(40), np.int64(41), np.int64(44), np.int64(46), np.int64(48), np.int64(49)], np.float64(313.5453226162818))","([np.int64(37), np.int64(48), np.int64(49)], np.float64(512.157997100425))","([np.int64(3), np.int64(11), np.int64(13), np.int64(16), np.int64(18), np.int64(25), np.int64(35), np.int64(37), np.int64(48), np.int64(49)], np.float64(284.8157617864421))"
4,"([np.int64(1), np.int64(3), np.int64(6), np.int64(8), np.int64(12), np.int64(14), np.int64(16), np.int64(20), np.int64(26), np.int64(30), np.int64(32), np.int64(40), np.int64(43), np.int64(49)], np.float64(369.65999057242874))","([np.int64(25), np.int64(30), np.int64(32), np.int64(36), np.int64(37)], np.float64(416.61367423908763))","([np.int64(0), np.int64(6), np.int64(14), np.int64(15), np.int64(20), np.int64(25), np.int64(29), np.int64(30), np.int64(32), np.int64(36), np.int64(37), np.int64(43), np.int64(48)], np.float64(272.7484999857012))"
5,"([np.int64(3), np.int64(6), np.int64(11), np.int64(16), np.int64(17), np.int64(18), np.int64(19), np.int64(23), np.int64(24), np.int64(26), np.int64(27), np.int64(29), np.int64(31), np.int64(33), np.int64(34), np.int64(35), np.int64(37), np.int64(38), np.int64(41), np.int64(42), np.int64(43), np.int64(45), np.int64(46), np.int64(47)], np.float64(340.62212165688385))","([np.int64(23), np.int64(24), np.int64(42), np.int64(43), np.int64(48)], np.float64(402.20355591811114))","([np.int64(16), np.int64(19), np.int64(23), np.int64(24), np.int64(31), np.int64(33), np.int64(35), np.int64(42), np.int64(43), np.int64(45), np.int64(48)], np.float64(295.4892054798828))"
6,"([np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(9), np.int64(10), np.int64(11), np.int64(12), np.int64(13), np.int64(15), np.int64(16), np.int64(19), np.int64(20), np.int64(24), np.int64(25), np.int64(26), np.int64(30), np.int64(32), np.int64(34), np.int64(35), np.int64(37), np.int64(38), np.int64(39), np.int64(42), np.int64(43), np.int64(45), np.int64(47)], np.float64(228.62038104149158))","([np.int64(11), np.int64(19), np.int64(30), np.int64(34), np.int64(43), np.int64(45)], np.float64(355.16431141353735))","([np.int64(4), np.int64(5), np.int64(7), np.int64(9), np.int64(11), np.int64(16), np.int64(19), np.int64(26), np.int64(30), np.int64(34), np.int64(43), np.int64(45)], np.float64(255.96411288687773))"
7,"([np.int64(14), np.int64(22), np.int64(23), np.int64(24), np.int64(26), np.int64(27), np.int64(37), np.int64(45), np.int64(47)], np.float64(374.1538894113657))","([np.int64(12), np.int64(28), np.int64(37), np.int64(39), np.int64(44), np.int64(46)], np.float64(365.98509122888))","([np.int64(0), np.int64(10), np.int64(11), np.int64(12), np.int64(18), np.int64(22), np.int64(23), np.int64(28), np.int64(36), np.int64(37), np.int64(39), np.int64(44), np.int64(46)], np.float64(261.410293020394))"
8,"([np.int64(1), np.int64(2), np.int64(3), np.int64(7), np.int64(9), np.int64(13), np.int64(15), np.int64(18), np.int64(21), np.int64(24), np.int64(26), np.int64(30), np.int64(31), np.int64(38), np.int64(41), np.int64(44), np.int64(46)], np.float64(390.26418658955805))","([np.int64(13), np.int64(14), np.int64(16), np.int64(25), np.int64(30), np.int64(33), np.int64(38), np.int64(48)], np.float64(441.0812623323577))","([np.int64(3), np.int64(5), np.int64(10), np.int64(12), np.int64(13), np.int64(14), np.int64(16), np.int64(18), np.int64(25), np.int64(30), np.int64(33), np.int64(38), np.int64(46), np.int64(48)], np.float64(300.9454703448034))"
9,"([np.int64(0), np.int64(1), np.int64(2), np.int64(4), np.int64(5), np.int64(6), np.int64(7), np.int64(9), np.int64(11), np.int64(13), np.int64(14), np.int64(16), np.int64(17), np.int64(18), np.int64(19), np.int64(20), np.int64(21), np.int64(22), np.int64(23), np.int64(24), np.int64(25), np.int64(26), np.int64(27), np.int64(28), np.int64(31), np.int64(33), np.int64(34), np.int64(35), np.int64(36), np.int64(37), np.int64(38), np.int64(39), np.int64(40), np.int64(41), np.int64(42), np.int64(43), np.int64(44), np.int64(46), np.int64(47), np.int64(48), np.int64(49)], np.float64(114.72465254421944))","([np.int64(21), np.int64(27), np.int64(36), np.int64(43), np.int64(44), np.int64(46)], np.float64(396.16156696769616))","([np.int64(0), np.int64(2), np.int64(9), np.int64(18), np.int64(21), np.int64(27), np.int64(35), np.int64(36), np.int64(43), np.int64(44), np.int64(46)], np.float64(266.1897707689874))"
