run_id,harderLASSO ANN - 0.7lambda,harderLASSO ANN - lambda,harderLASSO ANN - 1.3lambda
0,"[70, 85, 105, 184, 200, 208, 223, 233, 238]","[9, 85, 163, 200, 208, 232, 238, 280]","[1, 85, 163, 223, 255]"
1,"[108, 109, 157, 166, 196, 199, 249, 260]","[74, 108, 109, 157, 166, 203, 249, 260, 290]","[53, 84, 109, 114, 166, 249, 260, 290, 293]"
2,"[50, 136, 143, 157, 188, 192, 241, 258, 260]","[25, 46, 73, 157, 241, 260, 271, 279, 296]","[25, 143, 176, 190, 241, 260, 296]"
3,"[15, 75, 78, 86, 121, 133, 179, 186, 267]","[15, 44, 57, 89, 111]","[15, 57, 218, 257]"
4,"[31, 98, 109, 127, 145, 150, 188, 192, 218, 259, 264, 279]","[31, 178, 264, 278, 284]","[11, 90, 95, 199, 259]"
5,"[28, 47, 147, 157, 159, 179, 201, 226, 243]","[114, 150, 153, 179, 226, 278]","[88, 114, 140, 161, 243, 272, 275]"
6,"[50, 51, 72, 167, 200, 210, 228, 258]","[8, 40, 50, 93, 151, 235, 258]","[19, 40, 258, 285, 298]"
7,"[22, 27, 138, 142, 152, 165, 171, 194, 203, 234, 250, 270, 283]","[17, 122, 151, 153, 182, 243]","[22, 83, 182, 206, 209]"
8,"[31, 33, 34, 58, 117, 181, 295]","[31, 58, 86, 117, 190, 207, 295]","[31, 40, 132, 190]"
9,"[18, 34, 40, 60, 199, 244, 259, 269, 296]","[3, 7, 34, 88, 158, 199, 235, 243, 259]","[34, 118, 161, 239]"
10,"[5, 25, 50, 68, 100, 105, 164, 176, 235]","[8, 25, 105, 153, 235, 259, 297]","[8, 25, 50, 105, 153, 235]"
11,"[110, 176, 241, 242, 247, 271, 288]","[154, 176, 247]","[155, 176, 271]"
12,"[0, 52, 139, 162, 183, 185, 206, 248, 253, 262, 277]","[67, 134, 171, 172, 206]","[67, 127, 164, 206]"
13,"[32, 73, 103, 113, 130, 147, 184, 222, 239, 257, 263, 272]","[1, 29, 81, 83, 198, 222, 257, 272]","[74, 246, 257, 272]"
14,"[9, 11, 102, 151, 210, 211, 240, 288]","[7, 9, 110, 144, 151, 165, 211]","[9, 102, 144, 211, 279, 288]"
15,"[2, 51, 156, 164, 165, 172, 190, 195, 252, 287, 289]","[13, 63, 164, 165, 187, 197]","[66, 164, 165, 197, 289]"
16,"[29, 45, 96, 157, 186, 201, 244, 254, 262, 282]","[157, 172, 227, 278, 282]","[157, 282]"
17,"[68, 111, 122, 163, 174, 175, 211, 213, 256]","[10, 111, 263, 272]","[120, 157, 213, 222, 263, 272]"
18,"[45, 92, 111, 113, 183, 202, 281]","[10, 84, 173, 183, 203, 227, 298]","[24, 84, 173, 245]"
19,"[18, 44, 55, 97, 104, 136, 139, 180, 190, 221, 248]","[18, 97, 139, 147, 168, 248, 271]","[18, 97, 139, 238, 248, 271]"
20,"[0, 22, 29, 61, 64, 195, 201, 208]","[0, 22, 61, 68, 79, 131, 146, 161, 297]","[0, 79, 208]"
21,"[34, 43, 81, 130, 136, 255, 257]","[10, 81, 146, 170, 181, 221, 249, 255, 257]","[10, 146, 261]"
22,"[15, 31, 38, 107, 147, 161, 203, 213, 287]","[4, 15, 31, 67, 107, 114, 161, 257]","[31, 38, 129, 147]"
23,"[29, 76, 86, 100, 170, 182, 230, 270]","[20, 23, 30, 64, 170, 219, 228, 233, 268]","[20, 32, 182, 268]"
24,"[18, 85, 92, 159, 199, 212, 258, 294, 296]","[85, 140, 212, 239, 253, 294]","[85, 258]"
25,"[25, 37, 41, 88, 116, 118, 155, 156, 166, 170]","[41, 46, 61, 113, 126, 143, 166, 177, 180, 228, 286]","[46, 166, 226, 228, 268]"
26,"[12, 88, 123, 140, 154, 212, 249, 273, 280, 286]","[9, 38, 88, 145, 270]","[8, 198, 206, 280]"
27,"[37, 41, 84, 190, 197, 246, 270, 287]","[11, 96, 101, 287, 289]","[41, 287]"
28,"[18, 29, 43, 65, 121, 168, 195, 265]","[29, 49, 146, 168]","[29, 65, 168, 237]"
29,"[2, 29, 99, 136, 201, 280, 290, 293]","[24, 105, 170, 201, 261, 290, 293]","[29, 80, 201, 261]"
30,"[18, 85, 176, 196, 259]","[47, 196, 246, 259, 265, 281, 298]","[47, 64, 176, 196, 259]"
31,"[55, 84, 147, 183, 191, 225, 296]","[44, 140, 188, 191, 295, 296]","[147, 183, 191]"
32,"[27, 44, 89, 115, 122, 163, 199, 254, 263, 298]","[122, 154, 181, 281]","[27, 122]"
33,"[13, 55, 109, 155, 179, 181, 210, 228, 230, 236, 282, 296]","[20, 27, 109, 117, 155, 193, 236, 258]","[143, 155, 236]"
34,"[16, 22, 25, 50, 58, 95, 132, 202, 215, 274, 293]","[2, 21, 22, 25, 95, 142, 184, 274]","[142, 177, 293]"
35,"[11, 17, 22, 44, 108, 143, 159, 226, 246, 282]","[17, 22, 23, 44, 69, 143]","[17, 23, 69, 108, 203, 226, 283]"
36,"[1, 91, 97, 115, 137, 164, 177, 183, 185, 248]","[11, 44, 65, 164, 165, 185, 245, 288, 289]","[164, 165, 245, 288, 289]"
37,"[0, 59, 68, 85, 110, 124, 149, 177, 198, 240, 299]","[38, 110, 120, 165, 283, 291, 299]","[58, 68, 110, 154, 209, 240, 299]"
38,"[53, 54, 73, 87, 143, 150, 185, 203, 226, 234, 266, 290]","[10, 50, 73, 152, 211]","[50, 57, 73, 152, 211, 223]"
39,"[10, 152, 208, 217, 219, 290, 291]","[53, 147, 152, 192, 208]","[53, 142, 208, 209, 217]"
40,"[12, 34, 60, 92, 100, 145, 147, 232]","[34, 147, 197, 205]","[21, 73, 147, 204]"
41,"[10, 87, 93, 94, 129, 133, 168, 186, 222, 226, 235, 238]","[83, 87, 94, 124, 149, 186, 280]","[57, 186, 280]"
42,"[3, 10, 29, 46, 59, 91, 127, 137, 200, 231, 234, 268, 274]","[46, 91, 164, 234, 247, 256]","[17, 164, 230, 282]"
43,"[83, 116, 120, 148, 151, 174, 209, 276]","[147, 173, 209, 248]","[44, 157, 173, 209, 265, 276]"
44,"[22, 68, 82, 133, 183, 211, 220, 228, 239]","[22, 59, 82, 129, 211, 220, 228, 234, 239]","[22, 129, 211, 220, 228, 239, 296]"
45,"[16, 42, 76, 88, 89, 136, 167, 170, 214, 224, 251, 274]","[17, 51, 88, 109, 167, 170, 199, 214, 271, 289]","[12, 16, 88, 125, 167, 170, 188, 218, 224]"
46,"[33, 34, 130, 183, 185, 233, 246, 264, 281]","[17, 33, 34, 147, 185, 287]","[34, 185]"
47,"[22, 79, 91, 118, 147, 151, 171, 175, 246]","[36, 68, 126, 151, 171, 200, 201, 257, 272]","[35, 36, 151]"
48,"[82, 97, 215, 224, 245, 249, 251, 276]","[10, 40, 215, 245, 251, 264]","[10, 161, 245, 251]"
49,"[11, 43, 70, 79, 82, 83, 125, 140, 147, 168, 213, 243, 248, 266]","[44, 57, 70, 79, 82, 83, 114, 266, 276]","[83, 94, 248, 266]"
