run_id,harderLASSO ANN - 0.7lambda,harderLASSO ANN - lambda,harderLASSO ANN - 1.3lambda
0,"[102, 139, 187, 200, 214, 216, 232, 274, 289, 290, 291]","[34, 47, 71, 124, 139, 152, 214, 275, 291]","[94, 139, 185, 216]"
1,"[1, 11, 13, 63, 81, 108, 113, 154, 190, 214, 241, 247, 265, 270, 298]","[64, 75, 81, 214, 217, 251, 299]","[13, 63]"
2,"[27, 43, 72, 109, 131, 136, 146, 183, 233]","[38, 61, 72, 146, 201, 282]","[34, 58, 146, 170, 299]"
3,"[40, 79, 89, 138, 146, 149, 153, 188, 191, 193, 208, 212, 215]","[4, 40, 43, 89, 99, 146, 185, 191, 206, 212]","[4, 40, 89, 146, 170, 183, 206, 208]"
4,"[36, 38, 54, 56, 63, 99, 118, 162, 164, 177, 200, 228]","[61, 63, 81, 84, 88, 99, 174, 200]","[9, 81, 200, 276]"
5,"[6, 30, 63, 73, 81, 83, 102, 124, 133, 141, 195, 277]","[6, 63, 102, 141, 195, 224]","[6, 63, 102, 141, 195]"
6,"[26, 27, 65, 75, 131, 146, 149, 183, 206, 257, 267, 278, 283, 287]","[26, 65, 78, 82, 123, 206, 218, 266, 278, 295]","[65, 131, 148, 184, 221, 256]"
7,"[26, 46, 54, 113, 171, 172, 200, 209, 241, 261, 262]","[45, 54, 108, 171, 200, 209, 261]","[171, 181, 209, 247, 261, 273]"
8,"[12, 20, 67, 132, 149, 174, 181, 186, 209, 223, 273]","[20, 27, 66, 105, 181, 210, 224, 229]","[135, 149, 174, 181, 258]"
9,"[18, 25, 27, 38, 74, 82, 88, 107, 125, 199, 208, 216]","[32, 88, 91, 201, 242, 245, 254, 273, 291]","[33, 88, 91, 291]"
10,"[13, 62, 82, 83, 160, 199, 203, 212, 230, 273, 276, 290]","[13, 34, 82, 176, 203, 246]","[82, 176, 198, 232, 246, 297]"
