run_id,harderLASSO ANN - 0.7lambda,harderLASSO ANN - lambda,harderLASSO ANN - 1.3lambda
0,"[19, 61, 89, 163, 174, 190, 208, 213, 225, 256, 277, 294]","[19, 59, 61, 85, 136, 173, 174, 207, 208, 294]","[9, 61, 174, 213, 218]"
1,"[49, 72, 98, 112, 123, 152, 153, 198, 239, 263, 271]","[24, 49, 107, 152, 170, 221, 281]","[6, 17, 34, 126, 152, 159, 198]"
2,"[22, 33, 74, 75, 76, 90, 177, 218, 258, 280]","[22, 74, 75, 220, 254, 274, 288]","[205, 218, 220]"
3,"[46, 84, 155, 163, 233, 265, 292]","[19, 46, 173, 223, 228]","[46, 155, 173, 233]"
4,"[16, 20, 24, 79, 138, 158, 170, 173, 203, 249, 281]","[79, 82, 100, 106, 248]","[79, 106, 173, 191, 271]"
5,"[18, 21, 43, 87, 136, 145, 168, 246, 267]","[87, 145, 146, 152, 170, 248]","[44, 87, 145, 208]"
6,"[46, 61, 102, 125, 136, 146, 174, 257, 282, 296]","[27, 32, 45, 61, 78, 135, 136, 209]","[131, 136, 174, 257, 282]"
7,"[48, 72, 75, 87, 93, 131, 198, 203, 248, 264, 287]","[60, 87, 244, 246, 255, 284, 287]","[48, 60, 93, 106, 115, 248, 269]"
8,"[1, 88, 140, 141, 161, 166, 179, 181, 208, 231]","[124, 161, 197, 227, 231]","[10, 79, 234]"
9,"[38, 107, 150, 203, 226, 228, 285]","[38, 150, 226, 228, 254]","[58, 228]"
10,"[41, 65, 104, 131, 259]","[3, 41, 65, 110, 124, 156, 187, 259, 299]","[41, 65, 131, 259]"
11,"[36, 182, 192, 200, 219, 228, 259, 274, 295]","[22, 30, 77, 116, 200, 219]","[30, 80, 200]"
12,"[6, 50, 54, 64, 66, 70, 87, 184]","[13, 42, 64, 70, 130, 159, 184, 234]","[64, 70, 184, 275]"
13,"[32, 76, 79, 107, 173, 197, 215, 217, 238, 242]","[33, 109, 145, 159, 161, 206, 293]","[145, 215]"
14,"[9, 50, 92, 104, 147, 194, 244, 270, 291]","[71, 147, 194, 291]","[92, 147, 194, 262]"
15,"[36, 74, 89, 167, 298]","[81, 89, 167, 179]","[46, 74, 89, 291]"
16,"[55, 70, 82, 133, 209, 210, 241, 244, 248, 276]","[38, 209, 227]","[55, 82, 110, 133, 266]"
17,"[7, 131, 132, 138, 162, 234, 261]","[13, 57, 150, 162, 234, 285, 292, 295]","[68, 144, 205, 208, 295]"
18,"[15, 146, 166, 182, 195, 257]","[15, 44, 60, 146, 151, 168, 182, 233, 234]","[146, 196, 203]"
