run_id,harderLASSO ANN - 0.7lambda,harderLASSO ANN - lambda,harderLASSO ANN - 1.3lambda
0,"[1, 7, 21, 87, 112, 163, 177, 196, 209, 263, 276, 277, 294]","[7, 21, 29, 112, 118, 196, 234, 276, 293]","[1, 21, 98, 99, 177, 209]"
1,"[46, 95, 135, 209, 243, 257]","[79, 99, 104, 175, 183, 184, 248, 257, 263, 274]","[125, 140, 257, 273]"
2,"[9, 58, 134, 138, 149, 159, 194, 247, 252, 267, 269, 275, 286]","[58, 154, 194, 197, 253, 263, 269, 283, 296]","[58, 99, 178, 182, 187, 267, 269, 283]"
3,"[1, 26, 32, 35, 91, 107, 114, 183, 208, 212, 226, 270]","[1, 14, 26, 35, 110, 125, 270, 276, 293]","[24, 32, 35, 209, 212, 270, 293]"
4,"[30, 46, 88, 96, 125, 139, 182, 192, 209, 262, 263, 265, 266]","[30, 46, 81, 88, 196, 216, 250, 262]","[76, 122, 219, 262]"
5,"[18, 29, 51, 55, 63, 67, 91, 133, 136, 173, 182, 242, 250, 252, 259, 287]","[18, 67, 91, 97, 100, 102, 182, 252]","[16, 18, 24, 84, 85, 100, 133, 136]"
6,"[0, 7, 46, 79, 108, 115, 168, 201, 270, 272, 281]","[7, 62, 109, 115, 144, 146, 150, 201, 262, 270, 295]","[0, 20, 79, 109, 119, 201]"
7,"[141, 148, 177, 182, 198, 252, 267]","[11, 37, 149, 182, 196, 214, 264, 271]","[37, 38, 264]"
8,"[27, 29, 57, 63, 77, 116, 129, 171, 187, 188, 195, 204, 269, 272, 290, 296]","[27, 59, 71, 77, 87, 91, 129, 187, 202, 228, 264, 290]","[3, 14, 59, 73, 269, 291]"
9,"[12, 46, 51, 58, 107, 158, 219, 239, 269]","[9, 26, 30, 58, 219, 224, 269]","[58, 107, 219]"
10,"[7, 51, 93, 112, 125, 130, 159, 191, 199, 205, 257, 293]","[107, 125, 145, 173, 191, 194, 202, 205, 206, 215, 293]","[41, 125, 191, 199, 257]"
11,"[90, 120, 148, 162, 239, 263, 265, 281]","[5, 84, 182, 187, 194, 200, 239]","[44, 211, 239, 281]"
12,"[49, 51, 103, 136, 140, 142, 153, 182, 194, 198, 209]","[12, 49, 51, 134, 140, 194, 198, 209, 247, 275]","[12, 23, 51, 194, 203, 209, 232, 238]"
13,"[3, 63, 153, 169, 206, 212, 217, 221, 262, 276, 279, 281, 292, 294]","[3, 20, 59, 75, 104, 116, 142, 149, 159, 180, 271, 279, 281]","[59, 64, 116, 137, 149, 159, 180]"
14,"[21, 46, 118, 158, 180, 226, 230, 241, 247, 254, 262, 280]","[20, 21, 76, 127, 226, 241, 254, 262]","[21, 127, 226, 241, 262]"
15,"[0, 19, 28, 62, 81, 89, 105, 127, 153, 226, 227, 228, 286]","[0, 11, 81, 105, 115, 159, 227, 228]","[0, 19, 81, 143, 183, 227]"
16,"[24, 34, 68, 70, 109, 111, 115, 180, 233, 238, 250, 290, 297]","[0, 27, 68, 86, 170, 247, 297]","[27, 86, 142, 238, 297]"
17,"[14, 20, 26, 110, 111, 184, 194, 222, 263]","[26, 75, 148, 150, 184, 222, 263]","[75, 111]"
18,"[44, 47, 61, 79, 98, 104, 148, 154, 172, 192, 206, 252, 257, 284]","[17, 65, 80, 148, 206, 229, 252, 268, 281]","[24, 65, 115, 148, 162, 167, 206, 264]"
19,"[21, 57, 59, 102, 116, 122, 139, 148, 163, 238, 253, 261, 281, 286, 293]","[57, 102, 122, 163, 253, 254, 261, 276, 280, 293]","[57, 122, 163]"
20,"[1, 12, 42, 68, 105, 131, 137, 159, 218, 254, 264, 296]","[13, 18, 25, 105, 129, 131, 174, 218, 296]","[162, 174, 218, 296]"
21,"[5, 16, 44, 104, 124, 140, 141, 173, 206, 228, 264]","[12, 16, 19, 44, 98, 104, 170, 228]","[4, 15, 37, 141, 206, 228]"
22,"[1, 32, 41, 87, 91, 161, 168, 228, 251, 292]","[41, 122, 137, 168, 208, 246, 297]","[38, 41, 91, 168, 208]"
23,"[1, 6, 81, 90, 110, 163, 164, 173, 182, 201, 235, 237, 246, 253]","[43, 81, 91, 164, 191, 200, 235]","[81, 297]"
24,"[22, 54, 100, 111, 112, 195, 198, 201, 234, 239]","[31, 39, 54, 112, 188, 200, 239]","[26, 45, 54, 98, 112, 156, 198, 201, 239]"
25,"[73, 110, 120, 134, 185, 222, 224, 282, 292, 299]","[73, 119, 130, 134, 142, 150, 222, 238, 282]","[29, 73, 222, 270]"
26,"[28, 47, 138, 139, 171, 213, 218, 241, 246]","[42, 47, 138, 153, 171, 282]","[54, 276, 299]"
27,"[6, 90, 107, 157, 176, 209, 215, 228, 281, 297]","[14, 33, 90, 107, 117, 151, 157, 176, 196, 215, 296]","[60, 90, 196, 215, 284, 296]"
28,"[10, 61, 77, 86, 131, 146, 156, 195, 250, 255, 265, 267, 279]","[10, 61, 81, 86, 93, 143, 146, 157, 233, 265, 279]","[12, 61, 157, 250]"
29,"[12, 46, 101, 168, 196, 227, 279, 287]","[19, 46, 99, 141, 166, 196, 260, 287]","[39, 141, 166, 181, 208]"
30,"[1, 96, 123, 133, 138, 150, 187, 196, 200, 241, 244, 254]","[24, 26, 99, 129, 139, 180, 254, 255]","[59, 99, 127, 129, 254, 262]"
31,"[26, 72, 95, 125, 131, 169, 187, 197, 212, 224, 246, 253, 258, 277, 280]","[4, 26, 36, 90, 93, 95, 116, 141, 167, 231, 258, 259, 280]","[13, 89, 92, 93, 95, 141, 218]"
32,"[3, 40, 52, 59, 63, 71, 72, 108, 145, 159, 245, 258]","[63, 72, 77, 117, 149, 221]",[72]
33,"[24, 35, 49, 56, 85, 102, 236, 260]","[11, 13, 24, 35, 133, 236, 249, 251]","[24, 35, 49, 56, 85, 252]"
34,"[12, 79, 88, 89, 134, 152, 196, 200, 222, 226, 257, 260]","[49, 63, 76, 79, 137, 222, 226, 233, 257]","[86, 89, 152, 177, 226, 239, 257, 297]"
35,"[8, 67, 116, 161, 176, 204, 212, 223]","[8, 59, 161, 176, 207, 212, 253, 268]","[50, 59]"
36,"[3, 14, 39, 108, 121, 125, 257]","[23, 39, 46, 49, 56, 63, 66, 101, 213, 257]","[1, 138, 213, 222]"
37,"[0, 19, 26, 34, 45, 52, 104, 115, 156, 164, 181, 195, 250, 265, 283]","[0, 26, 52, 127, 138, 164, 248, 252]","[52, 73, 127, 164]"
38,"[69, 81, 86, 136, 158, 196, 228, 254, 284]","[0, 16, 79, 107, 146, 147, 228, 283]","[0, 40, 88, 107, 146]"
39,"[9, 10, 24, 41, 42, 51, 68, 84, 131, 136, 157, 170, 171, 286]","[19, 41, 51, 69, 73, 99, 146, 170, 199, 246]","[10, 51, 75]"
40,"[6, 21, 55, 77, 91, 96, 107, 109, 119, 279]","[6, 41, 77, 119, 145, 196]","[6, 57, 180, 254]"
41,"[64, 115, 160, 173, 251, 268, 299]","[25, 29, 64, 115, 130, 186, 276]","[7, 64, 89, 92, 124, 182, 187]"
42,"[58, 77, 93, 157, 163, 192, 207, 228, 242, 250, 261]","[26, 110, 180, 195, 209, 261]","[40, 112, 192]"
43,"[2, 29, 40, 97, 107, 156, 172, 173, 177, 227, 297]","[2, 6, 19, 49, 166, 167, 177, 256, 265]","[19, 20, 44, 107, 177, 256]"
44,"[17, 20, 78, 89, 130, 236, 240, 276]","[24, 78, 89, 194, 210, 257, 275, 276]","[68, 78, 276]"
45,"[6, 22, 45, 47, 100, 174, 295, 297]","[10, 45, 47, 74, 205, 219, 297]","[45, 80, 100, 174, 183, 295]"
46,"[68, 72, 113, 129, 180, 184, 216, 223, 226]","[55, 68, 72, 113, 186, 216, 223, 271]","[2, 55, 68, 113, 127, 159, 216]"
47,"[16, 45, 67, 85, 99, 101, 116, 136, 197, 204, 216, 232, 260, 261, 287]","[81, 120, 129, 170, 252, 253, 260]","[2, 9, 85, 99, 136, 164, 232, 260, 264, 283]"
48,"[11, 41, 64, 104, 181, 186, 240, 247, 280, 288, 296]","[40, 45, 64, 93, 104, 186, 230, 288, 296]","[37, 298]"
49,"[70, 95, 118, 152, 175, 219, 222, 277, 279]","[13, 63, 70, 95, 96, 118, 230, 279]","[118, 178, 222, 279]"
50,"[45, 56, 69, 145, 173, 191]","[19, 28, 114, 171, 202, 226, 237, 287]","[45, 69, 95, 191]"
51,"[26, 27, 53, 121, 138, 140, 203, 210, 252, 281, 282]","[3, 4, 21, 27, 95, 97, 140, 203, 211, 281, 282, 296]","[26, 71, 97, 138, 140, 298]"
52,"[13, 70, 99, 125, 138, 154, 189, 281, 299]","[13, 35, 64, 99, 130, 138, 200, 218, 254, 281, 298, 299]","[13, 70, 99, 125, 138, 200, 259, 299]"
53,"[27, 81, 93, 130, 138, 147, 193, 201, 212, 228, 234, 273]","[27, 81, 117, 119, 141, 181, 188, 201, 206, 208, 266]","[33, 82, 206]"
54,"[9, 21, 35, 45, 193, 207, 227, 248, 277]","[129, 130, 143, 193, 218, 227, 248, 278]","[193, 212, 227, 248]"
55,"[24, 56, 66, 102, 111, 123, 125, 130, 147, 187, 225, 288]","[24, 74, 123, 184, 187, 222, 288]","[6, 38, 123, 125, 252, 257, 288]"
56,"[12, 50, 65, 78, 140, 204, 223, 253, 263, 271, 283]","[5, 49, 153, 185, 204, 243, 263, 271, 283]","[49, 82, 83, 123, 263, 271]"
57,"[34, 39, 87, 122, 174, 186, 187, 227, 243, 269, 292]","[20, 60, 133, 168, 186, 205, 211, 214, 216, 267, 275, 276, 294]","[133, 182, 207, 211, 216]"
58,"[1, 22, 25, 35, 44, 145, 150, 200, 237, 266, 296]","[21, 86, 113, 145, 270]","[25, 35, 70, 254]"
59,"[12, 21, 51, 91, 109, 132, 150, 226, 232, 239, 282, 288]","[9, 21, 26, 32, 51, 91, 165, 204, 226, 232, 236, 239]","[9, 26, 51, 61, 91, 116, 165, 183, 226]"
60,"[26, 67, 91, 158, 172, 240, 241, 280, 282, 296]","[37, 126, 145, 158, 296]","[26, 126, 131, 296]"
61,"[25, 58, 66, 83, 85, 113, 138, 148, 174, 212, 244, 264, 281]","[9, 59, 72, 122, 148, 227, 259]","[9, 116, 117, 119, 227, 259]"
62,"[2, 16, 50, 90, 195, 205, 228, 237, 251, 262, 282, 287]","[2, 16, 33, 82, 90, 95, 101]","[2, 82, 90, 135, 179, 185]"
63,"[39, 68, 110, 147, 173, 174, 178, 205, 211, 235, 287, 288]","[39, 94, 146, 171, 235, 250, 254, 287, 297]","[72, 164, 234, 255, 287]"
64,"[56, 79, 98, 113, 115, 116, 143, 172, 252]","[79, 93, 116, 135, 137, 189, 191, 206, 236, 264, 277]","[79, 93, 116, 172, 174, 205, 206, 272]"
65,"[51, 130, 153, 176, 200, 206, 259, 285, 288]","[31, 59, 103, 130, 143, 144, 200, 206, 247, 269]","[29, 103, 130, 143, 176, 200, 206, 247, 269]"
66,"[32, 50, 81, 90, 122, 141, 206]","[26, 65, 75, 138, 161, 194, 199, 200, 206, 224, 239]","[50, 90, 122, 200, 206, 224]"
67,"[10, 65, 73, 75, 94, 100, 149, 157, 181, 191, 240, 253, 256, 261, 265, 295]","[10, 65, 104, 146, 157, 191, 192, 214, 256, 265]","[45, 65, 94, 104, 111, 256]"
68,"[21, 42, 88, 105, 119, 146, 161, 191, 208, 211, 294]","[34, 42, 84, 88, 146, 215, 285]","[34, 42, 88, 215, 285]"
69,"[31, 90, 107, 137, 194, 196, 197, 203, 237, 240, 283]","[41, 103, 117, 157, 187, 197]","[31, 75, 103, 122]"
70,"[58, 82, 87, 115, 200, 214, 244, 245, 247, 251, 267, 296, 297]","[13, 17, 103, 162, 245, 251, 272, 285, 296]","[13, 205, 244, 245, 267, 270, 296]"
71,"[9, 12, 52, 54, 147, 189, 193, 235]","[17, 76, 125, 131, 189, 200, 227, 254]","[138, 189, 254, 289]"
72,"[78, 140, 171, 176, 209, 224, 240, 243, 246, 282]","[90, 138, 156, 171, 176, 183, 238, 282, 290]","[90, 176, 204, 209, 282]"
73,"[30, 68, 70, 82, 110, 131, 138, 189, 255, 278]","[77, 117, 189, 193, 241, 255, 278]","[28, 68, 108, 161, 189, 255, 278]"
74,"[71, 75, 79, 133, 177, 207, 216, 296, 299]","[39, 53, 76, 79, 207, 216, 256, 272, 296]","[59, 65, 133, 175, 177, 255]"
75,"[6, 10, 45, 50, 55, 86, 105, 106, 136, 174, 208, 221, 232, 240, 255, 256, 257, 259, 262, 264, 283]","[80, 131, 169, 236, 240, 256, 283]","[10, 19, 85, 107, 136, 196, 240, 247, 283]"
