run_id,harderLASSO ANN - 0.7lambda,harderLASSO ANN - lambda,harderLASSO ANN - 1.3lambda
0,"[25, 29, 68, 100, 116, 133, 148, 176, 207]","[18, 23, 25, 29, 56, 123, 204, 207, 262]","[25, 29, 123]"
1,"[31, 60, 89, 192, 207, 222, 227, 296]","[5, 31, 60, 89, 207, 254, 296]","[31, 89, 207, 222]"
2,"[1, 8, 41, 206, 209, 211, 228, 247, 254, 269]","[8, 41, 71, 195, 206, 228, 243]","[243, 269, 279]"
3,"[6, 101, 107, 140, 149, 159, 184, 262]","[56, 59, 107, 115, 123, 140, 289]","[6, 115, 140, 149, 184]"
4,"[91, 99, 105, 122, 138, 147, 148, 152, 179, 184, 218]","[26, 218, 239, 252, 284]","[24, 83, 136, 148, 229]"
5,"[4, 64, 128, 129, 147, 201, 250, 276, 289]","[2, 89, 94, 115, 128, 182, 261]","[2, 73, 287]"
6,"[5, 17, 36, 41, 80, 158, 168, 201, 218, 262]","[102, 180, 188, 201, 206, 296]","[5, 17, 36, 80, 102, 168, 201]"
7,"[8, 17, 69, 77, 79, 109, 114, 147, 150, 188, 238]","[17, 77, 79, 150, 170, 186, 238]","[17, 79, 150, 208, 238]"
8,"[1, 35, 82, 104, 105, 136, 155, 167, 168, 170, 242, 254, 294]","[1, 36, 71, 105, 170, 266, 298]","[1, 105, 167, 170, 254, 299]"
9,"[68, 106, 118, 119, 134, 173, 185, 208]","[89, 106, 134, 149, 190, 240, 256, 277]","[24, 89, 119, 134]"
10,"[42, 44, 49, 94, 159, 189, 248, 259, 286]","[44, 49, 94, 159, 189, 286]","[44, 126, 189, 248]"
11,"[10, 31, 43, 62, 73, 87, 97, 234, 248, 272, 284]","[9, 43, 133, 198, 234, 249, 257, 276]","[198, 257]"
12,"[22, 32, 91, 148, 164, 206, 254, 287]","[22, 26, 88, 91, 115, 148, 219, 242, 269, 285]","[26, 102, 164, 183, 229, 269]"
13,"[73, 75, 93, 100, 170, 233, 244, 298]","[93, 100, 106, 140, 157, 212]",[100]
14,"[56, 66, 69, 79, 80, 88, 93, 140, 167, 196, 203, 237, 247]","[0, 88, 93, 113, 167, 238, 257]","[79, 88, 167, 257, 298]"
15,"[9, 79, 136, 206, 225, 243, 260]","[24, 82, 119, 161, 182, 206, 285]","[111, 243, 250, 283]"
16,"[31, 50, 84, 85, 130, 154, 165, 170, 185, 223]","[19, 71, 75, 116, 124, 228]","[42, 124, 185, 232, 296]"
