run_id,XGBoost,RF
1,"([np.int64(2), np.int64(3), np.int64(13), np.int64(15)], np.float64(19.34592873751346))","([np.int64(2), np.int64(3), np.int64(9), np.int64(13), np.int64(15), np.int64(41)], np.float64(22.959428635761398))"
2,"([np.int64(10), np.int64(22), np.int64(30), np.int64(39)], np.float64(19.794411851926327))","([np.int64(10), np.int64(22), np.int64(30), np.int64(39), np.int64(41)], np.float64(21.981777659065077))"
3,"([np.int64(0), np.int64(4), np.int64(5), np.int64(27)], np.float64(17.384455095597957))","([np.int64(0), np.int64(4), np.int64(5), np.int64(7), np.int64(26), np.int64(27), np.int64(30)], np.float64(23.721520888203788))"
4,"([np.int64(14), np.int64(34), np.int64(38), np.int64(49)], np.float64(19.089108387329915))","([np.int64(14), np.int64(34), np.int64(38), np.int64(49)], np.float64(19.37883139897636))"
5,"([np.int64(2), np.int64(11), np.int64(15), np.int64(36)], np.float64(21.995640769346842))","([np.int64(2), np.int64(11), np.int64(15), np.int64(36)], np.float64(19.729906910045433))"
6,"([np.int64(5), np.int64(17), np.int64(41), np.int64(44)], np.float64(19.334830380871274))","([np.int64(5), np.int64(17), np.int64(41), np.int64(44)], np.float64(19.773990420900834))"
7,"([np.int64(13), np.int64(17), np.int64(29), np.int64(45), np.int64(47)], np.float64(25.357566745763418))","([np.int64(13), np.int64(17), np.int64(25), np.int64(29), np.int64(45)], np.float64(24.01938776808793))"
8,"([np.int64(10), np.int64(19), np.int64(37), np.int64(48)], np.float64(19.86630165184263))","([np.int64(5), np.int64(10), np.int64(19), np.int64(37), np.int64(48)], np.float64(22.53621982700249))"
9,"([np.int64(11), np.int64(36), np.int64(38), np.int64(44)], np.float64(20.21520196597659))","([np.int64(11), np.int64(14), np.int64(36), np.int64(38), np.int64(44)], np.float64(22.00329737209799))"
10,"([np.int64(27), np.int64(29), np.int64(41), np.int64(42)], np.float64(20.427658185456966))","([np.int64(3), np.int64(25), np.int64(26), np.int64(27), np.int64(29), np.int64(41), np.int64(42)], np.float64(23.287800565603334))"
11,"([np.int64(19), np.int64(31), np.int64(46), np.int64(49)], np.float64(19.71021720081819))","([np.int64(19), np.int64(31), np.int64(46), np.int64(49)], np.float64(19.880085155939238))"
12,"([np.int64(7), np.int64(15), np.int64(38), np.int64(43)], np.float64(19.994427111061487))","([np.int64(7), np.int64(15), np.int64(38), np.int64(43)], np.float64(21.41294899427801))"
13,"([np.int64(8), np.int64(10), np.int64(31), np.int64(41)], np.float64(18.87244060286602))","([np.int64(8), np.int64(10), np.int64(31), np.int64(41)], np.float64(19.45034900258862))"
14,"([np.int64(16), np.int64(21), np.int64(40), np.int64(42)], np.float64(20.495209816952077))","([np.int64(1), np.int64(6), np.int64(16), np.int64(21), np.int64(40), np.int64(42)], np.float64(23.21255965449962))"
15,"([np.int64(11), np.int64(19), np.int64(21), np.int64(41)], np.float64(18.248571683193067))","([np.int64(11), np.int64(19), np.int64(21), np.int64(31), np.int64(41)], np.float64(20.409694908315096))"
16,"([np.int64(4), np.int64(9), np.int64(19), np.int64(40), np.int64(42)], np.float64(23.560105306703697))","([np.int64(4), np.int64(9), np.int64(19), np.int64(40)], np.float64(19.514088473023527))"
17,"([np.int64(8), np.int64(18), np.int64(26), np.int64(27)], np.float64(22.818424236656327))","([np.int64(8), np.int64(18), np.int64(22), np.int64(25), np.int64(26), np.int64(27)], np.float64(25.75020689759514))"
18,"([np.int64(6), np.int64(31), np.int64(39), np.int64(48)], np.float64(18.86744536354441))","([np.int64(6), np.int64(31), np.int64(39), np.int64(48)], np.float64(22.3553474466382))"
19,"([np.int64(0), np.int64(2), np.int64(19), np.int64(32)], np.float64(19.77135809611883))","([np.int64(0), np.int64(2), np.int64(19), np.int64(32)], np.float64(19.300634677426633))"
20,"([np.int64(4), np.int64(7), np.int64(15), np.int64(28)], np.float64(22.058247853245934))","([np.int64(4), np.int64(7), np.int64(15), np.int64(28)], np.float64(22.842411316384634))"
21,"([np.int64(13), np.int64(15), np.int64(30), np.int64(41)], np.float64(18.103656002038463))","([np.int64(13), np.int64(15), np.int64(30), np.int64(41)], np.float64(17.807424969671594))"
22,"([np.int64(4), np.int64(6), np.int64(11), np.int64(34), np.int64(46)], np.float64(24.187291149118742))","([np.int64(4), np.int64(6), np.int64(11), np.int64(34), np.int64(46)], np.float64(21.31442816042829))"
23,"([np.int64(0), np.int64(6), np.int64(31), np.int64(42)], np.float64(21.081227090497954))","([np.int64(0), np.int64(6), np.int64(25), np.int64(31), np.int64(42)], np.float64(21.271781265212972))"
24,"([np.int64(1), np.int64(8), np.int64(14), np.int64(37), np.int64(44)], np.float64(21.471256100572486))","([np.int64(1), np.int64(8), np.int64(14), np.int64(26), np.int64(37)], np.float64(21.744462657426105))"
25,"([np.int64(2), np.int64(13), np.int64(20), np.int64(26)], np.float64(20.80259952406718))","([np.int64(2), np.int64(13), np.int64(20), np.int64(26), np.int64(45)], np.float64(23.691618857827308))"
26,"([np.int64(25), np.int64(38), np.int64(47), np.int64(48)], np.float64(20.545849444998836))","([np.int64(25), np.int64(38), np.int64(47), np.int64(48)], np.float64(20.164336953267245))"
27,"([np.int64(6), np.int64(9), np.int64(19), np.int64(44)], np.float64(20.692131412169893))","([np.int64(6), np.int64(9), np.int64(19), np.int64(44)], np.float64(21.483375541896006))"
28,"([np.int64(19), np.int64(35), np.int64(38), np.int64(44)], np.float64(19.409461732784496))","([np.int64(7), np.int64(19), np.int64(35), np.int64(38), np.int64(44)], np.float64(22.931446406435352))"
29,"([np.int64(8), np.int64(14), np.int64(38), np.int64(41)], np.float64(20.295901199047275))","([np.int64(8), np.int64(14), np.int64(38), np.int64(41)], np.float64(21.339355257846737))"
30,"([np.int64(20), np.int64(21), np.int64(34), np.int64(35)], np.float64(20.92657955402985))","([np.int64(17), np.int64(20), np.int64(21), np.int64(34), np.int64(35)], np.float64(21.857096679378607))"
31,"([np.int64(13), np.int64(26), np.int64(28), np.int64(37)], np.float64(19.952277837427637))","([np.int64(13), np.int64(22), np.int64(26), np.int64(28), np.int64(37), np.int64(44), np.int64(46)], np.float64(27.363809528219004))"
32,"([np.int64(8), np.int64(9), np.int64(26), np.int64(37)], np.float64(21.64147081399815))","([np.int64(8), np.int64(9), np.int64(13), np.int64(24), np.int64(26), np.int64(37), np.int64(41)], np.float64(26.68693704088338))"
33,"([np.int64(5), np.int64(23), np.int64(44), np.int64(45)], np.float64(20.939451036753315))","([np.int64(5), np.int64(23), np.int64(44), np.int64(45)], np.float64(22.56536141074996))"
34,"([np.int64(2), np.int64(11), np.int64(21), np.int64(24), np.int64(45)], np.float64(25.8667870447634))","([np.int64(2), np.int64(11), np.int64(21), np.int64(24), np.int64(45)], np.float64(22.258867151022375))"
35,"([np.int64(7), np.int64(30), np.int64(47), np.int64(49)], np.float64(23.910105085111454))","([np.int64(7), np.int64(30), np.int64(32), np.int64(47), np.int64(49)], np.float64(23.923376918438226))"
