run_id,XGBoost,RF
1,"([np.int64(2), np.int64(3), np.int64(13), np.int64(15)], np.float64(36.30068019186429))","([np.int64(2), np.int64(3), np.int64(9), np.int64(11), np.int64(13), np.int64(15)], np.float64(35.268759977120055))"
2,"([np.int64(10), np.int64(22), np.int64(30), np.int64(39)], np.float64(34.46887501729792))","([np.int64(10), np.int64(22), np.int64(30), np.int64(39)], np.float64(31.0716272658967))"
3,"([np.int64(5), np.int64(27)], np.float64(57.93614892230379))","([np.int64(0), np.int64(4), np.int64(5), np.int64(27), np.int64(29)], np.float64(31.571969786863065))"
4,"([np.int64(14), np.int64(34), np.int64(38), np.int64(49)], np.float64(31.269650227177554))","([np.int64(14), np.int64(27), np.int64(34), np.int64(38), np.int64(49)], np.float64(29.912876403346594))"
5,"([np.int64(36)], np.float64(76.93713518603161))","([np.int64(2), np.int64(3), np.int64(11), np.int64(15), np.int64(22), np.int64(36)], np.float64(37.18940075180369))"
6,"([np.int64(17), np.int64(41), np.int64(44)], np.float64(48.80549097891545))","([np.int64(5), np.int64(9), np.int64(13), np.int64(17), np.int64(39), np.int64(41), np.int64(44)], np.float64(36.40717165400862))"
7,"([np.int64(17), np.int64(29), np.int64(45)], np.float64(56.4151035762118))","([np.int64(7), np.int64(13), np.int64(16), np.int64(17), np.int64(29), np.int64(45)], np.float64(39.10156629329795))"
8,"([np.int64(10), np.int64(19), np.int64(37), np.int64(48)], np.float64(32.10281347208314))","([np.int64(10), np.int64(19), np.int64(37), np.int64(48)], np.float64(30.34542482987168))"
9,"([np.int64(11), np.int64(36), np.int64(38), np.int64(44)], np.float64(34.61919685794479))","([np.int64(11), np.int64(16), np.int64(36), np.int64(38), np.int64(44)], np.float64(36.04757909176263))"
10,"([np.int64(27), np.int64(29), np.int64(41), np.int64(42)], np.float64(33.68603092710212))","([np.int64(10), np.int64(20), np.int64(27), np.int64(29), np.int64(41), np.int64(42)], np.float64(36.78064251042207))"
11,"([np.int64(19), np.int64(31), np.int64(46), np.int64(49)], np.float64(30.590700544942724))","([np.int64(19), np.int64(31), np.int64(37), np.int64(46), np.int64(49)], np.float64(32.16390286173579))"
12,"([np.int64(7), np.int64(15), np.int64(38), np.int64(43)], np.float64(33.26904798494732))","([np.int64(7), np.int64(11), np.int64(15), np.int64(38), np.int64(43)], np.float64(33.938080700725614))"
13,"([np.int64(8), np.int64(10), np.int64(31), np.int64(41)], np.float64(31.03228682639841))","([np.int64(8), np.int64(10), np.int64(22), np.int64(30), np.int64(31), np.int64(41)], np.float64(32.77543160598903))"
14,"([np.int64(21), np.int64(40), np.int64(42)], np.float64(50.905357588342945))","([np.int64(16), np.int64(21), np.int64(36), np.int64(40), np.int64(42), np.int64(47), np.int64(48)], np.float64(37.59968274408611))"
15,"([np.int64(11), np.int64(19), np.int64(21), np.int64(41)], np.float64(31.43343039074227))","([np.int64(11), np.int64(19), np.int64(21), np.int64(23), np.int64(31), np.int64(41)], np.float64(38.63873242221687))"
16,"([np.int64(9), np.int64(19), np.int64(22), np.int64(40)], np.float64(53.48395782402231))","([np.int64(4), np.int64(9), np.int64(19), np.int64(35), np.int64(40)], np.float64(35.37035924938954))"
17,"([np.int64(8), np.int64(18), np.int64(26), np.int64(27)], np.float64(36.76666647345286))","([np.int64(8), np.int64(18), np.int64(20), np.int64(26), np.int64(27)], np.float64(36.40246296897702))"
18,"([np.int64(6), np.int64(31), np.int64(39), np.int64(48)], np.float64(33.14074338342957))","([np.int64(6), np.int64(28), np.int64(31), np.int64(39), np.int64(48)], np.float64(32.553298196464574))"
19,"([np.int64(19), np.int64(32)], np.float64(65.34590922496811))","([np.int64(0), np.int64(2), np.int64(19), np.int64(28), np.int64(32)], np.float64(32.80960626240993))"
20,"([np.int64(4), np.int64(7), np.int64(15), np.int64(28)], np.float64(37.886779134442854))","([np.int64(4), np.int64(7), np.int64(15), np.int64(28)], np.float64(34.21351628225705))"
21,"([np.int64(13), np.int64(15), np.int64(30), np.int64(41)], np.float64(35.10275091722199))","([np.int64(13), np.int64(15), np.int64(19), np.int64(30), np.int64(41)], np.float64(31.83465250841742))"
