run_id,XGBoost,RF
1,"([np.int64(2), np.int64(3), np.int64(13), np.int64(15)], np.float64(12.026626925739269))","([np.int64(2), np.int64(3), np.int64(13), np.int64(15)], np.float64(14.4713099479265))"
2,"([np.int64(10), np.int64(22), np.int64(30), np.int64(39)], np.float64(11.116528032350619))","([np.int64(10), np.int64(22), np.int64(30), np.int64(39)], np.float64(14.539072406593796))"
3,"([np.int64(0), np.int64(4), np.int64(5), np.int64(27)], np.float64(11.900829822431692))","([np.int64(0), np.int64(3), np.int64(4), np.int64(5), np.int64(20), np.int64(27)], np.float64(17.173957219534827))"
4,"([np.int64(14), np.int64(34), np.int64(38), np.int64(49)], np.float64(11.349955808357896))","([np.int64(14), np.int64(30), np.int64(34), np.int64(38), np.int64(49)], np.float64(16.11535057025192))"
5,"([np.int64(2), np.int64(11), np.int64(15), np.int64(36)], np.float64(11.37159824565474))","([np.int64(2), np.int64(11), np.int64(15), np.int64(36)], np.float64(13.917058149018827))"
6,"([np.int64(5), np.int64(17), np.int64(41), np.int64(44)], np.float64(11.700834293606903))","([np.int64(5), np.int64(17), np.int64(32), np.int64(41), np.int64(44)], np.float64(16.780423154578784))"
7,"([np.int64(13), np.int64(17), np.int64(29), np.int64(45)], np.float64(12.469494515211093))","([np.int64(13), np.int64(17), np.int64(29), np.int64(45)], np.float64(15.17269230586819))"
8,"([np.int64(10), np.int64(19), np.int64(37), np.int64(48)], np.float64(12.81737618722385))","([np.int64(10), np.int64(15), np.int64(19), np.int64(37), np.int64(48)], np.float64(17.512717196338293))"
9,"([np.int64(11), np.int64(36), np.int64(38), np.int64(44)], np.float64(12.092991891037526))","([np.int64(11), np.int64(36), np.int64(38), np.int64(44)], np.float64(13.736295665659306))"
10,"([np.int64(27), np.int64(29), np.int64(41), np.int64(42)], np.float64(12.249174070019794))","([np.int64(27), np.int64(29), np.int64(41), np.int64(42), np.int64(46)], np.float64(16.14890586769248))"
11,"([np.int64(19), np.int64(31), np.int64(46), np.int64(49)], np.float64(12.71089908110465))","([np.int64(9), np.int64(19), np.int64(29), np.int64(31), np.int64(35), np.int64(46), np.int64(49)], np.float64(16.48634586827684))"
12,"([np.int64(7), np.int64(15), np.int64(38), np.int64(43)], np.float64(13.020947332694595))","([np.int64(7), np.int64(12), np.int64(15), np.int64(37), np.int64(38), np.int64(43), np.int64(45)], np.float64(19.599921454042676))"
13,"([np.int64(8), np.int64(10), np.int64(31), np.int64(41)], np.float64(11.016523059515185))","([np.int64(8), np.int64(10), np.int64(21), np.int64(31), np.int64(41)], np.float64(14.731138349727408))"
14,"([np.int64(16), np.int64(21), np.int64(40), np.int64(42)], np.float64(12.07900734641531))","([np.int64(16), np.int64(21), np.int64(40), np.int64(42)], np.float64(15.254037565354515))"
15,"([np.int64(11), np.int64(19), np.int64(21), np.int64(41)], np.float64(11.898587174246964))","([np.int64(11), np.int64(19), np.int64(21), np.int64(41)], np.float64(13.440293010834498))"
16,"([np.int64(4), np.int64(9), np.int64(19), np.int64(40)], np.float64(12.391187366450293))","([np.int64(4), np.int64(9), np.int64(19), np.int64(40)], np.float64(13.278935486101284))"
17,"([np.int64(8), np.int64(18), np.int64(26), np.int64(27)], np.float64(12.041518134871513))","([np.int64(8), np.int64(18), np.int64(26), np.int64(27)], np.float64(15.568534428909445))"
