run_id,XGBoost,RF
1,"([np.int64(2), np.int64(3), np.int64(13), np.int64(15)], np.float64(14.007300786466432))","([np.int64(2), np.int64(3), np.int64(13), np.int64(15)], np.float64(16.32465854178779))"
2,"([np.int64(10), np.int64(22), np.int64(30), np.int64(39)], np.float64(12.856288022816035))","([np.int64(5), np.int64(10), np.int64(22), np.int64(30), np.int64(39)], np.float64(18.533813271308244))"
3,"([np.int64(0), np.int64(4), np.int64(5), np.int64(27)], np.float64(12.76170179559333))","([np.int64(0), np.int64(4), np.int64(5), np.int64(17), np.int64(27), np.int64(42)], np.float64(18.41813609177936))"
4,"([np.int64(14), np.int64(34), np.int64(38), np.int64(49)], np.float64(12.616989461410128))","([np.int64(14), np.int64(34), np.int64(38), np.int64(49)], np.float64(15.962276454099051))"
5,"([np.int64(2), np.int64(11), np.int64(15), np.int64(36)], np.float64(15.394524034441483))","([np.int64(2), np.int64(5), np.int64(8), np.int64(11), np.int64(15), np.int64(36)], np.float64(19.63898988480167))"
6,"([np.int64(5), np.int64(17), np.int64(41), np.int64(44)], np.float64(12.43685202356169))","([np.int64(5), np.int64(17), np.int64(41), np.int64(44)], np.float64(16.065400410202074))"
7,"([np.int64(13), np.int64(17), np.int64(29), np.int64(45)], np.float64(14.626147507100624))","([np.int64(13), np.int64(17), np.int64(29), np.int64(45)], np.float64(16.481943457717467))"
8,"([np.int64(10), np.int64(19), np.int64(37), np.int64(48)], np.float64(14.25185132834229))","([np.int64(1), np.int64(10), np.int64(15), np.int64(19), np.int64(37), np.int64(48)], np.float64(20.36520597968466))"
9,"([np.int64(11), np.int64(36), np.int64(38), np.int64(44)], np.float64(14.547926763102263))","([np.int64(11), np.int64(36), np.int64(38), np.int64(44)], np.float64(15.649641029478971))"
10,"([np.int64(27), np.int64(29), np.int64(41), np.int64(42)], np.float64(14.85840992473888))","([np.int64(27), np.int64(29), np.int64(33), np.int64(41), np.int64(42), np.int64(49)], np.float64(18.325459920268024))"
11,"([np.int64(19), np.int64(31), np.int64(46), np.int64(49)], np.float64(14.306458485909955))","([np.int64(4), np.int64(19), np.int64(31), np.int64(46), np.int64(49)], np.float64(16.77448816014061))"
12,"([np.int64(7), np.int64(15), np.int64(38), np.int64(43)], np.float64(14.483124433582761))","([np.int64(7), np.int64(15), np.int64(22), np.int64(38), np.int64(43)], np.float64(18.02238261338352))"
13,"([np.int64(8), np.int64(10), np.int64(31), np.int64(41)], np.float64(11.57533246187387))","([np.int64(8), np.int64(10), np.int64(31), np.int64(41)], np.float64(15.724834196762808))"
14,"([np.int64(16), np.int64(21), np.int64(40), np.int64(42)], np.float64(13.853558179866566))","([np.int64(16), np.int64(21), np.int64(40), np.int64(42)], np.float64(17.457163462510945))"
15,"([np.int64(11), np.int64(19), np.int64(21), np.int64(41)], np.float64(13.561922712665968))","([np.int64(11), np.int64(19), np.int64(21), np.int64(41)], np.float64(14.75561231258179))"
16,"([np.int64(4), np.int64(9), np.int64(19), np.int64(40)], np.float64(13.51251476480812))","([np.int64(4), np.int64(9), np.int64(19), np.int64(40)], np.float64(15.48668322522809))"
17,"([np.int64(8), np.int64(18), np.int64(26), np.int64(27)], np.float64(13.90763202238008))","([np.int64(8), np.int64(18), np.int64(26), np.int64(27)], np.float64(16.90533606831728))"
18,"([np.int64(6), np.int64(31), np.int64(39), np.int64(48)], np.float64(13.86696676688092))","([np.int64(3), np.int64(6), np.int64(15), np.int64(31), np.int64(39), np.int64(48)], np.float64(19.549710037017533))"
19,"([np.int64(0), np.int64(2), np.int64(19), np.int64(32)], np.float64(13.895435969066028))","([np.int64(0), np.int64(2), np.int64(19), np.int64(32)], np.float64(14.813318338774563))"
20,"([np.int64(4), np.int64(7), np.int64(15), np.int64(28)], np.float64(15.472258321979869))","([np.int64(4), np.int64(7), np.int64(8), np.int64(15), np.int64(28)], np.float64(19.29810783097712))"
21,"([np.int64(13), np.int64(15), np.int64(30), np.int64(41)], np.float64(12.787103746416992))","([np.int64(13), np.int64(15), np.int64(30), np.int64(41)], np.float64(14.821253408145543))"
22,"([np.int64(4), np.int64(6), np.int64(11), np.int64(46)], np.float64(14.87818105022311))","([np.int64(4), np.int64(6), np.int64(11), np.int64(46)], np.float64(16.74893423884352))"
23,"([np.int64(0), np.int64(6), np.int64(31), np.int64(42)], np.float64(14.708871374381552))","([np.int64(0), np.int64(6), np.int64(21), np.int64(25), np.int64(27), np.int64(31), np.int64(36), np.int64(42), np.int64(45)], np.float64(19.973110634219097))"
