run_id,XGBoost,RF
1,"([np.int64(2), np.int64(3), np.int64(13), np.int64(15), np.int64(36)], np.float64(35.34460375389339))","([np.int64(2), np.int64(3), np.int64(11), np.int64(13), np.int64(15)], np.float64(30.788822990310983))"
2,"([np.int64(10), np.int64(22), np.int64(30), np.int64(39)], np.float64(33.5000158236461))","([np.int64(9), np.int64(10), np.int64(22), np.int64(30), np.int64(39)], np.float64(32.00828347282049))"
3,"([np.int64(5), np.int64(27)], np.float64(57.97753571852707))","([np.int64(0), np.int64(4), np.int64(5), np.int64(26), np.int64(27), np.int64(29)], np.float64(31.953538194767084))"
4,"([np.int64(14), np.int64(34), np.int64(38), np.int64(49)], np.float64(28.70383122141788))","([np.int64(14), np.int64(34), np.int64(38), np.int64(49)], np.float64(25.188821639877776))"
5,"([np.int64(2), np.int64(11), np.int64(15), np.int64(36)], np.float64(32.17262420921795))","([np.int64(2), np.int64(11), np.int64(15), np.int64(36)], np.float64(28.00184500336426))"
6,"([np.int64(5), np.int64(17), np.int64(41), np.int64(44)], np.float64(31.26455623819687))","([np.int64(5), np.int64(9), np.int64(13), np.int64(17), np.int64(27), np.int64(41), np.int64(44)], np.float64(31.361447315724334))"
7,"([np.int64(17), np.int64(29), np.int64(45)], np.float64(55.760647465301986))","([np.int64(13), np.int64(16), np.int64(17), np.int64(29), np.int64(45)], np.float64(35.28325184338353))"
8,"([np.int64(10), np.int64(19), np.int64(37), np.int64(48)], np.float64(30.01314681064672))","([np.int64(10), np.int64(16), np.int64(19), np.int64(37), np.int64(48)], np.float64(31.20353012244447))"
9,"([np.int64(11), np.int64(36), np.int64(38), np.int64(44)], np.float64(35.38165511838903))","([np.int64(11), np.int64(36), np.int64(38), np.int64(44)], np.float64(30.130445325679506))"
10,"([np.int64(27), np.int64(29), np.int64(41), np.int64(42)], np.float64(34.40240202688548))","([np.int64(4), np.int64(10), np.int64(17), np.int64(20), np.int64(27), np.int64(29), np.int64(41), np.int64(42)], np.float64(37.866888375879384))"
11,"([np.int64(19), np.int64(31), np.int64(46), np.int64(49)], np.float64(29.483126694309227))","([np.int64(19), np.int64(24), np.int64(31), np.int64(37), np.int64(46), np.int64(49)], np.float64(31.647764531530136))"
12,"([np.int64(7), np.int64(15), np.int64(38), np.int64(43)], np.float64(31.86780272949992))","([np.int64(7), np.int64(15), np.int64(38), np.int64(43), np.int64(47)], np.float64(33.26815167718394))"
