run_id,XGBoost,RF
1,"([np.int64(2), np.int64(3), np.int64(13), np.int64(15)], np.float64(16.213605326294566))","([np.int64(2), np.int64(3), np.int64(13), np.int64(15)], np.float64(16.987294650357168))"
2,"([np.int64(10), np.int64(22), np.int64(30), np.int64(39)], np.float64(15.564002884003365))","([np.int64(10), np.int64(22), np.int64(30), np.int64(39), np.int64(46)], np.float64(20.120807269067143))"
3,"([np.int64(0), np.int64(4), np.int64(5), np.int64(27)], np.float64(13.836252182945454))","([np.int64(0), np.int64(4), np.int64(5), np.int64(10), np.int64(27)], np.float64(17.792769584841402))"
4,"([np.int64(14), np.int64(34), np.int64(38), np.int64(49)], np.float64(13.815526352417681))","([np.int64(14), np.int64(34), np.int64(38), np.int64(49)], np.float64(16.425445831398836))"
5,"([np.int64(2), np.int64(11), np.int64(15), np.int64(36)], np.float64(16.296089940171754))","([np.int64(2), np.int64(11), np.int64(15), np.int64(36), np.int64(42), np.int64(46)], np.float64(20.627739100553946))"
6,"([np.int64(5), np.int64(17), np.int64(41), np.int64(44)], np.float64(13.347788839107496))","([np.int64(5), np.int64(17), np.int64(32), np.int64(41), np.int64(44)], np.float64(18.675081173656007))"
7,"([np.int64(13), np.int64(17), np.int64(29), np.int64(45)], np.float64(15.300062417749785))","([np.int64(13), np.int64(17), np.int64(29), np.int64(42), np.int64(45)], np.float64(19.65232910019677))"
8,"([np.int64(10), np.int64(19), np.int64(37), np.int64(48)], np.float64(16.38747248013329))","([np.int64(6), np.int64(10), np.int64(15), np.int64(19), np.int64(37), np.int64(48)], np.float64(20.86853197006365))"
9,"([np.int64(11), np.int64(36), np.int64(38), np.int64(44)], np.float64(14.491617099729948))","([np.int64(11), np.int64(36), np.int64(38), np.int64(44)], np.float64(17.01588271118134))"
10,"([np.int64(27), np.int64(29), np.int64(41), np.int64(42)], np.float64(15.598681402210838))","([np.int64(22), np.int64(27), np.int64(29), np.int64(41), np.int64(42)], np.float64(18.914929350655612))"
11,"([np.int64(19), np.int64(31), np.int64(46), np.int64(49)], np.float64(16.36609407058701))","([np.int64(19), np.int64(31), np.int64(43), np.int64(46), np.int64(49)], np.float64(18.115332204933754))"
12,"([np.int64(7), np.int64(15), np.int64(38), np.int64(43)], np.float64(16.261987573903653))","([np.int64(7), np.int64(15), np.int64(22), np.int64(38), np.int64(43)], np.float64(19.27270495923073))"
