run_id,XGBoost,RF
1,"([np.int64(2), np.int64(3), np.int64(13), np.int64(15)], np.float64(13.766129420094224))","([np.int64(2), np.int64(3), np.int64(13), np.int64(15), np.int64(18)], np.float64(17.40163969013789))"
2,"([np.int64(10), np.int64(22), np.int64(30), np.int64(39)], np.float64(12.532453751764603))","([np.int64(5), np.int64(10), np.int64(22), np.int64(30), np.int64(39)], np.float64(18.25271995653653))"
3,"([np.int64(0), np.int64(4), np.int64(5), np.int64(27)], np.float64(12.541554321508405))","([np.int64(0), np.int64(4), np.int64(5), np.int64(17), np.int64(27)], np.float64(16.78105355968337))"
4,"([np.int64(14), np.int64(34), np.int64(38), np.int64(49)], np.float64(13.357936056735074))","([np.int64(14), np.int64(30), np.int64(31), np.int64(34), np.int64(38), np.int64(49)], np.float64(18.514289511686197))"
5,"([np.int64(2), np.int64(11), np.int64(15), np.int64(36)], np.float64(13.28552929296335))","([np.int64(2), np.int64(11), np.int64(15), np.int64(36)], np.float64(15.251862295133483))"
6,"([np.int64(5), np.int64(17), np.int64(41), np.int64(44)], np.float64(12.504799124875207))","([np.int64(5), np.int64(17), np.int64(24), np.int64(32), np.int64(41), np.int64(44)], np.float64(18.28788392953442))"
7,"([np.int64(13), np.int64(17), np.int64(29), np.int64(45)], np.float64(14.216816648883569))","([np.int64(13), np.int64(15), np.int64(17), np.int64(29), np.int64(45)], np.float64(17.693085662314))"
8,"([np.int64(10), np.int64(19), np.int64(37), np.int64(48)], np.float64(13.347256626174723))","([np.int64(1), np.int64(10), np.int64(19), np.int64(37), np.int64(48)], np.float64(18.72132979159611))"
9,"([np.int64(11), np.int64(36), np.int64(38), np.int64(44)], np.float64(13.1202453865224))","([np.int64(11), np.int64(36), np.int64(38), np.int64(44)], np.float64(14.785097497985985))"
10,"([np.int64(27), np.int64(29), np.int64(41), np.int64(42)], np.float64(14.00636680762928))","([np.int64(27), np.int64(29), np.int64(33), np.int64(41), np.int64(42), np.int64(49)], np.float64(17.60730487780393))"
11,"([np.int64(19), np.int64(31), np.int64(46), np.int64(49)], np.float64(12.216169236625147))","([np.int64(19), np.int64(30), np.int64(31), np.int64(46), np.int64(49)], np.float64(16.2539211401324))"
12,"([np.int64(7), np.int64(15), np.int64(38), np.int64(43)], np.float64(13.672025347357618))","([np.int64(3), np.int64(7), np.int64(15), np.int64(38), np.int64(43)], np.float64(17.69981870970408))"
13,"([np.int64(8), np.int64(10), np.int64(31), np.int64(41)], np.float64(12.50678455073898))","([np.int64(8), np.int64(10), np.int64(31), np.int64(41)], np.float64(15.015960240799421))"
14,"([np.int64(16), np.int64(21), np.int64(40), np.int64(42)], np.float64(12.697851178521113))","([np.int64(13), np.int64(16), np.int64(21), np.int64(40), np.int64(42)], np.float64(18.47084839581122))"
15,"([np.int64(11), np.int64(19), np.int64(21), np.int64(41)], np.float64(12.734346574423574))","([np.int64(11), np.int64(19), np.int64(21), np.int64(41)], np.float64(14.698660790619664))"
16,"([np.int64(4), np.int64(9), np.int64(19), np.int64(40)], np.float64(13.963270269727705))","([np.int64(4), np.int64(9), np.int64(19), np.int64(40), np.int64(42)], np.float64(16.357444394005494))"
