run_id,XGBoost,RF
1,"([np.int64(2), np.int64(3), np.int64(13), np.int64(15)], np.float64(14.674787803267575))","([np.int64(2), np.int64(3), np.int64(13), np.int64(15)], np.float64(16.383663353284405))"
2,"([np.int64(10), np.int64(22), np.int64(30), np.int64(39)], np.float64(13.772170740050896))","([np.int64(10), np.int64(22), np.int64(30), np.int64(39)], np.float64(17.444965767385078))"
3,"([np.int64(0), np.int64(4), np.int64(5), np.int64(27)], np.float64(14.3492711535993))","([np.int64(0), np.int64(4), np.int64(5), np.int64(17), np.int64(27)], np.float64(17.122737033764583))"
4,"([np.int64(14), np.int64(34), np.int64(38), np.int64(49)], np.float64(13.608585804054428))","([np.int64(14), np.int64(20), np.int64(34), np.int64(38), np.int64(49)], np.float64(17.312064031156005))"
5,"([np.int64(2), np.int64(11), np.int64(15), np.int64(36)], np.float64(15.666706288056801))","([np.int64(2), np.int64(5), np.int64(8), np.int64(11), np.int64(15), np.int64(36), np.int64(42)], np.float64(21.37914338025042))"
6,"([np.int64(5), np.int64(17), np.int64(41), np.int64(44)], np.float64(13.390111939322155))","([np.int64(5), np.int64(17), np.int64(41), np.int64(44)], np.float64(16.209486544438267))"
7,"([np.int64(13), np.int64(17), np.int64(29), np.int64(45)], np.float64(15.193830064616762))","([np.int64(13), np.int64(17), np.int64(29), np.int64(45)], np.float64(16.80612267825999))"
8,"([np.int64(10), np.int64(19), np.int64(37), np.int64(48)], np.float64(14.678307855746619))","([np.int64(10), np.int64(15), np.int64(19), np.int64(37), np.int64(48)], np.float64(19.470673481933407))"
9,"([np.int64(11), np.int64(36), np.int64(38), np.int64(44)], np.float64(14.225370329953918))","([np.int64(11), np.int64(36), np.int64(38), np.int64(44)], np.float64(16.05714795590113))"
10,"([np.int64(27), np.int64(29), np.int64(41), np.int64(42)], np.float64(15.567692596083429))","([np.int64(27), np.int64(29), np.int64(33), np.int64(39), np.int64(41), np.int64(42)], np.float64(18.772051455566967))"
11,"([np.int64(19), np.int64(31), np.int64(46), np.int64(49)], np.float64(13.857058810320739))","([np.int64(19), np.int64(31), np.int64(46), np.int64(49)], np.float64(16.04798646602762))"
12,"([np.int64(7), np.int64(15), np.int64(38), np.int64(43)], np.float64(14.129904451654454))","([np.int64(7), np.int64(15), np.int64(38), np.int64(43)], np.float64(16.735116280512354))"
13,"([np.int64(8), np.int64(10), np.int64(31), np.int64(41)], np.float64(12.649644052497024))","([np.int64(8), np.int64(10), np.int64(31), np.int64(41)], np.float64(15.881746606173087))"
