run_id,XGBoost,RF
1,"([np.int64(2), np.int64(3), np.int64(13), np.int64(15)], np.float64(13.377388027733723))","([np.int64(2), np.int64(3), np.int64(13), np.int64(15)], np.float64(15.771679591329866))"
2,"([np.int64(10), np.int64(22), np.int64(30), np.int64(39)], np.float64(12.990294766855516))","([np.int64(5), np.int64(10), np.int64(22), np.int64(30), np.int64(39)], np.float64(18.846167352285754))"
3,"([np.int64(0), np.int64(4), np.int64(5), np.int64(27)], np.float64(12.792444361954447))","([np.int64(0), np.int64(4), np.int64(5), np.int64(10), np.int64(17), np.int64(27)], np.float64(18.27470478846189))"
4,"([np.int64(14), np.int64(34), np.int64(38), np.int64(49)], np.float64(13.381650023483179))","([np.int64(14), np.int64(31), np.int64(34), np.int64(38), np.int64(49)], np.float64(17.589112712298878))"
5,"([np.int64(2), np.int64(11), np.int64(15), np.int64(36)], np.float64(14.345098400697854))","([np.int64(2), np.int64(11), np.int64(15), np.int64(36), np.int64(42), np.int64(46)], np.float64(19.155031350711884))"
6,"([np.int64(5), np.int64(17), np.int64(41), np.int64(44)], np.float64(11.930847674884943))","([np.int64(5), np.int64(17), np.int64(24), np.int64(32), np.int64(41), np.int64(44)], np.float64(18.54849089430213))"
7,"([np.int64(13), np.int64(17), np.int64(29), np.int64(45)], np.float64(14.49836517672768))","([np.int64(13), np.int64(17), np.int64(29), np.int64(42), np.int64(45)], np.float64(18.093504746171792))"
8,"([np.int64(10), np.int64(19), np.int64(37), np.int64(48)], np.float64(13.511655804719945))","([np.int64(10), np.int64(14), np.int64(15), np.int64(19), np.int64(37), np.int64(48)], np.float64(19.539280602808677))"
9,"([np.int64(11), np.int64(36), np.int64(38), np.int64(44)], np.float64(13.83185571791432))","([np.int64(11), np.int64(36), np.int64(38), np.int64(44)], np.float64(15.490074880354692))"
10,"([np.int64(27), np.int64(29), np.int64(41), np.int64(42)], np.float64(13.551112129246931))","([np.int64(27), np.int64(29), np.int64(33), np.int64(41), np.int64(42), np.int64(49)], np.float64(18.34239498021671))"
11,"([np.int64(19), np.int64(31), np.int64(46), np.int64(49)], np.float64(13.216965870557317))","([np.int64(4), np.int64(19), np.int64(31), np.int64(46), np.int64(49)], np.float64(16.436985381494342))"
12,"([np.int64(7), np.int64(15), np.int64(38), np.int64(43)], np.float64(14.275085686504601))","([np.int64(7), np.int64(15), np.int64(38), np.int64(43), np.int64(46)], np.float64(17.551471312080952))"
13,"([np.int64(8), np.int64(10), np.int64(31), np.int64(41)], np.float64(12.59544448869158))","([np.int64(8), np.int64(10), np.int64(31), np.int64(41), np.int64(42)], np.float64(16.78602876659808))"
14,"([np.int64(16), np.int64(21), np.int64(40), np.int64(42)], np.float64(13.599735354707883))","([np.int64(16), np.int64(21), np.int64(40), np.int64(42)], np.float64(17.184490208293262))"
15,"([np.int64(11), np.int64(19), np.int64(21), np.int64(41)], np.float64(13.178292224199147))","([np.int64(11), np.int64(19), np.int64(21), np.int64(41)], np.float64(14.737602951523302))"
16,"([np.int64(4), np.int64(9), np.int64(19), np.int64(40)], np.float64(12.905210820594537))","([np.int64(4), np.int64(9), np.int64(19), np.int64(40)], np.float64(14.953972383557307))"
17,"([np.int64(8), np.int64(18), np.int64(26), np.int64(27)], np.float64(13.128991772743488))","([np.int64(8), np.int64(18), np.int64(26), np.int64(27)], np.float64(17.330561009045365))"
18,"([np.int64(6), np.int64(31), np.int64(39), np.int64(48)], np.float64(13.867609315899868))","([np.int64(3), np.int64(6), np.int64(31), np.int64(39), np.int64(48)], np.float64(18.69130620598071))"
19,"([np.int64(0), np.int64(2), np.int64(19), np.int64(32)], np.float64(12.692485465137525))","([np.int64(0), np.int64(2), np.int64(19), np.int64(32)], np.float64(15.055435613464123))"
20,"([np.int64(4), np.int64(7), np.int64(15), np.int64(28)], np.float64(15.03428717364679))","([np.int64(4), np.int64(7), np.int64(15), np.int64(28)], np.float64(16.88337934537661))"
21,"([np.int64(13), np.int64(15), np.int64(30), np.int64(41)], np.float64(12.921623420207386))","([np.int64(13), np.int64(15), np.int64(30), np.int64(41)], np.float64(14.7256824339317))"
22,"([np.int64(4), np.int64(6), np.int64(11), np.int64(46)], np.float64(14.074437660502985))","([np.int64(4), np.int64(6), np.int64(11), np.int64(46)], np.float64(16.503028699580458))"
23,"([np.int64(0), np.int64(6), np.int64(31), np.int64(42)], np.float64(13.72461804298231))","([np.int64(0), np.int64(6), np.int64(14), np.int64(21), np.int64(25), np.int64(31), np.int64(36), np.int64(42)], np.float64(19.304284500742657))"
24,"([np.int64(1), np.int64(8), np.int64(14), np.int64(37)], np.float64(12.858943602305077))","([np.int64(1), np.int64(8), np.int64(14), np.int64(19), np.int64(26), np.int64(37)], np.float64(19.637033010333464))"
25,"([np.int64(2), np.int64(13), np.int64(20), np.int64(26)], np.float64(14.977005140206806))","([np.int64(2), np.int64(13), np.int64(20), np.int64(26), np.int64(27), np.int64(39), np.int64(42)], np.float64(20.08229250826592))"
26,"([np.int64(25), np.int64(38), np.int64(47), np.int64(48)], np.float64(13.85581763169257))","([np.int64(25), np.int64(38), np.int64(47), np.int64(48)], np.float64(15.495469769320538))"
27,"([np.int64(6), np.int64(9), np.int64(19), np.int64(44)], np.float64(12.962700450696007))","([np.int64(6), np.int64(9), np.int64(19), np.int64(44), np.int64(49)], np.float64(18.553028546726665))"
28,"([np.int64(19), np.int64(35), np.int64(38), np.int64(44)], np.float64(13.153737484020205))","([np.int64(19), np.int64(35), np.int64(38), np.int64(44)], np.float64(15.027030788864682))"
