run_id,XGBoost,RF
1,"([np.int64(2), np.int64(3), np.int64(13), np.int64(15)], np.float64(25.308142599413614))","([np.int64(2), np.int64(3), np.int64(13), np.int64(15)], np.float64(24.036304230055194))"
2,"([np.int64(10), np.int64(22), np.int64(28), np.int64(30), np.int64(39)], np.float64(31.069875410384594))","([np.int64(10), np.int64(22), np.int64(30), np.int64(39)], np.float64(26.298855632321338))"
3,"([np.int64(4), np.int64(5), np.int64(27)], np.float64(46.49371593106839))","([np.int64(0), np.int64(4), np.int64(5), np.int64(26), np.int64(27), np.int64(29)], np.float64(29.15604472917418))"
4,"([np.int64(14), np.int64(34), np.int64(38), np.int64(49)], np.float64(23.16873723259834))","([np.int64(14), np.int64(34), np.int64(38), np.int64(49)], np.float64(22.969817556427135))"
5,"([np.int64(2), np.int64(11), np.int64(15), np.int64(26), np.int64(36)], np.float64(33.97767220870002))","([np.int64(2), np.int64(11), np.int64(14), np.int64(15), np.int64(19), np.int64(24), np.int64(36)], np.float64(32.03192906844938))"
6,"([np.int64(5), np.int64(17), np.int64(41), np.int64(44)], np.float64(27.599702906171586))","([np.int64(5), np.int64(17), np.int64(39), np.int64(41), np.int64(44)], np.float64(26.04968451255257))"
7,"([np.int64(13), np.int64(17), np.int64(29), np.int64(39), np.int64(45)], np.float64(35.80027068597902))","([np.int64(13), np.int64(16), np.int64(17), np.int64(29), np.int64(39), np.int64(45)], np.float64(34.090812596733564))"
8,"([np.int64(10), np.int64(19), np.int64(37), np.int64(48)], np.float64(26.923151005569963))","([np.int64(2), np.int64(10), np.int64(19), np.int64(35), np.int64(37), np.int64(48)], np.float64(28.05922438766151))"
9,"([np.int64(11), np.int64(36), np.int64(38), np.int64(44)], np.float64(26.841319200674928))","([np.int64(2), np.int64(11), np.int64(36), np.int64(38), np.int64(44)], np.float64(26.16758293497552))"
10,"([np.int64(27), np.int64(29), np.int64(41), np.int64(42)], np.float64(30.069624627867945))","([np.int64(10), np.int64(27), np.int64(29), np.int64(41), np.int64(42)], np.float64(26.856653870427813))"
11,"([np.int64(19), np.int64(31), np.int64(46), np.int64(49)], np.float64(24.072672292209614))","([np.int64(19), np.int64(31), np.int64(36), np.int64(37), np.int64(42), np.int64(46), np.int64(49)], np.float64(28.71528407126211))"
12,"([np.int64(7), np.int64(15), np.int64(38), np.int64(43)], np.float64(26.54489221425725))","([np.int64(7), np.int64(15), np.int64(38), np.int64(43)], np.float64(26.198883261831284))"
