run_id,XGBoost,RF
1,"([np.int64(2), np.int64(3), np.int64(13), np.int64(15)], np.float64(22.623097742939564))","([np.int64(2), np.int64(3), np.int64(11), np.int64(13), np.int64(15)], np.float64(23.33653737434322))"
2,"([np.int64(10), np.int64(22), np.int64(30), np.int64(39)], np.float64(26.17029295077451))","([np.int64(10), np.int64(22), np.int64(30), np.int64(39)], np.float64(24.542032067007487))"
3,"([np.int64(0), np.int64(4), np.int64(5), np.int64(27)], np.float64(21.599694072675504))","([np.int64(0), np.int64(4), np.int64(5), np.int64(27)], np.float64(22.0672999328136))"
4,"([np.int64(14), np.int64(34), np.int64(38), np.int64(49)], np.float64(22.313672391805746))","([np.int64(14), np.int64(34), np.int64(38), np.int64(49)], np.float64(21.19600583150311))"
5,"([np.int64(2), np.int64(11), np.int64(15), np.int64(36)], np.float64(23.415139683893926))","([np.int64(2), np.int64(11), np.int64(15), np.int64(36)], np.float64(22.679071747130976))"
6,"([np.int64(5), np.int64(17), np.int64(41), np.int64(44)], np.float64(23.521984058530013))","([np.int64(5), np.int64(17), np.int64(41), np.int64(44)], np.float64(22.19335732156272))"
7,"([np.int64(13), np.int64(17), np.int64(29), np.int64(39), np.int64(45)], np.float64(33.30050468188416))","([np.int64(13), np.int64(17), np.int64(25), np.int64(29), np.int64(39), np.int64(42), np.int64(45)], np.float64(32.44734812093673))"
8,"([np.int64(10), np.int64(19), np.int64(37), np.int64(48)], np.float64(24.36061215293122))","([np.int64(10), np.int64(19), np.int64(35), np.int64(37), np.int64(48)], np.float64(24.67604612715115))"
9,"([np.int64(11), np.int64(36), np.int64(38), np.int64(44)], np.float64(23.540777715472657))","([np.int64(11), np.int64(36), np.int64(38), np.int64(44)], np.float64(22.580084093764796))"
10,"([np.int64(27), np.int64(29), np.int64(41), np.int64(42)], np.float64(25.434931098939))","([np.int64(3), np.int64(10), np.int64(25), np.int64(26), np.int64(27), np.int64(29), np.int64(41), np.int64(42)], np.float64(27.150206953509))"
11,"([np.int64(19), np.int64(31), np.int64(46), np.int64(49)], np.float64(23.73954860471216))","([np.int64(19), np.int64(31), np.int64(40), np.int64(46), np.int64(49)], np.float64(24.263244101209185))"
12,"([np.int64(7), np.int64(15), np.int64(38), np.int64(43)], np.float64(24.746346919976787))","([np.int64(7), np.int64(15), np.int64(29), np.int64(38), np.int64(43)], np.float64(25.990253794063065))"
13,"([np.int64(8), np.int64(10), np.int64(31), np.int64(41)], np.float64(22.235676966946535))","([np.int64(8), np.int64(10), np.int64(31), np.int64(41)], np.float64(22.103653702785735))"
14,"([np.int64(16), np.int64(21), np.int64(40), np.int64(42)], np.float64(23.032742119418))","([np.int64(16), np.int64(21), np.int64(40), np.int64(42), np.int64(47)], np.float64(26.17064673498279))"
15,"([np.int64(11), np.int64(19), np.int64(21), np.int64(41)], np.float64(22.628271572856377))","([np.int64(5), np.int64(11), np.int64(19), np.int64(21), np.int64(41)], np.float64(22.83290886717773))"
16,"([np.int64(4), np.int64(9), np.int64(19), np.int64(40)], np.float64(23.78417448847899))","([np.int64(4), np.int64(9), np.int64(14), np.int64(19), np.int64(35), np.int64(40)], np.float64(25.597138188079917))"
17,"([np.int64(8), np.int64(18), np.int64(26), np.int64(27)], np.float64(25.344891621510627))","([np.int64(6), np.int64(8), np.int64(18), np.int64(25), np.int64(26), np.int64(27)], np.float64(27.42403335466298))"
18,"([np.int64(6), np.int64(31), np.int64(39), np.int64(48)], np.float64(26.030829855144525))","([np.int64(6), np.int64(31), np.int64(39), np.int64(48)], np.float64(25.610206633171924))"
19,"([np.int64(0), np.int64(2), np.int64(19), np.int64(32)], np.float64(24.533908265876526))","([np.int64(0), np.int64(2), np.int64(19), np.int64(32), np.int64(46)], np.float64(24.29956930722686))"
20,"([np.int64(4), np.int64(7), np.int64(15), np.int64(28), np.int64(35)], np.float64(26.281827681153832))","([np.int64(4), np.int64(7), np.int64(15), np.int64(19), np.int64(28)], np.float64(26.73864066454684))"
21,"([np.int64(13), np.int64(15), np.int64(30), np.int64(41)], np.float64(21.811036774819236))","([np.int64(13), np.int64(15), np.int64(19), np.int64(30), np.int64(41)], np.float64(23.527755456057122))"
22,"([np.int64(4), np.int64(6), np.int64(11), np.int64(34), np.int64(46)], np.float64(27.872173483034707))","([np.int64(4), np.int64(6), np.int64(11), np.int64(34), np.int64(46)], np.float64(23.857125052484566))"
23,"([np.int64(0), np.int64(6), np.int64(31), np.int64(42)], np.float64(23.282828975413516))","([np.int64(0), np.int64(6), np.int64(25), np.int64(31), np.int64(42)], np.float64(23.83775855628895))"
24,"([np.int64(1), np.int64(8), np.int64(14), np.int64(37)], np.float64(23.405455670236943))","([np.int64(1), np.int64(8), np.int64(14), np.int64(37), np.int64(38), np.int64(46)], np.float64(26.33074183962905))"
25,"([np.int64(2), np.int64(13), np.int64(20), np.int64(26)], np.float64(28.12642995065824))","([np.int64(2), np.int64(13), np.int64(20), np.int64(26)], np.float64(25.11653071109135))"
26,"([np.int64(25), np.int64(38), np.int64(47), np.int64(48)], np.float64(24.966057676967228))","([np.int64(4), np.int64(13), np.int64(17), np.int64(25), np.int64(38), np.int64(47), np.int64(48), np.int64(49)], np.float64(27.014880539988127))"
27,"([np.int64(6), np.int64(9), np.int64(19), np.int64(44)], np.float64(22.554432618486217))","([np.int64(6), np.int64(9), np.int64(19), np.int64(29), np.int64(44)], np.float64(24.99421305387105))"
