run_id,XGBoost,RF
1,"([np.int64(2), np.int64(3), np.int64(13), np.int64(15)], np.float64(12.272969704181628))","([np.int64(2), np.int64(3), np.int64(13), np.int64(15), np.int64(16)], np.float64(15.889313414903635))"
2,"([np.int64(10), np.int64(22), np.int64(30), np.int64(39)], np.float64(11.112453815183967))","([np.int64(10), np.int64(22), np.int64(30), np.int64(39)], np.float64(14.251188454742021))"
3,"([np.int64(0), np.int64(4), np.int64(5), np.int64(27)], np.float64(11.735277190211844))","([np.int64(0), np.int64(3), np.int64(4), np.int64(5), np.int64(20), np.int64(27)], np.float64(17.037512337229202))"
4,"([np.int64(14), np.int64(34), np.int64(38), np.int64(49)], np.float64(11.247933297046687))","([np.int64(14), np.int64(20), np.int64(30), np.int64(34), np.int64(38), np.int64(49)], np.float64(17.318912520601906))"
5,"([np.int64(2), np.int64(11), np.int64(15), np.int64(36)], np.float64(11.405681854831924))","([np.int64(2), np.int64(11), np.int64(15), np.int64(35), np.int64(36)], np.float64(15.643301913740505))"
6,"([np.int64(5), np.int64(17), np.int64(41), np.int64(44)], np.float64(10.517742227528222))","([np.int64(5), np.int64(17), np.int64(32), np.int64(41), np.int64(44)], np.float64(16.332413832144603))"
7,"([np.int64(13), np.int64(17), np.int64(29), np.int64(45)], np.float64(13.124684715513268))","([np.int64(13), np.int64(17), np.int64(29), np.int64(45)], np.float64(14.988945054434787))"
8,"([np.int64(10), np.int64(19), np.int64(37), np.int64(48)], np.float64(12.331796756778568))","([np.int64(10), np.int64(19), np.int64(37), np.int64(48)], np.float64(16.07160701841863))"
9,"([np.int64(11), np.int64(36), np.int64(38), np.int64(44)], np.float64(11.812868602855563))","([np.int64(11), np.int64(36), np.int64(38), np.int64(44)], np.float64(14.053105879960933))"
10,"([np.int64(27), np.int64(29), np.int64(41), np.int64(42)], np.float64(12.741667327726635))","([np.int64(27), np.int64(29), np.int64(41), np.int64(42)], np.float64(14.260692368834079))"
11,"([np.int64(19), np.int64(31), np.int64(46), np.int64(49)], np.float64(12.147048082324826))","([np.int64(9), np.int64(17), np.int64(19), np.int64(31), np.int64(35), np.int64(46), np.int64(49)], np.float64(16.530436573633867))"
12,"([np.int64(7), np.int64(15), np.int64(38), np.int64(43)], np.float64(12.981493239525706))","([np.int64(7), np.int64(12), np.int64(15), np.int64(37), np.int64(38), np.int64(43)], np.float64(18.750310454710693))"
13,"([np.int64(8), np.int64(10), np.int64(31), np.int64(41)], np.float64(11.600588380357145))","([np.int64(8), np.int64(10), np.int64(21), np.int64(31), np.int64(41)], np.float64(15.113173798099588))"
14,"([np.int64(16), np.int64(21), np.int64(40), np.int64(42)], np.float64(11.558990572824923))","([np.int64(6), np.int64(16), np.int64(21), np.int64(40), np.int64(41), np.int64(42)], np.float64(18.585984966831514))"
15,"([np.int64(11), np.int64(19), np.int64(21), np.int64(41)], np.float64(11.333594627327344))","([np.int64(11), np.int64(19), np.int64(21), np.int64(41)], np.float64(13.407894933338495))"
16,"([np.int64(4), np.int64(9), np.int64(19), np.int64(40)], np.float64(11.798397149895639))","([np.int64(4), np.int64(9), np.int64(19), np.int64(40)], np.float64(13.536278273891309))"
17,"([np.int64(8), np.int64(18), np.int64(26), np.int64(27)], np.float64(12.84693706002464))","([np.int64(8), np.int64(18), np.int64(24), np.int64(26), np.int64(27)], np.float64(17.605240934527135))"
18,"([np.int64(6), np.int64(31), np.int64(39), np.int64(48)], np.float64(12.152914583897067))","([np.int64(6), np.int64(29), np.int64(31), np.int64(39), np.int64(48)], np.float64(16.741370273972024))"
19,"([np.int64(0), np.int64(2), np.int64(19), np.int64(32)], np.float64(12.010810088015273))","([np.int64(0), np.int64(2), np.int64(19), np.int64(32), np.int64(47)], np.float64(15.276469796788566))"
20,"([np.int64(4), np.int64(7), np.int64(15), np.int64(28)], np.float64(13.17338181103409))","([np.int64(4), np.int64(7), np.int64(15), np.int64(28), np.int64(44)], np.float64(17.426204384058742))"
21,"([np.int64(13), np.int64(15), np.int64(30), np.int64(41)], np.float64(12.170445367022271))","([np.int64(1), np.int64(13), np.int64(15), np.int64(30), np.int64(41)], np.float64(14.767019814220141))"
