run_id,XGBoost,RF
1,"([np.int64(2), np.int64(3), np.int64(13), np.int64(15)], np.float64(11.585586563700886))","([np.int64(2), np.int64(3), np.int64(13), np.int64(15), np.int64(16)], np.float64(15.484456571705737))"
2,"([np.int64(10), np.int64(22), np.int64(30), np.int64(39)], np.float64(11.105656842710792))","([np.int64(10), np.int64(22), np.int64(30), np.int64(32), np.int64(39)], np.float64(15.060152780362477))"
3,"([np.int64(0), np.int64(4), np.int64(5), np.int64(27)], np.float64(11.63274677402206))","([np.int64(0), np.int64(3), np.int64(4), np.int64(5), np.int64(27)], np.float64(15.567716643252469))"
4,"([np.int64(14), np.int64(34), np.int64(38), np.int64(49)], np.float64(11.174068379350228))","([np.int64(14), np.int64(20), np.int64(30), np.int64(34), np.int64(38), np.int64(49)], np.float64(16.702690545502804))"
5,"([np.int64(2), np.int64(11), np.int64(15), np.int64(36)], np.float64(10.925495841720203))","([np.int64(2), np.int64(11), np.int64(15), np.int64(35), np.int64(36)], np.float64(14.965524940292607))"
6,"([np.int64(5), np.int64(17), np.int64(41), np.int64(44)], np.float64(10.243565389430062))","([np.int64(5), np.int64(17), np.int64(41), np.int64(44)], np.float64(13.989564884641412))"
7,"([np.int64(13), np.int64(17), np.int64(29), np.int64(45)], np.float64(13.00058549285134))","([np.int64(13), np.int64(17), np.int64(29), np.int64(45)], np.float64(14.355409402586004))"
8,"([np.int64(10), np.int64(19), np.int64(37), np.int64(48)], np.float64(12.604205045922292))","([np.int64(10), np.int64(19), np.int64(37), np.int64(48)], np.float64(14.773403810775628))"
9,"([np.int64(11), np.int64(36), np.int64(38), np.int64(44)], np.float64(10.731108584163458))","([np.int64(11), np.int64(36), np.int64(38), np.int64(44)], np.float64(13.438566776952525))"
10,"([np.int64(27), np.int64(29), np.int64(41), np.int64(42)], np.float64(12.469359941713014))","([np.int64(27), np.int64(29), np.int64(41), np.int64(42)], np.float64(13.845775188493242))"
11,"([np.int64(19), np.int64(31), np.int64(46), np.int64(49)], np.float64(11.243633382872622))","([np.int64(9), np.int64(19), np.int64(29), np.int64(31), np.int64(35), np.int64(46), np.int64(49)], np.float64(16.057455939370186))"
12,"([np.int64(7), np.int64(15), np.int64(38), np.int64(43)], np.float64(11.9449885701607))","([np.int64(7), np.int64(12), np.int64(15), np.int64(37), np.int64(38), np.int64(43)], np.float64(18.662325938962677))"
13,"([np.int64(8), np.int64(10), np.int64(31), np.int64(41)], np.float64(10.580204977119568))","([np.int64(8), np.int64(10), np.int64(31), np.int64(41)], np.float64(13.461438956477236))"
14,"([np.int64(16), np.int64(21), np.int64(40), np.int64(42)], np.float64(10.99885176392985))","([np.int64(6), np.int64(16), np.int64(21), np.int64(40), np.int64(42)], np.float64(16.28979381493453))"
15,"([np.int64(11), np.int64(19), np.int64(21), np.int64(41)], np.float64(10.50104431276201))","([np.int64(11), np.int64(19), np.int64(21), np.int64(41)], np.float64(12.950945106519361))"
16,"([np.int64(4), np.int64(9), np.int64(19), np.int64(40)], np.float64(11.276602057813081))","([np.int64(4), np.int64(9), np.int64(19), np.int64(26), np.int64(40)], np.float64(14.381317490396468))"
17,"([np.int64(8), np.int64(18), np.int64(26), np.int64(27)], np.float64(11.46341069383581))","([np.int64(8), np.int64(18), np.int64(26), np.int64(27)], np.float64(15.079324904778877))"
18,"([np.int64(6), np.int64(31), np.int64(39), np.int64(48)], np.float64(11.783732521740308))","([np.int64(6), np.int64(13), np.int64(28), np.int64(31), np.int64(37), np.int64(39), np.int64(48)], np.float64(17.92604760244939))"
19,"([np.int64(0), np.int64(2), np.int64(19), np.int64(32)], np.float64(12.277322840741846))","([np.int64(0), np.int64(2), np.int64(19), np.int64(24), np.int64(32), np.int64(47)], np.float64(15.98704764371536))"
