run_id,XGBoost,RF
1,"([np.int64(2), np.int64(3), np.int64(13), np.int64(15)], np.float64(10.931739925602598))","([np.int64(2), np.int64(3), np.int64(13), np.int64(15), np.int64(16)], np.float64(15.2119392063017))"
2,"([np.int64(10), np.int64(22), np.int64(30), np.int64(39)], np.float64(11.065312768775902))","([np.int64(10), np.int64(22), np.int64(30), np.int64(32), np.int64(39)], np.float64(15.382597155042564))"
3,"([np.int64(0), np.int64(4), np.int64(5), np.int64(27)], np.float64(11.164103485520021))","([np.int64(0), np.int64(3), np.int64(4), np.int64(5), np.int64(10), np.int64(27)], np.float64(16.299251000576813))"
4,"([np.int64(14), np.int64(34), np.int64(38), np.int64(49)], np.float64(10.855802069770496))","([np.int64(14), np.int64(20), np.int64(30), np.int64(34), np.int64(38), np.int64(49)], np.float64(16.48100960507009))"
5,"([np.int64(2), np.int64(11), np.int64(15), np.int64(36)], np.float64(10.707675004205013))","([np.int64(2), np.int64(11), np.int64(15), np.int64(35), np.int64(36)], np.float64(15.18043624204462))"
6,"([np.int64(5), np.int64(17), np.int64(41), np.int64(44)], np.float64(10.623734754992574))","([np.int64(5), np.int64(17), np.int64(41), np.int64(44)], np.float64(14.461386283698223))"
7,"([np.int64(13), np.int64(17), np.int64(29), np.int64(45)], np.float64(12.567418443429396))","([np.int64(13), np.int64(17), np.int64(29), np.int64(45)], np.float64(14.246192565517623))"
8,"([np.int64(10), np.int64(19), np.int64(37), np.int64(48)], np.float64(11.839316147782704))","([np.int64(10), np.int64(19), np.int64(37), np.int64(48)], np.float64(15.307770826069625))"
9,"([np.int64(11), np.int64(36), np.int64(38), np.int64(44)], np.float64(11.170317683491328))","([np.int64(11), np.int64(36), np.int64(38), np.int64(44)], np.float64(13.25476554428349))"
10,"([np.int64(27), np.int64(29), np.int64(41), np.int64(42)], np.float64(12.826485149540137))","([np.int64(27), np.int64(29), np.int64(41), np.int64(42)], np.float64(13.634675180360254))"
11,"([np.int64(19), np.int64(31), np.int64(46), np.int64(49)], np.float64(11.465741700080086))","([np.int64(9), np.int64(19), np.int64(29), np.int64(31), np.int64(46), np.int64(49)], np.float64(15.75136342596787))"
12,"([np.int64(7), np.int64(15), np.int64(38), np.int64(43)], np.float64(11.211903145108863))","([np.int64(7), np.int64(12), np.int64(15), np.int64(37), np.int64(38), np.int64(43), np.int64(45)], np.float64(19.327360896764812))"
13,"([np.int64(8), np.int64(10), np.int64(31), np.int64(41)], np.float64(10.585167720267094))","([np.int64(8), np.int64(10), np.int64(21), np.int64(31), np.int64(41)], np.float64(14.700091939403691))"
14,"([np.int64(16), np.int64(21), np.int64(40), np.int64(42)], np.float64(10.973170738388019))","([np.int64(6), np.int64(16), np.int64(21), np.int64(40), np.int64(42), np.int64(45)], np.float64(17.085850883304133))"
15,"([np.int64(11), np.int64(19), np.int64(21), np.int64(41)], np.float64(11.05159422293025))","([np.int64(11), np.int64(19), np.int64(21), np.int64(41)], np.float64(12.683254774067368))"
16,"([np.int64(4), np.int64(9), np.int64(19), np.int64(40)], np.float64(10.944530870088848))","([np.int64(4), np.int64(9), np.int64(19), np.int64(26), np.int64(40)], np.float64(14.251540417166172))"
17,"([np.int64(8), np.int64(18), np.int64(26), np.int64(27)], np.float64(12.01604595282674))","([np.int64(8), np.int64(18), np.int64(26), np.int64(27)], np.float64(14.891051521687562))"
18,"([np.int64(6), np.int64(31), np.int64(39), np.int64(48)], np.float64(11.42713582123395))","([np.int64(6), np.int64(13), np.int64(28), np.int64(31), np.int64(32), np.int64(37), np.int64(39), np.int64(48)], np.float64(18.57259562441775))"
