run_id,XGBoost,RF
1,"([np.int64(2), np.int64(3), np.int64(13), np.int64(15)], np.float64(16.43998898084743))","([np.int64(2), np.int64(3), np.int64(13), np.int64(15)], np.float64(16.897462762292154))"
2,"([np.int64(10), np.int64(22), np.int64(30), np.int64(39)], np.float64(15.320545331908805))","([np.int64(10), np.int64(22), np.int64(30), np.int64(39)], np.float64(18.21872734879876))"
3,"([np.int64(0), np.int64(4), np.int64(5), np.int64(27)], np.float64(15.286738743998233))","([np.int64(0), np.int64(4), np.int64(5), np.int64(10), np.int64(24), np.int64(27)], np.float64(19.11954469212937))"
4,"([np.int64(14), np.int64(34), np.int64(38), np.int64(49)], np.float64(14.596428085877127))","([np.int64(14), np.int64(25), np.int64(34), np.int64(38), np.int64(49)], np.float64(17.93687093426389))"
5,"([np.int64(2), np.int64(11), np.int64(15), np.int64(36)], np.float64(16.79545625973621))","([np.int64(2), np.int64(5), np.int64(8), np.int64(11), np.int64(15), np.int64(36), np.int64(42), np.int64(46)], np.float64(22.682603585225763))"
6,"([np.int64(5), np.int64(17), np.int64(41), np.int64(44)], np.float64(15.555025345628698))","([np.int64(5), np.int64(17), np.int64(41), np.int64(44)], np.float64(17.05613901413302))"
7,"([np.int64(13), np.int64(17), np.int64(29), np.int64(45)], np.float64(15.231566410748885))","([np.int64(13), np.int64(17), np.int64(29), np.int64(42), np.int64(45)], np.float64(19.550192287800257))"
8,"([np.int64(10), np.int64(19), np.int64(37), np.int64(48)], np.float64(15.5924124332267))","([np.int64(10), np.int64(15), np.int64(17), np.int64(19), np.int64(37), np.int64(48)], np.float64(20.673805946321423))"
9,"([np.int64(11), np.int64(36), np.int64(38), np.int64(44)], np.float64(14.977486572174628))","([np.int64(11), np.int64(36), np.int64(38), np.int64(44)], np.float64(17.076862900581254))"
10,"([np.int64(27), np.int64(29), np.int64(41), np.int64(42)], np.float64(14.711127496617111))","([np.int64(27), np.int64(29), np.int64(33), np.int64(41), np.int64(42), np.int64(49)], np.float64(20.239236166240836))"
11,"([np.int64(19), np.int64(31), np.int64(46), np.int64(49)], np.float64(14.918679175966291))","([np.int64(19), np.int64(31), np.int64(46), np.int64(49)], np.float64(17.136424417251252))"
12,"([np.int64(7), np.int64(15), np.int64(38), np.int64(43)], np.float64(16.136444893032646))","([np.int64(7), np.int64(15), np.int64(22), np.int64(38), np.int64(43)], np.float64(19.493568957891416))"
13,"([np.int64(8), np.int64(10), np.int64(31), np.int64(41)], np.float64(14.29863057356277))","([np.int64(8), np.int64(10), np.int64(31), np.int64(41)], np.float64(16.50998834255801))"
14,"([np.int64(16), np.int64(21), np.int64(40), np.int64(42)], np.float64(15.783812710342763))","([np.int64(8), np.int64(16), np.int64(21), np.int64(38), np.int64(40), np.int64(42)], np.float64(20.989342037818215))"
15,"([np.int64(11), np.int64(19), np.int64(21), np.int64(41)], np.float64(14.754640610484437))","([np.int64(11), np.int64(19), np.int64(21), np.int64(22), np.int64(41)], np.float64(17.406829730036605))"
16,"([np.int64(4), np.int64(9), np.int64(19), np.int64(40)], np.float64(15.643907348994714))","([np.int64(4), np.int64(9), np.int64(19), np.int64(26), np.int64(30), np.int64(40)], np.float64(19.91748082975378))"
