run_id,XGBoost,RF
1,"([np.int64(2), np.int64(3), np.int64(13), np.int64(15)], np.float64(18.07149360128073))","([np.int64(2), np.int64(3), np.int64(13), np.int64(15)], np.float64(18.17290743273866))"
2,"([np.int64(10), np.int64(22), np.int64(30), np.int64(39)], np.float64(17.86662088151802))","([np.int64(10), np.int64(22), np.int64(30), np.int64(39)], np.float64(19.425719796617948))"
3,"([np.int64(0), np.int64(4), np.int64(5), np.int64(27)], np.float64(16.50710749228366))","([np.int64(0), np.int64(3), np.int64(4), np.int64(5), np.int64(27)], np.float64(20.296854235051327))"
4,"([np.int64(14), np.int64(34), np.int64(38), np.int64(49)], np.float64(16.774758974182387))","([np.int64(14), np.int64(34), np.int64(38), np.int64(49)], np.float64(17.810313255478544))"
5,"([np.int64(2), np.int64(11), np.int64(15), np.int64(36)], np.float64(18.273733312309595))","([np.int64(2), np.int64(8), np.int64(11), np.int64(15), np.int64(36)], np.float64(21.33498751192831))"
6,"([np.int64(5), np.int64(17), np.int64(41), np.int64(44)], np.float64(17.65445260573324))","([np.int64(5), np.int64(12), np.int64(17), np.int64(41), np.int64(44)], np.float64(19.68254413187863))"
7,"([np.int64(13), np.int64(17), np.int64(29), np.int64(45)], np.float64(18.208656413141558))","([np.int64(13), np.int64(17), np.int64(29), np.int64(42), np.int64(45)], np.float64(22.834691733124075))"
8,"([np.int64(10), np.int64(19), np.int64(37), np.int64(48)], np.float64(17.705804220063516))","([np.int64(5), np.int64(10), np.int64(15), np.int64(19), np.int64(37), np.int64(48)], np.float64(22.7185514712732))"
9,"([np.int64(11), np.int64(36), np.int64(38), np.int64(44)], np.float64(17.386792102032423))","([np.int64(11), np.int64(16), np.int64(36), np.int64(38), np.int64(43), np.int64(44)], np.float64(21.907498465907192))"
10,"([np.int64(27), np.int64(29), np.int64(41), np.int64(42)], np.float64(18.870535166726665))","([np.int64(7), np.int64(25), np.int64(27), np.int64(29), np.int64(33), np.int64(41), np.int64(42), np.int64(49)], np.float64(23.54654430199453))"
11,"([np.int64(19), np.int64(31), np.int64(46), np.int64(49)], np.float64(18.557757887679408))","([np.int64(19), np.int64(31), np.int64(42), np.int64(46), np.int64(49)], np.float64(19.473572072822154))"
12,"([np.int64(7), np.int64(15), np.int64(38), np.int64(43)], np.float64(18.238212519544827))","([np.int64(7), np.int64(15), np.int64(38), np.int64(43)], np.float64(19.077288335551827))"
13,"([np.int64(8), np.int64(10), np.int64(31), np.int64(41)], np.float64(17.294441430512144))","([np.int64(8), np.int64(9), np.int64(10), np.int64(31), np.int64(41)], np.float64(20.013878557032506))"
14,"([np.int64(16), np.int64(21), np.int64(40), np.int64(42)], np.float64(17.40608754286707))","([np.int64(16), np.int64(21), np.int64(40), np.int64(42)], np.float64(19.41457348045543))"
15,"([np.int64(11), np.int64(19), np.int64(21), np.int64(41)], np.float64(17.169445361280424))","([np.int64(11), np.int64(19), np.int64(21), np.int64(41), np.int64(45)], np.float64(19.29161542905349))"
16,"([np.int64(4), np.int64(9), np.int64(19), np.int64(40)], np.float64(18.790647522217306))","([np.int64(4), np.int64(9), np.int64(19), np.int64(27), np.int64(40)], np.float64(20.041857615089764))"
17,"([np.int64(8), np.int64(18), np.int64(26), np.int64(27)], np.float64(18.76769128690581))","([np.int64(8), np.int64(18), np.int64(26), np.int64(27)], np.float64(20.39453955119721))"
18,"([np.int64(6), np.int64(31), np.int64(39), np.int64(48)], np.float64(17.984673568148857))","([np.int64(6), np.int64(31), np.int64(39), np.int64(48)], np.float64(20.273682078920363))"
19,"([np.int64(0), np.int64(2), np.int64(19), np.int64(32)], np.float64(16.89796426962476))","([np.int64(0), np.int64(2), np.int64(19), np.int64(32), np.int64(45)], np.float64(19.903604899796235))"
20,"([np.int64(4), np.int64(7), np.int64(15), np.int64(28)], np.float64(21.708145059466936))","([np.int64(4), np.int64(7), np.int64(15), np.int64(28)], np.float64(21.66723154493665))"
21,"([np.int64(13), np.int64(15), np.int64(30), np.int64(41)], np.float64(16.485314967316327))","([np.int64(13), np.int64(15), np.int64(30), np.int64(41)], np.float64(17.01099587063743))"
22,"([np.int64(4), np.int64(6), np.int64(11), np.int64(46)], np.float64(19.473226280040617))","([np.int64(4), np.int64(6), np.int64(11), np.int64(46)], np.float64(19.65016766873102))"
23,"([np.int64(0), np.int64(6), np.int64(31), np.int64(42)], np.float64(17.95162017721928))","([np.int64(0), np.int64(1), np.int64(6), np.int64(31), np.int64(33), np.int64(42)], np.float64(20.480448888946032))"
24,"([np.int64(1), np.int64(8), np.int64(14), np.int64(37)], np.float64(17.892511636156293))","([np.int64(1), np.int64(8), np.int64(14), np.int64(37)], np.float64(18.55164120540797))"
25,"([np.int64(2), np.int64(13), np.int64(20), np.int64(26)], np.float64(19.946505491592358))","([np.int64(2), np.int64(13), np.int64(20), np.int64(26), np.int64(45)], np.float64(22.62502473657968))"
26,"([np.int64(25), np.int64(38), np.int64(47), np.int64(48)], np.float64(17.941825000317458))","([np.int64(25), np.int64(38), np.int64(47), np.int64(48)], np.float64(18.437717050828994))"
27,"([np.int64(6), np.int64(9), np.int64(19), np.int64(44)], np.float64(18.051426317164303))","([np.int64(6), np.int64(9), np.int64(19), np.int64(38), np.int64(44)], np.float64(20.92236075966961))"
28,"([np.int64(19), np.int64(35), np.int64(38), np.int64(44)], np.float64(17.781276055441655))","([np.int64(19), np.int64(35), np.int64(38), np.int64(44), np.int64(48)], np.float64(20.935605375338763))"
29,"([np.int64(8), np.int64(14), np.int64(38), np.int64(41)], np.float64(16.468417801233535))","([np.int64(8), np.int64(14), np.int64(38), np.int64(41)], np.float64(19.604729778306105))"
30,"([np.int64(20), np.int64(21), np.int64(34), np.int64(35)], np.float64(18.58391737596129))","([np.int64(17), np.int64(20), np.int64(21), np.int64(34), np.int64(35)], np.float64(20.346343215880268))"
31,"([np.int64(13), np.int64(26), np.int64(28), np.int64(37)], np.float64(20.388273656767826))","([np.int64(13), np.int64(26), np.int64(28), np.int64(37), np.int64(44), np.int64(46)], np.float64(24.793298804741084))"
32,"([np.int64(8), np.int64(9), np.int64(26), np.int64(37), np.int64(48)], np.float64(21.18755568484143))","([np.int64(8), np.int64(9), np.int64(26), np.int64(37)], np.float64(20.625199199830828))"
