run_id,XGBoost,RF
1,"([np.int64(2), np.int64(3), np.int64(13), np.int64(15)], np.float64(24.326634021572968))","([np.int64(2), np.int64(3), np.int64(13), np.int64(15), np.int64(41)], np.float64(22.88159766190737))"
2,"([np.int64(10), np.int64(22), np.int64(30), np.int64(39)], np.float64(21.593319479935474))","([np.int64(10), np.int64(22), np.int64(30), np.int64(39)], np.float64(21.488834944931142))"
3,"([np.int64(4), np.int64(5), np.int64(27)], np.float64(42.98612452611549))","([np.int64(0), np.int64(4), np.int64(5), np.int64(7), np.int64(27)], np.float64(21.686076456582242))"
4,"([np.int64(14), np.int64(34), np.int64(38), np.int64(49)], np.float64(20.569010216136427))","([np.int64(14), np.int64(34), np.int64(38), np.int64(49)], np.float64(20.159966399397504))"
5,"([np.int64(2), np.int64(11), np.int64(15), np.int64(36)], np.float64(21.717981266496526))","([np.int64(2), np.int64(11), np.int64(15), np.int64(36)], np.float64(21.231910130228204))"
6,"([np.int64(5), np.int64(17), np.int64(41), np.int64(44)], np.float64(23.067724300723835))","([np.int64(5), np.int64(17), np.int64(41), np.int64(44)], np.float64(20.773763791387072))"
7,"([np.int64(13), np.int64(17), np.int64(29), np.int64(45)], np.float64(23.426069205900607))","([np.int64(13), np.int64(17), np.int64(29), np.int64(39), np.int64(45)], np.float64(25.88612092696935))"
8,"([np.int64(10), np.int64(19), np.int64(37), np.int64(48)], np.float64(22.46613900415626))","([np.int64(10), np.int64(19), np.int64(23), np.int64(37), np.int64(48)], np.float64(23.5947218851151))"
9,"([np.int64(11), np.int64(36), np.int64(38), np.int64(44)], np.float64(21.866267206259515))","([np.int64(11), np.int64(36), np.int64(38), np.int64(44)], np.float64(21.185830127237807))"
10,"([np.int64(27), np.int64(29), np.int64(41), np.int64(42)], np.float64(22.21148746262779))","([np.int64(3), np.int64(7), np.int64(25), np.int64(26), np.int64(27), np.int64(29), np.int64(41), np.int64(42)], np.float64(25.867782378854237))"
