run_id,XGBoost,RF
1,"([np.int64(2), np.int64(3), np.int64(13), np.int64(15)], np.float64(27.517874236751666))","([np.int64(2), np.int64(3), np.int64(13), np.int64(15), np.int64(36)], np.float64(27.24338800266157))"
2,"([np.int64(10), np.int64(22), np.int64(28), np.int64(30), np.int64(39)], np.float64(33.41542022618391))","([np.int64(10), np.int64(22), np.int64(30), np.int64(39)], np.float64(26.77139194805059))"
3,"([np.int64(4), np.int64(5), np.int64(27)], np.float64(48.799288594961105))","([np.int64(0), np.int64(4), np.int64(5), np.int64(27), np.int64(29)], np.float64(27.950642602811794))"
4,"([np.int64(14), np.int64(34), np.int64(38), np.int64(49)], np.float64(28.44191594664483))","([np.int64(14), np.int64(34), np.int64(38), np.int64(49)], np.float64(23.845521606491637))"
5,"([np.int64(2), np.int64(11), np.int64(15), np.int64(36)], np.float64(29.5447711059967))","([np.int64(2), np.int64(11), np.int64(15), np.int64(24), np.int64(36)], np.float64(28.844250990771492))"
6,"([np.int64(5), np.int64(17), np.int64(41), np.int64(44)], np.float64(26.394734515701437))","([np.int64(5), np.int64(17), np.int64(27), np.int64(39), np.int64(41), np.int64(44)], np.float64(28.01693073072444))"
7,"([np.int64(13), np.int64(17), np.int64(29), np.int64(39), np.int64(45)], np.float64(35.25696734959292))","([np.int64(13), np.int64(16), np.int64(17), np.int64(29), np.int64(35), np.int64(39), np.int64(45)], np.float64(36.497421392837595))"
8,"([np.int64(10), np.int64(19), np.int64(29), np.int64(37), np.int64(48)], np.float64(30.575059331752673))","([np.int64(10), np.int64(19), np.int64(35), np.int64(37), np.int64(48)], np.float64(27.540116874375933))"
9,"([np.int64(11), np.int64(36), np.int64(38), np.int64(44)], np.float64(30.90581194312396))","([np.int64(2), np.int64(11), np.int64(36), np.int64(38), np.int64(44)], np.float64(27.592025678819766))"
10,"([np.int64(27), np.int64(29), np.int64(41), np.int64(42)], np.float64(28.621538595512504))","([np.int64(4), np.int64(10), np.int64(27), np.int64(29), np.int64(41), np.int64(42)], np.float64(29.198093798229923))"
11,"([np.int64(19), np.int64(31), np.int64(46), np.int64(49)], np.float64(26.325441496494943))","([np.int64(19), np.int64(31), np.int64(36), np.int64(37), np.int64(42), np.int64(43), np.int64(46), np.int64(49)], np.float64(32.29948189480735))"
12,"([np.int64(7), np.int64(15), np.int64(38), np.int64(43)], np.float64(26.901733043167322))","([np.int64(4), np.int64(7), np.int64(11), np.int64(15), np.int64(38), np.int64(43)], np.float64(30.800431504159054))"
13,"([np.int64(8), np.int64(10), np.int64(31), np.int64(41)], np.float64(26.934671129608788))","([np.int64(8), np.int64(10), np.int64(22), np.int64(31), np.int64(41)], np.float64(25.568637944703692))"
14,"([np.int64(16), np.int64(21), np.int64(40), np.int64(42)], np.float64(27.662731907112246))","([np.int64(16), np.int64(21), np.int64(40), np.int64(42)], np.float64(25.695721073650976))"
15,"([np.int64(11), np.int64(19), np.int64(21), np.int64(41)], np.float64(26.923897377021046))","([np.int64(11), np.int64(19), np.int64(21), np.int64(23), np.int64(41)], np.float64(27.9853148506162))"
16,"([np.int64(4), np.int64(9), np.int64(19), np.int64(40)], np.float64(30.06394906794244))","([np.int64(4), np.int64(9), np.int64(18), np.int64(19), np.int64(40)], np.float64(29.825952282270542))"
17,"([np.int64(8), np.int64(18), np.int64(26), np.int64(27)], np.float64(31.2088742752234))","([np.int64(8), np.int64(18), np.int64(26), np.int64(27)], np.float64(28.429211152364637))"
18,"([np.int64(6), np.int64(31), np.int64(39), np.int64(48)], np.float64(27.51873264611799))","([np.int64(6), np.int64(31), np.int64(39), np.int64(48)], np.float64(27.4511935740977))"
19,"([np.int64(19), np.int64(32)], np.float64(66.7875484291867))","([np.int64(0), np.int64(2), np.int64(5), np.int64(19), np.int64(32), np.int64(46)], np.float64(30.369261419179974))"
20,"([np.int64(4), np.int64(7), np.int64(15), np.int64(28)], np.float64(30.32752852017335))","([np.int64(4), np.int64(7), np.int64(15), np.int64(28)], np.float64(27.469900270301785))"
21,"([np.int64(13), np.int64(15), np.int64(30), np.int64(41)], np.float64(26.7615034693062))","([np.int64(13), np.int64(15), np.int64(19), np.int64(30), np.int64(41)], np.float64(26.673084245581297))"
22,"([np.int64(4), np.int64(6), np.int64(11), np.int64(46)], np.float64(30.80424233923234))","([np.int64(4), np.int64(6), np.int64(11), np.int64(17), np.int64(24), np.int64(46)], np.float64(27.813587835888658))"
23,"([np.int64(6), np.int64(31), np.int64(42)], np.float64(48.11757683916636))","([np.int64(0), np.int64(5), np.int64(6), np.int64(31), np.int64(42)], np.float64(26.538828910945213))"
24,"([np.int64(1), np.int64(8), np.int64(14), np.int64(37)], np.float64(28.02243346650058))","([np.int64(1), np.int64(4), np.int64(8), np.int64(14), np.int64(37), np.int64(38)], np.float64(32.411486752543496))"
25,"([np.int64(2), np.int64(13), np.int64(20), np.int64(26)], np.float64(29.4168548322618))","([np.int64(2), np.int64(13), np.int64(20), np.int64(26), np.int64(39)], np.float64(30.299921278284785))"
26,"([np.int64(25), np.int64(38), np.int64(47), np.int64(48)], np.float64(26.363994065225043))","([np.int64(0), np.int64(4), np.int64(12), np.int64(25), np.int64(38), np.int64(47), np.int64(48)], np.float64(31.297957835789298))"
27,"([np.int64(6), np.int64(9), np.int64(19), np.int64(44)], np.float64(28.915463590488937))","([np.int64(6), np.int64(9), np.int64(19), np.int64(44)], np.float64(26.905386330197615))"
28,"([np.int64(19), np.int64(35), np.int64(38), np.int64(44)], np.float64(25.18459927848859))","([np.int64(2), np.int64(19), np.int64(35), np.int64(38), np.int64(44)], np.float64(28.1743766494209))"
29,"([np.int64(8), np.int64(14), np.int64(38), np.int64(41)], np.float64(28.542355547006526))","([np.int64(8), np.int64(14), np.int64(26), np.int64(27), np.int64(34), np.int64(38), np.int64(40), np.int64(41)], np.float64(31.474684513073782))"
30,"([np.int64(20), np.int64(21), np.int64(34), np.int64(35)], np.float64(25.783593653835833))","([np.int64(17), np.int64(20), np.int64(21), np.int64(25), np.int64(32), np.int64(34), np.int64(35), np.int64(40)], np.float64(31.620008071871244))"
31,"([np.int64(13), np.int64(26), np.int64(28), np.int64(37)], np.float64(29.80437968045565))","([np.int64(11), np.int64(13), np.int64(26), np.int64(28), np.int64(37), np.int64(46)], np.float64(33.49271323365173))"
32,"([np.int64(8), np.int64(9), np.int64(26), np.int64(37)], np.float64(28.06143600589502))","([np.int64(8), np.int64(9), np.int64(26), np.int64(37)], np.float64(26.482971969409956))"
33,"([np.int64(5), np.int64(23), np.int64(44), np.int64(45), np.int64(47)], np.float64(30.4630318353558))","([np.int64(4), np.int64(5), np.int64(7), np.int64(21), np.int64(23), np.int64(44), np.int64(45)], np.float64(30.577312584182188))"
34,"([np.int64(2), np.int64(11), np.int64(21), np.int64(24)], np.float64(27.846117242089864))","([np.int64(2), np.int64(8), np.int64(11), np.int64(21), np.int64(24), np.int64(47)], np.float64(29.3179038486922))"
