run_id,XGBoost,RF
1,"([np.int64(2), np.int64(3), np.int64(13), np.int64(15)], np.float64(17.156758483232))","([np.int64(2), np.int64(3), np.int64(13), np.int64(15), np.int64(44)], np.float64(19.823811202186725))"
2,"([np.int64(10), np.int64(22), np.int64(30), np.int64(39)], np.float64(17.242813794973138))","([np.int64(10), np.int64(22), np.int64(30), np.int64(39)], np.float64(18.606748565967827))"
3,"([np.int64(0), np.int64(4), np.int64(5), np.int64(27)], np.float64(16.89710033704818))","([np.int64(0), np.int64(4), np.int64(5), np.int64(27)], np.float64(17.791444322373767))"
4,"([np.int64(14), np.int64(34), np.int64(38), np.int64(49)], np.float64(15.943402241875013))","([np.int64(14), np.int64(34), np.int64(38), np.int64(49)], np.float64(17.37757525591235))"
5,"([np.int64(2), np.int64(11), np.int64(15), np.int64(36)], np.float64(17.473896637588595))","([np.int64(2), np.int64(5), np.int64(8), np.int64(11), np.int64(15), np.int64(36), np.int64(42)], np.float64(23.03240096953724))"
6,"([np.int64(5), np.int64(17), np.int64(41), np.int64(44), np.int64(46)], np.float64(18.015034360217097))","([np.int64(5), np.int64(17), np.int64(32), np.int64(33), np.int64(41), np.int64(44)], np.float64(19.76584268391251))"
7,"([np.int64(13), np.int64(17), np.int64(29), np.int64(45)], np.float64(16.72394939078595))","([np.int64(13), np.int64(15), np.int64(17), np.int64(29), np.int64(32), np.int64(42), np.int64(45)], np.float64(23.133182635951425))"
8,"([np.int64(10), np.int64(19), np.int64(37), np.int64(48)], np.float64(17.813898552172752))","([np.int64(10), np.int64(15), np.int64(19), np.int64(37), np.int64(48)], np.float64(21.33707218655054))"
9,"([np.int64(11), np.int64(36), np.int64(38), np.int64(44)], np.float64(15.857340330548695))","([np.int64(11), np.int64(36), np.int64(38), np.int64(44)], np.float64(17.977104132446645))"
10,"([np.int64(27), np.int64(29), np.int64(41), np.int64(42)], np.float64(18.208573306040037))","([np.int64(3), np.int64(27), np.int64(29), np.int64(33), np.int64(41), np.int64(42), np.int64(49)], np.float64(22.215289783967865))"
11,"([np.int64(19), np.int64(31), np.int64(46), np.int64(49)], np.float64(16.627186310494864))","([np.int64(19), np.int64(31), np.int64(42), np.int64(46), np.int64(49)], np.float64(19.07655739883314))"
12,"([np.int64(7), np.int64(15), np.int64(38), np.int64(43)], np.float64(16.971948617112684))","([np.int64(7), np.int64(15), np.int64(38), np.int64(43)], np.float64(18.60440324887036))"
13,"([np.int64(8), np.int64(10), np.int64(31), np.int64(41)], np.float64(16.058173781743644))","([np.int64(8), np.int64(9), np.int64(10), np.int64(31), np.int64(41)], np.float64(19.489889409414232))"
14,"([np.int64(16), np.int64(21), np.int64(40), np.int64(42)], np.float64(15.908239076790164))","([np.int64(16), np.int64(21), np.int64(37), np.int64(40), np.int64(42)], np.float64(19.96620550501082))"
15,"([np.int64(11), np.int64(19), np.int64(21), np.int64(41)], np.float64(16.77411321635737))","([np.int64(11), np.int64(19), np.int64(21), np.int64(41), np.int64(45)], np.float64(18.828055030161206))"
16,"([np.int64(4), np.int64(9), np.int64(19), np.int64(40)], np.float64(16.360855966296896))","([np.int64(4), np.int64(9), np.int64(19), np.int64(27), np.int64(40)], np.float64(19.747167857003227))"
17,"([np.int64(8), np.int64(18), np.int64(26), np.int64(27)], np.float64(15.295368357983623))","([np.int64(4), np.int64(8), np.int64(18), np.int64(26), np.int64(27)], np.float64(21.451710327252172))"
18,"([np.int64(6), np.int64(31), np.int64(39), np.int64(48)], np.float64(18.04468309789092))","([np.int64(3), np.int64(6), np.int64(31), np.int64(39), np.int64(44), np.int64(48)], np.float64(21.72174224092153))"
19,"([np.int64(0), np.int64(2), np.int64(19), np.int64(32)], np.float64(15.363257483135264))","([np.int64(0), np.int64(2), np.int64(19), np.int64(32)], np.float64(16.926325950259283))"
20,"([np.int64(4), np.int64(7), np.int64(15), np.int64(28)], np.float64(19.1061438197333))","([np.int64(4), np.int64(7), np.int64(15), np.int64(28), np.int64(32)], np.float64(22.251677502919907))"
21,"([np.int64(13), np.int64(15), np.int64(30), np.int64(41)], np.float64(17.2561407048065))","([np.int64(13), np.int64(15), np.int64(30), np.int64(41)], np.float64(16.588229950774203))"
22,"([np.int64(4), np.int64(6), np.int64(11), np.int64(46)], np.float64(18.186291370711224))","([np.int64(4), np.int64(6), np.int64(11), np.int64(22), np.int64(46)], np.float64(20.040741211388056))"
23,"([np.int64(0), np.int64(6), np.int64(31), np.int64(42)], np.float64(16.316723049327067))","([np.int64(0), np.int64(1), np.int64(6), np.int64(25), np.int64(31), np.int64(42)], np.float64(19.63962256983064))"
24,"([np.int64(1), np.int64(8), np.int64(14), np.int64(37)], np.float64(15.804625772875))","([np.int64(1), np.int64(8), np.int64(14), np.int64(37)], np.float64(18.112249700096378))"
25,"([np.int64(2), np.int64(13), np.int64(20), np.int64(26)], np.float64(17.663168906169247))","([np.int64(2), np.int64(13), np.int64(20), np.int64(26), np.int64(27)], np.float64(21.30841542621257))"
26,"([np.int64(25), np.int64(38), np.int64(47), np.int64(48)], np.float64(16.050803897870004))","([np.int64(25), np.int64(38), np.int64(47), np.int64(48)], np.float64(17.47877204065157))"
27,"([np.int64(6), np.int64(9), np.int64(19), np.int64(44)], np.float64(17.376147714218984))","([np.int64(6), np.int64(9), np.int64(19), np.int64(44), np.int64(49)], np.float64(20.751854847706923))"
28,"([np.int64(19), np.int64(35), np.int64(38), np.int64(44)], np.float64(15.886100168290259))","([np.int64(19), np.int64(35), np.int64(38), np.int64(44), np.int64(48)], np.float64(19.46367038258369))"
29,"([np.int64(8), np.int64(14), np.int64(38), np.int64(41)], np.float64(18.056929655966098))","([np.int64(8), np.int64(14), np.int64(26), np.int64(38), np.int64(41)], np.float64(21.129526476254462))"
30,"([np.int64(20), np.int64(21), np.int64(34), np.int64(35)], np.float64(18.132808081139366))","([np.int64(17), np.int64(20), np.int64(21), np.int64(27), np.int64(34), np.int64(35)], np.float64(21.109056097745277))"
31,"([np.int64(13), np.int64(26), np.int64(28), np.int64(37), np.int64(44)], np.float64(22.113766291581282))","([np.int64(13), np.int64(26), np.int64(28), np.int64(37), np.int64(44)], np.float64(22.229342428318347))"
32,"([np.int64(8), np.int64(9), np.int64(26), np.int64(37)], np.float64(18.194596004903858))","([np.int64(8), np.int64(9), np.int64(26), np.int64(37)], np.float64(19.777087648694586))"
33,"([np.int64(5), np.int64(23), np.int64(44), np.int64(45)], np.float64(17.182115771308165))","([np.int64(5), np.int64(11), np.int64(23), np.int64(44), np.int64(45)], np.float64(21.703549927688584))"
34,"([np.int64(2), np.int64(11), np.int64(21), np.int64(24)], np.float64(18.341031756526732))","([np.int64(2), np.int64(11), np.int64(21), np.int64(24)], np.float64(17.864389689155608))"
35,"([np.int64(7), np.int64(30), np.int64(47), np.int64(49)], np.float64(19.59140567606638))","([np.int64(7), np.int64(30), np.int64(47), np.int64(49)], np.float64(20.4222184196099))"
36,"([np.int64(11), np.int64(17), np.int64(35), np.int64(41)], np.float64(17.356898798432752))","([np.int64(11), np.int64(17), np.int64(35), np.int64(41)], np.float64(17.341625287592603))"
37,"([np.int64(4), np.int64(15), np.int64(24), np.int64(44)], np.float64(17.09457469104))","([np.int64(4), np.int64(15), np.int64(24), np.int64(44), np.int64(45)], np.float64(19.95825813419652))"
38,"([np.int64(20), np.int64(25), np.int64(26), np.int64(28)], np.float64(16.071301424081902))","([np.int64(14), np.int64(18), np.int64(20), np.int64(22), np.int64(25), np.int64(26), np.int64(28)], np.float64(21.729026439616998))"
39,"([np.int64(5), np.int64(21), np.int64(25), np.int64(43)], np.float64(16.8641030393808))","([np.int64(5), np.int64(21), np.int64(25), np.int64(39), np.int64(43)], np.float64(18.402107996976817))"
40,"([np.int64(29), np.int64(33), np.int64(35), np.int64(44)], np.float64(15.607629718484045))","([np.int64(0), np.int64(28), np.int64(29), np.int64(33), np.int64(35), np.int64(44)], np.float64(20.2643983027831))"
41,"([np.int64(3), np.int64(6), np.int64(11), np.int64(14), np.int64(17)], np.float64(17.36512750685018))","([np.int64(3), np.int64(6), np.int64(11), np.int64(14), np.int64(17)], np.float64(18.115781683315607))"
42,"([np.int64(6), np.int64(15), np.int64(43), np.int64(49)], np.float64(18.959091402357902))","([np.int64(6), np.int64(15), np.int64(43), np.int64(49)], np.float64(19.23444310105901))"
43,"([np.int64(24), np.int64(30), np.int64(35), np.int64(45)], np.float64(17.223079369649806))","([np.int64(24), np.int64(30), np.int64(35), np.int64(45)], np.float64(20.542042330104138))"
44,"([np.int64(16), np.int64(22), np.int64(38), np.int64(46)], np.float64(17.179909949915128))","([np.int64(15), np.int64(16), np.int64(22), np.int64(26), np.int64(38), np.int64(46), np.int64(49)], np.float64(21.70997688669995))"
45,"([np.int64(8), np.int64(19), np.int64(26), np.int64(45)], np.float64(17.60254217867855))","([np.int64(8), np.int64(19), np.int64(26), np.int64(45)], np.float64(19.015229965470766))"
46,"([np.int64(0), np.int64(10), np.int64(15), np.int64(16)], np.float64(18.25089686551088))","([np.int64(0), np.int64(10), np.int64(15), np.int64(16), np.int64(36)], np.float64(22.06016892922958))"
47,"([np.int64(1), np.int64(10), np.int64(13), np.int64(48)], np.float64(17.142484000049667))","([np.int64(1), np.int64(10), np.int64(13), np.int64(48)], np.float64(18.8241805062935))"
48,"([np.int64(0), np.int64(20), np.int64(24), np.int64(42)], np.float64(16.659826621162804))","([np.int64(0), np.int64(20), np.int64(24), np.int64(42)], np.float64(18.438420830590307))"
49,"([np.int64(0), np.int64(21), np.int64(26), np.int64(30)], np.float64(16.671876327229867))","([np.int64(0), np.int64(5), np.int64(21), np.int64(26), np.int64(30), np.int64(36)], np.float64(20.776926503484788))"
