run_id,XGBoost,RF
1,"([np.int64(2), np.int64(3), np.int64(13), np.int64(15)], np.float64(17.382389872418628))","([np.int64(2), np.int64(3), np.int64(13), np.int64(15), np.int64(44)], np.float64(19.4586705866946))"
2,"([np.int64(10), np.int64(22), np.int64(30), np.int64(39)], np.float64(17.751958920869246))","([np.int64(10), np.int64(22), np.int64(30), np.int64(39)], np.float64(18.902518911854447))"
3,"([np.int64(0), np.int64(4), np.int64(5), np.int64(27)], np.float64(14.738630469103764))","([np.int64(0), np.int64(4), np.int64(5), np.int64(27), np.int64(39)], np.float64(19.406576505057153))"
4,"([np.int64(14), np.int64(34), np.int64(38), np.int64(49)], np.float64(15.310451696456944))","([np.int64(14), np.int64(34), np.int64(38), np.int64(49)], np.float64(17.248336939383588))"
5,"([np.int64(2), np.int64(11), np.int64(15), np.int64(36)], np.float64(16.84412955712567))","([np.int64(2), np.int64(5), np.int64(8), np.int64(11), np.int64(15), np.int64(36)], np.float64(21.445960028904352))"
6,"([np.int64(5), np.int64(17), np.int64(41), np.int64(44)], np.float64(15.040588906046075))","([np.int64(5), np.int64(17), np.int64(41), np.int64(44)], np.float64(17.35197848032156))"
7,"([np.int64(13), np.int64(17), np.int64(29), np.int64(45)], np.float64(17.726016469965472))","([np.int64(13), np.int64(15), np.int64(17), np.int64(29), np.int64(42), np.int64(45)], np.float64(21.670493413711114))"
8,"([np.int64(10), np.int64(19), np.int64(37), np.int64(48)], np.float64(17.12676918541398))","([np.int64(10), np.int64(19), np.int64(37), np.int64(48)], np.float64(19.223490901451704))"
9,"([np.int64(11), np.int64(36), np.int64(38), np.int64(44)], np.float64(15.624810542009579))","([np.int64(11), np.int64(36), np.int64(38), np.int64(44)], np.float64(17.93962024217346))"
10,"([np.int64(27), np.int64(29), np.int64(41), np.int64(42)], np.float64(17.73045499900085))","([np.int64(25), np.int64(27), np.int64(29), np.int64(33), np.int64(41), np.int64(42), np.int64(49)], np.float64(21.627922875326718))"
11,"([np.int64(19), np.int64(31), np.int64(46), np.int64(49)], np.float64(17.00217430792295))","([np.int64(19), np.int64(31), np.int64(37), np.int64(42), np.int64(46), np.int64(49)], np.float64(19.940165821550735))"
12,"([np.int64(7), np.int64(15), np.int64(38), np.int64(43)], np.float64(17.889694527535955))","([np.int64(7), np.int64(15), np.int64(38), np.int64(43)], np.float64(18.52219412941949))"
13,"([np.int64(8), np.int64(10), np.int64(31), np.int64(41)], np.float64(15.98529869212458))","([np.int64(8), np.int64(9), np.int64(10), np.int64(31), np.int64(41)], np.float64(19.062671202714927))"
14,"([np.int64(16), np.int64(21), np.int64(40), np.int64(42)], np.float64(17.642782287357864))","([np.int64(16), np.int64(21), np.int64(40), np.int64(42)], np.float64(18.278691902903557))"
15,"([np.int64(11), np.int64(19), np.int64(21), np.int64(41)], np.float64(15.520374854868495))","([np.int64(11), np.int64(19), np.int64(21), np.int64(41)], np.float64(16.717752676409116))"
16,"([np.int64(4), np.int64(9), np.int64(19), np.int64(40)], np.float64(15.148547275122153))","([np.int64(4), np.int64(9), np.int64(19), np.int64(40)], np.float64(17.7506320339879))"
