run_id,XGBoost,RF
1,"([np.int64(2), np.int64(3), np.int64(13), np.int64(15)], np.float64(11.58660684509396))","([np.int64(2), np.int64(3), np.int64(13), np.int64(15)], np.float64(14.847040033212782))"
2,"([np.int64(10), np.int64(22), np.int64(30), np.int64(39)], np.float64(12.008795999303038))","([np.int64(10), np.int64(22), np.int64(30), np.int64(39)], np.float64(15.038075878812052))"
3,"([np.int64(0), np.int64(4), np.int64(5), np.int64(27)], np.float64(12.510129349778015))","([np.int64(0), np.int64(3), np.int64(4), np.int64(5), np.int64(27)], np.float64(16.1825827252023))"
4,"([np.int64(14), np.int64(34), np.int64(38), np.int64(49)], np.float64(11.924068907251785))","([np.int64(14), np.int64(30), np.int64(34), np.int64(38), np.int64(49)], np.float64(16.834566001727516))"
5,"([np.int64(2), np.int64(11), np.int64(15), np.int64(36)], np.float64(13.4423883762515))","([np.int64(2), np.int64(11), np.int64(15), np.int64(36)], np.float64(14.485652946101458))"
6,"([np.int64(5), np.int64(17), np.int64(41), np.int64(44)], np.float64(11.967129069509449))","([np.int64(5), np.int64(17), np.int64(23), np.int64(24), np.int64(41), np.int64(44)], np.float64(17.3781513255623))"
7,"([np.int64(13), np.int64(17), np.int64(29), np.int64(45)], np.float64(13.218048462099352))","([np.int64(7), np.int64(13), np.int64(17), np.int64(29), np.int64(45)], np.float64(17.269486191158165))"
8,"([np.int64(10), np.int64(19), np.int64(37), np.int64(48)], np.float64(13.571949284563527))","([np.int64(10), np.int64(19), np.int64(37), np.int64(48)], np.float64(16.430262956945587))"
9,"([np.int64(11), np.int64(36), np.int64(38), np.int64(44)], np.float64(11.978546066248771))","([np.int64(11), np.int64(36), np.int64(38), np.int64(44)], np.float64(14.18229955911188))"
10,"([np.int64(27), np.int64(29), np.int64(41), np.int64(42)], np.float64(14.256465338115843))","([np.int64(27), np.int64(29), np.int64(41), np.int64(42), np.int64(46), np.int64(49)], np.float64(17.22820019348629))"
11,"([np.int64(19), np.int64(31), np.int64(46), np.int64(49)], np.float64(12.619332872075201))","([np.int64(9), np.int64(19), np.int64(29), np.int64(31), np.int64(46), np.int64(49)], np.float64(16.04631270221687))"
12,"([np.int64(7), np.int64(15), np.int64(38), np.int64(43)], np.float64(12.361148277094628))","([np.int64(3), np.int64(7), np.int64(12), np.int64(15), np.int64(38), np.int64(43)], np.float64(18.704259639738485))"
13,"([np.int64(8), np.int64(10), np.int64(31), np.int64(41)], np.float64(10.738436078475893))","([np.int64(8), np.int64(10), np.int64(31), np.int64(33), np.int64(41)], np.float64(15.69155886191969))"
