run_id,XGBoost,RF
40,"([np.int64(29), np.int64(33), np.int64(35), np.int64(44)], np.float64(21.399015465138824))","([np.int64(29), np.int64(33), np.int64(35), np.int64(44)], np.float64(21.512679514220732))"
41,"([np.int64(3), np.int64(6), np.int64(11), np.int64(14), np.int64(33)], np.float64(24.777438677924437))","([np.int64(3), np.int64(6), np.int64(9), np.int64(11), np.int64(14), np.int64(24)], np.float64(22.6470962783346))"
42,"([np.int64(6), np.int64(15), np.int64(43), np.int64(49)], np.float64(23.773291352778585))","([np.int64(6), np.int64(7), np.int64(15), np.int64(43), np.int64(49)], np.float64(22.716568955995996))"
43,"([np.int64(24), np.int64(30), np.int64(35), np.int64(45)], np.float64(25.972576825541687))","([np.int64(24), np.int64(30), np.int64(35), np.int64(42), np.int64(45)], np.float64(25.71886525879758))"
44,"([np.int64(16), np.int64(22), np.int64(38), np.int64(46)], np.float64(20.827292830507332))","([np.int64(16), np.int64(22), np.int64(26), np.int64(38), np.int64(46)], np.float64(23.288014967663635))"
45,"([np.int64(8), np.int64(19), np.int64(26), np.int64(45)], np.float64(23.76698380855111))","([np.int64(8), np.int64(19), np.int64(26), np.int64(32), np.int64(40), np.int64(45)], np.float64(25.73253916751656))"
46,"([np.int64(0), np.int64(10), np.int64(15), np.int64(16)], np.float64(25.24395903547568))","([np.int64(0), np.int64(10), np.int64(12), np.int64(15), np.int64(16)], np.float64(26.27336137516336))"
47,"([np.int64(1), np.int64(10), np.int64(13), np.int64(48)], np.float64(22.0167142116915))","([np.int64(1), np.int64(10), np.int64(13), np.int64(23), np.int64(31), np.int64(48)], np.float64(26.289925892056978))"
48,"([np.int64(0), np.int64(20), np.int64(24), np.int64(42)], np.float64(21.059510161801555))","([np.int64(0), np.int64(19), np.int64(20), np.int64(24), np.int64(32), np.int64(42)], np.float64(24.936513587964264))"
49,"([np.int64(0), np.int64(21), np.int64(26), np.int64(30)], np.float64(22.462743596852643))","([np.int64(0), np.int64(5), np.int64(21), np.int64(26), np.int64(30)], np.float64(23.002951982592226))"
