run_id,XGBoost,RF
1,"([np.int64(2), np.int64(3), np.int64(13), np.int64(15)], np.float64(17.939558519841754))","([np.int64(2), np.int64(3), np.int64(13), np.int64(15), np.int64(36)], np.float64(20.438317044556154))"
2,"([np.int64(10), np.int64(22), np.int64(30), np.int64(39)], np.float64(18.00872129215529))","([np.int64(10), np.int64(22), np.int64(30), np.int64(39), np.int64(48)], np.float64(21.330483773267485))"
3,"([np.int64(0), np.int64(4), np.int64(5), np.int64(27)], np.float64(16.32093271564412))","([np.int64(0), np.int64(4), np.int64(5), np.int64(27)], np.float64(18.128884029579748))"
4,"([np.int64(14), np.int64(34), np.int64(38), np.int64(49)], np.float64(17.27076605810116))","([np.int64(8), np.int64(14), np.int64(34), np.int64(38), np.int64(49)], np.float64(19.258276076107784))"
5,"([np.int64(2), np.int64(11), np.int64(15), np.int64(36)], np.float64(19.394507619061212))","([np.int64(2), np.int64(8), np.int64(11), np.int64(15), np.int64(36)], np.float64(21.007505526372245))"
6,"([np.int64(5), np.int64(17), np.int64(41), np.int64(44)], np.float64(16.976637791611413))","([np.int64(5), np.int64(12), np.int64(17), np.int64(41), np.int64(44)], np.float64(20.255607505656435))"
7,"([np.int64(13), np.int64(17), np.int64(29), np.int64(45)], np.float64(19.362962688892928))","([np.int64(13), np.int64(17), np.int64(29), np.int64(42), np.int64(45)], np.float64(22.806291004192296))"
8,"([np.int64(10), np.int64(19), np.int64(37), np.int64(48)], np.float64(17.892779996651246))","([np.int64(10), np.int64(15), np.int64(19), np.int64(37), np.int64(48)], np.float64(21.508902881676374))"
9,"([np.int64(11), np.int64(36), np.int64(38), np.int64(44)], np.float64(18.274954241126704))","([np.int64(11), np.int64(25), np.int64(36), np.int64(38), np.int64(44)], np.float64(21.44705365878617))"
10,"([np.int64(27), np.int64(29), np.int64(41), np.int64(42)], np.float64(18.282464967577194))","([np.int64(7), np.int64(25), np.int64(27), np.int64(29), np.int64(33), np.int64(41), np.int64(42), np.int64(49)], np.float64(23.21570926130097))"
11,"([np.int64(19), np.int64(31), np.int64(46), np.int64(49)], np.float64(17.61186102694545))","([np.int64(19), np.int64(31), np.int64(42), np.int64(46), np.int64(49)], np.float64(20.024722632451144))"
12,"([np.int64(7), np.int64(15), np.int64(38), np.int64(43)], np.float64(17.956456184506656))","([np.int64(7), np.int64(15), np.int64(38), np.int64(43)], np.float64(19.670776892179457))"
13,"([np.int64(8), np.int64(10), np.int64(31), np.int64(41)], np.float64(18.0381410271856))","([np.int64(8), np.int64(10), np.int64(31), np.int64(41)], np.float64(18.628967980760102))"
14,"([np.int64(16), np.int64(21), np.int64(40), np.int64(42)], np.float64(17.92423643103603))","([np.int64(16), np.int64(21), np.int64(40), np.int64(42)], np.float64(19.755491527759844))"
15,"([np.int64(11), np.int64(19), np.int64(21), np.int64(41)], np.float64(17.467497815461105))","([np.int64(11), np.int64(19), np.int64(21), np.int64(41), np.int64(45)], np.float64(20.175995461704428))"
16,"([np.int64(4), np.int64(9), np.int64(19), np.int64(40)], np.float64(17.3181343280121))","([np.int64(4), np.int64(6), np.int64(9), np.int64(19), np.int64(27), np.int64(40)], np.float64(21.211777688828327))"
17,"([np.int64(8), np.int64(18), np.int64(26), np.int64(27)], np.float64(18.625498319389195))","([np.int64(8), np.int64(18), np.int64(26), np.int64(27)], np.float64(21.038433388022614))"
18,"([np.int64(6), np.int64(31), np.int64(39), np.int64(48)], np.float64(17.76134730982394))","([np.int64(6), np.int64(31), np.int64(39), np.int64(48)], np.float64(20.380986471256136))"
19,"([np.int64(0), np.int64(2), np.int64(19), np.int64(32)], np.float64(16.8859232287758))","([np.int64(0), np.int64(2), np.int64(19), np.int64(32)], np.float64(18.62053232984053))"
20,"([np.int64(4), np.int64(7), np.int64(15), np.int64(28)], np.float64(21.533190378141537))","([np.int64(4), np.int64(7), np.int64(15), np.int64(28), np.int64(32)], np.float64(23.449351354610016))"
21,"([np.int64(13), np.int64(15), np.int64(30), np.int64(41)], np.float64(17.86184573925219))","([np.int64(4), np.int64(13), np.int64(15), np.int64(30), np.int64(41)], np.float64(18.659663450435307))"
22,"([np.int64(4), np.int64(6), np.int64(11), np.int64(46)], np.float64(18.604501509803306))","([np.int64(4), np.int64(6), np.int64(11), np.int64(46)], np.float64(19.87643983510739))"
23,"([np.int64(0), np.int64(6), np.int64(31), np.int64(42)], np.float64(17.42694240992972))","([np.int64(0), np.int64(1), np.int64(6), np.int64(31), np.int64(33), np.int64(42)], np.float64(20.6302565833835))"
24,"([np.int64(1), np.int64(8), np.int64(14), np.int64(37)], np.float64(16.341520577216816))","([np.int64(1), np.int64(8), np.int64(14), np.int64(37)], np.float64(18.667990650075357))"
25,"([np.int64(2), np.int64(13), np.int64(20), np.int64(26)], np.float64(18.591723452043304))","([np.int64(2), np.int64(13), np.int64(20), np.int64(26), np.int64(45)], np.float64(22.933237020984063))"
26,"([np.int64(25), np.int64(38), np.int64(47), np.int64(48)], np.float64(18.947551488288415))","([np.int64(6), np.int64(25), np.int64(38), np.int64(47), np.int64(48)], np.float64(20.193953022645218))"
27,"([np.int64(6), np.int64(9), np.int64(19), np.int64(44)], np.float64(18.369586061233736))","([np.int64(6), np.int64(9), np.int64(19), np.int64(38), np.int64(41), np.int64(44), np.int64(49)], np.float64(23.4600747027697))"
28,"([np.int64(19), np.int64(35), np.int64(38), np.int64(44)], np.float64(16.426134209161404))","([np.int64(7), np.int64(19), np.int64(35), np.int64(38), np.int64(44), np.int64(48)], np.float64(22.348003110297448))"
29,"([np.int64(8), np.int64(14), np.int64(38), np.int64(41)], np.float64(16.89243449584825))","([np.int64(8), np.int64(14), np.int64(38), np.int64(41)], np.float64(20.075309143315383))"
30,"([np.int64(20), np.int64(21), np.int64(34), np.int64(35)], np.float64(19.248816992991845))","([np.int64(17), np.int64(20), np.int64(21), np.int64(27), np.int64(34), np.int64(35)], np.float64(21.72853497410487))"
31,"([np.int64(13), np.int64(26), np.int64(28), np.int64(37)], np.float64(18.63640628360944))","([np.int64(13), np.int64(26), np.int64(28), np.int64(37), np.int64(44), np.int64(46)], np.float64(24.71304243100006))"
32,"([np.int64(8), np.int64(9), np.int64(26), np.int64(37), np.int64(48)], np.float64(21.76264659570099))","([np.int64(8), np.int64(9), np.int64(26), np.int64(37), np.int64(41)], np.float64(23.39127691370063))"
33,"([np.int64(5), np.int64(23), np.int64(44), np.int64(45)], np.float64(19.462251544629638))","([np.int64(5), np.int64(23), np.int64(44), np.int64(45)], np.float64(20.916507618801543))"
34,"([np.int64(2), np.int64(11), np.int64(21), np.int64(24)], np.float64(18.052443947614535))","([np.int64(2), np.int64(11), np.int64(21), np.int64(24)], np.float64(18.660974540311667))"
35,"([np.int64(7), np.int64(30), np.int64(47), np.int64(49)], np.float64(19.814009117383513))","([np.int64(7), np.int64(30), np.int64(47), np.int64(49)], np.float64(20.886451390179612))"
36,"([np.int64(11), np.int64(17), np.int64(35), np.int64(41)], np.float64(19.652482764673174))","([np.int64(11), np.int64(17), np.int64(35), np.int64(41)], np.float64(18.46054245415125))"
37,"([np.int64(4), np.int64(15), np.int64(24), np.int64(44)], np.float64(19.518167969081794))","([np.int64(4), np.int64(5), np.int64(15), np.int64(24), np.int64(44)], np.float64(20.824843243625285))"
38,"([np.int64(20), np.int64(25), np.int64(26), np.int64(28)], np.float64(17.982261832337013))","([np.int64(10), np.int64(14), np.int64(18), np.int64(20), np.int64(22), np.int64(25), np.int64(26), np.int64(28)], np.float64(23.868537145079454))"
39,"([np.int64(5), np.int64(21), np.int64(25), np.int64(43)], np.float64(18.35145240179897))","([np.int64(5), np.int64(17), np.int64(18), np.int64(21), np.int64(25), np.int64(43)], np.float64(21.061586195568015))"
40,"([np.int64(29), np.int64(33), np.int64(35), np.int64(44)], np.float64(18.524250141878852))","([np.int64(28), np.int64(29), np.int64(33), np.int64(35), np.int64(44), np.int64(45)], np.float64(20.742960553732015))"
41,"([np.int64(3), np.int64(6), np.int64(11), np.int64(14)], np.float64(17.583598601895027))","([np.int64(3), np.int64(6), np.int64(11), np.int64(14), np.int64(17)], np.float64(18.55155494416392))"
42,"([np.int64(6), np.int64(15), np.int64(43), np.int64(49)], np.float64(18.32314728784067))","([np.int64(6), np.int64(15), np.int64(43), np.int64(49)], np.float64(19.921473073277127))"
43,"([np.int64(24), np.int64(30), np.int64(35), np.int64(45)], np.float64(18.27693256181787))","([np.int64(4), np.int64(24), np.int64(30), np.int64(35), np.int64(45)], np.float64(22.854812349989178))"
44,"([np.int64(16), np.int64(22), np.int64(38), np.int64(46)], np.float64(18.59339260444358))","([np.int64(16), np.int64(22), np.int64(26), np.int64(38), np.int64(46), np.int64(49)], np.float64(22.271003041766964))"
45,"([np.int64(8), np.int64(19), np.int64(26), np.int64(45)], np.float64(19.108878952254884))","([np.int64(8), np.int64(19), np.int64(26), np.int64(28), np.int64(32), np.int64(45)], np.float64(23.383707837655663))"
46,"([np.int64(0), np.int64(10), np.int64(15), np.int64(16)], np.float64(18.808593046637856))","([np.int64(0), np.int64(10), np.int64(12), np.int64(15), np.int64(16)], np.float64(22.998795907299368))"
47,"([np.int64(1), np.int64(10), np.int64(13), np.int64(48)], np.float64(18.676453100283332))","([np.int64(1), np.int64(10), np.int64(13), np.int64(48)], np.float64(20.072071872364614))"
48,"([np.int64(0), np.int64(20), np.int64(24), np.int64(42)], np.float64(18.23665994558831))","([np.int64(0), np.int64(20), np.int64(24), np.int64(42)], np.float64(19.509359279778888))"
49,"([np.int64(0), np.int64(21), np.int64(26), np.int64(30)], np.float64(17.896357274399787))","([np.int64(0), np.int64(21), np.int64(26), np.int64(30), np.int64(36)], np.float64(20.69498836137595))"
