run_id,harderLASSO ANN - 0.7lambda,harderLASSO ANN - lambda,harderLASSO ANN - 1.3lambda
0,"[3, 4, 9, 22, 36, 100, 118, 139, 141, 159, 164, 204, 210, 215, 221, 245, 270, 271]","[9, 36, 66, 67, 95, 100, 124, 164, 187, 215, 221, 233, 236, 245]","[9, 36, 56, 97, 99, 221]"
1,"[40, 51, 69, 79, 96, 131, 132, 133, 149, 159, 216, 219, 283, 285]","[38, 40, 69, 79, 85, 106, 139, 144, 192]","[38, 40, 170, 192, 222, 283]"
2,"[0, 17, 23, 36, 46, 78, 89, 123, 149, 151, 153, 158, 190, 204, 238, 245, 256, 264, 270, 277, 282, 290, 297]","[17, 36, 46, 78, 147, 151, 153, 158, 190, 214, 235, 238, 257, 264, 270]","[17, 46, 59, 194, 245, 256]"
3,"[3, 24, 31, 43, 47, 65, 85, 93, 106, 150, 169, 191, 206, 233, 237, 254, 260, 278, 281, 286]","[24, 88, 93, 148, 150, 159, 203, 206, 237, 260, 264]","[9, 43, 65, 142, 203, 237, 260, 264]"
4,"[65, 85, 96, 101, 110, 118, 131, 164, 165, 215, 221, 236, 247, 259, 280, 289]","[75, 85, 92, 164, 182, 221, 236, 247, 281, 298]","[21, 85, 116, 165, 182, 215, 221, 236, 283]"
5,"[8, 29, 44, 72, 87, 96, 99, 109, 137, 182, 226, 272, 296]","[8, 44, 87, 96, 97, 99, 137, 138, 182, 226, 228]","[45, 72, 87, 182, 296]"
6,"[1, 24, 34, 67, 91, 116, 120, 123, 144, 148, 172, 186, 191, 195, 199, 239, 250, 263, 266, 267, 283, 299]","[34, 65, 116, 186, 199, 219, 239, 240, 250, 266, 267, 283, 299]","[13, 86, 91, 148, 186, 199, 239, 240, 283]"
7,"[33, 36, 54, 64, 92, 94, 108, 136, 144, 168, 169, 180, 190, 202, 207, 212, 239]","[15, 24, 92, 96, 146, 153, 168, 194, 196, 207, 212, 229, 237]","[95, 108, 168, 196, 212, 239]"
8,"[26, 43, 46, 63, 109, 140, 152, 158, 163, 164, 166, 173, 174, 178, 197, 209, 222, 245, 255, 267, 282]","[26, 46, 55, 63, 83, 94, 245, 255, 270]","[26, 46, 55, 83, 94, 158, 209, 255, 267]"
9,"[29, 38, 46, 52, 55, 58, 60, 63, 74, 93, 123, 140, 191, 213, 242, 266, 269]","[1, 52, 58, 63, 82, 93, 104, 156, 191, 213, 269, 296]","[38, 58, 63, 74, 93, 156, 169, 191, 197, 213, 261, 269, 274]"
10,"[1, 17, 44, 56, 62, 99, 107, 112, 122, 131, 135, 145, 167, 182, 193, 198, 248, 279, 283, 292]","[14, 16, 44, 59, 92, 117, 122, 131, 147, 198, 207, 220, 225, 235, 283]","[12, 17, 44, 84, 198, 283]"
11,"[14, 21, 29, 69, 90, 95, 103, 116, 128, 137, 155, 158, 161, 163, 205, 211, 281]","[7, 14, 21, 69, 70, 103, 128, 163, 247]","[14, 103, 116, 121, 128, 158, 163, 297]"
12,"[48, 52, 54, 69, 81, 109, 120, 182, 202, 232, 241, 252, 256, 262, 274]","[48, 52, 81, 109, 125, 131, 177, 202, 213, 214, 219, 226, 274]","[54, 74, 109, 162, 177, 202, 226, 262, 267, 274]"
13,"[39, 49, 80, 83, 86, 100, 128, 138, 140, 153, 169, 206, 213, 215, 224, 268, 285]","[45, 62, 80, 86, 100, 128, 147, 153, 201, 206, 213, 268, 285]","[80, 86, 100, 128, 153, 201, 206, 280]"
14,"[4, 5, 65, 101, 133, 150, 152, 153, 177, 184, 205, 239, 241, 245, 278]","[4, 25, 69, 107, 111, 132, 150, 157, 162, 183, 189, 205, 239, 241, 245, 264, 278]","[157, 183, 241, 278]"
15,"[27, 56, 75, 77, 141, 173, 174, 176, 186, 199, 206, 209, 238, 265, 290]","[22, 27, 75, 108, 140, 169, 190, 199, 209, 220, 265, 275, 282, 287]","[75, 150, 173, 265, 290]"
16,"[8, 9, 33, 42, 78, 91, 92, 102, 108, 120, 122, 137, 170, 173, 179, 205, 208, 242, 282]","[8, 33, 65, 92, 120, 122, 141, 147, 158, 162, 179, 186, 188, 220, 232, 239, 245, 282, 285]","[33, 92, 102, 108, 113, 268, 295]"
17,"[44, 68, 79, 115, 116, 157, 164, 169, 185, 197, 200, 229, 248, 253, 258, 278, 290]","[60, 74, 115, 116, 157, 169, 194, 229, 248, 290]","[29, 60, 79, 115, 116, 157, 169, 229, 248, 253, 271, 290]"
18,"[22, 39, 75, 76, 99, 114, 138, 166, 168, 184, 213, 238, 248, 262, 281]","[3, 22, 39, 124, 198, 238, 248]","[3, 7, 39, 62, 104, 170, 198]"
19,"[10, 38, 41, 53, 66, 104, 122, 128, 132, 166, 195, 233, 251, 265]","[10, 32, 62, 96, 122, 132, 136, 166, 195, 197, 211, 251, 265, 273]","[10, 96, 132, 212, 251, 273]"
20,"[17, 27, 130, 138, 140, 181, 195, 198, 202, 207, 219, 228, 237, 260, 276]","[17, 77, 85, 92, 141, 189, 198, 207, 228, 253]","[17, 27, 104, 114, 124, 160, 185, 189, 195, 198, 264]"
21,"[44, 47, 61, 88, 99, 115, 127, 145, 146, 177, 187, 201, 205, 208, 251, 253, 278]","[0, 34, 80, 88, 99, 118, 127, 131, 146, 177, 205, 278, 286]","[0, 49, 61, 99, 146, 167, 177, 248, 251]"
