run_id,harderLASSO ANN - 0.7lambda,harderLASSO ANN - lambda,harderLASSO ANN - 1.3lambda
0,"[14, 18, 32, 49, 113, 132, 134, 135, 203, 216, 227, 238, 243, 246, 252, 280, 284, 292]","[32, 98, 124, 145, 165, 252, 284, 298]","[32, 79, 132, 159, 243, 245, 246, 252, 284]"
1,"[11, 28, 43, 52, 77, 122, 124, 186, 205, 211, 227, 263]","[11, 43, 58, 122, 172, 186, 205, 287]","[11, 28, 122, 211]"
2,"[23, 37, 48, 61, 66, 139, 142, 177, 276]","[46, 48, 61, 120, 142, 170, 225, 296]","[46, 48, 75, 142]"
3,"[5, 16, 36, 69, 91, 97, 106, 107, 126, 165, 176, 213, 272]","[22, 37, 43, 91, 97, 106, 116, 126, 279, 294]","[43, 57, 91, 106, 126, 165, 272]"
4,"[20, 44, 68, 88, 104, 109, 132, 133, 166, 168, 212, 220, 277, 298]","[20, 44, 68, 88, 104, 231, 234, 261]","[20, 88, 105, 277]"
5,"[47, 56, 85, 93, 96, 118, 161, 163, 169, 171, 191, 193, 218, 285]","[30, 40, 51, 69, 85, 91, 207, 218, 250, 251, 285]","[61, 85, 106, 191, 218, 267, 285]"
6,"[22, 23, 26, 31, 46, 65, 96, 143, 151, 204, 228, 231, 238, 274, 279, 299]","[26, 28, 96, 136, 190, 203, 204, 228, 238, 250]","[22, 46, 190, 203, 204, 228, 232, 238, 250]"
7,"[4, 55, 58, 81, 124, 128, 133, 171, 180, 191, 277]","[16, 20, 55, 81, 128, 171, 180, 207, 208, 220]","[4, 55, 81, 95, 128, 171, 180, 192, 208, 220]"
8,"[7, 26, 40, 95, 102, 130, 143, 173, 232, 241, 282, 293, 298]","[40, 95, 143, 173, 181, 232, 282]","[40, 232, 282]"
9,"[12, 116, 180, 218, 233, 237, 249, 258, 274, 297, 298]","[3, 10, 116, 192, 218, 228, 237, 249, 298]","[3, 12, 116, 180, 218, 228, 297, 298]"
10,"[1, 30, 34, 38, 85, 89, 97, 125, 133, 136, 175, 189, 237, 243, 251, 256, 267, 285]","[1, 8, 28, 38, 85, 97, 130, 209, 284, 285]","[1, 28, 38, 85, 97, 175, 284]"
11,"[36, 46, 49, 54, 60, 75, 125, 130, 131, 152, 206, 220]","[36, 54, 75, 206, 248, 273, 281, 289, 292]","[60, 75, 125, 131, 206, 220, 255, 292]"
12,"[36, 40, 43, 47, 93, 98, 103, 111, 122, 127, 133, 143, 160, 162, 210, 228, 229, 287]","[38, 43, 98, 133, 143, 160, 188, 204, 210, 274]","[38, 43, 128, 160, 228, 274]"
13,"[12, 13, 57, 58, 91, 106, 117, 123, 131, 184, 188, 189, 200, 225, 267, 286]","[12, 52, 69, 101, 160, 169, 171, 184, 189, 201, 225, 241, 284, 289]","[12, 17, 49, 58, 119, 164, 177, 224, 225, 267, 286]"
14,"[9, 37, 95, 98, 119, 123, 155, 164, 198, 262, 293, 294]","[11, 15, 22, 96, 98, 119, 121, 164, 233, 294, 298]","[37, 119, 121, 164, 198, 248]"
15,"[16, 32, 35, 127, 154, 198, 217, 240, 245, 275]","[34, 37, 71, 85, 127, 151, 154, 221, 265, 283]","[62, 71, 127, 154, 173, 283]"
16,"[4, 6, 8, 21, 24, 41, 101, 103, 116, 200, 228, 236, 238, 250, 251, 270, 287, 289]","[49, 94, 101, 115, 116, 176, 200, 228, 251, 287]","[4, 13, 87, 116, 228, 238, 270, 287]"
17,"[16, 17, 29, 68, 72, 79, 142, 153, 194, 216, 221, 250, 282, 283, 287]","[29, 68, 98, 191, 198, 216, 250, 254, 282]","[29, 84, 113, 194, 198, 203, 250, 254, 260]"
18,"[12, 27, 50, 72, 137, 141, 181, 185, 187, 215, 220, 229, 242, 288]","[1, 27, 72, 87, 138, 181, 193, 297]","[40, 72, 112, 129, 137, 288]"
19,"[15, 70, 73, 78, 80, 110, 113, 191, 265, 267, 289]","[15, 70, 73, 78, 80, 110, 113, 191, 265, 267, 289]","[59, 62, 140, 229, 267]"
20,"[16, 26, 28, 43, 45, 47, 74, 76, 112, 113, 116, 136, 182, 187, 211, 240]","[27, 28, 33, 43, 47, 56, 74, 113]","[27, 29, 30, 33, 47, 74, 113]"
21,"[35, 37, 60, 71, 80, 98, 133, 139, 164, 186, 192, 234, 240, 242, 285]","[37, 38, 98, 133, 165, 218, 234, 285, 287]","[44, 62, 98, 134, 285]"
