run_id,harderLASSO ANN - 0.7lambda,harderLASSO ANN - lambda,harderLASSO ANN - 1.3lambda
0,"[32, 120, 129, 206, 218, 249, 270]","[32, 129, 206, 218, 249, 270]","[32, 129, 206, 218, 249, 270]"
1,"[38, 45, 71, 126, 144, 169, 183, 221, 264, 266, 280]","[45, 71, 126, 169, 183, 268]","[71, 126, 169, 186, 264, 280]"
2,"[1, 18, 22, 29, 137, 167, 188, 256, 275, 296]","[1, 22, 137, 167, 188, 256]","[1, 18, 22, 137, 188, 256, 296]"
3,"[51, 63, 78, 153, 182, 183, 204, 299]","[25, 78, 108, 243, 250]","[78, 153]"
4,"[10, 42, 104, 127, 158, 190, 252, 275]","[10, 42, 104, 127, 158, 275]","[10, 42, 104, 127, 158, 275]"
5,"[6, 79, 96, 102, 115, 117, 137, 212, 223, 233, 261]","[115, 137, 212, 233, 256]","[137, 233]"
6,"[13, 23, 27, 64, 148, 164, 226, 244, 246, 260, 269]","[13, 27, 64, 148, 164, 246, 264, 269]","[13, 148, 164, 264]"
7,"[69, 93, 166, 232, 288, 295]","[69, 93, 166, 232, 288, 295]","[69, 93, 166, 232, 288, 295]"
8,"[60, 72, 126, 238, 277, 296, 299]","[60, 72, 238, 277, 296, 299]","[60, 72, 238, 277, 296, 299]"
9,"[22, 29, 124, 177, 178, 223, 234, 282]","[12, 124, 162, 177, 178, 219, 223]","[12, 177, 178, 219, 223]"
10,"[65, 98, 125, 162, 168, 173, 175, 179, 269, 282, 293]","[59, 98, 168, 178, 265, 269]","[98, 168, 282, 287]"
11,"[8, 35, 74, 80, 92, 190, 273, 283]","[35, 80, 92, 173, 273, 283]","[157, 273, 283]"
12,"[49, 52, 55, 73, 165, 178, 184, 220, 232, 269, 283]","[49, 52, 65, 73, 165, 283]","[52, 165, 283]"
13,"[45, 162, 190, 199, 250, 262]","[162, 164, 190, 199, 250]","[45, 162, 190, 199, 250]"
14,"[8, 19, 55, 209, 229, 288]","[8, 19, 55, 82, 209, 228, 229, 288]","[8, 19, 55, 82, 209, 228, 229, 288]"
15,"[63, 82, 123, 168, 228, 290]","[63, 82, 123, 168, 228, 290]","[63, 123, 168, 228]"
16,"[62, 63, 77, 94, 126, 236, 241, 269]","[4, 50, 62, 178, 236, 241, 269]","[62, 178, 236, 241, 269]"
17,"[97, 100, 161, 195, 216, 219]","[100, 124, 161, 195, 216, 219, 248]","[97, 100, 161, 195, 216, 219]"
18,"[55, 100, 102, 113, 119, 147, 152, 171, 182, 229, 246]","[19, 100, 119, 147, 171, 246]","[100, 147, 246]"
19,"[104, 121, 199, 205, 232, 284]","[104, 121, 199, 205, 232, 284]","[104, 121, 199, 205, 232, 284]"
20,"[60, 84, 95, 103, 113, 175, 265, 277]","[103, 216, 260, 265, 277, 285]","[103, 216, 265, 285]"
21,"[54, 61, 90, 118, 121, 149, 182, 196, 230, 245]","[15, 61, 63, 66, 77, 182, 230, 292]","[61, 182, 230, 292]"
22,"[30, 38, 62, 70, 151, 193, 280, 297]","[30, 62, 70, 151, 217]","[30, 62, 70, 151]"
23,"[20, 39, 53, 68, 80, 242]","[20, 39, 53, 68, 80, 242]","[20, 39, 53, 68, 80, 242]"
24,"[48, 66, 116, 131, 174, 208, 219, 221, 294, 295]","[48, 66, 150, 174, 294, 295]","[48, 66, 150, 174, 294, 295]"
25,"[0, 29, 62, 68, 124, 161, 168, 183, 221]","[0, 29, 71, 75, 124, 183, 221, 246, 255, 285]","[0, 238, 246, 250]"
26,"[24, 134, 187, 239, 244]","[21, 24, 134, 187, 239, 244]","[21, 24, 134, 187, 239, 244]"
27,"[40, 143, 239, 271, 289, 292]","[40, 143, 239, 271, 289, 292]","[40, 143, 239, 271, 289, 292]"
28,"[72, 95, 115, 147, 251, 287, 299]","[95, 115, 147, 251, 287, 299]","[19, 95, 115, 147]"
29,"[9, 76, 86, 103, 110, 153, 172, 185, 216]","[9, 76, 86, 103, 110, 256]","[9, 76, 86, 103, 110, 256]"
30,"[14, 18, 154, 163, 185, 207]","[32, 59, 185, 236, 299]",[39]
31,"[72, 173, 207, 255, 264, 270, 274, 292]","[72, 173, 207, 242, 255, 270, 292]","[104, 120, 173, 242, 255]"
32,"[1, 55, 78, 122, 142, 171, 238, 254]","[1, 55, 142, 238]","[1, 142, 238]"
33,"[23, 39, 62, 94, 99, 112, 170, 189, 200, 252, 259]","[16, 23, 99, 191, 219, 252]","[23, 99, 167]"
34,"[0, 15, 168, 193, 218, 276]","[0, 15, 168, 193, 218, 276]","[0, 15, 168, 193, 218, 276]"
35,"[28, 31, 36, 93, 174, 189]","[28, 31, 36, 93, 174, 189]","[28, 31, 36, 93, 174, 189]"
36,"[12, 33, 78, 90, 143, 145, 163, 181, 192, 236, 261]","[12, 25, 33, 145, 163, 181]","[12, 25, 33, 145, 163, 181]"
37,"[24, 66, 72, 135, 154, 162, 187, 240, 264, 270, 294]","[24, 72, 135, 162, 187, 240, 264, 294]","[24, 72, 162, 187]"
38,"[4, 8, 18, 25, 97, 133, 161, 182, 220]","[7, 8, 78, 133, 211, 215, 220, 223, 261]","[7, 8, 133, 211, 220, 261]"
39,"[127, 169, 201, 204, 236, 241, 266]","[127, 169, 201, 204, 236, 266, 283]","[127, 169, 201, 204, 236, 266]"
40,"[5, 47, 58, 74, 89, 171, 187]","[5, 47, 74, 89, 171, 187]","[5, 47, 74, 89, 171, 187]"
41,"[16, 111, 120, 206, 219, 294]","[16, 111, 120, 206, 219, 294]","[16, 111, 120, 206, 219, 294]"
42,"[14, 22, 64, 108, 131, 277]","[14, 22, 64, 108, 131, 268, 277]","[14, 22, 64, 108, 131, 268, 277]"
43,"[23, 73, 92, 122, 162, 172, 225, 227, 275, 289]","[55, 92, 145, 172, 225, 275]","[55, 92, 145, 172, 225, 275]"
44,"[3, 11, 76, 89, 121, 131, 149, 169, 203, 265, 287]","[3, 19, 76, 78]","[76, 78, 185]"
45,"[31, 124, 144, 162, 237, 238, 265]","[31, 37, 162, 268]",[31]
46,"[3, 42, 90, 114, 122, 157, 280, 282]","[42, 114, 122, 157, 280, 282]","[42, 114, 122, 157, 280, 282]"
47,"[7, 93, 95, 108, 146, 178, 281]","[7, 95, 108, 146, 178, 281]","[7, 95, 108, 146, 178, 281]"
48,"[92, 138, 236, 238, 248, 276]","[92, 118, 138, 236, 238, 276]","[92, 116, 138, 236, 238]"
49,"[95, 113, 118, 153, 161, 170, 196, 205, 207, 219, 224, 270]","[95, 153, 161, 182]","[153, 161]"
50,"[5, 11, 26, 104, 152, 241, 275, 296]","[11, 26, 115, 152, 241, 275]","[26, 152]"
51,"[17, 43, 47, 65, 185]","[17, 43, 47, 65, 143, 185]","[17, 43, 47, 65, 143, 185]"
52,"[7, 14, 62, 65, 100, 137, 150, 167, 219, 235, 273]","[14, 42, 155, 185, 273]","[25, 71, 205, 266]"
53,"[4, 9, 21, 23, 36, 92, 109, 152, 179, 186, 209, 211, 290]","[9, 21, 23, 109, 186, 209, 232, 290]","[23, 108, 209]"
54,"[81, 161, 169, 173, 205, 231]","[81, 161, 169, 173, 205, 231]","[81, 161, 169, 173, 205, 231]"
55,"[3, 19, 130, 137, 141, 152, 188, 227, 256]","[3, 19, 130, 141, 188, 227]","[3, 19, 130, 141, 188, 227]"
56,"[30, 112, 121, 128, 150, 198, 219, 238]","[112, 128, 194, 198, 219, 257]","[112, 128, 194, 198, 219, 257]"
57,"[40, 72, 169, 202, 212, 237, 267, 271]","[40, 72, 101, 202, 212, 226, 237, 255, 275]","[72, 255]"
58,"[15, 16, 19, 85, 176, 185, 189, 197, 289]","[19, 85, 185, 189, 289]","[19, 185, 189]"
59,"[40, 50, 147, 151, 253, 276, 291]","[18, 40, 151, 253, 276, 291]","[40, 253, 291]"
60,"[103, 134, 187, 222, 235, 259]","[9, 25, 103, 134, 187, 235, 257]","[25, 103, 134, 187, 222, 235, 259]"
61,"[30, 42, 61, 87, 98, 138, 194, 238, 262]","[4, 61, 87, 141, 238]",[87]
62,"[22, 27, 46, 71, 83, 106, 179, 191, 255, 268]","[44, 71, 95, 116, 179, 296]","[44, 71, 95, 116, 179, 296]"
63,"[44, 61, 85, 201, 205, 291]","[37, 61, 85, 105, 201, 205, 229]","[85, 125, 174, 201, 229]"
64,"[36, 46, 79, 83, 123, 125, 170]","[36, 46, 79, 123, 125, 170]","[36, 46, 79, 123, 125, 170]"
65,"[14, 182, 201, 234, 292, 296]","[14, 182, 192, 201, 234, 290, 292, 296]","[14, 182, 201, 234, 292, 296]"
66,"[39, 44, 130, 168, 243, 247, 253, 256, 278]","[5, 103, 148, 243, 253, 256, 278]","[5, 253, 256, 278]"
67,"[56, 143, 149, 151, 152, 158, 237]","[56, 143, 149, 151, 152, 237]","[56, 143, 149, 151, 152, 237]"
68,"[19, 39, 56, 98, 121, 149, 169, 170, 195, 216, 235, 269, 290]","[16, 39, 72, 88, 98, 121, 169, 235, 290]","[56, 98, 121, 169, 235, 290]"
69,"[7, 48, 112, 186, 206, 239, 276, 286]","[45, 112, 232, 276, 286]","[7, 51, 112, 276, 286]"
70,"[58, 73, 101, 161, 184, 194, 217, 230, 252, 259]","[73, 151, 165, 194, 217]","[73, 194, 217]"
71,"[189, 199, 221, 223, 238, 293]","[189, 199, 221, 223, 238, 293]","[189, 199, 221, 223, 238, 293]"
72,"[44, 58, 138, 140, 218, 281]","[44, 58, 138, 140, 218, 281]","[44, 58, 281]"
73,"[7, 96, 107, 124, 193, 227, 243]","[7, 96, 107, 124, 193, 227, 243]","[7, 96, 107, 124, 227, 243]"
74,"[1, 51, 84, 158, 293, 298]","[84, 213, 232, 263, 293]","[1, 51, 84, 158, 293, 298]"
75,"[3, 41, 110, 197, 206, 215, 234, 247]","[42, 110, 197, 215, 234]","[41, 197, 215, 234]"
76,"[2, 35, 64, 136, 180, 189, 232, 240, 261, 267]","[180, 189, 232, 261, 267, 293]","[180, 189, 246, 261, 267, 283]"
77,"[20, 110, 119, 123, 125, 147, 178, 234, 253, 259, 278, 279]","[24, 119, 178, 204, 278, 285]",[]
78,"[5, 53, 70, 106, 131, 164, 216, 276]","[53, 216, 226]","[5, 53, 164, 212, 216, 276]"
79,"[14, 51, 65, 88, 99, 284]","[14, 51, 65, 88, 99, 284, 294]","[14, 51, 65, 88, 99, 284]"
80,"[6, 12, 26, 106, 122, 175, 191, 263, 271, 295]","[12, 93, 122, 175, 191, 271, 295]","[12, 122, 175, 271, 295]"
81,"[36, 47, 85, 104, 161, 222, 293]","[85, 101, 104, 111, 141, 186]","[85, 101, 104, 111]"
82,"[5, 65, 76, 89, 92, 101, 113, 119, 132, 159, 225, 231, 247, 261, 274]","[89, 92, 113, 138, 231, 274]","[76, 89, 92, 113, 247]"
